14/10/23 05:32:12 0000 s 01494ver01 44.882373 8.859865 00 00
14/10/23 05:42:46 0001 1                  44.843922 8.853030 00 00 3231303132304A3039363634            
14/10/23 05:45:48 0002 1                  44.828773 8.854050 00 00 3231303132304A3034333930            
14/10/23 05:47:17 0003 1                  44.828477 8.853468 00 00 3231303132304A3039353637            
14/10/23 05:48:56 0004 1                  44.828563 8.852480 00 00 3231303132304A3039303836            
14/10/23 05:48:58 0005 1                  44.828562 8.852480 00 00 3231303132304A3038373933            
14/10/23 05:49:30 0006 1                  44.828555 8.852493 00 00 3231303132304A3130303634            
14/10/23 05:49:34 0007 1                  44.828553 8.852497 00 00 30395DFA83497D000016B2FE            
14/10/23 05:51:25 0008 1                  44.827460 8.851470 00 00 3231303132304A3039363133            
14/10/23 05:55:24 0009 1                  44.828760 8.851823 00 00 3231303132304A3130333934            
14/10/23 05:59:00 0010 1                  44.834720 8.850367 00 00 3231303132304A3039343638            
14/10/23 06:00:42 0011 1                  44.833663 8.850347 00 00 3231303132304A3039383037            
14/10/23 06:04:19 0012 1                  44.830342 8.852292 00 00 3231303132304A3039343639            
14/10/23 06:04:23 0013 1                  44.830342 8.852292 00 00 30396061C3C34581AD9BFABB            
14/10/23 06:06:32 0014 1                  44.832463 8.852308 00 00 3231313130304A3030393233            
14/10/23 06:09:29 0015 1                  44.830035 8.851253 00 00 3231303132304A3039303838            
14/10/23 06:09:31 0016 1                  44.830033 8.851253 00 00 3231303132304A3039383035            
14/10/23 06:11:06 0017 1                  44.830057 8.851800 00 00 3231303132304A3038363633            
14/10/23 06:12:57 0018 1                  44.829025 8.853475 00 00 3233303132304A3030313036            
14/10/23 06:14:14 0019 1                  44.828988 8.853833 00 00 3231303132304A3130323930            
14/10/23 06:16:12 0020 1                  44.825868 8.854195 00 00 3231303132304A3130303630            
14/10/23 06:20:02 0021 1                  44.827980 8.854198 00 00 313931323053303131363834            
14/10/23 06:20:57 0022 1                  44.827978 8.854217 00 00 3231303132304A3130303539            
14/10/23 06:20:59 0023 1                  44.827978 8.854217 00 00 3231303132304A3130313836            
14/10/23 06:25:01 0024 1                  44.827565 8.855302 00 00 313931323053303038363131            
14/10/23 06:26:59 0025 1                  44.829358 8.854175 00 00 3231313132304A3039363636            
14/10/23 06:29:22 0026 1                  44.836250 8.853803 00 00 3231303132304A3130333530            
