Date with time;Chiave;Calotta
29.11.2023 18:04:11;10042D7732796D80;80A819
29.11.2023 18:14:12;10041D5832796D80;80A819
29.11.2023 19:02:06;1004343E32796D80;80A819
29.11.2023 20:05:32;1004477C32E06780;80A819
29.11.2023 22:15:49;10045C5032E06780;80A819
30.11.2023 08:29:36;1004284A32E06780;80A819
30.11.2023 08:54:28;1004653E32796D80;80A819
30.11.2023 08:56:01;1004653E32796D80;80A819
30.11.2023 09:44:14;1004729132E06780;80A819
30.11.2023 10:09:35;10044A6232E06780;80A820
30.11.2023 10:51:06;1004335632E06780;80A819
30.11.2023 12:19:41;10046D8A32E06780;80A5A7
30.11.2023 12:44:44;1004670B6A545A80;807F4F
30.11.2023 12:46:58;1004856AF2FA6D80;80A820
30.11.2023 13:16:58;10046C5C32E06780;80BA27
30.11.2023 13:17:33;10046C5C32E06780;80BA27
30.11.2023 13:31:10;10046F65F2FA6D80;80BA27
30.11.2023 13:34:52;1004557D32E06780;80A819
30.11.2023 13:37:34;10047D47F2FA6D80;80A773
30.11.2023 14:13:52;10049851F2FA6D80;80A764
30.11.2023 14:13:59;10049851F2FA6D80;80A7FB
30.11.2023 14:14:19;1004745E32E06780;80BA27
30.11.2023 14:14:21;10049851F2FA6D80;80A764
30.11.2023 14:29:42;10042F6D32E06780;80A819
30.11.2023 14:47:24;10047C5932E06780;80A746
30.11.2023 14:52:53;1004357C32E06780;80A80C
30.11.2023 14:54:26;1004574A32E06780;80A80C
30.11.2023 15:01:17;1004744A32E06780;80A819
30.11.2023 15:11:07;10042C8B32796D80;80A767
30.11.2023 15:29:20;10046C73CAFE5B80;80A819
30.11.2023 15:39:04;10042043F2FA6D80;80A770
30.11.2023 15:44:23;1004177C32E06780;80A816
30.11.2023 15:47:22;10049E5232E06780;80A765
30.11.2023 16:01:18;10044C8332796D80;80A819
30.11.2023 16:13:13;10045D6132E06780;80A744
30.11.2023 16:14:47;1004996832E06780;80A772
30.11.2023 16:16:42;10046E5132796D80;80A767
30.11.2023 16:16:55;10046E5132796D80;807F88
30.11.2023 16:24:48;10045D51F2FA6D80;80A763
30.11.2023 16:27:50;10049B4932E06780;80A7FB
30.11.2023 16:33:20;10043E5A32796D80;80A75F
30.11.2023 16:34:57;10043E5F32E06780;80A74A
30.11.2023 16:35:47;10047F6932E06780;80A816
30.11.2023 16:36:45;10042C4E32E06780;80A767
30.11.2023 16:37:59;10045B2832796D80;80A819
30.11.2023 16:43:32;10044385E2986F80;80A763
30.11.2023 16:43:51;10044385E2986F80;80A763
30.11.2023 16:47:27;10048D6B32796D80;80A760
30.11.2023 16:47:40;10048D6B32796D80;80A763
30.11.2023 16:53:48;10042126F2FA6D80;80A74A
30.11.2023 16:53:53;1004758632E06780;80A819
30.11.2023 16:54:08;10042126F2FA6D80;80A753
30.11.2023 16:55:09;10042126F2FA6D80;80A753
30.11.2023 17:03:05;10048668F2FA6D80;80A7F9
30.11.2023 17:03:37;1004086832796D80;80A764
30.11.2023 17:04:10;1004474EF2FA6D80;80A816
30.11.2023 17:09:08;1004747C32796D80;80A7F4
30.11.2023 17:14:15;1004410932796D80;80A819
30.11.2023 17:16:30;10042C4232796D80;80A764
30.11.2023 17:20:45;1004605F32E06780;80A674
30.11.2023 17:24:03;10041C7832796D80;80A7F9
30.11.2023 17:24:29;10048857F2FA6D80;80A7FD
30.11.2023 17:25:50;1004592AF2FA6D80;80A75B
30.11.2023 17:26:32;1004350D32796D80;80A74A
30.11.2023 17:27:38;10048857F2FA6D80;80A7FD
30.11.2023 17:27:58;1004247F32796D80;80A80E
30.11.2023 17:33:59;10045A5CF2FA6D80;80A5A7
30.11.2023 17:39:34;1004882C32796D80;80A763
30.11.2023 17:40:44;10041D5E32E06780;80A758
30.11.2023 17:40:56;10041D5E32E06780;80A7F1
30.11.2023 17:41:18;1004335E7A545A80;80A75F
30.11.2023 17:41:21;1004284D32796D80;80A765
30.11.2023 17:43:04;10045A3832796D80;80A760
30.11.2023 17:43:25;10045A3832796D80;80A763
30.11.2023 17:43:53;1004216D32796D80;80A80C
30.11.2023 17:49:49;10046040E2986F80;80AD94
30.11.2023 17:50:15;10046040E2986F80;80A50C
30.11.2023 17:50:29;10046040E2986F80;80A7FC
30.11.2023 17:55:04;10043E7032E06780;80A744
30.11.2023 17:55:26;10043E7032E06780;80A820
30.11.2023 17:59:12;1004427032E06780;80AD93
30.11.2023 18:04:18;1004882C32796D80;80A763
30.11.2023 18:04:37;1004882C32796D80;80A7F0
30.11.2023 18:04:57;1004785C32E06780;80A819
30.11.2023 18:05:38;10042E8832796D80;80A820
30.11.2023 18:09:00;10047B4732796D80;80A764
30.11.2023 18:09:09;10046E0FF2FA6D80;80A4E5
30.11.2023 18:09:29;10046E0FF2FA6D80;80AE52
30.11.2023 18:09:35;10042621F2FA6D80;80A743
30.11.2023 18:09:41;10046E0FF2FA6D80;80A81E
30.11.2023 18:10:07;10047B4732796D80;80AE51
30.11.2023 18:14:31;10045246F2FA6D80;80BA27
30.11.2023 18:14:56;10045246F2FA6D80;80ACC9
30.11.2023 18:20:40;10046F6332796D80;80A74B
30.11.2023 18:21:08;10047E89F2FA6D80;80A7F4
30.11.2023 18:21:28;1004698632E06780;80B507
30.11.2023 18:22:45;10042A7832E06780;80A4E5
30.11.2023 18:23:23;1004427032E06780;80A4E5
30.11.2023 18:23:38;10040A6A32796D80;80A4FC
30.11.2023 18:23:40;1004427032E06780;80A4E5
30.11.2023 18:23:46;10042A7832E06780;80A81E
30.11.2023 18:27:47;10045B1832796D80;80A80C
30.11.2023 18:28:38;10046F6332796D80;80A74B
30.11.2023 18:29:39;1004468F32796D80;80AD94
