Date with time;Chiave;Calotta
29.11.2023 20:49:07;10047E77A2795680;808F12
30.11.2023 08:26:43;1004728842525A80;808F12
30.11.2023 11:32:07;1004953F5A395C80;807EDF
30.11.2023 11:46:14;1004165E62D15680;808F12
30.11.2023 12:04:54;10043E93427C5B80;808F12
30.11.2023 12:36:26;1004796C5A3A5C80;80801B
30.11.2023 12:37:10;1004796C5A3A5C80;807F07
30.11.2023 12:59:40;10042B890A7C5B80;80800C
30.11.2023 13:53:01;1004432122525A80;807F55
30.11.2023 14:11:52;10049F5E1A525A80;807F85
30.11.2023 14:15:51;1004995FE2385C80;80800C
30.11.2023 15:06:11;100452115A3A5C80;807FFA
30.11.2023 15:10:26;10047D5D62525A80;807EE0
30.11.2023 15:16:43;1004649492FE5B80;807F5D
30.11.2023 15:17:00;1004649492FE5B80;807EEB
30.11.2023 15:22:32;10040B3FB2545A80;807F5D
30.11.2023 15:46:02;1004681232796D80;807F0C
30.11.2023 15:56:34;10044D3F7A3A5C80;808015
30.11.2023 16:09:44;10043F2972545A80;807FFA
30.11.2023 17:42:36;1004772332796D80;807EDC
30.11.2023 17:42:56;1004772332796D80;807ED7
30.11.2023 18:27:09;10046D599A545A80;808F12
30.11.2023 18:35:37;1004238342395C80;807FF2
30.11.2023 18:47:40;1004728842525A80;808F12
30.11.2023 21:06:38;10043B7482545A80;807FFC
30.11.2023 21:52:06;1004802ECA795680;80801D
30.11.2023 21:52:17;1004802ECA795680;80801D
30.11.2023 21:53:31;1004802ECA795680;80801D
30.11.2023 21:53:59;1004802ECA795680;80803E
30.11.2023 23:24:45;10046C8FE27C5680;80ACCB
01.12.2023 02:18:38;1004334822545A80;80ACCB
01.12.2023 02:18:47;1004334822545A80;808DA7
01.12.2023 07:37:33;1004433AB2D15680;808DA2
01.12.2023 07:37:47;1004433AB2D15680;808D98
01.12.2023 07:44:02;1004433AB2D15680;808DA2
01.12.2023 08:03:29;1004644842CC5E80;80801C
01.12.2023 08:21:09;1004954832796D80;808D98
01.12.2023 08:22:23;10044A662A3A5C80;808D9A
01.12.2023 08:36:21;1004475B32E06780;808D98
01.12.2023 08:36:26;1004475B32E06780;808F12
01.12.2023 08:50:33;10048125CAFE5B80;807F20
01.12.2023 08:51:20;100446069AFE5B80;807F3F
01.12.2023 08:51:53;100446069AFE5B80;80BF1C
01.12.2023 09:13:40;10045707AAFE5B80;808D98
01.12.2023 09:25:52;10048F37DA545A80;808D98
01.12.2023 09:35:59;1004336B32796D80;807F02
01.12.2023 09:36:11;10040B2D6A395C80;808DAA
01.12.2023 09:38:34;100482239A545A80;807F5D
01.12.2023 09:39:13;100482239A545A80;807EEB
01.12.2023 09:39:29;100482239A545A80;807FED
01.12.2023 10:08:00;10043B8092545A80;808D98
01.12.2023 10:26:19;10048E638AFE5B80;807F8B
01.12.2023 10:26:48;10048E638AFE5B80;8084AC
01.12.2023 10:27:29;10048E638AFE5B80;8084AC
01.12.2023 10:32:20;1004502BDA545A80;807EDF
01.12.2023 10:32:29;1004502BDA545A80;807FEF
01.12.2023 10:34:06;10045E67323A5C80;80BA19
01.12.2023 10:34:26;10045E67323A5C80;807F38
01.12.2023 10:35:02;10045E67323A5C80;80BA19
01.12.2023 10:51:18;10045707AAFE5B80;808D98
01.12.2023 11:14:32;10048E638AFE5B80;807F8B
01.12.2023 11:15:33;10048E638AFE5B80;807F8B
01.12.2023 11:16:04;10048E638AFE5B80;807F8B
01.12.2023 11:26:16;10049F411A545A80;808D98
01.12.2023 11:41:41;100438429A545A80;808C1F
01.12.2023 11:42:33;100438429A545A80;808C1F
01.12.2023 11:44:44;1004165E62D15680;808DA2
01.12.2023 12:26:35;1004618C62D15680;808DA2
01.12.2023 12:28:43;1004595362FE5B80;808DAA
01.12.2023 13:22:01;1004728842525A80;808DA2
01.12.2023 13:44:33;1004177EA2545A80;808DAA
01.12.2023 14:13:40;10045D7372D15680;808D98
01.12.2023 14:23:47;1004381F7A545A80;807EF5
01.12.2023 14:27:46;10049F5E1A525A80;807F3E
01.12.2023 16:05:20;10043581BA545A80;808DA2
01.12.2023 16:06:37;10043581BA545A80;808D98
01.12.2023 16:25:30;1004703612525A80;808D9E
01.12.2023 17:01:07;10044B81FA7C5680;808D98
01.12.2023 17:02:17;10046346F27C5680;808AFF
01.12.2023 17:27:09;10043D4F92545A80;808D98
01.12.2023 18:12:50;1004238342395C80;808F0D
01.12.2023 21:46:51;10040E3D32796D80;808D9E
01.12.2023 22:31:37;1004681232796D80;808D99
01.12.2023 22:41:46;10044B81FA7C5680;808DA2
