Date with time;Chiave;Calotta
01.12.2023 17:18:48;10048B2E32796D80;808DA3
01.12.2023 19:46:55;1004263A2A545A80;8070B0
02.12.2023 04:48:33;10047C13323A5C80;808B01
02.12.2023 06:34:06;100419443A525A80;8070B0
02.12.2023 08:28:31;10042F7B72795680;8070B0
02.12.2023 10:19:51;10049C4022CC5E80;808B04
02.12.2023 10:20:02;10049C4022CC5E80;808B04
02.12.2023 10:48:03;10048B2E32796D80;808D97
02.12.2023 11:35:27;1004732A32796D80;808B01
02.12.2023 15:24:10;1004695A32796D80;808D97
02.12.2023 15:44:36;1004963542CC5E80;8070B0
02.12.2023 15:44:49;1004963542CC5E80;808B01
02.12.2023 16:26:39;1004228742CC5E80;80BF1B
02.12.2023 17:06:59;100420548A545A80;808B01
02.12.2023 17:42:22;10042E73DA545A80;808B01
02.12.2023 18:38:31;1004562832796D80;808B01
02.12.2023 19:34:05;1004263A2A545A80;808B01
