21/10/23 05:04:08 0000 s 01503ver01 44.792347 8.739580 00 00
21/10/23 05:43:43 0031 1                  44.732018 8.841857 00 00 3231303234304A3032353739            
21/10/23 05:43:44 0032 1                  44.732018 8.841857 00 00 3034F8224C309082EE00008A            
21/10/23 05:43:44 0033 1                  44.732018 8.841857 00 00 3035EB91CC1751174AC56C1E            
21/10/23 05:43:44 0034 1                  44.732018 8.841857 00 00 3BE1034A0A0E505100001502            
21/10/23 05:43:45 0035 1                  44.732018 8.841857 00 00 30396119435DB349502FBE33            
21/10/23 05:43:45 0036 1                  44.732018 8.841857 00 00 3039611941BF80C9502F9E1E            
21/10/23 05:43:48 0037 1                  44.732022 8.841858 00 00 3039ECAD43BEED44CF400C60            
21/10/23 05:43:48 0038 1                  44.732022 8.841858 00 00 30340BEACC2F67D74877259D            
21/10/23 05:43:48 0039 1                  44.732022 8.841858 00 00 30396119435DA8C9502FBA34            
21/10/23 05:44:45 0040 1                  44.731822 8.841525 00 00 30340BDF444CA0C000009D12            
21/10/23 05:46:43 0041 1                  44.731063 8.841742 00 00 313931313030533030313032            
21/10/23 05:49:06 0042 1                  44.730913 8.842025 00 00 3232303234304A3030393131            
21/10/23 05:50:42 0043 1                  44.730917 8.842285 00 00 3232303234304A3030383737            
21/10/23 05:52:49 0044 1                  44.730480 8.842783 00 00 313932343053303030303133            
21/10/23 05:54:45 0045 1                  44.730430 8.843277 00 00 313931323053303035353134            
21/10/23 05:58:13 0046 1                  44.730043 8.842310 00 00 3233303132304A3030313039            
21/10/23 05:58:17 0047 1                  44.730043 8.842312 00 00 3233303132304A3031333337            
21/10/23 05:58:44 0048 1                  44.730035 8.842273 00 00 313931323053303036363034            
21/10/23 06:00:59 0049 1                  44.729463 8.844197 00 00 31383132304A303036333339            
21/10/23 06:02:35 0050 1                  44.728987 8.843998 00 00 31383132304A303036373834            
21/10/23 06:02:37 0051 1                  44.728985 8.843997 00 00 31383132304A303036333430            
21/10/23 06:04:17 0052 1                  44.729017 8.843525 00 00 31383132304A303032333636            
21/10/23 06:05:48 0053 1                  44.728485 8.843745 00 00 31383132304A303038303531            
21/10/23 06:05:50 0054 1                  44.728487 8.843748 00 00 31383132304A303037363734            
21/10/23 06:06:00 0055 1                  44.728488 8.843757 00 00 303ACA4983978B5AC68932BD            
21/10/23 06:07:13 0056 1                  44.727752 8.843528 00 00 31383132304A303037363736            
21/10/23 06:10:40 0057 1                  44.729113 8.844480 00 00 31383132304A303036363437            
21/10/23 06:10:40 0058 1                  44.729113 8.844480 00 00 31383132304A303036363436            
21/10/23 06:12:47 0059 1                  44.729198 8.845820 00 00 313932343045303030333438            
21/10/23 06:14:19 0060 1                  44.728683 8.846672 00 00 313932343045303030333435            
21/10/23 06:14:21 0061 1                  44.728687 8.846675 00 00 3035EB7F18312580120049DB            
21/10/23 06:14:21 0062 1                  44.728687 8.846675 00 00 313931323050303033303370            
21/10/23 06:14:22 0063 1                  44.728687 8.846675 00 00 313931323050303033303330            
21/10/23 06:14:22 0064 1                  44.728688 8.846675 00 00 30395DFA8082AE0000431A0E            
21/10/23 06:14:22 0065 1                  44.728688 8.846675 00 00 30395DFA8082AE0000431A63            
21/10/23 06:14:23 0066 1                  44.728688 8.846675 00 00 30396062437283C0002667E9            
21/10/23 06:15:07 0067 1                  44.728665 8.846637 00 00 31383033304D303030373031            
21/10/23 06:16:24 0068 1                  44.728130 8.847385 00 00 31383132304A303037373838            
21/10/23 06:17:25 0069 1                  44.728012 8.847590 00 00 31383033304D303031303738            
21/10/23 06:18:11 0070 1                  44.727935 8.847850 00 00 31383132304A303033303730            
21/10/23 06:18:24 0071 1                  44.727940 8.847847 00 00 3231303132304A3030383736            
21/10/23 06:20:06 0072 1                  44.727558 8.848485 00 00 313931323053303030303432            
21/10/23 06:20:07 0073 1                  44.727558 8.848485 00 00 31383132304A303030313937            
21/10/23 06:22:12 0074 1                  44.727940 8.847232 00 00 31383132304A303030353335            
21/10/23 06:24:07 0075 1                  44.728852 8.847757 00 00 31383132304A303030313136            
21/10/23 06:25:32 0076 1                  44.728622 8.848025 00 00 31383132304A303036333135            
21/10/23 06:27:38 0077 1                  44.728935 8.848507 00 00 31383132304A303030363635            
21/10/23 06:29:32 0078 1                  44.728518 8.848285 00 00 31383132304A303030393932            
21/10/23 06:29:32 0079 1                  44.728518 8.848285 00 00 3035EBC0800377400402E866            
21/10/23 06:29:33 0080 1                  44.728518 8.848285 00 00 31383132304A303037313938            
21/10/23 06:30:43 0081 1                  44.728368 8.848468 00 00 31383132304A303038383638            
21/10/23 06:30:45 0082 1                  44.728368 8.848468 00 00 303ACB034014281C5E92158D            
21/10/23 06:30:46 0083 1                  44.728368 8.848467 00 00 30340591043CEC695C465805            
21/10/23 06:32:06 0084 1                  44.728370 8.848897 00 00 31383132304A303037373535            
21/10/23 06:32:09 0085 1                  44.728372 8.848895 00 00 30340BF8F008EA3F6FBD5404            
21/10/23 06:34:40 0086 1                  44.729768 8.845065 00 00 31383132304A303036343236            
21/10/23 06:34:42 0087 1                  44.729767 8.845065 00 00 31383132304A303036333835            
21/10/23 06:34:43 0088 1                  44.729767 8.845067 00 00 30395DFA82E44440002AE949            
21/10/23 06:34:43 0089 1                  44.729767 8.845067 00 00 3039612A41AE8F400000193A            
21/10/23 06:34:44 0090 1                  44.729767 8.845067 00 00 30395DFA82BFEA000013A9EF            
21/10/23 06:36:00 0091 1                  44.730165 8.844270 00 00 31383132304A303030393437            
21/10/23 06:37:24 0092 1                  44.730412 8.845120 00 00 31383132304A303030303234            
21/10/23 06:37:38 0093 1                  44.730403 8.845103 00 00 30396062C3959A40000E9A9A            
21/10/23 06:37:59 0094 1                  44.730403 8.845100 00 00 31383132304A303030373830            
21/10/23 06:39:25 0095 1                  44.730020 8.845702 00 00 3231303033304D3034383835            
21/10/23 06:39:32 0096 1                  44.730008 8.845718 00 00 3232303132304A3030353135            
21/10/23 06:40:51 0097 1                  44.729805 8.846147 00 00 31383132304A303036333930            
21/10/23 06:40:52 0098 1                  44.729805 8.846147 00 00 31383132304A303037383531            
21/10/23 06:42:09 0099 1                  44.729373 8.846597 00 00 31383132304A303030353037            
21/10/23 06:42:49 0100 1                  44.728943 8.847392 00 00 000000000000000014339339            
21/10/23 06:46:21 0101 1                  44.730455 8.846335 00 00 30340BC9EC44D9805F485C04            
21/10/23 06:46:21 0102 1                  44.730455 8.846335 00 00 31383132304A303038323639            
21/10/23 06:46:22 0103 1                  44.730455 8.846335 00 00 31383132304A303030373038            
21/10/23 06:46:24 0104 1                  44.730455 8.846335 00 00 3039611941912149502F9193            
21/10/23 06:47:54 0105 1                  44.730303 8.846598 00 00 313931323053303035353230            
21/10/23 06:47:54 0106 1                  44.730303 8.846598 00 00 31383132304A303037353439            
21/10/23 06:47:55 0107 1                  44.730303 8.846598 00 00 303549A84402204CCE417172            
21/10/23 06:47:56 0108 1                  44.730302 8.846598 00 00 303ACA49838F9599D8B64380            
21/10/23 06:48:43 0109 1                  44.730310 8.846635 00 00 31383132304A303038323731            
21/10/23 06:48:45 0110 1                  44.730310 8.846638 00 00 30395DFA82D21E80001E0CF1            
21/10/23 06:48:45 0111 1                  44.730310 8.846638 00 00 31383132304A303038323730            
21/10/23 06:48:54 0112 1                  44.730310 8.846648 00 00 30395DFA82E44440002AE949            
21/10/23 06:50:41 0113 1                  44.729880 8.847257 00 00 31383132304A303030323736            
21/10/23 06:50:44 0114 1                  44.729880 8.847255 00 00 3231303132304A3030343036            
21/10/23 06:51:54 0115 1                  44.729812 8.847433 00 00 31383132304A303030383534            
21/10/23 06:51:55 0116 1                  44.729812 8.847433 00 00 3039606283ADFF80000AF5A9            
21/10/23 06:51:57 0117 1                  44.729813 8.847432 00 00 3035EB8ADC49DA8014000181            
21/10/23 06:51:57 0118 1                  44.729813 8.847432 00 00 3039606243647400001D826A            
21/10/23 06:51:58 0119 1                  44.729813 8.847432 00 00 3035EB8ADC351B47FE0044B3            
21/10/23 06:51:58 0120 1                  44.729815 8.847430 00 00 30396062436EEBC0002912EE            
21/10/23 06:51:58 0121 1                  44.729815 8.847430 00 00 3039606243647400001D64F8            
21/10/23 06:53:08 0122 1                  44.729327 8.847682 00 00 31383132304A303030323935            
21/10/23 06:53:10 0123 1                  44.729325 8.847682 00 00 303ACA49813DFC99D8B63A94            
21/10/23 06:53:10 0124 1                  44.729325 8.847682 00 00 303ACA4982B9385C533636BA            
21/10/23 06:53:53 0125 1                  44.729112 8.847395 00 00 000000000000000014336703            
21/10/23 06:55:02 0126 1                  44.730640 8.844197 00 00 303ACB03403BB15C606C84B0            
21/10/23 06:55:14 0127 1                  44.730648 8.844197 00 00 313931323053303035313938            
21/10/23 06:57:31 0128 1                  44.731180 8.843160 00 00 313932343045303030303031            
21/10/23 07:03:24 0129 1                  44.728145 8.852843 00 00 31383132304A303032303133            
21/10/23 07:03:24 0130 1                  44.728145 8.852843 00 00 31383132304A303030303236            
21/10/23 07:04:09 0131 1                  44.728132 8.852833 00 00 31383132304A303030383238            
21/10/23 07:04:44 0132 1                  44.728250 8.852802 00 00 3231303234304A3032373239            
21/10/23 07:04:44 0133 1                  44.728250 8.852802 00 00 313932343053303030313738            
21/10/23 07:04:46 0134 1                  44.728253 8.852802 00 00 30395DFA82E44440002AE949            
21/10/23 07:06:00 0135 1                  44.728192 8.852850 00 00 31383033304D303031333038            
21/10/23 07:06:45 0136 1                  44.728095 8.852925 00 00 31383132304A303030333532            
21/10/23 07:06:46 0137 1                  44.728093 8.852925 00 00 303ACA47820A36DAC68933E2            
21/10/23 07:06:46 0138 1                  44.728093 8.852925 00 00 31383132304A303030323838            
21/10/23 07:08:24 0139 1                  44.728015 8.852628 00 00 313931323053303035333333            
21/10/23 07:08:31 0140 1                  44.728010 8.852612 00 00 3232313130304A3030313236            
21/10/23 07:09:01 0141 1                  44.728003 8.852567 00 00 3034F8224834BCC2EE0011C6            
21/10/23 07:09:03 0142 1                  44.728005 8.852565 00 00 30395DFA81A28140001B79C1            
21/10/23 07:09:45 0143 1                  44.728030 8.852593 00 00 3231313130304A3030393230            
21/10/23 08:03:42 0000 s 01503ver01 44.743697 8.837005 00 00
21/10/23 08:05:05 0000 s 01503ver01 44.743697 8.836982 00 00
21/10/23 08:27:04 0000 s 01503ver01 44.743708 8.836985 00 00
21/10/23 09:09:22 0000 s 01503ver01 44.743708 8.837017 00 00
21/10/23 09:15:56 0000 s 01503ver01 44.743752 8.837028 00 00
21/10/23 09:26:32 0144 1                  44.735060 8.833448 00 00 3231303132304A3033353336            
21/10/23 09:43:40 0145 1                  44.788273 8.746752 00 00 3034F8224834BCC2EE0011C6            
