Date with time;Chiave;Calotta
28.11.2023 11:09:41;1004875422CC5E80;808B00
28.11.2023 19:46:46;1004263A2A545A80;8070B0
28.11.2023 22:26:17;100420548A545A80;8070B0
29.11.2023 04:40:34;10047C13323A5C80;808B01
29.11.2023 06:39:40;100423683A3A5C80;8070B0
29.11.2023 08:45:29;10048B2E32796D80;808DA3
29.11.2023 10:01:30;10044884B2545A80;8070B0
29.11.2023 10:01:51;1004227132796D80;808D97
29.11.2023 10:34:56;10048E638AFE5B80;808B01
29.11.2023 10:35:43;10048E638AFE5B80;808B01
29.11.2023 10:59:17;10041D1BB2FE5B80;8070B0
29.11.2023 10:59:22;10041D1BB2FE5B80;808B01
29.11.2023 11:23:57;10048E638AFE5B80;808B01
29.11.2023 11:50:31;100419443A525A80;8070B0
29.11.2023 13:01:36;1004530412395C80;8070B0
29.11.2023 14:29:00;1004228742CC5E80;80BF1B
29.11.2023 17:08:20;10044E3A32796D80;80BF1B
29.11.2023 17:48:36;1004977192FE5B80;8070B0
29.11.2023 19:05:51;1004093F32796D80;808D97
