21/10/23 05:19:09 0000 s 01497ver01 44.882513 8.859700 00 00
21/10/23 05:54:21 0001 1                  45.001632 8.802062 00 00 313831313030533030303535            
21/10/23 05:56:38 0002 1                  45.000017 8.797858 00 00 31383132304A303033323030            
21/10/23 05:57:56 0003 1                  45.000035 8.797560 00 00 31383132304A303032393635            
21/10/23 06:00:17 0004 1                  45.000382 8.795768 00 00 31383132304A303035363639            
21/10/23 06:01:43 0005 1                  45.000358 8.795417 00 00 31383132304A303035303232            
21/10/23 06:03:47 0006 1                  45.000440 8.792805 00 00 31383132304A303035323531            
21/10/23 06:05:30 0007 1                  45.000935 8.790013 00 00 31383132304A303035333130            
21/10/23 06:07:43 0008 1                  45.000897 8.789407 00 00 313931323053303032353936            
21/10/23 06:07:44 0009 1                  45.000895 8.789405 00 00 31383132304A303031353734            
21/10/23 06:11:54 0010 1                  44.996025 8.777932 00 00 3233303132304A3031323635            
21/10/23 06:11:56 0011 1                  44.996025 8.777932 00 00 3034F722D44C5C425FBB1A15            
21/10/23 06:11:58 0012 1                  44.996023 8.777933 00 00 31383132304A303031303334            
21/10/23 06:14:18 0013 1                  44.995727 8.776127 00 00 31383132304A303035303730            
21/10/23 06:16:14 0014 1                  44.995668 8.772808 00 00 31383132304A303035333335            
21/10/23 06:18:01 0015 1                  44.995635 8.772435 00 00 31383132304A303033343632            
21/10/23 06:19:29 0016 1                  44.995467 8.771682 00 00 313931323053303039343038            
21/10/23 06:21:12 0017 1                  44.995303 8.770980 00 00 31383132304A303035333939            
21/10/23 06:25:29 0018 1                  44.989820 8.768202 00 00 E2801160600002087340A18B            
21/10/23 06:27:57 0019 1                  44.988692 8.766682 00 00 31383132304A303033323539            
21/10/23 06:30:59 0020 1                  44.987627 8.765080 00 00 313931323053303031393438            
21/10/23 06:33:37 0021 1                  44.986813 8.762695 00 00 3233303132304A3030383236            
21/10/23 06:34:28 0022 1                  44.986795 8.762658 00 00 3231303132304A3034363338            
21/10/23 06:36:09 0023 1                  44.986228 8.763667 00 00 31383132304A303035393237            
21/10/23 06:38:47 0024 1                  44.981877 8.761327 00 00 31383132304A303033373932            
21/10/23 06:40:44 0025 1                  44.982783 8.761193 00 00 31383132304A303032383334            
21/10/23 06:43:16 0026 1                  44.981687 8.760922 00 00 31383132304A303234353036            
21/10/23 06:45:14 0027 1                  44.982158 8.759927 00 00 31383132304A303035333239            
21/10/23 06:45:15 0028 1                  44.982158 8.759927 00 00 31383132304A303035333235            
21/10/23 06:46:26 0029 1                  44.982178 8.759912 00 00 31383132304A303033373138            
21/10/23 06:46:29 0030 1                  44.982177 8.759917 00 00 31383132304A303033343135            
21/10/23 06:48:17 0031 1                  44.982310 8.759522 00 00 31383132304A303035303430            
21/10/23 06:51:48 0032 1                  44.984035 8.755235 00 00 31383132304A303034303431            
21/10/23 07:01:46 0033 1                  44.983160 8.757083 00 00 3233303132304A3031323338            
21/10/23 07:04:49 0034 1                  44.979417 8.761138 00 00 31383132304A303035303934            
21/10/23 07:06:42 0035 1                  44.978723 8.760588 00 00 31383132304A303035303838            
21/10/23 07:15:24 0036 1                  44.977230 8.754435 00 00 31383132304A303032393631            
21/10/23 07:18:29 0037 1                  44.977810 8.756882 00 00 3231303132304A3034363035            
21/10/23 07:20:11 0038 1                  44.978300 8.759113 00 00 31383132304A303034303036            
21/10/23 07:20:17 0039 1                  44.978298 8.759110 00 00 31383132304A303035363930            
21/10/23 07:21:40 0040 1                  44.978622 8.760805 00 00 3232303132304A3030343030            
21/10/23 07:28:12 0041 1                  44.979710 8.740297 00 00 31383132304A303031353136            
21/10/23 07:34:48 0042 1                  44.959587 8.740642 00 00 31383132304A303033363634            
21/10/23 07:36:08 0043 1                  44.959277 8.740503 00 00 313931323050303035373330            
21/10/23 07:38:06 0044 1                  44.957773 8.739858 00 00 31383132304A303035363835            
21/10/23 07:40:16 0045 1                  44.959890 8.740023 00 00 31383132304A303035343832            
21/10/23 07:43:33 0046 1                  44.956778 8.738578 00 00 3039612D41A7B009502F9059            
21/10/23 07:43:33 0047 1                  44.956778 8.738578 00 00 3039613540619CC9502F9A7B            
21/10/23 07:43:33 0048 1                  44.956778 8.738578 00 00 31383132304A303035373136            
21/10/23 07:43:34 0049 1                  44.956778 8.738578 00 00 30340BD1DC16AAC0B9D0D004            
21/10/23 07:43:34 0050 1                  44.956778 8.738577 00 00 303961354307B049502F9047            
21/10/23 07:43:34 0051 1                  44.956778 8.738577 00 00 3035FAA2FC082B0000000071            
21/10/23 07:45:04 0052 1                  44.956245 8.738332 00 00 31383132304A303032373033            
21/10/23 07:47:18 0053 1                  44.955108 8.737817 00 00 313931323045303030343038            
21/10/23 07:49:54 0054 1                  44.955577 8.736987 00 00 31383132304A303035303738            
21/10/23 07:52:46 0055 1                  44.956047 8.737180 00 00 313931323053303032383937            
21/10/23 07:52:47 0056 1                  44.956048 8.737182 00 00 31383132304A303035343938            
21/10/23 07:54:46 0057 1                  44.957440 8.737748 00 00 31383132304A303031323736            
21/10/23 07:57:30 0058 1                  44.957912 8.737977 00 00 303549A508282C0CCE416C9B            
21/10/23 07:58:51 0059 1                  44.958335 8.738230 00 00 30395DFA8082AE0000431A5F            
21/10/23 07:58:57 0060 1                  44.958337 8.738228 00 00 31383132304A303031343931            
21/10/23 08:00:35 0061 1                  44.958483 8.738405 00 00 30396062435BA4000008978A            
21/10/23 08:02:57 0062 1                  44.958705 8.738015 00 00 31383132304A303035303436            
21/10/23 08:02:57 0063 1                  44.958705 8.738015 00 00 31383132304A303035333233            
21/10/23 08:06:14 0064 1                  44.958320 8.737277 00 00 31383132304A303035303434            
21/10/23 08:06:14 0065 1                  44.958320 8.737277 00 00 313831323045303031353235            
21/10/23 08:07:26 0066 1                  44.958312 8.737285 00 00 31383132304A303035363933            
21/10/23 08:07:28 0067 1                  44.958312 8.737285 00 00 31383132304A303035303438            
21/10/23 08:08:10 0068 1                  44.958323 8.737335 00 00 313931323053303030353035            
21/10/23 08:10:23 0069 1                  44.958128 8.737250 00 00 313931323053303038333439            
21/10/23 08:12:00 0070 1                  44.958020 8.736905 00 00 3232303132304A3030343738            
21/10/23 08:14:39 0071 1                  44.955687 8.738102 00 00 31383132304A303032363938            
21/10/23 08:19:26 0072 1                  44.953813 8.737955 00 00 313831313030533030303833            
21/10/23 08:20:17 0073 1                  44.953797 8.737943 00 00 313831313030533030303830            
21/10/23 08:20:21 0074 1                  44.953795 8.737940 00 00 3039612D41A7B009502F9059            
21/10/23 08:20:21 0075 1                  44.953795 8.737940 00 00 303961354307B049502F9047            
21/10/23 08:22:13 0076 1                  44.953752 8.737973 00 00 313831313030533030303831            
21/10/23 08:22:20 0077 1                  44.953755 8.737973 00 00 313831313030533030303831            
21/10/23 08:29:30 0078 1                  44.959902 8.736935 00 00 3232303234304A3030383831            
21/10/23 08:45:27 0000 s 01497ver01 44.959877 8.736812 00 00
21/10/23 08:53:13 0079 1                  44.956340 8.736647 00 00 31383132304A303035393534            
21/10/23 08:53:42 0080 1                  44.956343 8.736633 00 00 31383132304A303035393939            
21/10/23 08:55:11 0081 1                  44.955260 8.736725 00 00 31383132304A303035363430            
21/10/23 08:59:15 0082 1                  44.958450 8.736370 00 00 3232303132304A3030333638            
21/10/23 08:59:15 0083 1                  44.958450 8.736370 00 00 31383132304A303034303136            
21/10/23 08:59:54 0084 1                  44.958440 8.736368 00 00 30361437B02CAE400174F25E            
21/10/23 09:00:00 0085 1                  44.958440 8.736370 00 00 31383132304A303033383236            
21/10/23 09:01:23 0086 1                  44.958535 8.736250 00 00 31383132304A303035303734            
21/10/23 09:05:22 0087 1                  44.959698 8.736127 00 00 31383132304A303031353134            
21/10/23 09:11:27 0088 1                  44.958478 8.733240 00 00 E28011606000020857228521            
21/10/23 09:11:28 0089 1                  44.958483 8.733237 00 00 E280116060000208572319A1            
21/10/23 09:11:28 0090 1                  44.958483 8.733237 00 00 E280116060000208572319C1            
21/10/23 09:11:28 0091 1                  44.958483 8.733237 00 00 313831313030533030303333            
21/10/23 09:11:38 0092 1                  44.958483 8.733227 00 00 E28011606000020857231941            
21/10/23 09:27:24 0093 1                  44.931987 8.732313 00 00 31383132304A303033343539            
21/10/23 09:31:09 0094 1                  44.934490 8.756877 00 00 3039612D41A7B009502F9059            
21/10/23 09:32:14 0095 1                  44.934542 8.757428 00 00 31383132304A303033323536            
21/10/23 09:32:20 0096 1                  44.934540 8.757432 00 00 313832343045303036313732            
21/10/23 09:34:59 0097 1                  44.935385 8.763508 00 00 31383132304A303031323334            
21/10/23 09:48:04 0098 1                  44.908943 8.835878 00 00 3039613540619CC9502F9A7B            
21/10/23 09:48:52 0099 1                  44.907845 8.838922 00 00 303961354307B049502F9047            
21/10/23 09:49:54 0100 1                  44.910762 8.853257 00 00 3035FAA2FC082B0000000071            
21/10/23 09:50:11 0101 1                  44.910712 8.858120 00 00 30343626F00AFBBBE111F804            
21/10/23 09:50:11 0102 1                  44.910712 8.858120 00 00 3039612D43A8EF09502F91F0            
21/10/23 10:01:18 0103 1                  44.920208 8.853427 00 00 3039612D41A7B009502F9059            
21/10/23 10:01:20 0104 1                  44.920207 8.853425 00 00 30343626F00AFBBBE111F804            
21/10/23 10:43:14 0000 s 01497ver01 44.882062 8.860170 00 00
