Date with time;Chiave;Calotta
29.11.2023 08:09:11;10047D4A32E06780;80A5A7
29.11.2023 08:59:14;1004674C32E06780;80A820
29.11.2023 09:16:56;1004594E32E06780;80A820
29.11.2023 09:40:32;1004276932E06780;80A820
29.11.2023 09:41:48;1004276932E06780;80A820
29.11.2023 11:28:34;1004A04632E06780;80A746
29.11.2023 11:51:52;10042C8B32796D80;80A820
29.11.2023 12:05:12;1004955E32E06780;80BA27
29.11.2023 12:06:08;1004546432E06780;80BA27
29.11.2023 12:29:35;10043F4F32E06780;80BA27
29.11.2023 13:29:16;100414511A395C80;807F4F
29.11.2023 13:32:07;10048B3E32796D80;80BA27
29.11.2023 13:52:02;10046E20C2FE5B80;807F4F
29.11.2023 14:07:34;10043B5632E06780;80A80C
29.11.2023 14:20:58;10045C6832E06780;80A758
29.11.2023 14:54:38;1004726CF2FA6D80;80A760
29.11.2023 14:59:34;1004835832E06780;80A770
29.11.2023 15:01:19;1004446E32E06780;80A7FB
29.11.2023 15:02:50;1004751D8A795680;80A7FB
29.11.2023 15:03:01;1004751D8A795680;80A764
29.11.2023 15:08:09;10044E4E32E06780;80A80C
29.11.2023 15:12:26;1004265232E06780;80A7FB
29.11.2023 15:20:35;1004615C32E06780;80A80C
29.11.2023 15:28:04;10047C6732E06780;80A764
29.11.2023 15:28:13;10047C6732E06780;80A7FB
29.11.2023 15:35:34;1004437532E06780;80A758
29.11.2023 15:44:41;1004350D32796D80;80A753
29.11.2023 15:45:35;10040F6D32E06780;80A765
29.11.2023 15:45:49;1004455332796D80;80A759
29.11.2023 15:59:02;1004254C32E06780;80A80C
29.11.2023 15:59:37;10040F5032E06780;80A80C
29.11.2023 16:01:16;10046145F2FA6D80;80A764
29.11.2023 16:01:44;1004766B32E06780;80A760
29.11.2023 16:03:34;1004353CF2FA6D80;80A75F
29.11.2023 16:04:14;10046E0CF2FA6D80;80A767
29.11.2023 16:05:50;10049A6132E06780;80A817
29.11.2023 16:07:05;1004665132E06780;80A80C
29.11.2023 16:09:33;1004242632796D80;80A7FD
29.11.2023 16:14:06;1004993FF2FA6D80;80A816
29.11.2023 16:17:39;1004686B32E06780;80A75F
29.11.2023 16:22:55;10042C4E32E06780;80A767
29.11.2023 16:27:48;1004135932796D80;80A759
29.11.2023 16:36:41;10046356E2986F80;80A765
29.11.2023 16:39:44;1004135932796D80;80AB39
29.11.2023 16:40:56;10043E35F2FA6D80;80A762
29.11.2023 16:42:42;10040E490A525A80;80A771
29.11.2023 16:43:59;10045E7832796D80;80A75E
29.11.2023 16:46:00;1004328632E06780;80A7F9
29.11.2023 16:49:22;10042E4432E06780;80A75F
29.11.2023 16:51:45;10047B86F2FA6D80;80A811
29.11.2023 17:00:17;1004386132E06780;80A763
29.11.2023 17:00:46;10046B2432796D80;80A75F
29.11.2023 17:07:57;10045E7832796D80;80A75E
29.11.2023 17:08:28;1004664A32E06780;80A7F1
29.11.2023 17:08:40;1004135132E06780;80A756
29.11.2023 17:09:03;1004664A32E06780;80A7F1
29.11.2023 17:09:26;10043C0A32796D80;80A80D
29.11.2023 17:11:43;1004403A32796D80;80A80C
29.11.2023 17:12:58;10049C4732E06780;80ACC9
29.11.2023 17:13:12;10049C4732E06780;80BA27
29.11.2023 17:17:55;1004304932E06780;80A811
29.11.2023 17:21:01;1004065132796D80;80A7FD
29.11.2023 17:21:45;1004396732E06780;80A7F9
29.11.2023 17:26:06;10042D2232796D80;80AE3F
29.11.2023 17:26:16;10042D2232796D80;80A511
29.11.2023 17:26:51;10042D2232796D80;80A511
29.11.2023 17:28:59;10048D51F2FA6D80;80BA27
29.11.2023 17:28:59;10048D51F2FA6D80;80ACC9
29.11.2023 17:29:23;10048D51F2FA6D80;80BA27
29.11.2023 17:30:10;1004233932796D80;80A7F0
29.11.2023 17:30:41;10045E5332E06780;80A81A
29.11.2023 17:31:33;10045E5332E06780;80AE51
29.11.2023 17:34:42;10043C6132E06780;80A762
29.11.2023 17:35:16;1004605F32E06780;80A76C
29.11.2023 17:35:47;1004398E32E06780;80A75F
29.11.2023 17:36:24;1004605F32E06780;80A76C
29.11.2023 17:37:12;1004605F32E06780;80A76C
29.11.2023 17:38:55;1004360F02395C80;80A80C
29.11.2023 17:40:52;10043E7F32796D80;80A5A7
29.11.2023 17:41:09;1004646832E06780;80A81E
29.11.2023 17:41:38;10044A5232E06780;80A75F
29.11.2023 17:41:59;10043E7032E06780;80A744
29.11.2023 17:42:33;10043E7032E06780;80A820
29.11.2023 17:45:39;10044C5132796D80;80A764
29.11.2023 17:47:01;10044D54E2986F80;80A81F
29.11.2023 17:53:15;10042D0FF2FA6D80;80ACC9
29.11.2023 17:59:46;1004425632E06780;80A80C
29.11.2023 18:05:09;10047A6132E06780;80A75B
29.11.2023 18:05:16;1004238932E06780;80A754
29.11.2023 18:05:48;10042C35F2FA6D80;80A820
29.11.2023 18:06:39;10046F6332796D80;80A810
29.11.2023 18:06:55;1004597DF2FA6D80;80B507
29.11.2023 18:07:02;10047A7732E06780;80A772
29.11.2023 18:11:02;10044A59E2986F80;80A816
29.11.2023 18:11:15;1004635432E06780;80A765
29.11.2023 18:16:55;10042621F2FA6D80;80A743
29.11.2023 18:18:06;10042621F2FA6D80;80A75D
29.11.2023 18:18:19;10042621F2FA6D80;80A756
29.11.2023 18:22:25;10049A42F2FA6D80;80A75F
29.11.2023 18:22:28;10049A42F2FA6D80;80A748
29.11.2023 18:22:42;10044C3E32796D80;80A505
29.11.2023 18:23:06;1004686D32E06780;80A772
29.11.2023 18:23:55;10044270F2FA6D80;80A76C
29.11.2023 18:29:05;10044E43F2FA6D80;80A816
29.11.2023 18:38:47;10042D82F2FA6D80;80A744
29.11.2023 18:39:09;10046A6432E06780;80A767
29.11.2023 18:40:59;10044B9532796D80;80A75E
29.11.2023 18:44:55;10046834F2FA6D80;80A7F6
29.11.2023 18:45:05;10046834F2FA6D80;80A817
29.11.2023 18:48:33;1004465132E06780;80A80C
29.11.2023 18:48:44;1004726732796D80;80AD94
29.11.2023 18:52:15;10043E11F2FA6D80;80A80E
29.11.2023 18:53:46;10045B1832796D80;80A81F
