Date with time;Chiave;Calotta
01.12.2023 12:02:56;1004644842CC5E80;80801C
01.12.2023 12:13:41;100438429A545A80;807F3F
01.12.2023 12:14:44;100438429A545A80;807F59
01.12.2023 12:21:10;1004867B32796D80;807FFA
01.12.2023 14:05:37;1004843632796D80;80800B
01.12.2023 14:13:09;100452115A3A5C80;807FFA
01.12.2023 15:21:16;10041F175A395C80;807EEF
01.12.2023 15:21:49;10041F175A395C80;807EDE
01.12.2023 16:03:17;1004252832796D80;807F59
01.12.2023 16:17:24;10048E3492545A80;807F56
01.12.2023 16:21:32;10048E3492545A80;80800A
01.12.2023 16:24:46;10048E3492545A80;807F97
01.12.2023 16:40:44;10048E3492545A80;807F56
01.12.2023 16:43:14;10048E3492545A80;807F56
01.12.2023 16:45:33;10048E3492545A80;807F56
01.12.2023 18:13:17;1004238342395C80;807FF2
01.12.2023 22:30:13;1004681232796D80;808F19
01.12.2023 23:56:32;100423669AFE5B80;808F19
01.12.2023 23:56:39;100423669AFE5B80;80ACCB
02.12.2023 00:09:15;10046C8FE27C5680;808F19
02.12.2023 00:09:53;10046C8FE27C5680;80ACCB
02.12.2023 03:02:28;1004895DA2FE5B80;807F0C
02.12.2023 03:02:44;1004895DA2FE5B80;808DA7
02.12.2023 03:04:00;1004895DA2FE5B80;808DA7
02.12.2023 03:04:16;1004895DA2FE5B80;80ACCB
02.12.2023 06:13:56;1004625E12525A80;808DAA
02.12.2023 07:08:02;10042B890A7C5B80;80800C
02.12.2023 07:08:16;10042B890A7C5B80;80800C
02.12.2023 07:16:59;10046D3872FE5B80;807F0D
02.12.2023 07:17:22;10046D3872FE5B80;807F52
02.12.2023 07:17:51;100435376A395C80;808D9E
02.12.2023 07:23:02;1004644EAA795680;808DAA
02.12.2023 07:43:59;1004488112525A80;808DAA
02.12.2023 07:56:42;10044F42BA795680;808D9E
02.12.2023 08:10:18;C0BCA062765B;808C1A
02.12.2023 08:10:40;1004475B32E06780;808DA2
02.12.2023 08:11:01;1004475B32E06780;808D9E
02.12.2023 08:57:42;1004686AEA7C5680;807ED7
02.12.2023 08:57:49;1004686AEA7C5680;808032
02.12.2023 09:33:40;100424720A525A80;807EEB
02.12.2023 09:42:53;100424787AD15680;807F59
02.12.2023 09:44:31;10041E679A545A80;807F02
02.12.2023 10:01:07;10044483CAFE5B80;807EFA
02.12.2023 10:27:27;1004311CC2FE5B80;807F08
02.12.2023 10:27:35;1004311CC2FE5B80;807F20
02.12.2023 10:31:55;10045D42AA545A80;80801D
02.12.2023 10:38:13;10045707AAFE5B80;808DA2
02.12.2023 10:39:34;10042D21AAD15680;808DA2
02.12.2023 10:39:52;10042D21AAD15680;808D9E
02.12.2023 10:47:26;1004576B9A545A80;808DA2
02.12.2023 11:20:12;1004301D1A545A80;807F5E
02.12.2023 11:26:00;10043B7482545A80;807EE4
02.12.2023 11:26:19;10043B7482545A80;80B500
02.12.2023 11:27:07;1004404A72545A80;807F92
02.12.2023 11:28:41;1004404A72545A80;807F68
02.12.2023 11:28:57;100493277A795680;807F60
02.12.2023 11:34:03;10045263F27C5680;807F05
02.12.2023 11:34:18;10045263F27C5680;807F57
02.12.2023 11:34:54;10043D4F92545A80;808C1A
02.12.2023 11:38:09;100430244AD15680;808DAA
02.12.2023 11:45:11;10045F5B42545A80;808DAA
02.12.2023 11:52:09;10044D70F27C5680;808D9E
02.12.2023 11:53:07;100468305A525A80;807F02
02.12.2023 12:02:11;1004348BFA7C5680;807F38
02.12.2023 12:14:33;100452141A545A80;808AFF
02.12.2023 12:15:22;100452141A545A80;808AFF
02.12.2023 12:30:03;10047F1C8A795680;808D98
02.12.2023 12:56:38;10043F7A52D15680;808DA4
02.12.2023 12:57:26;10043F7A52D15680;808C17
02.12.2023 13:05:54;1004475B32E06780;808D9E
02.12.2023 13:06:03;1004475B32E06780;808DA2
02.12.2023 13:06:42;C0BCA062765B;808C1A
02.12.2023 13:24:17;1004065FB2FE5B80;80B500
02.12.2023 13:25:37;1004618C62D15680;808C1A
02.12.2023 13:49:08;10049E4332796D80;808DAA
02.12.2023 13:50:20;100484621A3A5C80;807EF8
02.12.2023 13:51:17;10045E67323A5C80;807F38
02.12.2023 13:54:41;10045D602A545A80;808C1A
02.12.2023 13:54:49;10045D602A545A80;808C1A
02.12.2023 13:55:04;10045D602A545A80;808D98
02.12.2023 14:04:50;10045F7C02395C80;808DA2
02.12.2023 14:07:55;1004410DCA545A80;807F68
02.12.2023 14:17:07;1004432122525A80;808AFF
02.12.2023 14:46:36;10046162DA545A80;808DAA
02.12.2023 14:50:11;1004885C1A545A80;808DA2
02.12.2023 14:56:10;1004954832796D80;808D9E
02.12.2023 15:19:09;10044E565A395C80;80BF1C
02.12.2023 15:24:22;1004696E32796D80;807EE2
02.12.2023 15:28:13;1004866692D15680;808DAA
02.12.2023 15:40:33;1004143032796D80;807F2C
02.12.2023 15:43:49;1004165E62D15680;808DA2
02.12.2023 15:44:14;1004165E62D15680;808D98
02.12.2023 15:51:58;1004155582545A80;808AFF
02.12.2023 15:52:57;1004155582545A80;808AFF
02.12.2023 16:09:01;10043F0D32796D80;807F38
02.12.2023 16:11:03;1004396252525A80;807ED9
02.12.2023 16:36:46;10046A7F8A545A80;808DAA
02.12.2023 16:45:27;10044A662A3A5C80;808C16
02.12.2023 16:45:48;10044A662A3A5C80;808DA5
02.12.2023 16:46:40;10044A662A3A5C80;808D9A
02.12.2023 17:11:14;100448045A3A5C80;808C1A
02.12.2023 17:25:55;1004313E2A545A80;807F0D
02.12.2023 17:27:18;10044146F27C5680;808DAA
02.12.2023 17:35:12;1004494CEA7C5680;808DA2
02.12.2023 17:42:38;10043A2382795680;8084AC
02.12.2023 18:27:44;1004238342395C80;808F0D
02.12.2023 18:50:22;1004406B3A545A80;807EE6
02.12.2023 18:51:55;1004406B3A545A80;807EE6
02.12.2023 18:52:52;10040E3D32796D80;808D9E
02.12.2023 19:08:15;10042E44AAFE5B80;808C1A
02.12.2023 19:17:47;10048F2FA2795680;808D9E
02.12.2023 20:50:55;1004576B9A545A80;808D98
