30/06/25 05:15:55 0000 s 02546ver01 44.753028 8.812147 xx 01
30/06/25 05:16:02 0000 s 02546ver01 44.753028 8.812147 xx 01
30/06/25 05:16:07 0000 s 02546ver01 0 0 xx 01
30/06/25 05:16:17 0000 s 02546ver01 44.753167 8.812117 xx 01
30/06/25 05:16:26 0000 s 02546ver01 44.753147 8.812123 xx 01
30/06/25 05:16:36 0000 s 02546ver01 44.753085 8.812143 xx 01
30/06/25 05:16:51 0000 s 02546ver01 44.753063 8.812172 xx 01
30/06/25 05:17:04 0000 s 02546ver01 44.753067 8.812187 xx 01
30/06/25 05:18:17 0000 s 02546ver01 44.753002 8.812177 xx 01
30/06/25 05:18:32 0000 s 02546ver01 44.753010 8.812187 xx 01
30/06/25 05:23:46 0000 s 02546ver01 44.752832 8.812528 xx 01
30/06/25 05:50:50 0001 1                  44.694382 8.839985 xx 01 313931323050303034333539            
30/06/25 05:50:51 0002 1                  44.694382 8.839985 xx 01 313931323050303132323236            
30/06/25 05:50:57 0003 1                  44.694368 8.840007 xx 01 3233303234304a3031303735            
30/06/25 05:50:59 0004 1                  44.694365 8.840012 xx 01 3234303032334d3030333336            
30/06/25 05:51:31 0005 1                  44.694342 8.840030 xx 01 313931323050303130373533            
30/06/25 05:55:15 0006 1                  44.690665 8.823832 xx 01 3232303234304a3030383335            
30/06/25 05:55:17 0007 1                  44.690665 8.823832 xx 01 3232303234304a3030383333            
30/06/25 06:02:04 0008 1                  44.687758 8.809182 xx 01 31383132304a303138333336            
30/06/25 06:04:04 0009 1                  44.688965 8.806460 xx 01 323030323545303033383839            
30/06/25 06:04:06 0010 1                  44.688965 8.806460 xx 01 323030323545303031363934            
30/06/25 06:04:11 0011 1                  44.688968 8.806433 xx 01 3234303234304a3030363333            
30/06/25 06:04:41 0012 1                  44.688962 8.806378 xx 01 3231303132304a3035323934            
30/06/25 06:07:38 0013 1                  44.688348 8.805548 xx 01 31383132304a303138323931            
30/06/25 06:07:43 0014 1                  44.688340 8.805552 xx 01 31383332304a303138343639            
30/06/25 06:07:48 0015 1                  44.688328 8.805548 xx 01 31383132304a303138333733            
30/06/25 06:07:58 0016 1                  44.688315 8.805552 xx 01 3231303132304a3037363832            
30/06/25 06:08:00 0017 1                  44.688313 8.805552 xx 01 31383132304a303138343639            
30/06/25 06:10:24 0018 1                  44.688537 8.804927 xx 01 31383132304a303138343830            
30/06/25 06:10:26 0019 1                  44.688525 8.804912 xx 01 3232303032334d3030383435            
30/06/25 06:10:27 0020 1                  44.688518 8.804905 xx 01 323031323055303030323132            
30/06/25 06:10:28 0021 1                  44.688518 8.804905 xx 01 31383132304a303138333832            
30/06/25 06:13:00 0022 1                  44.688893 8.802063 xx 01 313831323045303138333831            
30/06/25 06:13:01 0023 1                  44.688895 8.802065 xx 01 3231303132304a3035323534            
30/06/25 06:14:17 0024 1                  44.688692 8.802547 xx 01 31383132304a303138333738            
30/06/25 06:26:55 0025 1                  44.716803 8.797758 xx 01 31383234304a303030303532            
30/06/25 06:33:05 0000 s 02546ver01 0 0 xx 01
30/06/25 06:38:36 0000 s 02546ver01 0 0 xx 01
30/06/25 06:57:02 0026 1                  44.621513 8.842353 xx 01 3234303234304a3030363030            
30/06/25 06:57:04 0027 1                  44.621512 8.842348 xx 01 3234303234304a3030373434            
30/06/25 06:57:43 0028 1                  44.621508 8.842292 xx 01 3234303234304a3030373433            
30/06/25 06:58:49 0029 1                  44.621508 8.842343 xx 01 31383234304a303030303433            
30/06/25 07:03:32 0030 1                  44.620492 8.844862 xx 01 31383234304a303030303436            
30/06/25 07:03:39 0031 1                  44.620488 8.844865 xx 01 3234303234304a3030373437            
30/06/25 07:03:41 0032 1                  44.620488 8.844863 xx 01 31383234304a303030303434            
30/06/25 07:05:15 0033 1                  44.618932 8.846973 xx 01 3234303234304a3030373430            
30/06/25 07:05:54 0035 1                  44.618917 8.846982 xx 01 3232303234304a3030373938            
30/06/25 07:06:07 0036 1                  44.618910 8.846980 xx 01 31383132304a303237333738            
30/06/25 07:06:22 0037 1                  44.618915 8.846993 xx 01 31383032334d303037383836            
30/06/25 07:15:00 0038 1                  44.616855 8.842512 xx 01 31383234304a303030303933            
30/06/25 07:15:12 0039 1                  44.616858 8.842513 xx 01 31383234304a303030303639            
30/06/25 07:16:18 0040 1                  44.616848 8.842458 xx 01 3232303234304a3030373839            
30/06/25 07:18:03 0041 1                  44.618312 8.842292 xx 01 3234303234304a3030373431            
30/06/25 07:18:20 0042 1                  44.618407 8.842325 xx 01 31383234304a303030303635            
30/06/25 07:18:39 0043 1                  44.618470 8.842300 xx 01 31383032334d303131343438            
30/06/25 07:20:23 0044 1                  44.619133 8.842290 xx 01 313831323045303138343531            
30/06/25 07:22:51 0045 1                  44.620307 8.842653 xx 01 31383234304a303030303437            
30/06/25 07:23:17 0046 1                  44.620370 8.842670 xx 01 31383032334d303139303930            
30/06/25 07:23:31 0047 1                  44.620392 8.842680 xx 01 31383033304d303032303234            
30/06/25 07:23:44 0048 1                  44.620400 8.842690 xx 01 31383234304a303030303235            
30/06/25 07:23:57 0049 1                  44.620402 8.842702 xx 01 31383234304a303030303638            
30/06/25 07:47:46 0050 1                  44.663163 8.787712 xx 01 31383132304a303139383737            
30/06/25 07:56:53 0051 1                  44.673393 8.778988 xx 01 000000000300000000000000            
30/06/25 07:56:55 0052 1                  44.673393 8.778988 xx 01 31383132304a303230383538            
30/06/25 07:57:08 0053 1                  44.673670 8.778310 xx 01 3234303032334d3031323031            
30/06/25 07:58:29 0000 s 02546ver01 44.673610 8.777190 xx 01
30/06/25 08:01:00 0054 1                  44.675953 8.771955 xx 01 313931323050303030363536            
30/06/25 08:01:41 0055 1                  44.675957 8.771923 xx 01 3233303234304a3030383837            
30/06/25 08:01:43 0056 1                  44.675957 8.771923 xx 01 3234303234304a3030363237            
30/06/25 08:22:43 0057 1                  44.671530 8.758668 xx 01 30395dfa832c7ec000145fd8            
30/06/25 08:33:18 0058 1                  44.655267 8.756323 xx 01 31383132304a303138353630            
30/06/25 09:27:35 0000 s 02546ver01 44.766215 8.785832 xx 01
30/06/25 09:37:29 0059 1                  44.754362 8.815638 xx 01 30395dfa832c7ec000145fd8            
30/06/25 09:55:20 0060 1                  44.771548 8.735645 xx 01 3234303234304a3030363335            
30/06/25 09:55:26 0061 1                  44.771542 8.735643 xx 01 3234303234304a3030353732            
30/06/25 09:55:36 0062 1                  44.771533 8.735643 xx 01 3234303234304a3030353731            
30/06/25 09:57:25 0063 1                  44.771533 8.735592 xx 01 3234303234304a3030363334            
30/06/25 10:01:16 0064 1                  44.768707 8.715597 xx 01 31383234304a303030313439            
30/06/25 10:04:51 0065 1                  44.767070 8.706688 xx 01 31383234304a303030303835            
30/06/25 10:22:55 0066 1                  44.711522 8.690807 xx 01 31383234304a303030303637            
30/06/25 10:25:20 0067 1                  44.711518 8.694623 xx 01 302d95d865902e5753a73532            
30/06/25 10:25:56 0068 1                  44.711452 8.694725 xx 01 31383234304a303030303033            
30/06/25 10:25:58 0069 1                  44.711452 8.694723 xx 01 31383234304a303030313234            
30/06/25 10:36:22 0070 1                  44.730465 8.689475 xx 01 31383234304a303030303131            
30/06/25 10:36:23 0071 1                  44.730470 8.689478 xx 01 31383234304a303030303132            
30/06/25 10:43:23 0000 s 02546ver01 0 0 xx 01
30/06/25 10:45:38 0072 1                  44.733035 8.733948 xx 01 3234303234304a3030353831            
30/06/25 10:45:52 0073 1                  44.733072 8.733967 xx 01 3234303234304a3030353831            
30/06/25 10:48:56 0000 s 02546ver01 0 0 xx 01
30/06/25 11:02:23 0074 1                  44.740350 8.791797 xx 01 31383132304a303138323839            
30/06/25 11:03:13 0075 1                  44.740373 8.791793 xx 01 31383132304a303138343436            
30/06/25 11:04:22 0076 1                  44.740407 8.791797 xx 01 3234303234304a3030353835            
30/06/25 11:14:16 0077 1                  44.726300 8.811438 xx 01 31383234304a303030303930            
30/06/25 11:14:34 0078 1                  44.726297 8.811455 xx 01 3115e857fe1a7e8ec7000000            
30/06/25 11:28:12 0079 1                  44.754355 8.815662 xx 01 30395dfa832c7ec000145fd8            
30/06/25 11:36:41 0000 s 02546ver01 44.753052 8.811882 xx 01
30/06/25 11:45:44 0000 s 02546ver01 44.752962 8.812188 xx 01
30/06/25 11:54:29 0080 1                  44.750340 8.819748 xx 01 31383234304a303030303237            
30/06/25 11:54:30 0081 1                  44.750340 8.819748 xx 01 313932343053303030303838            
30/06/25 11:57:21 0082 1                  44.754938 8.812937 xx 01 31383234304a303030303230            
30/06/25 11:57:37 0083 1                  44.754945 8.812957 xx 01 3233303234304a3031303837            
30/06/25 11:57:51 0084 1                  44.754937 8.812955 xx 01 3231303234304a3032383334            
30/06/25 12:03:17 0085 1                  44.755788 8.808490 xx 01 31383234304a303030303138            
30/06/25 12:06:32 0086 1                  44.756040 8.806557 xx 01 3233303234304a3031303838            
30/06/25 12:08:42 0087 1                  44.757480 8.806115 xx 01 3232303234304a3030383630            
30/06/25 12:08:43 0088 1                  44.757482 8.806115 xx 01 3232303234304a3030383734            
30/06/25 12:08:47 0089 1                  44.757483 8.806115 xx 01 3232303234304a3030383539            
30/06/25 12:23:11 0090 1                  44.760908 8.815245 xx 01 313832343045303030303439            
30/06/25 12:23:35 0091 1                  44.760907 8.815237 xx 01 313832343045303030303530            
30/06/25 12:24:46 0092 1                  44.760277 8.816230 xx 01 31383132304a303138323638            
30/06/25 12:24:51 0093 1                  44.760275 8.816230 xx 01 31383132304a303138323730            
30/06/25 12:24:53 0094 1                  44.760275 8.816230 xx 01 31383132304a303138323637            
30/06/25 12:24:54 0095 1                  44.760273 8.816230 xx 01 313931313030533030323230            
30/06/25 12:24:59 0096 1                  44.760272 8.816227 xx 01 3139313130304a3030303032            
30/06/25 12:32:13 0097 1                  44.772295 8.799173 xx 01 31383234304a303030303330            
30/06/25 12:36:02 0098 1                  44.768830 8.803740 xx 01 3233303234304a3031303934            
30/06/25 12:42:54 0099 1                  44.760057 8.802370 xx 01 31383234304a303030303931            
30/06/25 12:45:14 0100 1                  44.762208 8.804377 xx 01 3233303234304a3031303331            
30/06/25 12:45:29 0101 1                  44.762190 8.804388 xx 01 313932343043303030353539            
30/06/25 13:00:01 0103 1                  44.743502 8.811348 xx 01 30340c138c20e48857dcb006            
30/06/25 13:01:53 0104 1                  44.743500 8.811343 xx 01 31383234304a303030313839            
30/06/25 13:02:11 0105 1                  44.743488 8.811337 xx 01 3233303234304a3031303836            
30/06/25 13:03:16 0106 1                  44.743492 8.811310 xx 01 31383234304a303030313838            
30/06/25 13:04:11 0107 1                  44.743523 8.811337 xx 01 3232303234304a3030383433            
30/06/25 13:05:33 0108 1                  44.743503 8.811362 xx 01 30340c0f804c9a613f81c406            
30/06/25 13:06:12 0109 1                  44.743523 8.811335 xx 01 3035ebaeb0253a00019d8382            
30/06/25 13:17:49 0110 1                  44.755827 8.798435 xx 01 3232303234304a3030383238            
