23/07/25 05:17:01 0000 s 02540ver01 44.752952 8.812150 vv 01
23/07/25 05:29:14 0001 1                  44.757213 8.804682 vv 01 323032343056303030363734            
23/07/25 05:30:36 0002 1                  44.757248 8.804387 vv 01 3232303234304a3030363737            
23/07/25 05:33:18 0003 1                  44.757623 8.804260 vv 01 303aca498284745c5ac65a56            
23/07/25 05:34:24 0004 1                  44.757518 8.804885 vv 01 323032343056303031353430            
23/07/25 05:37:15 0005 1                  44.758418 8.804003 vv 01 3234303234304a3030393431            
23/07/25 05:40:11 0006 1                  44.758585 8.802660 vv 01 010715125332802001200000            
23/07/25 05:41:52 0007 1                  44.758028 8.802007 vv 01 31393132305030303f343436            
23/07/25 05:41:53 0008 1                  44.758028 8.802007 vv 01 313931323043303030363933            
23/07/25 05:44:42 0009 1                  44.759098 8.799122 vv 01 323032343056303030333032            
23/07/25 05:46:46 0010 1                  44.758542 8.801252 vv 01 3232303234304a3030363336            
23/07/25 05:52:45 0000 s 02540ver01 44.759138 8.802392 vv 01
23/07/25 05:54:42 0011 1                  44.759097 8.802750 vv 01 323032343056303030363639            
23/07/25 05:55:14 0012 1                  44.759115 8.802823 vv 01 323032343056303030343338            
23/07/25 05:56:30 0013 1                  44.758298 8.802770 vv 01 323032343056303031353236            
23/07/25 05:57:48 0014 1                  44.757523 8.802807 vv 01 323032343056303030333635            
23/07/25 05:58:06 0015 1                  44.757527 8.802803 vv 01 323032343056303030363330            
23/07/25 05:59:27 0016 1                  44.757348 8.802873 vv 01 3231303234304a3030383132            
23/07/25 05:59:39 0017 1                  44.757330 8.802870 vv 01 303ac8e9c08e6a5c9f315bdd            
23/07/25 06:00:39 0018 1                  44.756772 8.803340 vv 01 313931323053303032373137            
23/07/25 06:00:45 0019 1                  44.756750 8.803392 vv 01 323032343056303030333133            
23/07/25 06:02:28 0020 1                  44.758243 8.800632 vv 01 323032343056303030323432            
23/07/25 06:04:04 0021 1                  44.758128 8.800417 vv 01 323030323545303035363334            
23/07/25 06:04:18 0022 1                  44.758123 8.800452 vv 01 3233303234304a3030343930            
23/07/25 06:04:34 0023 1                  44.758120 8.800455 vv 01 323032343056303030323332            
23/07/25 06:08:35 0024 1                  44.756452 8.801282 vv 01 3234303234304a3030313234            
23/07/25 06:08:54 0025 1                  44.756465 8.801233 vv 01 323030323545303034393330            
23/07/25 06:11:38 0026 1                  44.757737 8.799488 vv 01 323032343056303030393937            
23/07/25 06:11:50 0027 1                  44.757755 8.799478 vv 01 323030323545303036363533            
