07/02/25 04:47:33 0000 s 01130ver01 44.753062 8.812258 uu 01
07/02/25 04:48:25 0001 1                  0 0 uu 01 323032323036323330303231            
07/02/25 05:08:25 0002 1                  44.768395 8.786636 uu 01 3234303032334d3030373935            
07/02/25 05:08:46 0003 1                  44.768327 8.786511 uu 01 3231303032334d3034353336            
07/02/25 05:08:46 0004 1                  44.768327 8.786511 uu 01 3231303032334d3033343638            
07/02/25 05:08:47 0005 1                  44.768327 8.786511 uu 01 3231303032334d3035393430            
07/02/25 05:09:55 0006 1                  44.768423 8.786549 uu 01 3231303032334d3033393733            
07/02/25 05:09:55 0007 1                  44.768423 8.786549 uu 01 3231303032334d3033373436            
07/02/25 05:09:57 0008 1                  44.768415 8.786545 uu 01 3231303032334d3033393535            
07/02/25 05:09:58 0009 1                  44.768418 8.786540 uu 01 31383032334d303137353832            
07/02/25 05:12:17 0010 1                  44.768986 8.786889 uu 01 3231303234304a3032393432            
07/02/25 05:14:48 0000 s 01130ver01 44.768728 8.787882 uu 01
07/02/25 05:15:35 0011 1                  44.768798 8.787760 uu 01 3231303234304a3032333134            
07/02/25 05:16:02 0012 1                  44.768842 8.787865 uu 01 31383132304a303039323132            
07/02/25 05:17:55 0013 1                  44.768053 8.788110 uu 01 3231303132304a3035333731            
07/02/25 05:18:01 0014 1                  44.768122 8.788124 uu 01 3231303132304a3035323733            
07/02/25 05:19:49 0015 1                  44.767833 8.788005 uu 01 3231303234304a3032383339            
07/02/25 05:21:47 0016 1                  44.768447 8.787871 uu 01 3231303234304a3031313933            
07/02/25 05:23:11 0017 1                  44.768546 8.787167 uu 01 3231303132304a3035323535            
07/02/25 05:25:07 0018 1                  44.770713 8.787372 uu 01 3231303234304a3032383330            
07/02/25 05:25:09 0019 1                  44.770707 8.787400 uu 01 3231303132304a3035333032            
07/02/25 05:25:10 0020 1                  44.770715 8.787408 uu 01 3231303234304a3032383337            
07/02/25 05:28:26 0021 1                  44.771187 8.786320 uu 01 3231303234304a3034323634            
07/02/25 05:28:28 0022 1                  44.771208 8.786302 uu 01 3231303234304a3034353136            
07/02/25 05:28:29 0023 1                  44.771214 8.786305 uu 01 3231303132304a3035323136            
07/02/25 05:33:02 0024 1                  44.770615 8.788623 uu 01 3234303234304a3030363939            
07/02/25 05:33:04 0025 1                  44.770635 8.788622 uu 01 3234303234304a3030363938            
07/02/25 05:33:06 0026 1                  44.770635 8.788619 uu 01 31383234304a303030303035            
07/02/25 05:34:52 0027 1                  44.770654 8.788582 uu 01 3234303234304a3030373239            
07/02/25 05:36:54 0028 1                  44.769493 8.788644 uu 01 3231303032334d3034323937            
07/02/25 05:37:49 0029 1                  44.768527 8.788816 uu 01 3231303132304a3035333737            
07/02/25 05:38:14 0030 1                  44.768566 8.788705 uu 01 3231303132304a3035333736            
07/02/25 05:38:36 0031 1                  44.768514 8.788779 uu 01 3231303032334d3033373935            
07/02/25 05:38:37 0032 1                  44.768518 8.788775 uu 01 323030323545303034333535            
07/02/25 05:38:39 0033 1                  44.768524 8.788767 uu 01 3231303032334d3034343031            
07/02/25 05:39:32 0034 1                  44.768477 8.788694 uu 01 3231303132304a3035333039            
07/02/25 05:41:46 0035 1                  44.768455 8.789466 uu 01 3231303132304a3035323130            
07/02/25 05:41:56 0036 1                  44.768486 8.789424 uu 01 3231303032334d3033383039            
07/02/25 05:42:16 0037 1                  44.768506 8.789336 uu 01 3231303132304a3035333139            
07/02/25 05:46:58 0038 1                  44.768143 8.791369 uu 01 3231303132304a3035323031            
07/02/25 05:48:55 0039 1                  44.767952 8.792000 uu 01 3231303032334d3034393634            
07/02/25 05:49:20 0040 1                  44.767979 8.792006 uu 01 3231303132304a3035323738            
07/02/25 05:51:42 0041 1                  44.767911 8.789323 uu 01 323030323545303036363330            
07/02/25 05:52:05 0042 1                  44.767930 8.789252 uu 01 3231303032334d3034343634            
07/02/25 05:52:12 0043 1                  44.767907 8.789287 uu 01 3231303032334d3033363632            
07/02/25 05:52:13 0044 1                  44.767896 8.789274 uu 01 3234303032334d3031323731            
07/02/25 05:52:14 0045 1                  44.767879 8.789252 uu 01 3231303032334d3033363436            
