19/06/25 04:57:25 0000 s 00897ver01 44.752920 8.812107 uu 01
19/06/25 05:13:20 0001 1                  0 0 uu 01 3231303132304a3035333239            
19/06/25 05:13:20 0002 1                  0 0 uu 01 3235303032334d3030363938            
19/06/25 05:13:20 0003 1                  0 0 uu 01 323032323036323330303135            
19/06/25 05:14:07 0004 1                  0 0 uu 01 3231303032334d3032353638            
19/06/25 05:14:49 0005 1                  0 0 uu 01 3234303032334d3030333632            
19/06/25 05:16:23 0006 1                  0 0 uu 01 31383032334d303135353931            
19/06/25 05:17:41 0007 1                  0 0 uu 01 3233303032334d3030373638            
19/06/25 05:23:29 0008 1                  0 0 uu 01 3234303032334d3032313633            
19/06/25 05:24:11 0009 1                  0 0 uu 01 31383032334d303131353138            
19/06/25 05:24:12 0010 1                  0 0 uu 01 31383032334d303131353230            
19/06/25 05:25:23 0011 1                  0 0 uu 01 31383032334d303132383737            
19/06/25 05:25:29 0012 1                  0 0 uu 01 31383032334d303131343132            
19/06/25 05:29:12 0013 1                  0 0 uu 01 31383032334d303035303978            
19/06/25 05:33:47 0014 1                  0 0 uu 01 3234303032334d3031313437            
19/06/25 05:34:38 0015 1                  0 0 uu 01 31383032334d303131343738            
19/06/25 05:34:50 0016 1                  0 0 uu 01 31383032334d303131343939            
19/06/25 05:35:21 0017 1                  0 0 uu 01 31383032334d303032313236            
19/06/25 05:35:28 0018 1                  44.755956 8.788363 uu 01 31383032334d303131323838            
19/06/25 05:35:41 0019 1                  44.755963 8.788481 uu 01 31383032334d303039343737            
19/06/25 05:36:05 0020 1                  44.755969 8.788115 uu 01 31383032334d323032333132            
19/06/25 05:36:31 0021 1                  44.756127 8.788204 uu 01 31383032334d303031373632            
19/06/25 05:36:41 0022 1                  44.756171 8.788250 uu 01 31383032334d303037313733            
19/06/25 05:37:12 0023 1                  44.756457 8.787967 uu 01 31383032334d303131323833            
19/06/25 05:37:28 0024 1                  44.756424 8.787918 uu 01 31383032334d303032313635            
19/06/25 05:37:59 0025 1                  44.756723 8.787832 uu 01 31383032334d303037313938            
19/06/25 05:38:10 0026 1                  44.756634 8.787906 uu 01 31383032334d303131323835            
19/06/25 05:38:11 0027 1                  44.756636 8.787909 uu 01 31383032374d303131323835            
19/06/25 05:39:02 0028 1                  44.756821 8.788033 uu 01 31383032334d303131333638            
19/06/25 05:40:33 0029 1                  44.755999 8.789583 uu 01 323032343055303030313131            
19/06/25 05:41:30 0030 1                  44.755602 8.789300 uu 01 31383032334d303032313632            
19/06/25 05:41:33 0031 1                  44.755581 8.789323 uu 01 31383032334d303032323433            
19/06/25 05:41:49 0032 1                  44.755546 8.789351 uu 01 3235303032334d3030393439            
19/06/25 05:42:15 0033 1                  44.755636 8.789278 uu 01 31383032334d303036343131            
19/06/25 05:42:23 0034 1                  44.755649 8.789323 uu 01 31383032334d303032303632            
19/06/25 05:42:55 0035 1                  44.755682 8.788995 uu 01 31383032334d303032303633            
19/06/25 05:43:01 0036 1                  44.755693 8.788998 uu 01 31383032334d303032303631            
19/06/25 05:43:15 0037 1                  44.755666 8.789011 uu 01 3231303032334d3034343138            
19/06/25 05:44:06 0038 1                  44.755577 8.789126 uu 01 3233303032334d3030363737            
19/06/25 05:45:02 0039 1                  44.755301 8.789652 uu 01 31383032334f303032333230            
19/06/25 05:45:21 0040 1                  44.755301 8.789652 uu 01 31383032334d303032333136            
19/06/25 05:47:56 0041 1                  44.755301 8.789652 uu 01 31383032334d303131343330            
19/06/25 05:48:12 0042 1                  44.755301 8.789652 uu 01 31383032334d303131333834            
19/06/25 05:49:04 0043 1                  44.755301 8.789652 uu 01 31383032334d303131353932            
19/06/25 05:49:55 0044 1                  44.755301 8.789652 uu 01 3233303032334d3030323831            
19/06/25 05:50:36 0045 1                  44.755301 8.789652 uu 01 31383032334d303131323138            
19/06/25 05:50:40 0046 1                  44.755301 8.789652 uu 01 3231303032334d3031363035            
19/06/25 05:51:52 0047 1                  44.755301 8.789652 uu 01 3234303032334d3031343936            
19/06/25 05:51:53 0048 1                  44.755301 8.789652 uu 01 31783032334d303135343738            
19/06/25 05:52:52 0049 1                  44.755301 8.789652 uu 01 31383032334d303135323838            
19/06/25 05:52:58 0050 1                  44.755301 8.789652 uu 01 31383032334d303135333339            
19/06/25 05:54:10 0051 1                  44.755301 8.789652 uu 01 323032343055303030303938            
19/06/25 05:54:40 0052 1                  44.755301 8.789652 uu 01 323032343055303030303835            
19/06/25 05:59:53 0053 1                  44.755301 8.789652 uu 01 31383032334d303032323436            
