14/07/25 04:45:02 0000 s 02547ver01 44.752987 8.812303 pp 01
14/07/25 05:12:22 0001 1                  44.679897 8.812890 pp 01 3231303032334d3035303437            
14/07/25 05:12:30 0002 1                  44.679900 8.812872 pp 01 313931323050303039313232            
14/07/25 05:13:43 0003 1                  44.679760 8.813303 pp 01 313931323050303032393330            
14/07/25 05:13:44 0004 1                  44.679755 8.813305 pp 01 313931323050303034323438            
14/07/25 05:16:06 0005 1                  44.674890 8.817585 pp 01 313931323050303132363139            
14/07/25 05:16:07 0006 1                  44.674890 8.817585 pp 01 313931323050303132363230            
14/07/25 05:16:22 0007 1                  44.674877 8.817600 pp 01 313931323050303030333436            
14/07/25 05:17:08 0008 1                  44.674858 8.817577 pp 01 313931323050303132363138            
14/07/25 05:17:09 0009 1                  44.674858 8.817577 pp 01 313931323050303131323931            
14/07/25 05:17:40 0010 1                  44.674867 8.817557 pp 01 313931323050303037393539            
14/07/25 05:20:35 0011 1                  44.662895 8.825748 pp 01 323030323545303039303936            
14/07/25 05:20:37 0012 1                  44.662893 8.825750 pp 01 313931323050303131303236            
14/07/25 05:20:38 0013 1                  44.662892 8.825753 pp 01 313931323050303131303134            
14/07/25 05:21:53 0014 1                  44.661903 8.827763 pp 01 31383132304a303230363132            
14/07/25 05:24:23 0015 1                  44.656147 8.830328 pp 01 323030323545303031373033            
14/07/25 05:24:25 0016 1                  44.656145 8.830328 pp 01 313931323050303130353439            
14/07/25 05:25:49 0017 1                  44.652787 8.830240 pp 01 3231303032334d3035383535            
14/07/25 05:25:51 0018 1                  44.652785 8.830238 pp 01 313931323050303038363638            
14/07/25 05:26:53 0019 1                  44.652553 8.830213 pp 01 31383132304a303230313636            
14/07/25 05:26:55 0020 1                  44.652550 8.830213 pp 01 313931323050303039303038            
14/07/25 05:27:14 0021 1                  44.652540 8.830193 pp 01 31383032374d303038303634            
14/07/25 05:27:26 0022 1                  44.652542 8.830195 pp 01 31383032334d303038303634            
14/07/25 05:31:56 0023 1                  44.634830 8.832162 pp 01 313932343045303030363433            
14/07/25 05:35:40 0024 1                  44.633598 8.842802 pp 01 323030323545303032333130            
14/07/25 05:35:42 0025 1                  44.633600 8.842800 pp 01 31383132304a303230383636            
14/07/25 05:38:09 0026 1                  44.623013 8.846483 pp 01 31383132304a303230393336            
14/07/25 05:38:11 0027 1                  44.623012 8.846482 pp 01 31383132304a303230393335            
14/07/25 05:38:47 0028 1                  44.622990 8.846480 pp 01 3035ebb32009e1c800045653            
14/07/25 05:39:34 0029 1                  44.622665 8.846217 pp 01 313931323050303037373731            
14/07/25 05:42:42 0030 1                  44.615298 8.843468 pp 01 31383132304a303139303434            
14/07/25 05:42:48 0031 1                  44.615310 8.843463 pp 01 31383132304a303230393533            
14/07/25 05:43:46 0032 1                  44.615482 8.843370 pp 01 31383032334d303138353538            
14/07/25 05:43:48 0033 1                  44.615482 8.843368 pp 01 31383033304d303033323638            
14/07/25 05:43:51 0034 1                  44.615490 8.843363 pp 01 31383132304a303236373038            
14/07/25 05:46:20 0035 1                  44.613342 8.842930 pp 01 31383132304a303139393832            
14/07/25 05:49:06 0036 1                  44.617335 8.842275 pp 01 313931323050303034303735            
14/07/25 05:49:13 0037 1                  44.617340 8.842250 pp 01 31383132304a303230303934            
14/07/25 05:49:23 0038 1                  44.617348 8.842247 pp 01 31383132304a303230303935            
14/07/25 05:50:39 0039 1                  44.617652 8.842372 pp 01 31383132304a303139393739            
14/07/25 05:50:52 0040 1                  44.617650 8.842225 pp 01 313931323050303034303735            
14/07/25 05:51:47 0041 1                  44.617935 8.842228 pp 01 31383032334d303139323031            
14/07/25 05:52:02 0042 1                  44.617960 8.842282 pp 01 313931323050303035303833            
14/07/25 05:54:15 0043 1                  44.618375 8.842092 pp 01 31383032334d303139313030            
14/07/25 05:54:41 0044 1                  44.618358 8.841948 pp 01 3231303033304d3032383430            
14/07/25 05:54:49 0045 1                  44.618363 8.841935 pp 01 31383132304a303138373535            
14/07/25 05:54:57 0046 1                  44.618367 8.841935 pp 01 31383032334d303033373038            
14/07/25 05:55:39 0047 1                  44.618370 8.842227 pp 01 313932343045303030363437            
14/07/25 05:55:40 0048 1                  44.618372 8.842222 pp 01 313932343045303030363435            
14/07/25 05:56:00 0049 1                  44.618403 8.842113 pp 01 3231303132304a3035323936            
14/07/25 05:57:56 0050 1                  44.618772 8.842355 pp 01 31383032334d303131353830            
14/07/25 05:57:57 0051 1                  44.618785 8.842353 pp 01 3231303032334d3031353833            
14/07/25 05:57:58 0052 1                  44.618792 8.842353 pp 01 31383032334d303132393738            
14/07/25 05:58:01 0053 1                  44.618800 8.842347 pp 01 3231303032334d3030383137            
14/07/25 05:58:02 0054 1                  44.618812 8.842337 pp 01 313931323050303035383531            
14/07/25 05:58:16 0055 1                  44.618857 8.842360 pp 01 3231303032334d3031383431            
14/07/25 05:58:22 0056 1                  44.618877 8.842340 pp 01 323030323545303038323434            
14/07/25 05:58:38 0057 1                  44.618893 8.842342 pp 01 3233303032334d3030323730            
14/07/25 05:59:27 0058 1                  44.619105 8.842303 pp 01 3233303033304d3030333230            
14/07/25 05:59:36 0059 1                  44.619125 8.842338 pp 01 31383132304a303139373334            
14/07/25 06:00:39 0060 1                  44.619337 8.842370 pp 01 31383132304a303230343330            
14/07/25 06:01:46 0061 1                  44.619650 8.842337 pp 01 3230303033304d3035363139            
14/07/25 06:02:01 0062 1                  44.619660 8.842418 pp 01 31383132304a303139353530            
14/07/25 06:02:06 0063 1                  44.619665 8.842407 pp 01 31383032334d303139313933            
14/07/25 06:04:13 0064 1                  44.620177 8.842458 pp 01 31383132304a303139313532            
14/07/25 06:06:09 0065 1                  44.620493 8.843022 pp 01 35383032334d303036363434            
14/07/25 06:09:07 0066 1                  44.620885 8.843197 pp 01 31383032334d303033363031            
14/07/25 06:09:19 0067 1                  44.620967 8.843125 pp 01 3234303033304d3030343831            
14/07/25 06:09:34 0068 1                  44.621018 8.843063 pp 01 31383132304a303230393433            
14/07/25 06:09:35 0069 1                  44.621035 8.843035 pp 01 31383132304a303230313133            
14/07/25 06:09:52 0070 1                  44.621032 8.843023 pp 01 31383032334d303139333334            
14/07/25 06:10:44 0071 1                  44.620983 8.842877 pp 01 313932343045303030363439            
14/07/25 06:10:47 0072 1                  44.620972 8.842893 pp 01 31383032334d303139333838            
14/07/25 06:10:54 0073 1                  44.620955 8.842865 pp 01 31383132304a303138353637            
14/07/25 06:12:28 0074 1                  44.620428 8.842575 pp 01 31383132304a303230303436            
14/07/25 06:13:59 0075 1                  44.620358 8.842528 pp 01 31383032334d303139323034            
14/07/25 06:14:01 0076 1                  44.620358 8.842528 pp 01 31383032334d303139363936            
14/07/25 06:14:02 0077 1                  44.620363 8.842537 pp 01 004400460004000400079898            
14/07/25 06:14:05 0078 1                  44.620365 8.842543 pp 01 31383032334d303139303930            
14/07/25 06:14:07 0079 1                  44.620373 8.842542 pp 01 323031323055303030303634            
14/07/25 06:14:15 0080 1                  44.620378 8.842545 pp 01 3235303032334d3030383233            
14/07/25 06:14:28 0081 1                  44.620387 8.842563 pp 01 31383032334d303133313730            
14/07/25 06:14:33 0082 1                  44.620388 8.842562 pp 01 31383032334d303139373030            
14/07/25 06:15:29 0083 1                  44.621130 8.843472 pp 01 31383032334d303033363034            
14/07/25 06:15:34 0084 1                  44.621170 8.843462 pp 01 3235303032334d3030393134            
14/07/25 06:16:21 0085 1                  44.621898 8.843127 pp 01 31383132304a303230323230            
14/07/25 06:17:16 0086 1                  44.621733 8.842742 pp 01 31383032334d303033363032            
14/07/25 06:17:17 0087 1                  44.621737 8.842727 pp 01 31383132304a303230393532            
14/07/25 06:18:27 0088 1                  44.621900 8.842120 pp 01 31383032334d303139303231            
14/07/25 06:19:00 0089 1                  44.622068 8.841638 pp 01 31383132304a303230343239            
14/07/25 06:21:12 0090 1                  44.619977 8.837198 pp 01 3234303132304a3032323336            
14/07/25 06:21:16 0091 1                  44.619967 8.837168 pp 01 3234303032334d3030353030            
14/07/25 06:24:26 0092 1                  44.621137 8.838420 pp 01 313931323050303039313030            
14/07/25 06:24:35 0093 1                  44.621137 8.838460 pp 01 31383132304a303230343438            
14/07/25 06:25:45 0094 1                  44.621390 8.838795 pp 01 00ff00000000000016617069            
14/07/25 06:25:46 0095 1                  44.621393 8.838817 pp 01 31383132304a303230343231            
14/07/25 06:26:00 0096 1                  44.621402 8.838932 pp 01 313931323050303037383233            
14/07/25 06:27:33 0097 1                  44.621902 8.840455 pp 01 323031313030503030323434            
14/07/25 06:29:42 0098 1                  44.622023 8.843525 pp 01 31383032334d303139303234            
