09/06/25 04:59:34 0000 s 00903ver01 44.753015 8.812057 uu 01
09/06/25 05:34:46 0001 1                  0 0 uu 01 323030323545303037313330            
09/06/25 05:34:46 0002 1                  0 0 uu 01 323030323545303033393933            
09/06/25 05:34:46 0003 1                  0 0 uu 01 323030323545303034313935            
09/06/25 05:34:46 0004 1                  0 0 uu 01 323030323545303034303336            
09/06/25 05:34:46 0005 1                  0 0 uu 01 323030323545303037353237            
09/06/25 05:34:46 0006 1                  0 0 uu 01 3232303032334d3030393834            
09/06/25 05:34:46 0007 1                  0 0 uu 01 3230303033304d3033333138            
09/06/25 05:34:46 0008 1                  0 0 uu 01 323032323036323330303038            
09/06/25 05:35:42 0009 1                  0 0 uu 01 3234303032334d3032333137            
09/06/25 05:36:44 0010 1                  0 0 uu 01 323030323545303038363832            
09/06/25 05:37:47 0011 1                  0 0 uu 01 3232303032334d3031383535            
09/06/25 05:37:53 0012 1                  0 0 uu 01 323030323545303035323031            
09/06/25 05:38:09 0013 1                  0 0 uu 01 323030323545303035313336            
09/06/25 05:42:59 0014 1                  0 0 uu 01 323030323545303031313338            
09/06/25 05:43:01 0015 1                  0 0 uu 01 323030323545303031313338            
09/06/25 05:43:01 0016 1                  0 0 uu 01 323030323545303035333031            
09/06/25 05:43:02 0017 1                  0 0 uu 01 3234303032334d3030383635            
09/06/25 05:43:03 0018 1                  0 0 uu 01 323030323545303035333030            
09/06/25 05:43:04 0019 1                  0 0 uu 01 323030323545303031363038            
09/06/25 05:44:23 0020 1                  0 0 uu 01 323030323545303035323934            
09/06/25 05:44:35 0021 1                  0 0 uu 01 323030323545303035323234            
09/06/25 05:49:37 0022 1                  0 0 uu 01 323030323545303037383137            
09/06/25 05:51:27 0023 1                  0 0 uu 01 323030323545303038363732            
09/06/25 05:52:04 0024 1                  0 0 uu 01 323030323545303038343333            
09/06/25 05:52:56 0025 1                  0 0 uu 01 323030323545303030383039            
09/06/25 05:53:43 0026 1                  0 0 uu 01 3234303032334d3030393434            
09/06/25 05:53:48 0027 1                  0 0 uu 01 3231303234304a3030303436            
09/06/25 05:54:58 0028 1                  0 0 uu 01 323030323545303037313331            
09/06/25 05:55:38 0029 1                  0 0 uu 01 323030323545303038363233            
09/06/25 06:00:39 0030 1                  44.690703 8.823924 uu 01 32303132305530303031323a            
09/06/25 06:16:39 0000 s 00903ver01 44.690698 8.823990 uu 01
09/06/25 06:19:50 0031 1                  44.691518 8.826842 uu 01 323030323545303037383935            
09/06/25 06:20:00 0032 1                  44.691520 8.826819 uu 01 323030323545303037383930            
09/06/25 06:20:50 0033 1                  44.690784 8.827824 uu 01 323030323545303032303239            
