03/02/25 08:30:50 0000 s 01133ver01 44.752988 8.812110 uu 01
03/02/25 09:14:59 0000 s 01133ver01 44.753030 8.811922 uu 01
03/02/25 10:53:29 0000 s 01133ver01 44.753052 8.812040 uu 01
03/02/25 11:13:46 0000 s 01133ver01 44.752955 8.812105 uu 01
03/02/25 11:19:23 0000 s 01133ver01 44.753035 8.812063 uu 01
03/02/25 11:29:09 0001 1                  0 0 uu 01 323032323036323330303230            
03/02/25 11:31:18 0002 1                  0 0 uu 01 3231303234304a3032393734            
03/02/25 11:32:05 0003 1                  0 0 uu 01 3231303234304a3032393633            
03/02/25 11:32:57 0004 1                  0 0 uu 01 3231303234304a3032393634            
03/02/25 11:33:53 0005 1                  0 0 uu 01 3231303234304a3032393632            
03/02/25 11:34:59 0006 1                  0 0 uu 01 3231303234304a3032393631            
03/02/25 11:39:24 0007 1                  0 0 uu 01 31383032334d303032313731            
03/02/25 11:40:30 0008 1                  0 0 uu 01 31383032334d303131333535            
03/02/25 11:43:55 0009 1                  0 0 uu 01 31383032334d303032303738            
03/02/25 11:43:58 0010 1                  0 0 uu 01 3231303032334d3030383334            
03/02/25 11:44:11 0011 1                  0 0 uu 01 31383032334d303037313435            
03/02/25 11:45:07 0012 1                  0 0 uu 01 323031323055303030313434            
03/02/25 11:46:08 0013 1                  0 0 uu 01 323030323545303038363437            
03/02/25 11:46:42 0014 1                  0 0 uu 01 31383032334d303131353431            
03/02/25 11:46:44 0015 1                  0 0 uu 01 31383032334d303131343230            
03/02/25 11:46:55 0016 1                  0 0 uu 01 31383032334d303131333939            
03/02/25 11:47:03 0017 1                  0 0 uu 01 31383032334d303131353732            
03/02/25 11:55:07 0018 1                  0 0 uu 01 323030323545303036343430            
03/02/25 11:57:49 0019 1                  0 0 uu 01 31383032334d303131353534            
03/02/25 11:57:59 0020 1                  0 0 uu 01 31383032334d303131353432            
03/02/25 11:58:01 0021 1                  0 0 uu 01 31383032334d303131353532            
03/02/25 11:58:06 0022 1                  0 0 uu 01 31383032334d303131353433            
03/02/25 11:58:55 0023 1                  0 0 uu 01 31383032334d303132333333            
03/02/25 11:59:06 0024 1                  0 0 uu 01 3232303032334d3031383239            
03/02/25 11:59:13 0025 1                  0 0 uu 01 3232303032334d3031373337            
03/02/25 11:59:49 0026 1                  0 0 uu 01 31383032334d303131353434            
03/02/25 11:59:50 0027 1                  0 0 uu 01 31383032334d303131353435            
03/02/25 12:00:25 0028 1                  0 0 uu 01 31383032334d303131343530            
03/02/25 12:00:31 0029 1                  0 0 uu 01 31383032334d303131353338            
03/02/25 12:00:48 0030 1                  0 0 uu 01 3234303032334d3031333935            
03/02/25 12:02:20 0031 1                  0 0 uu 01 31383032334d303135353832            
03/02/25 12:02:22 0032 1                  0 0 uu 01 31383032334d303135353831            
03/02/25 12:02:24 0033 1                  0 0 uu 01 31383032334d303135353936            
03/02/25 12:02:26 0034 1                  0 0 uu 01 31383032334d303135353934            
03/02/25 12:03:30 0035 1                  0 0 uu 01 323030323545303030323337            
