15/01/25 04:58:04 0000 s 02532ver01 44.753177 8.812080 vv 01
15/01/25 05:43:28 0001 1                  44.759608 8.787477 vv 01 3231303234304a3030343638            
15/01/25 05:47:45 0002 1                  44.760233 8.787630 vv 01 3233303234304a3030303934            
15/01/25 05:53:53 0003 1                  44.759978 8.783320 vv 01 3233303234304a3030323039            
15/01/25 06:12:07 0000 s 02532ver01 44.753037 8.812162 vv 01
15/01/25 06:20:06 0004 1                  44.764453 8.789257 vv 01 3231303234304a3033323132            
15/01/25 06:25:11 0005 1                  44.762902 8.789665 vv 01 3231303234304a3033373534            
15/01/25 06:25:28 0006 1                  44.762897 8.789682 vv 01 3231303234304a3033373533            
15/01/25 06:27:42 0007 1                  44.762742 8.789973 vv 01 3231303234304a3033363732            
15/01/25 06:33:09 0008 1                  44.762402 8.791132 vv 01 3231303234304a3033313538            
15/01/25 06:39:05 0009 1                  44.765268 8.789862 vv 01 3231303234304a3033353138            
15/01/25 06:43:15 0010 1                  44.766050 8.790182 vv 01 3231303032334d3030393830            
15/01/25 06:44:37 0011 1                  44.766118 8.790227 vv 01 3231303234304a3033383734            
15/01/25 06:48:30 0012 1                  44.767730 8.783815 vv 01 3231303234304a3033393931            
15/01/25 06:49:30 0013 1                  44.767345 8.783583 vv 01 3231303234304a3033393930            
15/01/25 06:53:04 0014 1                  44.766513 8.784080 vv 01 3231303234304a3033323934            
15/01/25 06:53:16 0015 1                  44.766522 8.784090 vv 01 000000000000000012008226            
15/01/25 07:00:09 0016 1                  44.764482 8.792682 vv 01 3234303234304a3031313039            
15/01/25 07:03:35 0017 1                  44.763867 8.795630 vv 01 3231303234304a3034313830            
15/01/25 07:04:30 0018 1                  44.763907 8.795807 vv 01 3234303234304a3031313231            
15/01/25 07:08:54 0019 1                  44.765168 8.795542 vv 01 3231303234304a3033303139            
15/01/25 07:10:23 0020 1                  44.765290 8.795465 vv 01 3231303234304a3033303139            
15/01/25 07:14:03 0021 1                  44.765535 8.795665 vv 01 3231303234304a3034313630            
15/01/25 07:18:00 0022 1                  44.766953 8.788463 vv 01 3232303234304a3030333639            
15/01/25 07:18:14 0023 1                  44.766968 8.788475 vv 01 3231303132304a3037343633            
15/01/25 07:20:02 0024 1                  44.766278 8.788760 vv 01 3231303234304a3033343938            
15/01/25 07:20:24 0025 1                  44.766250 8.788803 vv 01 3231303234304a3033393138            
15/01/25 07:27:08 0026 1                  44.765878 8.789003 vv 01 3231303234304a3033343938            
15/01/25 07:27:09 0027 1                  44.765883 8.789003 vv 01 3231303234304a3033393138            
15/01/25 07:30:17 0028 1                  44.766522 8.792093 vv 01 3231303234304a3034303839            
15/01/25 07:30:29 0029 1                  44.766520 8.792113 vv 01 3231303234304a3033353934            
15/01/25 07:30:45 0030 1                  44.766562 8.792132 vv 01 111150000000003487881895            
15/01/25 07:31:04 0031 1                  44.766603 8.792162 vv 01 3231303234304a3033343430            
15/01/25 07:32:12 0032 1                  44.766618 8.792120 vv 01 3231303234304a3033343339            
15/01/25 07:46:16 0033 1                  44.766392 8.783587 vv 01 3231303234304a3033393830            
15/01/25 07:50:42 0034 1                  44.765732 8.783902 vv 01 3234303234304a3030313635            
15/01/25 07:53:53 0035 1                  44.766035 8.784553 vv 01 3231303234304a3033383834            
15/01/25 07:57:36 0036 1                  44.765253 8.785043 vv 01 3231303234304a3033373133            
15/01/25 08:00:59 0037 1                  44.767688 8.785070 vv 01 3231303234304a3033393531            
15/01/25 08:01:15 0038 1                  44.767703 8.785035 vv 01 3231303234304a3033323931            
15/01/25 08:07:19 0039 1                  44.767673 8.784863 vv 01 3231303234304a3033393838            
15/01/25 08:10:26 0040 1                  44.765415 8.785305 vv 01 3231303234304a3033383731            
15/01/25 08:12:02 0041 1                  44.765228 8.785542 vv 01 3231303234304a3033383832            
15/01/25 08:16:21 0042 1                  44.764480 8.785710 vv 01 3231303234304a3033313738            
15/01/25 08:24:04 0043 1                  44.764723 8.796328 vv 01 3231303234304a3033303833            
15/01/25 08:34:20 0044 1                  44.765407 8.794592 vv 01 313931323043303034393933            
15/01/25 08:34:21 0045 1                  44.765407 8.794592 vv 01 3232303234304a3030343331            
15/01/25 08:34:37 0046 1                  44.765387 8.794625 vv 01 31383032334d303035303535            
15/01/25 08:36:52 0047 1                  44.765315 8.793787 vv 01 3231303234304a3034303834            
15/01/25 08:40:27 0048 1                  44.765332 8.793528 vv 01 3231313130304a3032313132            
15/01/25 08:41:29 0049 1                  44.765288 8.793497 vv 01 3231303234304a3033323036            
15/01/25 09:16:08 0050 1                  44.767122 8.787190 vv 01 3231303234304a3033333638            
15/01/25 09:19:41 0051 1                  44.767053 8.782888 vv 01 3231303234304a3033393530            
15/01/25 09:20:50 0052 1                  44.767087 8.782393 vv 01 3231303234304a3033333131            
15/01/25 09:24:33 0053 1                  44.769235 8.779828 vv 01 3233303234304a3031313331            
15/01/25 09:34:20 0054 1                  44.766057 8.793050 vv 01 3232303234304a3030343432            
15/01/25 09:38:11 0056 1                  44.765780 8.795920 vv 01 3231303234304a3033333330            
15/01/25 09:38:27 0057 1                  44.765787 8.795975 vv 01 3231303234304a3033333331            
15/01/25 09:43:41 0058 1                  44.765720 8.796453 vv 01 3231303234304a3033333332            
15/01/25 09:45:07 0059 1                  44.766107 8.796003 vv 01 3231303234304a3033353634            
15/01/25 09:47:01 0060 1                  44.766232 8.795415 vv 01 3231303032334d3033353738            
15/01/25 09:47:21 0061 1                  44.766238 8.795423 vv 01 3231303234304a3033353733            
15/01/25 09:48:59 0062 1                  44.766228 8.795252 vv 01 3231303234304a3033343437            
15/01/25 09:51:45 0063 1                  44.766488 8.794128 vv 01 3232303234304a3030323030            
15/01/25 09:53:43 0064 1                  44.766568 8.793673 vv 01 3231303234304a3033343233            
15/01/25 09:54:29 0065 1                  44.766558 8.793618 vv 01 3231303032334d3033353938            
15/01/25 09:54:48 0066 1                  44.766542 8.793582 vv 01 3231303234304a3033343037            
15/01/25 10:00:06 0067 1                  44.767098 8.792452 vv 01 3231303234304a3033373137            
15/01/25 10:00:14 0068 1                  44.767113 8.792408 vv 01 3231303234304a3033333232            
15/01/25 10:03:24 0069 1                  44.768727 8.785978 vv 01 3231303032334d3030363636            
15/01/25 10:03:28 0070 1                  44.768745 8.785965 vv 01 3231303234304a3033373136            
15/01/25 10:03:42 0071 1                  44.768772 8.785928 vv 01 3231303032334d3030333631            
15/01/25 10:03:44 0072 1                  44.768773 8.785925 vv 01 323030323545303031363030            
15/01/25 10:06:30 0073 1                  44.768872 8.785092 vv 01 3231303234304a3033363339            
15/01/25 10:06:38 0074 1                  44.768875 8.785098 vv 01 313931323043303036343733            
15/01/25 10:07:01 0075 1                  44.768888 8.785125 vv 01 3231303234304a3033323438            
15/01/25 10:10:58 0076 1                  44.770723 8.784402 vv 01 3231303234304a3033323736            
15/01/25 10:11:10 0077 1                  44.770723 8.784410 vv 01 3231303234304a3033323737            
15/01/25 10:13:35 0078 1                  44.769912 8.781560 vv 01 3231303234304a3033363635            
15/01/25 10:31:24 0079 1                  44.767720 8.783908 vv 01 3231303234304a3033353436            
15/01/25 12:02:33 0000 s 02532ver01 44.753012 8.812055 vv 01
15/01/25 12:25:18 0080 1                  44.753930 8.810307 vv 01 3233303234304a3030323439            
15/01/25 12:26:33 0081 1                  44.753945 8.809820 vv 01 323032343056303030303434            
15/01/25 12:30:05 0082 1                  44.760450 8.806957 vv 01 313932343056303030353432            
15/01/25 12:34:22 0083 1                  44.766272 8.805073 vv 01 323032343056303030313030            
15/01/25 12:35:58 0084 1                  44.766235 8.807000 vv 01 3231303234304a3030353237            
15/01/25 12:41:35 0085 1                  44.764350 8.808028 vv 01 323032343056303030323439            
15/01/25 12:49:50 0086 1                  44.772287 8.811642 vv 01 323032343056303030303639            
15/01/25 12:58:06 0087 1                  44.792680 8.830600 vv 01 323032343056303030333839            
15/01/25 12:58:58 0000 s 02532ver01 44.792722 8.830630 vv 01
15/01/25 12:59:25 0088 1                  44.792702 8.830360 vv 01 3232303234304a3030323537            
15/01/25 12:59:35 0089 1                  44.792692 8.830348 vv 01 3232303234304a3030323536            
15/01/25 13:09:39 0090 1                  44.764858 8.819963 vv 01 3231303234304a3030373839            
15/01/25 13:12:33 0091 1                  44.764680 8.821242 vv 01 323032343056303030333535            
15/01/25 13:16:41 0092 1                  44.767078 8.822253 vv 01 323032343056303030333534            
15/01/25 13:19:49 0093 1                  44.763927 8.828970 vv 01 323032343056303030363937            
15/01/25 13:23:09 0094 1                  44.766147 8.829485 vv 01 313932343056303030353934            
15/01/25 13:26:52 0095 1                  44.756188 8.840837 vv 01 3231303234304a3030363335            
15/01/25 13:27:09 0096 1                  44.756200 8.840825 vv 01 3230303234304a3030323833            
15/01/25 13:32:41 0097 1                  44.767162 8.821237 vv 01 3231303234304a3030363631            
15/01/25 13:34:50 0098 1                  44.766862 8.813987 vv 01 323032343056303030343932            
15/01/25 13:49:26 0099 1                  44.748953 8.809700 vv 01 3231303234304a3030383438            
15/01/25 13:52:41 0100 1                  44.740678 8.824567 vv 01 323032343056303030303636            
15/01/25 14:00:48 0101 1                  44.739852 8.824233 vv 01 323032343056303030363335            
15/01/25 14:00:50 0102 1                  44.739850 8.824232 vv 01 32303234305630b030363335            
15/01/25 14:00:55 0103 1                  44.739847 8.824228 vv 01 323032343056303030363336            
15/01/25 14:06:53 0104 1                  44.733570 8.809430 vv 01 323032343056303030363334            
15/01/25 14:19:35 0105 1                  44.738182 8.788692 vv 01 3231303234304a3033343031            
15/01/25 14:25:57 0106 1                  44.754013 8.790353 vv 01 3233303234304a3030333234            
15/01/25 14:27:07 0107 1                  44.754238 8.789833 vv 01 313932343056303030353937            
15/01/25 14:29:18 0108 1                  44.754993 8.788335 vv 01 313932343056303030353936            
15/01/25 14:31:32 0109 1                  44.755917 8.787920 vv 01 313932343056303030333734            
15/01/25 14:32:42 0110 1                  44.756177 8.787732 vv 01 323032343056303030353730            
15/01/25 14:44:20 0111 1                  44.757382 8.773397 vv 01 3230303234304a3030363033            
15/01/25 14:46:00 0112 1                  44.757365 8.773293 vv 01 3230303234304a3030353330            
15/01/25 14:46:44 0113 1                  44.757385 8.773290 vv 01 323032343056303031303033            
15/01/25 14:47:02 0114 1                  44.757378 8.773260 vv 01 3233303234304a3030323631            
15/01/25 14:50:04 0115 1                  44.755467 8.770157 vv 01 323032343056303031323831            
15/01/25 14:50:55 0116 1                  44.755417 8.770148 vv 01 3231303234304a3033363033            
15/01/25 14:52:20 0117 1                  44.754647 8.768880 vv 01 3230303234304a3030353236            
15/01/25 14:58:20 0118 1                  44.762743 8.776390 vv 01 323030323545303038303131            
15/01/25 14:58:36 0119 1                  44.762773 8.776402 vv 01 3234303234304a3030393738            
15/01/25 14:58:49 0120 1                  44.762792 8.776408 vv 01 3230303234304a3030363039            
15/01/25 15:05:02 0121 1                  44.764348 8.772715 vv 01 3230303234304a3030383136            
15/01/25 15:17:22 0122 1                  44.765275 8.778245 vv 01 3230303234304a3030333135            
15/01/25 15:27:03 0123 1                  44.760372 8.770457 vv 01 3230303234304a3030333734            
15/01/25 18:06:10 0000 s 02532ver01 44.760505 8.793550 vv 01
