02/07/25 05:01:38 0000 s 02541ver01 44.753255 8.812068 vv 01
02/07/25 05:17:45 0001 1                  44.764963 8.782660 vv 01 3231303234304a3030383433            
02/07/25 05:20:13 0002 1                  44.764625 8.780827 vv 01 323032343056303031303330            
02/07/25 05:20:22 0003 1                  44.764627 8.780830 vv 01 323032343056303031303331            
02/07/25 05:21:06 0004 1                  44.764593 8.780843 vv 01 323032343056303031313930            
02/07/25 05:24:12 0005 1                  44.764455 8.783037 vv 01 3232303032334d3031373932            
02/07/25 05:24:40 0006 1                  44.763343 8.782062 vv 01 323030323545303038303434            
02/07/25 05:25:23 0007 1                  44.760408 8.780750 vv 01 186792430401320007010000            
02/07/25 05:25:51 0000 s 02541ver01 44.759607 8.780760 vv 01
02/07/25 05:26:45 0008 1                  44.759552 8.780728 vv 01 3230303234304a3030363634            
02/07/25 05:28:02 0009 1                  44.758245 8.783375 vv 01 323030323545303037333130            
02/07/25 05:28:44 0010 1                  44.758088 8.783843 vv 01 323032343056303030333936            
02/07/25 05:29:47 0011 1                  44.757657 8.784110 vv 01 4e20198ae7d3800000000001            
02/07/25 05:29:59 0012 1                  44.757282 8.784360 vv 01 dee0000d5e9258413000407f            
02/07/25 05:33:13 0013 1                  44.763512 8.778330 vv 01 323032343056303030393732            
02/07/25 05:36:53 0014 1                  44.765522 8.771562 vv 01 323032343056303030383438            
02/07/25 05:36:58 0015 1                  44.765518 8.771562 vv 01 323032343056303031313931            
02/07/25 05:39:17 0016 1                  44.764735 8.771247 vv 01 32303234305e303031333934            
02/07/25 05:39:27 0017 1                  44.764728 8.771233 vv 01 323032343056303031333934            
02/07/25 05:41:33 0018 1                  44.764762 8.770892 vv 01 3231303234304a3031383837            
02/07/25 05:42:24 0019 1                  44.764680 8.771265 vv 01 323030323545303030353538            
02/07/25 05:42:28 0020 1                  44.764580 8.771205 vv 01 3234303032334d3031373932            
02/07/25 05:44:11 0021 1                  44.765773 8.771142 vv 01 323032343056303031313836            
02/07/25 05:45:49 0022 1                  44.765498 8.772283 vv 01 3231303234304a3030383533            
02/07/25 05:48:22 0023 1                  44.763285 8.777702 vv 01 3234303234304a3030313632            
02/07/25 05:49:14 0024 1                  44.763053 8.777603 vv 01 000000000000000017197285            
02/07/25 05:49:49 0025 1                  44.763018 8.777593 vv 01 323032343056303031323032            
02/07/25 05:50:37 0026 1                  44.763008 8.777578 vv 01 323030323545303030323839            
02/07/25 05:52:02 0027 1                  44.761285 8.779750 vv 01 3230303234304a3030353631            
02/07/25 05:53:00 0028 1                  44.761278 8.779760 vv 01 323030323545303037393934            
02/07/25 05:53:04 0029 1                  44.761177 8.779893 vv 01 323030323545303037313437            
02/07/25 05:53:07 0030 1                  44.761105 8.779990 vv 01 323030323545303037353833            
02/07/25 05:53:47 0031 1                  44.761455 8.780832 vv 01 323030323545303034303535            
02/07/25 05:53:58 0032 1                  44.762015 8.780200 vv 01 323030323545303036383235            
02/07/25 05:55:35 0033 1                  44.762593 8.776035 vv 01 3233303234304a3031323036            
02/07/25 05:57:15 0034 1                  44.763118 8.773558 vv 01 323030323545303030353532            
02/07/25 05:57:20 0035 1                  44.763292 8.773660 vv 01 323030323545303033303431            
02/07/25 05:58:03 0036 1                  44.763463 8.773723 vv 01 3231303234304a3030383136            
02/07/25 06:00:20 0037 1                  44.763088 8.772713 vv 01 3234303032334d3032323633            
02/07/25 06:00:24 0038 1                  44.763175 8.772390 vv 01 3231303032334d3035363637            
02/07/25 06:00:40 0039 1                  44.763593 8.771870 vv 01 323030323545303030343538            
02/07/25 06:00:55 0040 1                  44.764025 8.772102 vv 01 300833b2ddd9014000000000            
02/07/25 06:01:37 0041 1                  44.764267 8.772225 vv 01 323032343056303031333834            
02/07/25 06:02:33 0042 1                  44.764563 8.772325 vv 01 323030323545303032333735            
02/07/25 06:03:10 0043 1                  44.764675 8.772380 vv 01 323032343056303031333831            
02/07/25 06:03:58 0044 1                  44.764840 8.772485 vv 01 323030323545303030313831            
02/07/25 06:04:26 0045 1                  44.764852 8.772448 vv 01 323032343056303031323034            
02/07/25 06:04:44 0046 1                  44.764858 8.772437 vv 01 323032343056303031333830            
02/07/25 06:06:41 0047 1                  44.764138 8.775650 vv 01 313931323050303131333734            
02/07/25 06:06:44 0048 1                  44.764007 8.775637 vv 01 323030323545303030333535            
02/07/25 06:06:45 0049 1                  44.764007 8.775637 vv 01 323030323545303030323333            
02/07/25 06:07:01 0050 1                  44.763532 8.775572 vv 01 464e47015670202217500082            
02/07/25 06:07:53 0051 1                  44.762958 8.775427 vv 01 323032343056303031333937            
02/07/25 06:08:38 0052 1                  44.762865 8.775373 vv 01 323030323545303030333536            
02/07/25 06:08:41 0053 1                  44.762768 8.775378 vv 01 323030323545303030333030            
02/07/25 06:08:43 0054 1                  44.762713 8.775363 vv 01 111080000000001520617295            
02/07/25 06:08:44 0055 1                  44.762658 8.775348 vv 01 3234303032334d3031363238            
02/07/25 06:13:03 0056 1                  44.765865 8.774200 vv 01 3230303234304a3030333230            
02/07/25 06:13:04 0057 1                  44.765865 8.774200 vv 01 3230303274304a3030333230            
02/07/25 06:14:11 0058 1                  44.766378 8.774287 vv 01 3231303234304a3030363031            
02/07/25 06:17:34 0059 1                  44.765102 8.780167 vv 01 323032343056303030393335            
02/07/25 06:17:45 0060 1                  44.765105 8.780163 vv 01 323032343056303030393334            
02/07/25 06:19:18 0061 1                  44.765322 8.779912 vv 01 323032343056303030393331            
02/07/25 06:21:13 0063 1                  44.766700 8.780303 vv 01 323032343056303030383634            
02/07/25 06:21:16 0064 1                  44.766705 8.780303 vv 01 323032343056303030383630            
02/07/25 06:21:45 0065 1                  44.766748 8.780302 vv 01 323032343056303030383633            
02/07/25 06:21:47 0066 1                  44.766748 8.780302 vv 01 3231303234304a3030343430            
02/07/25 06:23:18 0067 1                  44.767017 8.780497 vv 01 3230303234304a3030333837            
02/07/25 06:26:51 0068 1                  44.771737 8.769560 vv 01 323032343056303031343637            
02/07/25 06:27:49 0069 1                  44.771727 8.769628 vv 01 323030323545303036353730            
02/07/25 06:29:30 0070 1                  44.770692 8.772487 vv 01 323032343056303031343630            
02/07/25 06:33:16 0071 1                  44.764608 8.779430 vv 01 3230303234304a3030383435            
02/07/25 06:35:49 0072 1                  44.765267 8.778003 vv 01 323030323545303037343830            
02/07/25 06:35:55 0073 1                  44.765240 8.778112 vv 01 323030323545303039303935            
02/07/25 06:36:14 0074 1                  44.765095 8.778658 vv 01 323030323545303037343832            
02/07/25 06:37:23 0075 1                  44.765050 8.778722 vv 01 3230303234304a3030333136            
02/07/25 06:38:36 0076 1                  44.765183 8.778307 vv 01 323030323545303037343939            
02/07/25 06:38:39 0077 1                  44.765235 8.778102 vv 01 323030323545303037343831            
02/07/25 06:39:44 0079 1                  44.765463 8.774923 vv 01 323030323545303038353531            
02/07/25 06:52:02 0081 1                  44.760493 8.770978 vv 01 3232303234304a3030303231            
02/07/25 06:52:13 0082 1                  44.760493 8.770978 vv 01 3232303234304a3030303233            
02/07/25 06:53:07 0083 1                  44.760507 8.770980 vv 01 3232303234304a3030303232            
02/07/25 06:53:12 0084 1                  44.760508 8.770980 vv 01 3232303234304a3030303036            
02/07/25 06:53:19 0085 1                  44.760517 8.770980 vv 01 3232323234304a3030303232            
02/07/25 06:54:11 0086 1                  44.760525 8.770968 vv 01 3230303234304a3030373031            
02/07/25 06:55:06 0087 1                  44.760518 8.770972 vv 01 3234303234304a3030393533            
02/07/25 06:55:09 0088 1                  44.760518 8.770972 vv 01 3234303234304a3031313730            
02/07/25 06:59:57 0089 1                  44.760875 8.768622 vv 01 3230303234304a3030383431            
02/07/25 07:03:01 0090 1                  44.761160 8.766462 vv 01 3230303234304a3030383038            
