08/07/25 04:50:45 0000 s 00562ver01 44.752932 8.812160 pp 01
08/07/25 05:05:52 0001 1                  0 0 pp 01 323032323036323330303034            
08/07/25 05:40:40 0002 1                  44.770030 8.731978 pp 01 31383132304a303232353630            
08/07/25 05:40:42 0003 1                  44.770431 8.732148 pp 01 31383032334d303039313933            
08/07/25 05:45:21 0004 1                  44.769490 8.728901 pp 01 31383132304a303232373233            
08/07/25 05:50:53 0005 1                  44.770691 8.728216 pp 01 31383132304a303234373939            
08/07/25 05:51:55 0006 1                  44.770633 8.728123 pp 01 31383132304a303234383032            
08/07/25 05:55:04 0007 1                  44.770908 8.729190 pp 01 31383132304a303235303732            
08/07/25 05:57:23 0008 1                  44.770798 8.729241 pp 01 31383132304a303234363033            
08/07/25 06:01:25 0009 1                  44.770201 8.726708 pp 01 313931323050303034383039            
08/07/25 06:05:46 0010 1                  44.770211 8.725991 pp 01 31383132304a303232363734            
08/07/25 06:07:11 0011 1                  44.770486 8.725773 pp 01 31383132304a303233363130            
08/07/25 06:10:46 0012 1                  44.770088 8.724696 pp 01 31383132304a303235343133            
08/07/25 06:11:00 0013 1                  44.769970 8.724300 pp 01 31383132304a303235343038            
08/07/25 06:13:08 0014 1                  44.769688 8.724285 pp 01 31383132304a303232373131            
08/07/25 06:14:56 0015 1                  44.770570 8.723675 pp 01 31383132304a303232373135            
08/07/25 06:14:58 0016 1                  44.770570 8.723675 pp 01 31383132304a303232383038            
08/07/25 06:17:15 0017 1                  44.770861 8.723860 pp 01 31383132304a303234383735            
08/07/25 06:18:20 0018 1                  44.770948 8.724008 pp 01 313931323050303035303431            
08/07/25 06:18:30 0019 1                  44.770948 8.724008 pp 01 31383132304a303235333132            
08/07/25 06:19:04 0020 1                  44.771005 8.724046 pp 01 313931323050303037363939            
08/07/25 06:23:53 0021 1                  44.768925 8.725806 pp 01 31383132304a303232363832            
08/07/25 06:25:40 0022 1                  44.768908 8.727623 pp 01 31383132304a303233373539            
08/07/25 06:26:16 0023 1                  44.768931 8.727610 pp 01 31383132304a303233343435            
08/07/25 06:31:46 0024 1                  44.765363 8.728483 pp 01 31383132304a303232363834            
08/07/25 06:33:50 0025 1                  44.764225 8.727818 pp 01 31383132305a303235343037            
08/07/25 06:37:58 0026 1                  44.756421 8.724668 pp 01 31383132304a303234363337            
08/07/25 06:41:38 0027 1                  44.758250 8.729581 pp 01 3231303033304d3032383738            
08/07/25 06:43:45 0028 1                  44.753908 8.735803 pp 01 31383132304a303231363339            
08/07/25 06:59:32 0029 1                  44.767931 8.713605 pp 01 31383132304a303233343231            
08/07/25 07:08:13 0030 1                  44.768166 8.710848 pp 01 31383132304a303232393430            
08/07/25 07:12:49 0031 1                  44.767903 8.709138 pp 01 313931323050303038333833            
08/07/25 07:14:02 0032 1                  44.767918 8.708086 pp 01 31383132304a303235333334            
08/07/25 07:14:05 0033 1                  44.767918 8.708086 pp 01 31383132304a303235323831            
08/07/25 07:16:45 0034 1                  44.767996 8.707888 pp 01 31383132304a303234363031            
08/07/25 07:16:46 0035 1                  44.767996 8.707888 pp 01 31383132304a303231343335            
08/07/25 07:18:40 0036 1                  44.767295 8.706678 pp 01 313832343045303034303137            
