06/01/25 04:01:24 0000 s 02535ver01 44.753483 8.812173 pp 01
06/01/25 04:01:29 0001 7                  44.753483 8.812173 pp 01 
06/01/25 04:01:35 0002 7                  44.753497 8.812150 pp 01 
06/01/25 04:17:25 0000 s 02535ver01 44.752978 8.811885 pp 01
06/01/25 04:56:15 0001 1                  44.597995 8.893325 pp 01 3034F7D5142E0E00000006AA            
06/01/25 05:19:21 0002 1                  44.612222 8.909987 pp 01 3230313130304A3031323331            
06/01/25 06:20:55 0003 1                  44.601173 8.883112 pp 01 31383132304A303230383633            
06/01/25 06:20:55 0004 1                  44.601173 8.883112 pp 01 303ACB0342492DE0AB7A6E90            
06/01/25 06:37:25 0005 1                  44.615240 8.844863 pp 01 303ACB03423563DC9417F817            
06/01/25 06:37:51 0006 1                  44.615245 8.844902 pp 01 30396062C3858DC00010D233            
06/01/25 06:50:43 0007 1                  44.584677 8.868207 pp 01 303ACB03436CA4DC8E77269F            
06/01/25 07:14:37 0008 1                  44.623030 8.845268 pp 01 313931313030503030303738            
06/01/25 07:43:22 0009 1                  44.657253 8.834695 pp 01 313931313030503030303534            
06/01/25 07:52:25 0010 1                  44.660015 8.832143 pp 01 3034F848E051ABCAB41DC950            
06/01/25 07:52:27 0011 1                  44.660017 8.832145 pp 01 313931313030503030303338            
06/01/25 07:53:52 0012 1                  44.660532 8.832087 pp 01 313931323050303035313531            
06/01/25 07:55:18 0013 1                  44.661940 8.830325 pp 01 31383132304A303138353435            
06/01/25 07:55:44 0014 1                  44.661918 8.830322 pp 01 31383132304A303138393738            
06/01/25 07:57:01 0015 1                  44.662310 8.829835 pp 01 30361443F8110C5FF414F4EA            
06/01/25 07:57:05 0016 1                  44.662327 8.829803 pp 01 31383132304A303139303033            
06/01/25 07:57:55 0017 1                  44.662405 8.829445 pp 01 31383132304A303138393837            
06/01/25 07:58:56 0018 1                  44.662497 8.829295 pp 01 31383132304A303139353038            
06/01/25 07:59:55 0019 1                  44.662653 8.827942 pp 01 31383132304A303139353033            
06/01/25 08:01:05 0020 1                  44.662932 8.826750 pp 01 31383133304A303231333830            
06/01/25 08:02:34 0021 1                  44.664368 8.825463 pp 01 31383033304D303036323934            
06/01/25 08:02:56 0022 1                  44.664367 8.825422 pp 01 313931323050303039303338            
06/01/25 08:03:00 0023 1                  44.664367 8.825418 pp 01 00B07A14FC2423AF8C0025A7            
06/01/25 08:08:10 0024 1                  44.675378 8.817070 pp 01 313931323050303036313630            
06/01/25 08:22:10 0025 1                  44.691115 8.825392 pp 01 3039612D41141C89502F91C4            
06/01/25 08:22:39 0026 1                  44.691117 8.825392 pp 01 30395DFA832DCD4116FB8D83            
06/01/25 08:23:56 0027 1                  44.691085 8.825382 pp 01 3039613540BAF949502F9545            
06/01/25 08:46:26 0028 1                  44.691065 8.825385 pp 01 3231303032334D3032313138            
06/01/25 08:59:54 0029 1                  44.691083 8.825383 pp 01 004400470005000400089259            
06/01/25 09:13:48 0000 s 02535ver01 44.690917 8.824490 pp 01
06/01/25 09:52:12 0030 1                  44.912903 8.871193 pp 01 004400470005000400089259            
