14/07/25 05:28:08 0000 s 02536ver01 44.752923 8.812073 xx 01
14/07/25 07:11:27 0037 1                  44.620397 8.842728 xx 01 31383234304a303030303638            
14/07/25 07:12:43 0038 1                  44.620395 8.842778 xx 01 31383033304d303032303234            
14/07/25 07:40:23 0039 1                  44.672765 8.783447 xx 01 31383132304a303138343133            
14/07/25 07:43:08 0040 1                  44.672805 8.780745 xx 01 3231303132304a3037353638            
14/07/25 07:47:51 0041 1                  44.676040 8.771938 xx 01 3234303032334d3030383433            
14/07/25 09:25:48 0000 s 02536ver01 44.762155 8.784332 xx 01
14/07/25 09:33:17 0042 1                  44.769743 8.739652 xx 01 31383234304a303030333436            
14/07/25 09:35:53 0043 1                  44.771538 8.735617 xx 01 3232313130304a3030333233            
14/07/25 09:35:54 0044 1                  44.771543 8.735613 xx 01 3234303234304a3030353731            
14/07/25 09:35:58 0045 1                  44.771552 8.735608 xx 01 3234303234304a3030363334            
14/07/25 09:36:00 0046 1                  44.771558 8.735603 xx 01 3234303234304a3030363335            
14/07/25 09:36:37 0047 1                  44.771620 8.735587 xx 01 3234303234304a3030353732            
14/07/25 09:59:43 0048 1                  44.711582 8.690745 xx 01 31383234304a303030303637            
14/07/25 10:01:52 0049 1                  44.711567 8.694518 xx 01 3231303234304a3034333131            
14/07/25 10:02:19 0051 1                  44.711525 8.694635 xx 01 31383234304a303030303033            
14/07/25 10:02:20 0052 1                  44.711520 8.694642 xx 01 31383234304a303030313234            
14/07/25 10:02:40 0053 1                  44.711498 8.694680 xx 01 302d95d865902e5753a73532            
14/07/25 10:02:56 0054 1                  44.711493 8.694685 xx 01 323032343055303030303138            
14/07/25 10:12:13 0055 1                  44.730520 8.689485 xx 01 31383234304a303030303132            
14/07/25 10:24:42 0056 1                  44.733050 8.733853 xx 01 31383132304a303039313031            
14/07/25 10:53:54 0057 1                  44.740398 8.791790 xx 01 31383132304a303138323839            
14/07/25 10:54:58 0058 1                  44.740435 8.791808 xx 01 3234303234304a3030353835            
14/07/25 11:39:23 0000 s 02536ver01 44.753052 8.812248 xx 01
14/07/25 11:53:01 0059 1                  44.757523 8.806113 xx 01 3232303234304a3030383734            
14/07/25 11:54:11 0060 1                  44.757537 8.806110 xx 01 3232303234304a3030383539            
14/07/25 12:07:29 0061 1                  44.760982 8.815118 xx 01 313832343045303030303439            
14/07/25 12:09:44 0062 1                  44.760348 8.816173 xx 01 31383132304a303138323638            
14/07/25 12:10:01 0063 1                  44.760322 8.816218 xx 01 313931313030533030323238            
14/07/25 12:10:09 0064 1                  44.760318 8.816233 xx 01 31383132304a303138323635            
14/07/25 12:10:22 0065 1                  44.760307 8.816253 xx 01 31383132304a303138323730            
14/07/25 12:10:44 0066 1                  44.760302 8.816245 xx 01 31383132304a303138323637            
14/07/25 12:27:49 0067 1                  44.768832 8.803697 xx 01 31383132304a303039313934            
14/07/25 12:27:50 0068 1                  44.768833 8.803698 xx 01 323032343056303030343939            
14/07/25 12:27:52 0069 1                  44.768833 8.803698 xx 01 3233303234304a3031303934            
14/07/25 12:28:58 0070 1                  44.768870 8.803730 xx 01 323031313030433030323431            
14/07/25 12:42:29 0071 1                  44.762228 8.804350 xx 01 3233303234304a3031303331            
14/07/25 12:54:55 0073 1                  44.743555 8.811237 xx 01 3233303234304a3031303836            
14/07/25 12:56:08 0074 1                  44.743553 8.811257 xx 01 31383234304a303030313836            
14/07/25 12:57:34 0075 1                  44.743563 8.811265 xx 01 3232303234304a3030383433            
14/07/25 13:07:31 0076 1                  44.755822 8.798412 xx 01 3232303234304a3030383330            
14/07/25 13:07:41 0077 1                  44.755833 8.798425 xx 01 3232303234304a3030383238            
14/07/25 13:07:53 0078 1                  44.755847 8.798422 xx 01 111080000000001256440995            
14/07/25 13:12:03 0079 1                  44.755883 8.798407 xx 01 3039613541130b89502f9461            
14/07/25 13:12:09 0080 1                  44.755885 8.798408 xx 01 000000000082777200000000            
14/07/25 13:12:54 0081 1                  44.755840 8.798388 xx 01 111150000000002361574695            
14/07/25 13:24:21 0083 1                  44.758818 8.793410 xx 01 3232303234304a3030383237            
14/07/25 13:25:06 0084 1                  44.758782 8.793322 xx 01 e20000001a1702492000df44            
14/07/25 13:26:09 0086 1                  44.759127 8.792842 xx 01 303549a8a059664cce419021            
14/07/25 13:26:10 0087 1                  44.759125 8.792838 xx 01 373030313030383634383335            
14/07/25 13:26:12 0088 1                  44.759125 8.792838 xx 01 313831323045303138333630            
14/07/25 13:41:21 0089 1                  44.739680 8.777985 xx 01 31383234304a303030303139            
14/07/25 14:05:25 0090 1                  44.760825 8.793220 xx 01 31383234304a303030313830            
14/07/25 14:09:23 0091 1                  44.761917 8.794572 xx 01 313831323045303138333430            
14/07/25 14:11:54 0092 1                  44.762897 8.794290 xx 01 31383234304a303030313635            
14/07/25 14:14:29 0093 1                  44.763048 8.793780 xx 01 534d5002260001000011ea3c            
14/07/25 14:15:00 0094 1                  44.763063 8.793737 xx 01 31383234304a303030313735            
14/07/25 14:15:27 0095 1                  44.763050 8.793708 xx 01 31383234304a303030313734            
14/07/25 14:21:23 0096 1                  44.763807 8.787708 xx 01 3233303234304a3031303238            
14/07/25 14:24:16 0097 1                  44.763483 8.787018 xx 01 31383132304a303138333536            
14/07/25 14:24:35 0098 1                  44.763470 8.787003 xx 01 31383132304a303138333535            
14/07/25 15:04:13 0099 1                  44.768718 8.790600 xx 01 35383234304a303030313834            
14/07/25 15:06:22 0100 1                  44.768017 8.788705 xx 01 31383234304a303030313434            
14/07/25 15:06:42 0101 1                  44.768025 8.788673 xx 01 3234303234304a3030363139            
14/07/25 15:09:20 0102 1                  44.770627 8.789228 xx 01 31383132304a303138333839            
14/07/25 15:11:40 0104 1                  44.775993 8.789718 xx 01 3232303234304a3030383637            
14/07/25 15:26:06 0105 1                  44.769905 8.781547 xx 01 31383132304a303138323832            
14/07/25 15:38:40 0106 1                  44.766105 8.785635 xx 01 373030313030343430393138            
14/07/25 15:39:07 0107 1                  44.766032 8.785660 xx 01 31383132304a303138343932            
14/07/25 15:40:23 0108 1                  44.766000 8.785703 xx 01 313831323045303138333439            
14/07/25 15:49:14 0109 1                  44.763812 8.781547 xx 01 3232303234304a3030383732            
14/07/25 15:49:21 0110 1                  44.763803 8.781542 xx 01 214241919002160000000000            
14/07/25 15:51:12 0111 1                  44.762813 8.781572 xx 01 313832343045303030313430            
14/07/25 15:52:52 0112 1                  44.762610 8.781510 xx 01 31383234304a303030303536            
14/07/25 15:53:18 0113 1                  44.762595 8.781505 xx 01 111150000000002849703195            
14/07/25 15:57:00 0114 1                  44.764223 8.778813 xx 01 000000000000000017615308            
14/07/25 15:58:19 0115 1                  44.764418 8.776722 xx 01 f40000000000000092734148            
14/07/25 15:58:31 0116 1                  44.764438 8.776710 xx 01 31383234304a303030313933            
14/07/25 15:58:32 0117 1                  44.764440 8.776708 xx 01 187652520501520007010000            
14/07/25 16:00:03 0118 1                  44.764578 8.776190 xx 01 000000001309289500000000            
14/07/25 16:00:36 0121 1                  44.764592 8.776147 xx 01 31383234304a303030313935            
14/07/25 16:00:56 0122 1                  44.764613 8.776147 xx 01 000000000000000017828882            
14/07/25 16:01:36 0123 1                  44.764587 8.776160 xx 01 3234303234304a3030363730            
14/07/25 16:03:58 0124 1                  44.764845 8.773325 xx 01 31383234304a303030303038            
14/07/25 16:07:48 0126 1                  44.768230 8.763335 xx 01 3233303234304a3031303332            
14/07/25 16:08:00 0127 1                  44.768223 8.763338 xx 01 31383234304a313030303534            
14/07/25 16:10:20 0128 1                  44.768980 8.758255 xx 01 3234303234304a3030363639            
14/07/25 16:10:30 0129 1                  44.768982 8.758247 xx 01 31383132304a303138343635            
14/07/25 16:12:54 0130 1                  44.770523 8.753815 xx 01 323032343055303030353837            
14/07/25 16:12:55 0131 1                  44.770523 8.753817 xx 01 3233303234304a3031303239            
14/07/25 16:13:14 0132 1                  44.770527 8.753820 xx 01 3230313130304a3030333532            
14/07/25 16:31:05 0133 1                  44.766185 8.803837 xx 01 000000000000000014893220            
14/07/25 16:31:32 0134 1                  44.766183 8.803860 xx 01 3234303234304a3030363637            
14/07/25 16:54:20 0135 1                  44.765913 8.838407 xx 01 323032343055303030313132            
14/07/25 16:54:25 0136 1                  44.765910 8.838405 xx 01 313831323045303138343331            
    
