21/06/25 05:12:49 0000 s 00478ver01 44.752950 8.812268 pp 01
21/06/25 05:22:56 0001 1                  44.753157 8.812333 pp 01 323032323036323330303037            
21/06/25 05:25:02 0000 s 00478ver01 44.753047 8.812633 pp 01
21/06/25 05:39:38 0002 1                  0 0 pp 01 313931323050303034353232            
21/06/25 05:39:41 0003 1                  0 0 pp 01 313931323050303034343433            
21/06/25 05:39:47 0004 1                  0 0 pp 01 313931323050303034353233            
21/06/25 05:40:22 0005 1                  0 0 pp 01 313931323050303034343837            
21/06/25 05:40:23 0006 1                  0 0 pp 01 313931323050303034343839            
21/06/25 05:41:23 0007 1                  0 0 pp 01 313931323050303034343833            
21/06/25 05:41:46 0008 1                  0 0 pp 01 313931323050303035303230            
21/06/25 05:42:58 0009 1                  0 0 pp 01 313931323050303038373833            
21/06/25 05:43:12 0010 1                  0 0 pp 01 313931323050303132323636            
21/06/25 05:44:18 0011 1                  0 0 pp 01 313931323050303034393633            
21/06/25 05:44:19 0012 1                  0 0 pp 01 313931323050303038353431            
21/06/25 05:44:21 0013 1                  0 0 pp 01 313931323050303035323031            
21/06/25 05:45:33 0016 1                  0 0 pp 01 3233303132304a3030363734            
21/06/25 05:45:36 0017 1                  0 0 pp 01 313931323050303037353935            
21/06/25 05:46:39 0018 1                  0 0 pp 01 313931323050303034333631            
21/06/25 05:47:23 0019 1                  0 0 pp 01 313931323050303034b33338            
21/06/25 05:47:36 0020 1                  0 0 pp 01 313931323050303034313331            
21/06/25 05:48:31 0021 1                  0 0 pp 01 313931323050303132373232            
21/06/25 05:48:46 0022 1                  0 0 pp 01 313931323050303038333130            
21/06/25 05:49:54 0023 1                  0 0 pp 01 313931323050303035363639            
21/06/25 05:50:21 0024 1                  0 0 pp 01 313931323050303034333335            
21/06/25 05:51:37 0025 1                  0 0 pp 01 31393132305030b034333337            
21/06/25 05:51:48 0026 1                  0 0 pp 01 313931323050303038373532            
21/06/25 05:55:04 0027 1                  0 0 pp 01 313931323050303034383234            
21/06/25 05:55:13 0028 1                  0 0 pp 01 313931323050303034333837            
21/06/25 05:56:13 0029 1                  0 0 pp 01 3235303132304a3030373931            
21/06/25 05:56:25 0030 1                  0 0 pp 01 313931323050303034363138            
21/06/25 05:57:35 0031 1                  0 0 pp 01 313931323050303034303133            
21/06/25 05:58:27 0032 1                  0 0 pp 01 313931323050303038353737            
21/06/25 05:59:26 0034 1                  0 0 pp 01 313931323050303034333537            
21/06/25 05:59:29 0035 1                  0 0 pp 01 313931323050303031303136            
21/06/25 06:02:53 0036 1                  0 0 pp 01 313931323050303034313335            
21/06/25 06:02:54 0037 1                  0 0 pp 01 313931323050303036343538            
21/06/25 06:04:15 0038 1                  0 0 pp 01 313931323050303038383932            
21/06/25 06:05:16 0039 1                  0 0 pp 01 313931323050303038383931            
21/06/25 06:05:17 0040 1                  0 0 pp 01 3231303033304d3032353239            
21/06/25 06:09:15 0041 1                  0 0 pp 01 313931323050303038373531            
21/06/25 06:10:10 0044 1                  0 0 pp 01 313931323050303038393534            
21/06/25 06:10:20 0045 1                  0 0 pp 01 313931323050303038313437            
21/06/25 06:11:39 0046 1                  0 0 pp 01 313931323050303038363138            
21/06/25 06:12:47 0047 1                  0 0 pp 01 313931323050303034383639            
21/06/25 06:13:40 0048 1                  0 0 pp 01 313931323050303038313439            
21/06/25 06:18:04 0050 1                  0 0 pp 01 313931323050303035303638            
21/06/25 06:18:22 0051 1                  0 0 pp 01 313931323050303038393338            
21/06/25 06:19:36 0052 1                  0 0 pp 01 313931323050303034333233            
21/06/25 06:22:44 0053 1                  0 0 pp 01 313931323050303035383733            
21/06/25 06:22:45 0054 1                  0 0 pp 01 31393132305030303436b034            
21/06/25 06:23:49 0055 1                  0 0 pp 01 313931323050303034363035            
21/06/25 06:24:48 0056 1                  0 0 pp 01 313931323050303034363032            
21/06/25 06:24:50 0057 1                  0 0 pp 01 313931323050303034303937            
21/06/25 06:28:06 0058 1                  0 0 pp 01 313931323050303038393136            
21/06/25 06:28:10 0059 1                  0 0 pp 01 313931323050303038313431            
21/06/25 06:29:35 0060 1                  0 0 pp 01 313931323050303035323036            
21/06/25 06:29:40 0061 1                  0 0 pp 01 3231313130304a3031323233            
21/06/25 06:34:36 0062 1                  0 0 pp 01 313931323050303034373031            
21/06/25 06:34:37 0063 1                  0 0 pp 01 303aca498356d7dc58e28d29            
21/06/25 06:34:38 0064 1                  0 0 pp 01 313931323050303034333632            
21/06/25 06:34:39 0065 1                  0 0 pp 01 313931323050303034333633            
21/06/25 06:36:02 0066 1                  0 0 pp 01 313931323050303035323033            
21/06/25 06:36:02 0067 1                  0 0 pp 01 313931323050303035323034            
21/06/25 06:39:51 0068 1                  0 0 pp 01 313931323050303034383232            
21/06/25 06:40:04 0069 1                  0 0 pp 01 313931323050303038383933            
21/06/25 06:41:45 0070 1                  0 0 pp 01 313931323050303030323430            
21/06/25 06:43:05 0071 1                  0 0 pp 01 313931323050303038333036            
21/06/25 07:27:07 0000 s 00478ver01 44.753065 8.812028 pp 01
21/06/25 07:29:39 0076 1                  44.753251 8.812381 pp 01 313931323050303035323738            
21/06/25 08:46:08 0000 s 00478ver01 44.752993 8.812397 pp 01
