23/07/25 05:11:41 0000 s 01132ver01 44.752925 8.812283 pp 01
23/07/25 05:34:02 0001 1                  0 0 pp 01 323032323036323330303233            
23/07/25 06:23:31 0000 s 01132ver01 44.752912 8.812317 pp 01
23/07/25 06:46:54 0002 1                  44.752840 8.647760 pp 01 31383132304a303231323435            
23/07/25 06:51:53 0003 1                  44.762918 8.636073 pp 01 31383132306a303233353730            
23/07/25 06:53:57 0004 1                  44.760560 8.634948 pp 01 31383132304a303232373336            
23/07/25 06:59:29 0005 1                  44.759803 8.640435 pp 01 31383132304a303233393837            
23/07/25 07:01:06 0006 1                  44.759803 8.640435 pp 01 31383132304a303233393432            
23/07/25 07:01:46 0007 1                  44.763273 8.628425 pp 01 31383132304a303139373338            
23/07/25 07:03:05 0008 1                  44.763273 8.628425 pp 01 31383132304a303232353833            
23/07/25 07:06:54 0009 1                  44.763273 8.628425 pp 01 31383132304a303234343039            
23/07/25 07:07:33 0010 1                  44.763273 8.628425 pp 01 31383132304a303234343131            
23/07/25 07:07:43 0011 1                  44.763273 8.628425 pp 01 313931323050303034353336            
23/07/25 07:08:50 0012 1                  44.763273 8.628425 pp 01 31383132304a303232313434            
23/07/25 07:08:52 0013 1                  44.763273 8.628425 pp 01 31383132304a303233393437            
23/07/25 07:10:05 0014 1                  44.763273 8.628425 pp 01 31383132304a303234323334            
23/07/25 07:10:11 0015 1                  44.763273 8.628425 pp 01 31383132304a303231333438            
23/07/25 07:11:47 0016 1                  44.763273 8.628425 pp 01 31383132304a303230333430            
23/07/25 07:14:54 0017 1                  44.760291 8.618993 pp 01 31383132314a303233383430            
23/07/25 07:18:28 0018 1                  44.760291 8.618993 pp 01 3235303132304a3030393330            
23/07/25 07:19:12 0019 1                  44.760271 8.618951 pp 01 31383132304a303236303336            
23/07/25 07:20:30 0020 1                  44.760271 8.618951 pp 01 31383132304a303231303338            
23/07/25 07:21:14 0021 1                  44.760271 8.618951 pp 01 313831323045303236303730            
23/07/25 07:22:12 0022 1                  44.760271 8.618951 pp 01 31383132304a303234343133            
23/07/25 07:23:12 0023 1                  44.760271 8.618951 pp 01 31383132304a303231343433            
23/07/25 07:24:00 0024 1                  44.760271 8.618951 pp 01 313932343045303030363734            
23/07/25 07:24:03 0025 1                  44.760271 8.618951 pp 01 3139323430453030b0363736            
23/07/25 07:24:24 0026 1                  44.760271 8.618951 pp 01 31383132304a303231363531            
23/07/25 07:26:44 0027 1                  44.760271 8.618951 pp 01 31383132304a303233313339            
23/07/25 07:27:25 0028 1                  44.760271 8.618951 pp 01 31383132304a303234323739            
23/07/25 07:27:26 0029 1                  44.760271 8.618951 pp 01 31383132304a303231363439            
23/07/25 07:28:48 0030 1                  44.760271 8.618951 pp 01 31383132304a303234313034            
23/07/25 07:29:42 0031 1                  44.760271 8.618951 pp 01 31383132304a303234333835            
23/07/25 07:29:42 0032 1                  44.760271 8.618951 pp 01 31383132304a303234333835            
23/07/25 07:30:53 0033 1                  44.760271 8.618951 pp 01 31383132304a303234323735            
23/07/25 07:32:57 0034 1                  44.752831 8.617943 pp 01 31383132304a303234323733            
23/07/25 07:32:57 0035 1                  44.752831 8.617943 pp 01 31383132304a303234323733            
23/07/25 07:36:41 0036 1                  44.751356 8.622045 pp 01 31383132304a303231353335            
23/07/25 07:40:03 0037 1                  44.751916 8.621575 pp 01 31383132304a303233353438            
23/07/25 07:40:44 0038 1                  44.752415 8.621228 pp 01 31383132304a303233353532            
23/07/25 07:41:12 0039 1                  44.752415 8.621228 pp 01 31383132304a303231383834            
23/07/25 07:42:33 0040 1                  44.752600 8.620925 pp 01 31383132304a303233343634            
23/07/25 07:43:59 0041 1                  44.753811 8.619988 pp 01 31383132304a303230393833            
23/07/25 07:45:10 0042 1                  44.754151 8.621838 pp 01 31383132304a303232333030            
23/07/25 07:46:41 0043 1                  44.754360 8.619231 pp 01 31383132304a303139353936            
23/07/25 07:48:28 0044 1                  44.755450 8.621385 pp 01 31383132304a303234313631            
23/07/25 07:54:04 0000 s 01132ver01 44.756147 8.619323 pp 01
