15/01/25 05:01:47 0000 s 02535ver01 44.753292 8.811975 vv 01
15/01/25 05:27:05 0001 1                  44.763722 8.777825 vv 01 323032343056303030383935            
15/01/25 05:34:20 0002 1                  44.759937 8.780632 vv 01 3230303234304A3030333336            
15/01/25 05:34:22 0003 1                  44.759937 8.780632 vv 01 3230303234304A3030373835            
15/01/25 05:39:04 0004 1                  44.759518 8.780792 vv 01 3230303234304A3030343837            
15/01/25 05:42:50 0005 1                  44.757767 8.784983 vv 01 313932343056303030333639            
15/01/25 05:48:11 0006 1                  44.763207 8.784417 vv 01 3231303234304A3033363137            
15/01/25 06:00:19 0007 1                  44.765183 8.780277 vv 01 323032343056303030393335            
15/01/25 06:00:27 0008 1                  44.765183 8.780267 vv 01 323032343056303030393331            
15/01/25 06:13:39 0000 s 02535ver01 44.753062 8.812167 vv 01
15/01/25 06:49:13 0000 s 02535ver01 44.752912 8.812492 vv 01
15/01/25 07:00:00 0009 1                  44.764697 8.780735 vv 01 323032343056303031303330            
15/01/25 07:00:00 0010 1                  44.764697 8.780735 vv 01 323032343056303031313930            
15/01/25 07:01:19 0011 1                  44.764697 8.780727 vv 01 323032343056303031303331            
15/01/25 07:01:21 0012 1                  44.764697 8.780728 vv 01 323032343056303031303332            
15/01/25 07:06:14 0013 1                  44.764702 8.780720 vv 01 3231303234304A3030343734            
15/01/25 07:06:40 0014 1                  44.764703 8.780708 vv 01 323032343056303030393332            
15/01/25 07:14:02 0015 1                  44.764442 8.775787 vv 01 181312425400044150162525            
15/01/25 07:15:25 0016 1                  44.764013 8.775530 vv 01 323032343056303031303238            
15/01/25 07:18:25 0017 1                  44.762780 8.775330 vv 01 323032343056303031313237            
15/01/25 07:18:45 0018 1                  44.762763 8.775327 vv 01 181212425300122150162574            
15/01/25 07:20:18 0019 1                  44.762427 8.774775 vv 01 323032343056303030393437            
15/01/25 07:25:27 0020 1                  44.764383 8.776433 vv 01 323032343056303031303837            
15/01/25 07:30:10 0021 1                  44.764252 8.772365 vv 01 323032343056303031333834            
15/01/25 07:30:10 0022 1                  44.764252 8.772365 vv 01 323032343056303031333832            
15/01/25 07:32:11 0023 1                  44.764863 8.772600 vv 01 323032343056303031313835            
15/01/25 07:33:48 0024 1                  44.765108 8.772745 vv 01 323032343056303031333739            
15/01/25 07:43:42 0025 1                  44.760467 8.771275 vv 01 3232303234304A3030303036            
15/01/25 07:43:48 0026 1                  44.760462 8.771270 vv 01 3232303234304A3030303231            
15/01/25 07:45:53 0027 1                  44.760472 8.771223 vv 01 3232303234304A3030303233            
15/01/25 07:48:59 0028 1                  44.760485 8.770733 vv 01 3230303234304A3030303932            
15/01/25 07:48:59 0029 1                  44.760485 8.770733 vv 01 3230303234304A3030333734            
15/01/25 07:55:07 0030 1                  44.760397 8.770660 vv 01 3230303234304A3030373338            
15/01/25 07:55:41 0031 1                  44.760363 8.770693 vv 01 000000000000000018924026            
15/01/25 08:01:08 0032 1                  44.761170 8.770838 vv 01 3231303234304A3033373936            
15/01/25 08:01:08 0033 1                  44.761170 8.770838 vv 01 3230303234304A3030313030            
15/01/25 08:03:36 0034 1                  44.760877 8.770328 vv 01 3230303234304A3030383035            
15/01/25 08:03:37 0035 1                  44.760877 8.770328 vv 01 3230303234304A3030383036            
15/01/25 08:05:45 0036 1                  44.760995 8.769837 vv 01 3231303234304A3030383530            
15/01/25 08:05:49 0037 1                  44.760988 8.769840 vv 01 3231303234304A3030383439            
15/01/25 08:09:09 0038 1                  44.761027 8.769223 vv 01 3230303234304A3030383438            
15/01/25 08:13:50 0039 1                  44.760570 8.765532 vv 01 3230303234304A3030373136            
15/01/25 08:18:25 0040 1                  44.761358 8.767670 vv 01 323032343056303031323730            
15/01/25 08:20:56 0041 1                  44.761442 8.768240 vv 01 323032343056303031323739            
15/01/25 08:25:21 0042 1                  44.761735 8.768940 vv 01 323032343056303030383232            
15/01/25 08:28:39 0043 1                  44.761670 8.769335 vv 01 323032343056303031313738            
15/01/25 08:28:41 0044 1                  44.761670 8.769337 vv 01 323032343056303031323338            
15/01/25 08:36:41 0045 1                  44.761500 8.769848 vv 01 323032343056303030383338            
15/01/25 08:36:41 0046 1                  44.761500 8.769848 vv 01 323032343056303031323336            
15/01/25 08:44:20 0047 1                  44.759332 8.769987 vv 01 3231303234304A3030373234            
15/01/25 08:49:04 0048 1                  44.758997 8.767348 vv 01 723032343056303031333736            
15/01/25 08:54:39 0049 1                  44.759617 8.770437 vv 01 3230303234304A3030373736            
15/01/25 09:00:25 0050 1                  44.759517 8.770438 vv 01 3230303234304A3030333439            
15/01/25 09:00:27 0051 1                  44.759533 8.770440 vv 01 3230303234304A3030373737            
15/01/25 09:05:10 0052 1                  44.759093 8.771327 vv 01 3230303234304A3030323937            
15/01/25 09:05:10 0053 1                  44.759093 8.771327 vv 01 323032343056303031333938            
15/01/25 09:14:44 0054 1                  44.768190 8.761910 vv 01 323032343056303030393936            
15/01/25 09:14:46 0055 1                  44.768188 8.761908 vv 01 323032343056303031343632            
15/01/25 09:40:49 0056 1                  44.771712 8.769388 vv 01 323032343056303031343637            
15/01/25 10:03:22 0057 1                  44.760628 8.765525 vv 01 3230303234304A3030373136            
15/01/25 10:03:39 0001 7                  44.760592 8.765563 vv 01 3230303234304A3030373136            
15/01/25 10:03:40 0002 7                  44.760592 8.765563 vv 01 3230303234304A3030373136            
15/01/25 10:03:47 0003 7                  44.760627 8.765553 vv 01 3230303234304A3030373136            
15/01/25 10:03:52 0004 7                  44.760635 8.765555 vv 01 3230303234304A3030373136            
15/01/25 10:03:58 0005 7                  44.760650 8.765560 vv 01 3230303234304A3030373136            
15/01/25 10:04:00 0006 7                  44.760650 8.765560 vv 01 3230303234304A3030373136            
15/01/25 10:04:07 0007 7                  44.760650 8.765552 vv 01 3230303234304A3030373136            
15/01/25 10:04:08 0008 7                  44.760650 8.765552 vv 01 3230303234304A3030373136            
