14/08/25 05:00:17 0000 s 02536ver01 44.753405 8.812242 vv 01
14/08/25 05:34:32 0001 1                  44.754852 8.656283 vv 01 3233303234304a3031323135            
14/08/25 05:36:56 0002 1                  44.754837 8.655723 vv 01 31383234304a303031373635            
14/08/25 05:40:02 0003 1                  44.754512 8.654955 vv 01 31383234304a303031303637            
14/08/25 05:41:56 0004 1                  44.754510 8.656007 vv 01 31383234304a303032383832            
14/08/25 05:45:25 0005 1                  44.753120 8.656787 vv 01 31383234304a303033323837            
14/08/25 05:45:26 0006 1                  44.753113 8.656778 vv 01 323032343056303030363437            
14/08/25 05:48:25 0007 1                  44.752820 8.655042 vv 01 31383234304a303032313239            
14/08/25 05:50:01 0008 1                  44.752728 8.654327 vv 01 31383234304a303030373130            
14/08/25 05:50:15 0009 1                  44.752728 8.654300 vv 01 313932343056303030313038            
14/08/25 05:52:13 0010 1                  44.752635 8.653877 vv 01 31383234304a303032313235            
14/08/25 05:54:46 0011 1                  44.751667 8.653198 vv 01 31383234304a303030353039            
14/08/25 05:57:07 0012 1                  44.751957 8.654500 vv 01 31383234304a303032393635            
14/08/25 05:58:36 0013 1                  44.752220 8.655807 vv 01 3232303234304a3030343537            
14/08/25 06:00:33 0014 1                  44.752335 8.652527 vv 01 31383234304a303032343230            
14/08/25 06:02:10 0015 1                  44.752098 8.651360 vv 01 31383234304a303032323230            
14/08/25 06:09:59 0016 1                  44.752557 8.647788 vv 01 31383234304a303031383030            
14/08/25 06:22:26 0017 1                  44.759190 8.620078 vv 01 31383234304a303031353130            
14/08/25 06:22:38 0018 1                  44.759203 8.620070 vv 01 31383234304a303032393133            
14/08/25 06:25:05 0019 1                  44.761245 8.620995 vv 01 31383234304a303031343534            
14/08/25 06:27:53 0020 1                  44.761815 8.621335 vv 01 31383234304a303031343533            
14/08/25 06:31:00 0021 1                  44.760498 8.618475 vv 01 31383234304a303032333630            
14/08/25 06:31:55 0022 1                  44.760495 8.618523 vv 01 31383234304a30b032333630            
14/08/25 06:34:20 0023 1                  44.758852 8.618547 vv 01 31383234304a303033313334            
14/08/25 06:34:22 0024 1                  44.758853 8.618547 vv 01 31383132304a303233373930            
14/08/25 06:34:23 0025 1                  44.758857 8.618547 vv 01 31383132304a303131313232            
14/08/25 06:36:09 0026 1                  44.758392 8.619373 vv 01 3233303234304a3030323733            
14/08/25 06:48:44 0028 1                  44.732855 8.623040 vv 01 31383234304a303033303639            
14/08/25 06:52:00 0029 1                  44.729823 8.624118 vv 01 3235303234304a3031303837            
14/08/25 06:52:13 0030 1                  44.729835 8.624118 vv 01 31383234304a703033333837            
14/08/25 06:52:14 0031 1                  44.729837 8.624118 vv 01 31383234304a303033333837            
14/08/25 06:54:50 0032 1                  44.730213 8.623970 vv 01 31383234304a303033323634            
14/08/25 07:05:17 0033 1                  44.731905 8.621065 vv 01 31383234304a303030393930            
14/08/25 07:05:20 0034 1                  44.731905 8.621063 vv 01 313a3234304a303030393930            
