03/03/25 05:29:20 0000 s 01887ver01 44.882532 8.859865 00 00
03/03/25 08:51:46 0033 1                  44.898555 8.863770 00 00 303AC8E9C0348CDC95AECC16            
03/03/25 08:54:09 0034 1                  44.898708 8.864713 00 00 49444E434400000000568227            
03/03/25 08:54:14 0035 1                  44.898707 8.864715 00 00 3034F848D05AAFC2EE000042            
03/03/25 08:55:27 0036 1                  44.898697 8.864748 00 00 303ACB0342F80420AE91670F            
03/03/25 08:55:28 0037 1                  44.898697 8.864748 00 00 30340C05A44F9A41B7BF4C06            
03/03/25 08:59:24 0038 1                  44.897642 8.862778 00 00 3034F848E44CA742EE0047E1            
03/03/25 09:04:33 0039 1                  44.895773 8.862082 00 00 303ACB0343AC099AC688F166            
03/03/25 09:05:08 0040 1                  44.895713 8.862082 00 00 9903074E6083F9A900003A7C            
03/03/25 09:05:10 0041 1                  44.895698 8.862087 00 00 303ACA4983728DD9D8B644AC            
03/03/25 09:10:21 0042 1                  44.900292 8.865442 00 00 30340C05BC5B233D95528006            
03/03/25 09:11:28 0043 1                  44.900262 8.865458 00 00 00B07A14E443567032296C16            
03/03/25 09:11:29 0044 1                  44.900262 8.865458 00 00 00B07A150819E16F8A000215            
03/03/25 09:11:30 0045 1                  44.900263 8.865458 00 00 00B07A14F80D80EF8800158F            
03/03/25 09:21:57 0046 1                  44.899382 8.866583 00 00 3034F8372C3936CAB41E71BC            
03/03/25 09:21:58 0047 1                  44.899385 8.866583 00 00 3034F8225439BF4AB41DC8EA            
03/03/25 09:21:59 0048 1                  44.899385 8.866583 00 00 30395DFA82D92A00002597A1            
03/03/25 09:22:00 0049 1                  44.899385 8.866583 00 00 303480241C001B5748796A80            
03/03/25 09:22:00 0050 1                  44.899385 8.866583 00 00 30396062436EEE800023027E            
03/03/25 09:22:00 0051 1                  44.899385 8.866583 00 00 30395DFA82D92A0000252985            
03/03/25 09:22:01 0052 1                  44.899385 8.866583 00 00 30396062436E1D800045018A            
03/03/25 09:22:01 0053 1                  44.899385 8.866583 00 00 30395DFA82D92A000025983C            
03/03/25 09:24:14 0054 1                  44.899657 8.866962 00 00 3034326DB010CCB6FF6AB804            
03/03/25 09:33:27 0055 1                  44.895107 8.863493 00 00 3035EBEA080D97C800041D9A            
03/03/25 09:33:28 0056 1                  44.895107 8.863493 00 00 3035EBEA080EE1C8000420AF            
03/03/25 09:33:28 0057 1                  44.895107 8.863493 00 00 30396061C05E4CC000010DF7            
03/03/25 09:33:30 0058 1                  44.895100 8.863495 00 00 303ACB0343608B9AC688CE13            
03/03/25 09:33:33 0059 1                  44.895088 8.863498 00 00 303ACB03427051DAC688CD8E            
03/03/25 09:33:39 0060 1                  44.895083 8.863508 00 00 303ACB0343C1A95C9592956B            
03/03/25 09:33:57 0061 1                  44.895082 8.863523 00 00 303ACB0343858959D8B6601C            
03/03/25 09:37:39 0062 1                  44.893452 8.861502 00 00 3035EBB320011F88000652BA            
03/03/25 09:37:42 0063 1                  44.893450 8.861497 00 00 30396120C230CCC000002365            
03/03/25 09:37:43 0064 1                  44.893450 8.861497 00 00 3035EBB320013688000467A5            
03/03/25 09:38:00 0065 1                  44.893445 8.861477 00 00 303425B674018C0000061676            
03/03/25 09:45:07 0066 1                  44.894000 8.863250 00 00 3036037F685096402B48DAA9            
03/03/25 09:45:07 0067 1                  44.894000 8.863250 00 00 3036037F681DBB4001456D2F            
03/03/25 09:45:08 0068 1                  44.893997 8.863245 00 00 991F0000F6232C3C00000014            
03/03/25 09:45:08 0069 1                  44.893997 8.863245 00 00 30340C0F681B7D1A4AAD2804            
03/03/25 09:50:39 0070 1                  44.896288 8.865802 00 00 3034F8225439BF4AB41DC8EA            
03/03/25 09:51:10 0071 1                  44.896297 8.865800 00 00 30355CDB6C0980C000000026            
03/03/25 09:55:29 0072 1                  44.897458 8.867707 00 00 30340C05A4413B672D9BEC04            
03/03/25 10:00:49 0073 1                  44.897243 8.870425 00 00 3034F7D58003F642EE0103B0            
03/03/25 10:03:32 0074 1                  44.897472 8.869245 00 00 30361443FC364D1FFA0A405B            
03/03/25 10:03:34 0075 1                  44.897477 8.869243 00 00 0000000000000E00000397A3            
03/03/25 10:03:35 0076 1                  44.897482 8.869242 00 00 3035EBDF784684C80006546B            
03/03/25 10:03:35 0077 1                  44.897482 8.869242 00 00 3035EBC080606F880006D40E            
03/03/25 10:03:36 0078 1                  44.897482 8.869242 00 00 3035EB7F183124480005B8D4            
03/03/25 10:05:43 0079 1                  44.896465 8.867900 00 00 303515BCDC3A680800000006            
03/03/25 10:11:01 0080 1                  44.898737 8.870745 00 00 30396062C3A941C00051004C            
03/03/25 10:11:30 0081 1                  44.898723 8.870742 00 00 0888342F6C21DD800168692C            
03/03/25 10:11:30 0082 1                  44.898723 8.870742 00 00 200006652318300000000006            
03/03/25 10:11:31 0083 1                  44.898723 8.870742 00 00 3035EBCBD838378047868D26            
03/03/25 11:44:32 0084 1                  44.883285 8.859107 00 00 3034F848E014D9CAB41DC1B2            
03/03/25 11:44:33 0085 1                  44.883287 8.859108 00 00 3231313130304A3030353034            
03/03/25 11:46:00 0086 1                  44.883505 8.859102 00 00 3231313130304A3030333831            
03/03/25 11:46:33 0087 1                  44.883475 8.859085 00 00 3231313130304A3030333833            
03/03/25 11:46:33 0088 1                  44.883475 8.859085 00 00 3034F836E81E424AB41DC723            
03/03/25 11:51:57 0089 1                  44.883127 8.857353 00 00 30340C0F7C609C5BB8448C06            
03/03/25 11:53:45 0090 1                  44.883145 8.857343 00 00 3231313130304A3032353236            
03/03/25 11:54:27 0091 1                  44.883190 8.857392 00 00 323031313030433030333831            
03/03/25 11:55:16 0092 1                  44.883208 8.857347 00 00 3231313130304A3032303130            
03/03/25 12:00:36 0093 1                  44.885315 8.860788 00 00 3231313130304A3030343033            
03/03/25 12:01:34 0094 1                  44.885275 8.860772 00 00 3231313130304A3030343032            
03/03/25 12:03:50 0095 1                  44.884198 8.860128 00 00 3231313130304A3030353631            
03/03/25 12:04:25 0096 1                  44.884220 8.860157 00 00 3231313130304A3030353632            
03/03/25 12:04:43 0097 1                  44.884220 8.860153 00 00 30348D664013876EB70C6FB2            
03/03/25 12:04:59 0098 1                  44.884215 8.860158 00 00 3231313130304A3030353638            
03/03/25 12:08:28 0099 1                  44.882982 8.861187 00 00 3231313130304A3030333835            
03/03/25 12:10:13 0100 1                  44.882520 8.861928 00 00 3231313130304A3030333834            
03/03/25 12:11:55 0101 1                  44.880778 8.861932 00 00 3231313130304A3030343632            
03/03/25 12:13:37 0102 1                  44.880495 8.861637 00 00 3231313130304A3031313736            
03/03/25 12:14:19 0103 1                  44.880503 8.861602 00 00 3231313130304A3031323034            
03/03/25 12:14:19 0104 1                  44.880503 8.861602 00 00 09CA53A242A6840002B1B353            
03/03/25 12:16:45 0105 1                  44.882775 8.862377 00 00 3231313130304A3030343630            
03/03/25 12:18:57 0106 1                  44.883390 8.861820 00 00 3036143DD44039C2CB41D805            
03/03/25 12:20:36 0107 1                  44.883835 8.862002 00 00 3231313130304A3030343136            
03/03/25 12:24:29 0108 1                  44.888135 8.859428 00 00 313931323043303130363738            
03/03/25 12:27:57 0109 1                  44.888463 8.860747 00 00 3231313130304A3031313836            
03/03/25 12:28:40 0110 1                  44.888468 8.860782 00 00 3231313130304A3031303438            
03/03/25 12:29:27 0111 1                  44.888495 8.860778 00 00 3231313130304A3031313739            
03/03/25 12:30:07 0112 1                  44.888475 8.860787 00 00 3231313130304A3031313738            
03/03/25 12:35:01 0113 1                  44.889795 8.859642 00 00 313932343043303030353035            
03/03/25 12:39:00 0114 1                  44.891400 8.865897 00 00 3231313130304A3030353231            
03/03/25 12:41:47 0115 1                  44.891027 8.866052 00 00 3230313130304A3030393231            
03/03/25 12:42:59 0000 s 01887ver01 0 0 00 00
03/03/25 12:43:55 0116 1                  44.891045 8.866137 00 00 3139313130304A3031303636            
03/03/25 12:49:25 0117 1                  44.892050 8.865148 00 00 3231313130304A3031303934            
03/03/25 13:16:16 0118 1                  44.899535 8.861817 00 00 3233303234304A3030373734            
03/03/25 13:19:32 0119 1                  44.899743 8.863135 00 00 313931323043303130393538            
03/03/25 13:21:52 0120 1                  44.899873 8.862335 00 00 3233303234304A3030373635            
03/03/25 13:24:23 0121 1                  44.899603 8.862327 00 00 3231313130304A3032353138            
03/03/25 13:31:47 0122 1                  44.894407 8.863110 00 00 3231303234304A3034393535            
03/03/25 13:34:48 0123 1                  44.895083 8.863237 00 00 3231303234304A3034393238            
03/03/25 13:34:48 0124 1                  44.895083 8.863237 00 00 3231303234304A3034393632            
03/03/25 13:43:10 0125 1                  44.899287 8.864290 00 00 313931323043303037343530            
03/03/25 13:57:58 0000 s 01887ver01 44.898575 8.863733 00 00
03/03/25 14:04:32 0126 1                  44.900945 8.867147 00 00 3231313130304A3030353136            
03/03/25 14:17:08 0127 1                  44.897775 8.866897 00 00 3231303234304A3034383635            
03/03/25 14:22:17 0128 1                  44.897920 8.865218 00 00 3231303234304A3034383935            
03/03/25 14:35:04 0129 1                  44.896888 8.865330 00 00 3231303234304A3032333833            
03/03/25 15:05:57 0130 1                  44.898067 8.866057 00 00 3231303234304A3034383930            
03/03/25 15:31:48 0131 1                  44.902365 8.868503 00 00 3231313130304A3030323430            
03/03/25 15:32:18 0132 1                  44.902332 8.868455 00 00 3230313130304A3031313234            
03/03/25 15:32:55 0133 1                  44.902325 8.868427 00 00 30CF007EB6B034400EE95A91            
03/03/25 15:32:59 0134 1                  44.902323 8.868425 00 00 3231313130304A3030353937            
03/03/25 15:33:29 0135 1                  44.902317 8.868398 00 00 3233313130304A3030323438            
03/03/25 15:33:58 0136 1                  44.902333 8.868403 00 00 3231313130304A3031373234            
03/03/25 15:34:30 0137 1                  44.902327 8.868393 00 00 3233313130304A3030313832            
03/03/25 15:35:01 0138 1                  44.902322 8.868400 00 00 3234313130304A3030363434            
03/03/25 15:38:54 0139 1                  44.899652 8.862990 00 00 313931323050303033323539            
03/03/25 15:41:41 0140 1                  44.899553 8.861868 00 00 3233303234304A3030363332            
03/03/25 15:56:00 0141 1                  44.894438 8.863205 00 00 3231303234304A3032303831            
03/03/25 15:58:33 0142 1                  44.895130 8.863252 00 00 3231303234304A3034373231            
03/03/25 15:58:35 0143 1                  44.895135 8.863252 00 00 3231303234304A3032303838            
03/03/25 16:05:41 0144 1                  44.899342 8.864188 00 00 3231303234304A3034373230            
03/03/25 16:10:23 0145 1                  44.900942 8.867155 00 00 3231313130304A3030313836            
03/03/25 16:20:22 0146 1                  44.897848 8.866795 00 00 3231303234304A3034373235            
03/03/25 16:20:28 0147 1                  44.897845 8.866795 00 00 3231303234304A3034373737            
03/03/25 16:31:12 0148 1                  44.896913 8.865227 00 00 3231303234304A3032303830            
03/03/25 16:40:27 0149 1                  44.896237 8.863360 00 00 3231303234304A3032303532            
03/03/25 16:43:04 0150 1                  44.895340 8.862640 00 00 3231303234304A3032303836            
03/03/25 17:00:59 0151 1                  44.897998 8.866165 00 00 3231303234304A3034363132            
03/03/25 17:27:12 0000 s 01887ver01 44.882415 8.860320 00 00
