18/08/25 04:57:00 0000 s 01133ver01 44.753035 8.811900 uu 01
18/08/25 05:21:59 0001 1                  0 0 uu 01 3231303032334d3031303038            
18/08/25 05:21:59 0002 1                  0 0 uu 01 3231303032334d3030393934            
18/08/25 05:21:59 0003 1                  0 0 uu 01 3232303032334d3030373239            
18/08/25 05:21:59 0004 1                  0 0 uu 01 3231303032334d3032373334            
18/08/25 05:21:59 0005 1                  0 0 uu 01 3232303032334d3030363438            
18/08/25 05:21:59 0006 1                  0 0 uu 01 3231303032334d3031393937            
18/08/25 05:21:59 0007 1                  0 0 uu 01 323032323036323330303230            
18/08/25 05:22:55 0008 1                  0 0 uu 01 3231303032334d3032363030            
18/08/25 05:23:45 0009 1                  0 0 uu 01 3234303033304d3031363239            
18/08/25 05:23:46 0010 1                  0 0 uu 01 3234303033304d3031393439            
18/08/25 05:24:09 0011 1                  0 0 uu 01 323030323545303030383831            
18/08/25 05:28:03 0012 1                  0 0 uu 01 3231303032334d3035393331            
18/08/25 05:29:07 0013 1                  0 0 uu 01 3231303234304a3032383937            
18/08/25 05:31:59 0014 1                  0 0 uu 01 3235303032334d3030393031            
18/08/25 05:32:11 0015 1                  0 0 uu 01 3232303032334d3030313538            
18/08/25 05:32:27 0016 1                  0 0 uu 01 323030323545303037373134            
18/08/25 05:32:36 0017 1                  0 0 uu 01 323030323545303037373135            
18/08/25 05:33:28 0018 1                  0 0 uu 01 323030323545303037383136            
18/08/25 05:34:18 0019 1                  0 0 uu 01 3234303132304a3032303932            
18/08/25 05:35:17 0020 1                  0 0 uu 01 323030323545303037333136            
18/08/25 05:35:40 0021 1                  0 0 uu 01 3233303032334d3030353630            
18/08/25 05:35:48 0022 1                  0 0 uu 01 323030323545303037323933            
18/08/25 05:37:58 0023 1                  0 0 uu 01 3231303033304d3032333939            
18/08/25 05:37:59 0024 1                  0 0 uu 01 3232303032334d3031333333            
18/08/25 05:39:13 0025 1                  0 0 uu 01 323031323055303030323638            
18/08/25 05:40:07 0026 1                  0 0 uu 01 3231303132304a3037373139            
18/08/25 05:40:24 0027 1                  0 0 uu 01 3235303032334d3030393131            
18/08/25 05:41:10 0028 1                  0 0 uu 01 3234303033304d3030393838            
18/08/25 05:41:12 0029 1                  0 0 uu 01 3234303032334d3031333030            
18/08/25 05:42:28 0030 1                  0 0 uu 01 3231303132304a3037363638            
18/08/25 05:44:33 0031 1                  0 0 uu 01 3231303032334d3031323035            
18/08/25 05:45:58 0032 1                  0 0 uu 01 3231303132304a3037373932            
18/08/25 05:47:11 0033 1                  0 0 uu 01 323031323055303030313037            
18/08/25 05:47:39 0034 1                  0 0 uu 01 323031323055303030323839            
18/08/25 05:50:31 0035 1                  0 0 uu 01 323030323545303038333039            
18/08/25 05:51:24 0036 1                  0 0 uu 01 3234303032334d3031343235            
18/08/25 05:53:38 0037 1                  0 0 uu 01 323031323055303030313630            
18/08/25 05:56:53 0038 1                  0 0 uu 01 3233303032334d3030373631            
18/08/25 05:59:23 0039 1                  0 0 uu 01 3234303032334d3031343732            
18/08/25 06:00:00 0040 1                  0 0 uu 01 323030323545303031343638            
18/08/25 06:06:18 0041 1                  0 0 uu 01 323030323545303037333730            
18/08/25 06:07:32 0042 1                  0 0 uu 01 323030323545303037333539            
18/08/25 06:09:29 0043 1                  0 0 uu 01 3230303033304d3033373438            
18/08/25 06:10:43 0044 1                  0 0 uu 01 3234303032334d3031393335            
18/08/25 06:12:49 0045 1                  0 0 uu 01 323030323545303036393937            
18/08/25 06:12:51 0046 1                  0 0 uu 01 323030323545303037303036            
18/08/25 06:13:30 0047 1                  0 0 uu 01 323030323545303037303134            
18/08/25 06:13:58 0048 1                  0 0 uu 01 3233303234304a3031303033            
18/08/25 06:14:09 0049 1                  0 0 uu 01 323030323545303035343231            
18/08/25 06:14:37 0050 1                  0 0 uu 01 323030323545303037303335            
18/08/25 06:17:20 0051 1                  0 0 uu 01 323030323545303031353433            
18/08/25 06:20:59 0052 1                  0 0 uu 01 323030323545303036393338            
18/08/25 06:21:18 0053 1                  0 0 uu 01 323030323545303030383136            
18/08/25 06:22:28 0054 1                  0 0 uu 01 3232303032334d3031383933            
18/08/25 06:23:04 0055 1                  0 0 uu 01 323030323545303038393635            
18/08/25 06:23:40 0056 1                  0 0 uu 01 3232303032334d3030373334            
18/08/25 06:32:17 0057 1                  0 0 uu 01 3234303032334d3032323232            
18/08/25 06:41:08 0058 1                  0 0 uu 01 3234303033304d3031363832            
18/08/25 06:41:09 0059 1                  0 0 uu 01 3234303033304d3031373237            
18/08/25 06:41:10 0060 1                  0 0 uu 01 3231303032334d3030303830            
