25/01/25 05:03:25 0000 s 02543ver01 44.753080 8.812508 pp 01
25/01/25 05:14:27 0001 1                  44.757722 8.785145 pp 01 313932343050303030353034            
25/01/25 05:14:29 0002 1                  44.757728 8.785143 pp 01 31383132304a303039313035            
25/01/25 05:15:38 0003 1                  44.757572 8.784188 pp 01 313931323050303032363935            
25/01/25 05:17:38 0004 1                  44.757315 8.784115 pp 01 323031313030503030323938            
25/01/25 05:18:23 0005 1                  44.757103 8.784558 pp 01 323031313030503030323032            
25/01/25 05:18:35 0006 1                  44.757085 8.784543 pp 01 3234303033304d3030383434            
25/01/25 05:20:41 0007 1                  44.754515 8.787432 pp 01 313931323050303032363933            
25/01/25 05:21:12 0008 1                  44.754568 8.787437 pp 01 313931323050303036383131            
25/01/25 05:21:44 0009 1                  44.754562 8.787450 pp 01 313931323050303032363932            
25/01/25 05:21:46 0010 1                  44.754558 8.787452 pp 01 313931323050303030383236            
25/01/25 05:21:59 0011 1                  44.754545 8.787455 pp 01 313931323070303032363933            
25/01/25 05:22:20 0012 1                  44.754527 8.787452 pp 01 313931323050303032353638            
25/01/25 05:22:48 0013 1                  44.754542 8.787473 pp 01 313931323050303032323031            
25/01/25 05:24:11 0014 1                  44.754138 8.787763 pp 01 313931323050303831363033            
25/01/25 05:24:26 0015 1                  44.754147 8.787752 pp 01 313931323050303032353730            
25/01/25 05:27:36 0016 1                  44.756175 8.782492 pp 01 31383132304a303231313034            
25/01/25 05:29:25 0017 1                  44.755582 8.783170 pp 01 313931323050303033363836            
25/01/25 05:30:25 0018 1                  44.754245 8.782062 pp 01 313931323050303039383036            
25/01/25 05:33:02 0019 1                  44.749705 8.769997 pp 01 313931323050303032363937            
25/01/25 05:34:17 0020 1                  44.749680 8.768962 pp 01 313931323050303032383538            
25/01/25 05:36:09 0021 1                  44.749512 8.763420 pp 01 313931323050303032363231            
25/01/25 05:38:41 0022 1                  44.745997 8.772212 pp 01 313931323050303131333133            
25/01/25 05:41:10 0023 1                  44.741967 8.769023 pp 01 313931323050303032393339            
25/01/25 05:41:43 0024 1                  44.741852 8.768850 pp 01 313931323050303037383831            
25/01/25 05:43:33 0025 1                  44.740962 8.768505 pp 01 313931323050303037383832            
25/01/25 05:45:40 0026 1                  44.741827 8.765065 pp 01 313931323050303037383833            
25/01/25 05:47:01 0027 1                  44.741463 8.762408 pp 01 313931323050303037383834            
25/01/25 05:55:29 0028 1                  44.752698 8.776995 pp 01 313931323050303032343133            
25/01/25 05:57:18 0029 1                  44.754703 8.777342 pp 01 313931323050303031383236            
25/01/25 05:57:53 0030 1                  44.755105 8.776770 pp 01 313931323050303037383533            
25/01/25 05:58:37 0031 1                  44.755727 8.775695 pp 01 313931323050303031303133            
25/01/25 05:58:42 0032 1                  44.755727 8.775695 pp 01 313931323050303032373936            
25/01/25 06:00:28 0033 1                  44.756808 8.774390 pp 01 313931323050303033363635            
25/01/25 06:01:56 0034 1                  44.757315 8.773280 pp 01 313931323050303038313937            
25/01/25 06:02:04 0035 1                  44.757308 8.773277 pp 01 313931323050303132333139            
25/01/25 06:03:02 0036 1                  44.757083 8.773075 pp 01 313931323050303130343938            
25/01/25 06:03:35 0037 1                  44.757058 8.773058 pp 01 313931323050303131343938            
25/01/25 06:04:16 0038 1                  44.756430 8.772370 pp 01 313931323050303130343937            
25/01/25 06:07:24 0039 1                  44.755390 8.770143 pp 01 313931323050303130383034            
25/01/25 06:07:30 0040 1                  44.755392 8.770140 pp 01 313931323050303034393931            
25/01/25 06:09:07 0041 1                  44.755108 8.769595 pp 01 313931323050303038373030            
25/01/25 06:09:15 0042 1                  44.755110 8.769595 pp 01 313931323050303038363939            
25/01/25 06:11:23 0043 1                  44.758510 8.775068 pp 01 313931323050303130363638            
25/01/25 06:21:12 0000 s 02543ver01 44.764505 8.776397 pp 01
25/01/25 06:26:06 0044 1                  44.750145 8.790463 pp 01 313931323050303031333936            
25/01/25 06:27:18 0045 1                  44.748900 8.791933 pp 01 31383132304a303236363834            
25/01/25 06:31:44 0046 1                  44.746922 8.792950 pp 01 31383132304a303236363833            
25/01/25 06:32:44 0047 1                  44.747207 8.793060 pp 01 303acb03427ab3a0ab19876b            
25/01/25 06:32:50 0048 1                  44.747205 8.793050 pp 01 31383132304a303236363738            
25/01/25 06:33:58 0049 1                  44.747273 8.792768 pp 01 3230303033304d3038333238            
25/01/25 06:37:19 0050 1                  44.746425 8.790728 pp 01 3234303132304a3031303132            
25/01/25 06:37:57 0051 1                  44.746083 8.789973 pp 01 3234303132304a3031313232            
25/01/25 06:39:22 0052 1                  44.745742 8.789318 pp 01 313931323050303130303835            
25/01/25 06:41:23 0053 1                  44.743982 8.788973 pp 01 313931323050303035323434            
25/01/25 06:43:31 0054 1                  44.742842 8.786173 pp 01 313931323050303033343830            
25/01/25 06:44:51 0055 1                  44.741730 8.787335 pp 01 313931323050303035333433            
25/01/25 06:45:13 0056 1                  44.741725 8.787363 pp 01 31393132b050303035333433            
25/01/25 06:47:20 0057 1                  44.738127 8.788953 pp 01 313931323050303132363530            
25/01/25 06:50:44 0058 1                  44.729205 8.793093 pp 01 313931323050303032383530            
25/01/25 06:53:20 0059 1                  44.723657 8.796742 pp 01 3231313130304a3030373635            
25/01/25 06:57:54 0060 1                  44.742100 8.787100 pp 01 313931323050303035323431            
25/01/25 07:00:50 0061 1                  44.740013 8.780828 pp 01 313931323050303037393730            
