05/07/25 05:01:17 0000 s 00562ver01 44.753352 8.812100 pp 01
05/07/25 05:10:01 0001 1                  0 0 pp 01 323032323036323330303034            
05/07/25 05:32:29 0002 1                  0 0 pp 01 3234303033304d3031343038            
05/07/25 05:33:54 0003 1                  0 0 pp 01 3234303234304a3030343330            
05/07/25 05:36:15 0004 1                  0 0 pp 01 313931323050303035333533            
05/07/25 05:36:30 0005 1                  0 0 pp 01 3234303033304d3030343134            
05/07/25 05:39:48 0006 1                  0 0 pp 01 313931323050303131373135            
05/07/25 05:41:38 0007 1                  0 0 pp 01 303acb0341e67159d8b7575a            
05/07/25 05:41:39 0008 1                  0 0 pp 01 313931323050303032333639            
05/07/25 05:41:48 0009 1                  0 0 pp 01 313932343050303030343532            
05/07/25 05:41:53 0010 1                  0 0 pp 01 3233303033304d3030343536            
05/07/25 05:49:05 0011 1                  0 0 pp 01 3231303234304a3031333438            
05/07/25 05:49:10 0012 1                  0 0 pp 01 3231303234304a3031333437            
05/07/25 06:03:40 0013 1                  0 0 pp 01 3233303234304a3030353936            
05/07/25 06:06:48 0014 1                  0 0 pp 01 313931323050303032393032            
05/07/25 06:13:47 0015 1                  0 0 pp 01 313931323050303033343233            
05/07/25 06:15:51 0016 1                  0 0 pp 01 3234303033304d3031343838            
05/07/25 06:17:07 0017 1                  0 0 pp 01 313931323050303131363631            
05/07/25 06:21:18 0018 1                  0 0 pp 01 3234303033304d3030333436            
05/07/25 06:22:34 0019 1                  0 0 pp 01 313931323050303033393633            
05/07/25 06:22:41 0020 1                  0 0 pp 01 3231303234304a3030303136            
05/07/25 06:26:19 0021 1                  0 0 pp 01 313931323050303131353331            
05/07/25 06:32:41 0022 1                  0 0 pp 01 313932343050303030353536            
05/07/25 06:33:28 0023 1                  0 0 pp 01 313932343050303030323134            
05/07/25 06:37:26 0024 1                  0 0 pp 01 3231303033304d3032353834            
05/07/25 06:43:51 0025 1                  0 0 pp 01 3231303033304d3033303837            
05/07/25 06:44:43 0026 1                  0 0 pp 01 313931323050303130353333            
05/07/25 06:44:48 0027 1                  0 0 pp 01 3234303033304d3030323830            
05/07/25 06:47:08 0028 1                  0 0 pp 01 3234303234304a3030343231            
05/07/25 06:47:39 0029 1                  0 0 pp 01 3231303234304a3031333130            
05/07/25 06:49:25 0030 1                  0 0 pp 01 313931323050303036363439            
05/07/25 06:52:58 0031 1                  0 0 pp 01 3233303234304a3030353933            
05/07/25 06:52:59 0032 1                  0 0 pp 01 3234303234304a3030333638            
05/07/25 06:55:45 0033 1                  0 0 pp 01 3231303033304d3033303830            
05/07/25 06:58:12 0034 1                  0 0 pp 01 313931323050303032333737            
05/07/25 07:04:41 0035 1                  0 0 pp 01 3233303132304a3030353739            
05/07/25 07:07:28 0036 1                  0 0 pp 01 3234303033304d3031343439            
05/07/25 07:10:30 0037 1                  0 0 pp 01 3231303234304a3030303636            
05/07/25 07:15:42 0038 1                  0 0 pp 01 3231303033304d3032323436            
05/07/25 08:16:38 0000 s 00562ver01 44.755950 8.799330 pp 01
05/07/25 08:23:40 0039 1                  44.759897 8.793177 pp 01 31383033304d303035393838            
05/07/25 08:24:39 0040 1                  44.760152 8.792913 pp 01 313932343050303030343836            
05/07/25 08:33:01 0041 1                  44.758782 8.796430 pp 01 3232313130304a3030333236            
05/07/25 08:34:42 0042 1                  44.758845 8.796385 pp 01 3232303032334d3030393035            
05/07/25 08:34:44 0043 1                  44.758848 8.796389 pp 01 3232313130304a3030333337            
05/07/25 08:39:41 0044 1                  44.758769 8.796178 pp 01 313931323050303036353931            
05/07/25 08:39:55 0045 1                  44.758769 8.796178 pp 01 313931323050303036353932            
05/07/25 08:39:59 0046 1                  44.758769 8.796178 pp 01 323030323545303039323230            
05/07/25 08:40:38 0047 1                  44.758769 8.796178 pp 01 3230303033304d3035353639            
05/07/25 08:41:16 0048 1                  44.760571 8.794433 pp 01 3233303033304d3030313437            
05/07/25 08:41:24 0049 1                  44.760565 8.794454 pp 01 3230303033304d3035353637            
05/07/25 08:41:53 0050 1                  44.760556 8.794296 pp 01 3234303033304d3030363537            
05/07/25 08:42:08 0051 1                  44.760520 8.794247 pp 01 3234303033304d3030323839            
05/07/25 08:42:45 0052 1                  44.760538 8.794351 pp 01 3231303032334d3035323731            
05/07/25 08:42:52 0053 1                  44.760533 8.794380 pp 01 313931323043303033353936            
05/07/25 08:42:53 0054 1                  44.760531 8.794352 pp 01 3231303033304d3032373539            
05/07/25 08:43:44 0055 1                  44.760813 8.794209 pp 01 3230303033304d3035353034            
05/07/25 08:43:44 0056 1                  44.760813 8.794209 pp 01 3230303033304d3033313139            
05/07/25 08:43:45 0057 1                  44.760813 8.794209 pp 01 3230303033304d3034333236            
05/07/25 08:43:52 0058 1                  44.760871 8.794099 pp 01 3230303033304d3033323731            
05/07/25 08:44:22 0059 1                  44.760872 8.793828 pp 01 3230303033304d3038313732            
05/07/25 08:44:42 0060 1                  44.760864 8.793770 pp 01 323030323545303039323138            
05/07/25 08:44:43 0061 1                  44.760864 8.793770 pp 01 3230303033304d3037373033            
05/07/25 08:44:50 0062 1                  44.760882 8.793818 pp 01 3230303033304d3035353830            
05/07/25 08:44:52 0063 1                  44.760867 8.793826 pp 01 3232303032334d3030313630            
05/07/25 08:45:00 0064 1                  44.760854 8.793900 pp 01 3230303033304d3035383938            
05/07/25 08:45:03 0065 1                  44.760854 8.793900 pp 01 3230303033304d3033323934            
05/07/25 08:45:25 0066 1                  44.760898 8.793919 pp 01 3230303033304d3037353635            
05/07/25 08:45:26 0067 1                  44.760898 8.793919 pp 01 323030323545303031343435            
05/07/25 08:46:22 0068 1                  44.760898 8.793919 pp 01 3231303033304d3033303834            
05/07/25 08:49:00 0069 1                  44.760898 8.793919 pp 01 313931323050303039343933            
05/07/25 08:49:02 0070 1                  44.760898 8.793919 pp 01 313931323050303039343934            
05/07/25 08:49:22 0071 1                  44.760898 8.793919 pp 01 3233303033304d3030333232            
05/07/25 08:49:30 0072 1                  44.760898 8.793919 pp 01 3230303033304d3033333137            
05/07/25 08:49:43 0073 1                  44.760898 8.793919 pp 01 3230303033304d3033333136            
05/07/25 08:50:07 0074 1                  44.760898 8.793919 pp 01 3230303033304d3038363837            
05/07/25 08:50:24 0075 1                  44.760898 8.793919 pp 01 3230303033304d3032393430            
05/07/25 08:50:27 0076 1                  44.760898 8.793919 pp 01 3230303033304d3035363131            
05/07/25 08:50:55 0077 1                  44.760898 8.793919 pp 01 31383033304d303035313737            
05/07/25 08:51:48 0078 1                  44.760898 8.793919 pp 01 3230303033304d3038393638            
05/07/25 08:51:48 0079 1                  44.760898 8.793919 pp 01 3230303033304d3038393638            
05/07/25 08:58:39 0080 1                  44.766756 8.786738 pp 01 3230303033304d3038393930            
05/07/25 08:58:40 0081 1                  44.766756 8.786738 pp 01 3231303033304d3032383632            
05/07/25 08:58:40 0082 1                  44.766756 8.786738 pp 01 3230303033304d3038393534            
05/07/25 08:59:01 0083 1                  44.767205 8.785627 pp 01 3230303033304d3039303237            
05/07/25 08:59:12 0084 1                  44.767194 8.785688 pp 01 3231303032334d3030303738            
05/07/25 09:02:24 0085 1                  44.766755 8.783031 pp 01 3231303033304d3033313633            
05/07/25 09:02:24 0086 1                  44.766755 8.783031 pp 01 3231303033304d3032373939            
05/07/25 09:02:29 0087 1                  44.766755 8.783031 pp 01 3230303033304d3039303238            
05/07/25 09:03:19 0088 1                  44.766755 8.783031 pp 01 3230303033304d3039303239            
05/07/25 09:03:37 0089 1                  44.766755 8.783031 pp 01 3230303033304d3037323030            
05/07/25 09:03:43 0090 1                  44.766755 8.783031 pp 01 313931323050303035373135            
05/07/25 09:20:41 0091 1                  44.767273 8.789392 pp 01 313931323050303131373735            
05/07/25 09:21:20 0092 1                  44.767273 8.789392 pp 01 3234303234304a3030333830            
05/07/25 09:21:32 0093 1                  44.767273 8.789392 pp 01 3234303234304a3030333832            
05/07/25 10:35:48 0094 1                  44.753046 8.812195 pp 01 313931323043303037363734            
05/07/25 10:39:37 0095 1                  44.752997 8.812270 pp 01 313931323050303035323738            
