17/02/25 05:14:27 0000 s 00562ver01 44.753370 8.811933 ss 01
17/02/25 05:35:36 0001 1                  0 0 ss 01 323032323036323330303034            
17/02/25 05:41:44 0000 s 00562ver01 44.752983 8.811955 ss 01
17/02/25 05:46:47 0002 1                  44.758969 8.796836 ss 01 3230303033304d3030383931            
17/02/25 05:46:59 0003 1                  44.759002 8.796986 ss 01 3230303033304d3030393130            
17/02/25 05:47:07 0004 1                  44.759002 8.796986 ss 01 3234303033304d3030393938            
17/02/25 05:47:33 0005 1                  44.759031 8.797030 ss 01 313931323053303133313634            
17/02/25 05:47:57 0006 1                  44.758992 8.796895 ss 01 3230303033304d3030373636            
17/02/25 05:53:09 0007 1                  44.760106 8.793111 ss 01 3231303033304d3030333437            
17/02/25 05:53:27 0008 1                  44.759976 8.793086 ss 01 3231303033304d3033323935            
17/02/25 05:53:36 0009 1                  44.759982 8.793088 ss 01 31383033304d303035393932            
17/02/25 05:53:39 0010 1                  44.759984 8.793074 ss 01 3231303033304d3031373331            
17/02/25 05:54:18 0011 1                  44.760066 8.793136 ss 01 3231303033304d3032393533            
17/02/25 06:02:24 0012 1                  44.766395 8.788260 ss 01 3231303033304d3035313334            
17/02/25 06:03:19 0013 1                  44.766288 8.788026 ss 01 31383033304d303030323130            
17/02/25 06:03:20 0014 1                  44.766288 8.788026 ss 01 3234303033304d3030383532            
17/02/25 06:06:08 0015 1                  44.767316 8.786051 ss 01 3234303033304d3031363832            
17/02/25 06:06:09 0016 1                  44.767308 8.786042 ss 01 3231303132304a3038323531            
17/02/25 06:06:19 0017 1                  44.767286 8.786018 ss 01 3234303033304d3031383434            
17/02/25 06:08:16 0018 1                  44.767565 8.786861 ss 01 3234303033304d3031383835            
17/02/25 06:08:34 0019 1                  44.767656 8.786911 ss 01 3233303033304d3030353734            
17/02/25 06:08:45 0020 1                  44.767602 8.786931 ss 01 3231303033304d3031343933            
17/02/25 06:10:56 0021 1                  44.766776 8.782962 ss 01 3234303033304d3031383039            
17/02/25 06:11:09 0022 1                  44.766928 8.782921 ss 01 3231303033304d3030363336            
17/02/25 06:11:16 0023 1                  44.766955 8.782938 ss 01 3231303033304d3030363239            
17/02/25 06:11:29 0024 1                  44.767082 8.782987 ss 01 3231303033304d3033363430            
17/02/25 06:20:50 0025 1                  44.763174 8.789068 ss 01 3231303033304d3031313430            
17/02/25 06:20:58 0026 1                  44.763234 8.789049 ss 01 3231303033304d3031333436            
17/02/25 06:21:04 0027 1                  44.763230 8.788999 ss 01 3231303033304d3031343332            
17/02/25 06:21:05 0028 1                  44.763223 8.788973 ss 01 303acb0342ebec20af2d5f72            
17/02/25 06:21:29 0029 1                  44.763240 8.789054 ss 01 3234303033304d3030373534            
17/02/25 06:21:42 0030 1                  44.763305 8.789115 ss 01 3231303033304d3031333036            
17/02/25 06:21:59 0031 1                  44.763256 8.789030 ss 01 3231303033304d3031333135            
17/02/25 06:22:03 0032 1                  44.763261 8.789014 ss 01 3231303132304a3039353034            
17/02/25 06:41:04 0033 1                  44.761848 8.786781 ss 01 3230303033304d3033373832            
17/02/25 06:42:43 0034 1                  44.761876 8.787132 ss 01 3231303132304a3036303733            
17/02/25 06:45:11 0035 1                  44.761201 8.788830 ss 01 3234303234304a3030333334            
17/02/25 06:48:48 0036 1                  44.760078 8.790169 ss 01 3230303033304d3034383235            
17/02/25 06:48:59 0037 1                  44.760079 8.790214 ss 01 3230303033304d3034353539            
17/02/25 06:52:28 0038 1                  44.760182 8.789605 ss 01 3231313130304a3030393935            
17/02/25 06:57:44 0039 1                  44.760497 8.788910 ss 01 3231303033304d3033323635            
17/02/25 07:01:13 0040 1                  44.761197 8.787947 ss 01 3230303033304d3034313930            
17/02/25 07:01:33 0041 1                  44.761271 8.787838 ss 01 3233303132304a3030373532            
17/02/25 07:02:38 0042 1                  44.761202 8.788003 ss 01 3230303033304d3033383637            
17/02/25 07:03:58 0043 1                  44.761202 8.788003 ss 01 3230303033304d3033383038            
17/02/25 07:04:51 0044 1                  44.761202 8.788003 ss 01 3230303033304d3033383138            
17/02/25 07:05:52 0045 1                  44.761542 8.787053 ss 01 3231303132304a3030363238            
17/02/25 07:06:57 0046 1                  44.761887 8.787066 ss 01 3230303033304d3036373439            
17/02/25 07:07:54 0047 1                  44.761806 8.787011 ss 01 3234303033304d3030363836            
17/02/25 07:08:58 0048 1                  44.761843 8.786540 ss 01 3231303033304d3033323633            
17/02/25 07:09:20 0049 1                  44.762834 8.785369 ss 01 313932343053303030343532            
17/02/25 07:09:36 0050 1                  44.762834 8.785369 ss 01 313932343053303030343531            
17/02/25 07:14:11 0051 1                  44.761583 8.786092 ss 01 3230303033304d3034353538            
17/02/25 07:14:23 0052 1                  44.761583 8.786092 ss 01 3234303033304d3030363432            
17/02/25 07:14:27 0053 1                  44.761583 8.786092 ss 01 3234303033304d3030383438            
17/02/25 07:14:42 0054 1                  44.761583 8.786092 ss 01 3230303033304d3034343036            
17/02/25 07:15:06 0055 1                  44.761583 8.786092 ss 01 3230303033304d3035383935            
17/02/25 07:15:57 0056 1                  44.761583 8.786092 ss 01 3231303033304d3034393837            
17/02/25 07:17:15 0057 1                  44.761583 8.786092 ss 01 3230303033304d3034313238            
17/02/25 07:17:15 0058 1                  44.761583 8.786092 ss 01 3234303033304d3030393131            
17/02/25 07:17:16 0059 1                  44.761583 8.786092 ss 01 3234303033304d3030353838            
17/02/25 07:19:08 0060 1                  44.761388 8.787263 ss 01 313932343053303030343438            
17/02/25 07:22:03 0061 1                  44.759826 8.789667 ss 01 3231303234304a3030363138            
17/02/25 07:23:05 0062 1                  44.759542 8.790047 ss 01 3230303033304d3034343930            
