04/02/25 05:01:40 0000 s 01133ver01 44.753332 8.812312 uu 01
04/02/25 11:12:43 0001 1                  0 0 uu 01 323032323036323330303230            
04/02/25 11:14:02 0000 s 01133ver01 44.752937 8.812128 uu 01
04/02/25 11:31:30 0002 1                  44.740426 8.824193 uu 01 31383032334d303131323638            
04/02/25 11:43:07 0003 1                  44.769143 8.788725 uu 01 3231303132304a3035323931            
04/02/25 11:43:14 0004 1                  44.769143 8.788725 uu 01 3233303032334d3030313231            
04/02/25 11:46:26 0005 1                  44.771763 8.790418 uu 01 323030323545303032363638            
04/02/25 11:46:58 0006 1                  44.773176 8.790323 uu 01 323030323545303032363531            
04/02/25 11:47:05 0007 1                  44.773176 8.790323 uu 01 323030323545303032363532            
04/02/25 11:48:41 0008 1                  44.773715 8.791336 uu 01 31383032334d303036383235            
04/02/25 11:51:47 0009 1                  44.774278 8.790868 uu 01 3231303032334d3033363131            
04/02/25 11:52:55 0010 1                  44.774775 8.791095 uu 01 3231303032334d3034383037            
04/02/25 11:53:06 0011 1                  44.774775 8.791095 uu 01 323030323545303032353737            
04/02/25 11:56:55 0012 1                  44.776125 8.790070 uu 01 3231303032334d3033323533            
04/02/25 11:58:07 0013 1                  44.777338 8.789726 uu 01 3231303032334d3032393239            
04/02/25 12:01:16 0014 1                  44.775585 8.789908 uu 01 323030323545303032373533            
04/02/25 12:01:41 0015 1                  44.773020 8.789891 uu 01 3231303032334d3034303434            
04/02/25 12:01:54 0016 1                  44.772981 8.789888 uu 01 3234303032334d3031313135            
04/02/25 12:02:40 0017 1                  44.772113 8.789723 uu 01 3231303032334d3031333434            
04/02/25 12:03:25 0018 1                  44.771886 8.789566 uu 01 3231303032334d3033343233            
04/02/25 12:04:14 0019 1                  44.771535 8.789241 uu 01 3231303032334d3033393933            
04/02/25 12:04:48 0020 1                  44.771326 8.789048 uu 01 3231303032334d3033383231            
04/02/25 12:06:11 0021 1                  44.769848 8.788570 uu 01 3234303234304a3030363734            
04/02/25 12:06:19 0022 1                  44.769848 8.788570 uu 01 3234303234304a3030363739            
