30/06/25 05:06:47 0000 s 02536ver01 44.753285 8.812247 pp 01
30/06/25 05:26:18 0000 s 02536ver01 44.755812 8.799092 pp 01
30/06/25 05:36:00 0000 s 02536ver01 0 0 pp 01
30/06/25 05:41:33 0000 s 02536ver01 0 0 pp 01
30/06/25 05:41:55 0001 1                  44.715172 8.771868 pp 01 313931323050303038353630            
30/06/25 05:42:01 0002 1                  44.715178 8.771887 pp 01 313931323050303038353630            
30/06/25 05:43:47 0003 1                  44.715545 8.774857 pp 01 313931323050303132383735            
30/06/25 05:45:04 0004 1                  44.715633 8.775078 pp 01 313931323050303131363934            
30/06/25 05:47:51 0005 1                  44.714583 8.772728 pp 01 30340bbfc835551a6283e004            
30/06/25 05:47:53 0006 1                  44.714583 8.772725 pp 01 30340bdf18494b8a7de6e804            
30/06/25 05:48:05 0007 1                  44.714575 8.772718 pp 01 313931323050303037333030            
30/06/25 05:49:16 0008 1                  44.714245 8.773020 pp 01 3235303132304a3030393232            
30/06/25 05:50:18 0009 1                  44.714052 8.773272 pp 01 313931323050303133383833            
30/06/25 05:51:26 0010 1                  44.713715 8.773597 pp 01 313931323050303131303339            
30/06/25 05:51:28 0011 1                  44.713712 8.773600 pp 01 30360394a85ab504040009a5            
30/06/25 05:52:47 0012 1                  44.712350 8.774003 pp 01 313931323050303131373031            
30/06/25 05:52:48 0013 1                  44.712350 8.774003 pp 01 323030323545303034323034            
30/06/25 05:54:08 0014 1                  44.712030 8.773807 pp 01 3234303132304a3032313833            
30/06/25 05:54:17 0015 1                  44.712025 8.773792 pp 01 3234303132304a3032323032            
30/06/25 05:54:19 0016 1                  44.712023 8.773790 pp 01 3234303132304a3033313237            
30/06/25 05:56:25 0017 1                  44.712897 8.775020 pp 01 313931323050303131323238            
30/06/25 05:57:23 0018 1                  44.712970 8.775525 pp 01 313931323050303036373534            
30/06/25 05:58:45 0019 1                  44.712547 8.776552 pp 01 323030323545303034343036            
30/06/25 05:59:00 0020 1                  44.712533 8.776565 pp 01 313931323050303131333234            
30/06/25 06:00:14 0021 1                  44.712242 8.776845 pp 01 313931323050303133383136            
30/06/25 06:02:01 0022 1                  44.712040 8.777247 pp 01 313931323050303131393633            
30/06/25 06:02:28 0023 1                  44.712042 8.777280 pp 01 323030323545303036383832            
30/06/25 06:03:13 0024 1                  44.711767 8.777372 pp 01 313931323050303130303836            
30/06/25 06:05:28 0025 1                  44.712818 8.774810 pp 01 3235303234304a3030333032            
30/06/25 06:07:02 0026 1                  44.712047 8.775230 pp 01 313931323050303034383034            
30/06/25 06:08:57 0027 1                  44.706847 8.783697 pp 01 313931323050303132323638            
30/06/25 06:09:09 0028 1                  44.706857 8.783693 pp 01 313931323050303132323637            
30/06/25 06:09:19 0029 1                  44.706858 8.783688 pp 01 313931323050303131373934            
30/06/25 06:09:20 0030 1                  44.706857 8.783688 pp 01 3034f8370c372782ee000fbb            
30/06/25 06:10:27 0031 1                  44.706843 8.783710 pp 01 313931323050303132363931            
30/06/25 06:19:03 0032 1                  44.715245 8.798523 pp 01 313931323050303133393931            
30/06/25 06:20:35 0033 1                  44.716897 8.797682 pp 01 3234313130304a3030353736            
30/06/25 06:21:51 0034 1                  44.716913 8.797658 pp 01 323031313030503030333235            
30/06/25 06:28:51 0035 1                  44.715077 8.805280 pp 01 313931323050303131353534            
30/06/25 06:28:52 0036 1                  44.715075 8.805280 pp 01 313931323050303037353932            
30/06/25 06:28:54 0037 1                  44.715075 8.805280 pp 01 313931323043303132323838            
30/06/25 06:29:03 0038 1                  44.715075 8.805280 pp 01 313931323043303035383532            
30/06/25 06:40:24 0039 1                  44.707333 8.781572 pp 01 313932343050303030303130            
30/06/25 06:40:30 0040 1                  44.707333 8.781573 pp 01 313931323050303130353630            
30/06/25 06:42:38 0041 1                  44.707985 8.780057 pp 01 313931323050303132383734            
30/06/25 06:45:37 0042 1                  44.713845 8.772702 pp 01 313932343050303030313638            
30/06/25 06:46:48 0043 1                  44.714080 8.771605 pp 01 313931323050303131353038            
30/06/25 06:47:49 0044 1                  44.714278 8.771378 pp 01 313931323050303131353137            
30/06/25 06:48:56 0045 1                  44.714600 8.770055 pp 01 323030323545303030373237            
30/06/25 06:48:58 0046 1                  44.714600 8.770055 pp 01 313931323050303034383235            
30/06/25 06:50:34 0047 1                  44.714353 8.769058 pp 01 313931323050303037333038            
30/06/25 06:51:45 0048 1                  44.714295 8.768662 pp 01 313931323050303131313530            
30/06/25 06:53:57 0049 1                  44.714505 8.767485 pp 01 313931323050303132373439            
30/06/25 06:58:34 0050 1                  44.712387 8.768175 pp 01 313931323050303132363934            
30/06/25 06:58:35 0051 1                  44.712387 8.768175 pp 01 313931323050303132363935            
30/06/25 07:00:47 0052 1                  44.711337 8.764405 pp 01 313931323050303132373438            
30/06/25 07:01:44 0053 1                  44.710062 8.763878 pp 01 313931323050303131343132            
30/06/25 07:06:33 0054 1                  44.709740 8.768955 pp 01 313931323050303132323134            
30/06/25 07:09:18 0055 1                  44.708795 8.768470 pp 01 313931323050303132383733            
30/06/25 07:10:30 0056 1                  44.708667 8.767597 pp 01 313931323050303131353033            
30/06/25 07:10:48 0057 1                  44.708685 8.767593 pp 01 313932343050303030313536            
30/06/25 07:12:17 0058 1                  44.708700 8.767582 pp 01 323030323545303037303932            
30/06/25 07:12:59 0059 1                  44.708597 8.767393 pp 01 313931323050303131353036            
30/06/25 07:14:19 0060 1                  44.708203 8.766910 pp 01 313931323050303131353034            
30/06/25 07:16:22 0061 1                  44.707332 8.765560 pp 01 313931323050303131303337            
30/06/25 07:17:27 0062 1                  44.707067 8.765440 pp 01 313931323050303131383937            
30/06/25 07:20:19 0063 1                  44.705000 8.766782 pp 01 3235303132304a3030393234            
30/06/25 07:21:21 0064 1                  44.705083 8.766928 pp 01 313931323050303037333130            
30/06/25 07:21:35 0065 1                  44.705078 8.766930 pp 01 313931323050303037333039            
30/06/25 07:24:06 0066 1                  44.706043 8.764790 pp 01 30395dfa82db16800035975a            
30/06/25 07:24:07 0067 1                  44.706043 8.764790 pp 01 313931323050303131343134            
30/06/25 07:25:05 0068 1                  44.705850 8.764665 pp 01 313931323050303132363134            
30/06/25 07:27:01 0069 1                  44.704832 8.766260 pp 01 313931323050303035333237            
30/06/25 07:29:19 0070 1                  44.705473 8.764467 pp 01 323030323545303037303630            
30/06/25 07:29:23 0071 1                  44.705475 8.764467 pp 01 313931323050303132373031            
30/06/25 07:29:51 0072 1                  44.705452 8.764455 pp 01 313931363050303132373031            
30/06/25 07:31:29 0073 1                  44.702920 8.764783 pp 01 313931323050303133383037            
30/06/25 07:31:32 0074 1                  44.702922 8.764777 pp 01 3234303032334d3032313734            
30/06/25 07:31:37 0075 1                  44.702923 8.764773 pp 01 313931323050303131323239            
30/06/25 07:34:21 0076 1                  44.703758 8.763487 pp 01 313931323050303132363438            
30/06/25 07:36:12 0077 1                  44.703050 8.762967 pp 01 313931323050303133383139            
30/06/25 07:44:33 0078 1                  44.695577 8.779062 pp 01 323030323545303037353539            
30/06/25 07:45:26 0079 1                  44.695312 8.778968 pp 01 313931323050303132383431            
30/06/25 07:48:07 0080 1                  44.693438 8.774773 pp 01 313931323050303030373539            
30/06/25 07:48:08 0081 1                  44.693438 8.774773 pp 01 313931323050303131353735            
30/06/25 07:48:20 0082 1                  44.693442 8.774767 pp 01 323030323545303031343330            
30/06/25 07:50:19 0083 1                  44.694725 8.776080 pp 01 3232303032334d3031333734            
30/06/25 07:50:20 0084 1                  44.694722 8.776082 pp 01 313931323050303131353736            
30/06/25 07:53:11 0085 1                  44.693822 8.777168 pp 01 3234303132304a3033303133            
30/06/25 07:56:25 0086 1                  44.694493 8.780528 pp 01 323030323545303038323437            
30/06/25 07:56:27 0087 1                  44.694493 8.780530 pp 01 323030323545303038323435            
30/06/25 07:56:36 0088 1                  44.694495 8.780540 pp 01 3230313130304a3031303934            
30/06/25 07:58:58 0089 1                  44.695138 8.785560 pp 01 323030323545303037353433            
30/06/25 07:59:00 0090 1                  44.695138 8.785563 pp 01 313931323050303133393335            
30/06/25 07:59:09 0091 1                  44.695137 8.785582 pp 01 3234303032334d3030393534            
30/06/25 08:00:50 0092 1                  44.696652 8.789713 pp 01 313931323050303133393334            
30/06/25 08:02:23 0093 1                  44.696758 8.793505 pp 01 313931323050303133393331            
30/06/25 08:03:38 0094 1                  44.696258 8.794287 pp 01 313931323050303037323938            
30/06/25 08:04:59 0095 1                  44.695718 8.794742 pp 01 313931323050303037323936            
30/06/25 08:05:10 0096 1                  44.695727 8.794760 pp 01 313931323050303037323939            
30/06/25 08:06:21 0097 1                  44.695512 8.794902 pp 01 3233303132304a3030363435            
30/06/25 08:06:48 0098 1                  44.695500 8.794872 pp 01 3233303032334d3030353934            
30/06/25 08:07:50 0099 1                  44.696188 8.795432 pp 01 3230303033304d3033323636            
30/06/25 08:08:18 0100 1                  44.696412 8.795170 pp 01 3230303033304d3033323635            
30/06/25 08:09:47 0101 1                  44.696067 8.795623 pp 01 3234303032334d3032333236            
30/06/25 08:09:50 0102 1                  44.696070 8.795620 pp 01 313931323050303035367630            
30/06/25 08:09:53 0103 1                  44.696072 8.795618 pp 01 313931323050303035363630            
30/06/25 08:09:55 0104 1                  44.696072 8.795615 pp 01 313931323050303032383633            
30/06/25 08:11:27 0105 1                  44.695027 8.795252 pp 01 313931323050303131383936            
30/06/25 08:11:30 0106 1                  44.695012 8.795250 pp 01 31393132305030303c303832            
30/06/25 08:11:50 0107 1                  44.694972 8.795267 pp 01 3233303032334d3030343739            
30/06/25 08:13:13 0108 1                  44.693615 8.796863 pp 01 313931323050303034343832            
30/06/25 08:14:19 0109 1                  44.693158 8.797860 pp 01 313931323050303131313635            
30/06/25 08:15:05 0110 1                  44.693160 8.797882 pp 01 000000001911659100000000            
30/06/25 08:15:56 0111 1                  44.693107 8.797885 pp 01 313931323050303131313636            
30/06/25 08:17:52 0112 1                  44.692222 8.799135 pp 01 313931323050303131313638            
30/06/25 08:18:15 0113 1                  44.692192 8.799142 pp 01 323030323545303037353330            
30/06/25 08:32:32 0000 s 02536ver01 44.658068 8.830575 pp 01
30/06/25 08:48:27 0114 1                  44.625985 8.844505 pp 01 30360394a85ab504040009a5            
30/06/25 09:11:48 0000 s 02536ver01 0 0 pp 01
30/06/25 09:17:20 0000 s 02536ver01 0 0 pp 01
30/06/25 09:18:01 0115 1                  44.702745 8.808172 pp 01 3230303033304d3035353031            
30/06/25 09:18:03 0116 1                  44.702745 8.808172 pp 01 3230303033304d3031373835            
30/06/25 09:18:10 0117 1                  44.702747 8.808175 pp 01 3230303033304d3035353031            
30/06/25 09:18:27 0118 1                  44.702745 8.808178 pp 01 3234303033304d3030323935            
30/06/25 09:18:37 0119 1                  44.702747 8.808175 pp 01 3234303033304d3030323936            
30/06/25 09:18:47 0120 1                  44.702745 8.808175 pp 01 31383033304d303036313132            
30/06/25 09:18:58 0121 1                  44.702745 8.808180 pp 01 3230303033304d3033383036            
30/06/25 09:25:10 0122 1                  44.707870 8.818390 pp 01 313931323050303132323131            
30/06/25 09:25:21 0123 1                  44.707858 8.818387 pp 01 313931323050303132323133            
30/06/25 09:25:38 0124 1                  44.707855 8.818378 pp 01 313931323050303132303439            
30/06/25 09:28:18 0125 1                  44.710762 8.817475 pp 01 313931323050303132343235            
30/06/25 09:28:38 0126 1                  44.710778 8.817467 pp 01 313931323050303132343237            
30/06/25 09:28:39 0127 1                  44.710782 8.817468 pp 01 31393132305030b132343237            
30/06/25 09:28:46 0128 1                  44.710788 8.817467 pp 01 313931323050303132343234            
30/06/25 09:30:03 0129 1                  44.710905 8.817368 pp 01 313931323050303131323132            
30/06/25 09:31:17 0130 1                  44.710875 8.815883 pp 01 313931323050303132333037            
30/06/25 09:32:11 0131 1                  44.710990 8.815648 pp 01 313931323050303132333036            
30/06/25 09:32:22 0132 1                  44.710997 8.815645 pp 01 323030323545303034323233            
30/06/25 09:33:12 0133 1                  44.711115 8.815183 pp 01 313931323050303132323135            
30/06/25 09:37:41 0134 1                  44.710410 8.814245 pp 01 313931323050303132323938            
30/06/25 09:43:23 0135 1                  44.715260 8.816008 pp 01 313931323050303132323330            
30/06/25 09:44:59 0136 1                  44.716113 8.816668 pp 01 313931323050303132323332            
30/06/25 09:46:10 0137 1                  44.716448 8.817113 pp 01 313931323050303132323933            
30/06/25 09:47:51 0138 1                  44.718903 8.817025 pp 01 313931323050303132343334            
30/06/25 09:57:19 0139 1                  44.717148 8.819415 pp 01 323030323545303039323136            
30/06/25 09:57:26 0140 1                  44.717132 8.819450 pp 01 313931323050303130393931            
30/06/25 09:57:28 0141 1                  44.717130 8.819457 pp 01 313931323050303130313836            
30/06/25 09:58:38 0142 1                  44.717163 8.820113 pp 01 3234303032334d3032323437            
30/06/25 09:58:58 0143 1                  44.717185 8.820097 pp 01 313931323050303132313836            
30/06/25 09:59:11 0144 1                  44.717185 8.820085 pp 01 3235303132304a3030393235            
30/06/25 10:00:31 0145 1                  44.717367 8.820568 pp 01 313931323050303035343833            
30/06/25 10:02:54 0146 1                  44.717235 8.821477 pp 01 313931323050303130373030            
30/06/25 10:04:31 0147 1                  44.716767 8.822503 pp 01 3235303132304a3030373233            
30/06/25 10:04:35 0148 1                  44.716765 8.822510 pp 01 313931323050303131313434            
30/06/25 10:06:19 0149 1                  44.716483 8.822885 pp 01 313931323050303130363939            
30/06/25 10:06:22 0150 1                  44.716487 8.822888 pp 01 313931323050303131323636            
30/06/25 10:06:24 0151 1                  44.716488 8.822890 pp 01 313931323050303930363937            
30/06/25 10:06:39 0152 1                  44.716493 8.822890 pp 01 3232303032334d3030343534            
30/06/25 10:07:21 0153 1                  44.716507 8.822887 pp 01 313931323050303130363938            
30/06/25 10:08:43 0154 1                  44.715648 8.823917 pp 01 713931323050303131313535            
30/06/25 10:08:46 0155 1                  44.715645 8.823925 pp 01 323030323545303034313033            
