21/01/25 07:07:47 0000 s 02028ver01 44.753103 8.811895 uu 01
21/01/25 10:37:33 0001 1                  0 0 uu 01 323032323036323330303238            
21/01/25 10:39:05 0000 s 02028ver01 44.753237 8.812922 uu 01
21/01/25 11:12:33 0002 1                  0 0 uu 01 3232303032334d3030303735            
21/01/25 11:13:48 0003 1                  0 0 uu 01 31383032334d303036313837            
21/01/25 11:14:01 0004 1                  0 0 uu 01 31383032334d303036313133            
21/01/25 11:15:18 0005 1                  0 0 uu 01 31383032334d303036323432            
21/01/25 11:15:52 0006 1                  0 0 uu 01 31383032334d303036303134            
21/01/25 11:15:56 0007 1                  0 0 uu 01 323030323545303035373733            
21/01/25 11:16:38 0008 1                  0 0 uu 01 31383032334d303036303136            
21/01/25 11:16:52 0009 1                  0 0 uu 01 31383032334d303135393932            
21/01/25 11:17:00 0010 1                  0 0 uu 01 31383032334d303135393934            
21/01/25 11:18:12 0011 1                  0 0 uu 01 31383032334d303135393736            
21/01/25 11:19:10 0012 1                  0 0 uu 01 323031323055303030303531            
21/01/25 11:20:03 0013 1                  0 0 uu 01 31383032334d303036333532            
21/01/25 11:20:12 0014 1                  0 0 uu 01 31383032334d303036333531            
21/01/25 11:20:41 0015 1                  0 0 uu 01 31383032334d303034393235            
21/01/25 11:20:42 0016 1                  0 0 uu 01 31383032334d303035313534            
21/01/25 11:20:52 0017 1                  0 0 uu 01 31383032334d303035313432            
21/01/25 11:20:54 0018 1                  0 0 uu 01 31383032334d303035313433            
21/01/25 11:21:08 0019 1                  0 0 uu 01 31383032334d303135363632            
21/01/25 11:23:37 0020 1                  0 0 uu 01 31383032334d303034383930            
21/01/25 11:24:30 0021 1                  0 0 uu 01 31383032334d303036323832            
21/01/25 11:25:07 0022 1                  0 0 uu 01 31383032334d303036313738            
21/01/25 11:26:30 0023 1                  0 0 uu 01 3234303032334d3030393733            
21/01/25 11:26:49 0024 1                  0 0 uu 01 323030323545303033353033            
21/01/25 11:28:00 0025 1                  0 0 uu 01 31383032334d303036323734            
21/01/25 11:28:13 0026 1                  0 0 uu 01 31383032334d303036323930            
21/01/25 11:28:22 0027 1                  0 0 uu 01 31383032334d303036323839            
21/01/25 11:29:28 0028 1                  0 0 uu 01 31383032334d303135373530            
21/01/25 11:30:28 0029 1                  0 0 uu 01 31383032334d303135393538            
21/01/25 11:31:31 0030 1                  0 0 uu 01 31383032334d303135383534            
