09/01/25 04:54:46 0000 s 02027ver01 44.753175 8.811895 uu 01
09/01/25 11:12:12 0000 s 02027ver01 44.753142 8.812795 uu 01
09/01/25 11:22:01 0001 1                  0 0 uu 01 323032323036323330303237            
09/01/25 11:22:35 0002 1                  0 0 uu 01 31383032334d303132363637            
09/01/25 11:22:38 0003 1                  0 0 uu 01 3232303032334d3030363534            
09/01/25 11:22:52 0004 1                  0 0 uu 01 31383032334d303030393538            
09/01/25 11:23:41 0005 1                  0 0 uu 01 31383032334d303032353030            
09/01/25 11:24:24 0006 1                  0 0 uu 01 3233303032334d3030343130            
09/01/25 11:26:13 0007 1                  0 0 uu 01 31383032334d303035343136            
09/01/25 11:29:07 0008 1                  0 0 uu 01 3231303032334d3030343634            
09/01/25 11:29:42 0009 1                  0 0 uu 01 31383032334d303035343233            
09/01/25 11:30:15 0000 s 02027ver01 44.788007 8.788908 uu 01
09/01/25 11:30:44 0010 1                  0 0 uu 01 31383032334d303035343334            
09/01/25 11:30:45 0011 1                  0 0 uu 01 31383032334d303130373330            
09/01/25 11:32:20 0012 1                  0 0 uu 01 31383032334d303130363034            
09/01/25 11:33:31 0013 1                  0 0 uu 01 323030323545303037323338            
09/01/25 11:33:53 0014 1                  0 0 uu 01 3233303032334d3030363837            
09/01/25 11:34:53 0015 1                  0 0 uu 01 3234303032334d3031323832            
09/01/25 11:35:44 0016 1                  0 0 uu 01 31383032334d303039363734            
09/01/25 11:36:30 0017 1                  0 0 uu 01 31383032334d303035343336            
09/01/25 11:38:01 0018 1                  0 0 uu 01 31383032334d303132333033            
09/01/25 11:38:12 0019 1                  0 0 uu 01 31383032334d303132303131            
09/01/25 11:40:21 0020 1                  0 0 uu 01 31383032334d303132323931            
09/01/25 11:41:40 0021 1                  0 0 uu 01 31383032334d303132323838            
09/01/25 11:42:20 0022 1                  0 0 uu 01 31383032334d303035323438            
09/01/25 11:42:39 0023 1                  0 0 uu 01 31383032334d303035353039            
09/01/25 11:43:16 0024 1                  0 0 uu 01 3232303032334d3031333035            
09/01/25 11:44:43 0025 1                  0 0 uu 01 31383032334d303035343236            
09/01/25 11:45:54 0026 1                  0 0 uu 01 31383032334d303132323737            
09/01/25 11:47:05 0027 1                  0 0 uu 01 31383032334d303039363836            
09/01/25 11:47:07 0028 1                  0 0 uu 01 31383032334d303034383436            
09/01/25 11:47:49 0029 1                  0 0 uu 01 31383032334d303132303531            
09/01/25 11:47:57 0030 1                  0 0 uu 01 31383032334d303132303431            
09/01/25 11:48:51 0031 1                  0 0 uu 01 31383032334d303132303430            
09/01/25 11:51:58 0032 1                  0 0 uu 01 31383032334d303031303935            
09/01/25 11:52:53 0033 1                  0 0 uu 01 31383032334d303032373939            
09/01/25 11:53:08 0034 1                  0 0 uu 01 31383032334d303035333939            
09/01/25 11:53:45 0035 1                  0 0 uu 01 31383032334d303035333938            
09/01/25 11:54:14 0036 1                  0 0 uu 01 31383032334d303031303736            
09/01/25 11:54:28 0037 1                  0 0 uu 01 31383032334d303035333838            
09/01/25 11:54:32 0038 1                  0 0 uu 01 31383032334d303035353435            
09/01/25 11:55:35 0039 1                  0 0 uu 01 31383032334d303035323837            
09/01/25 11:56:22 0040 1                  0 0 uu 01 31383032334d303035353439            
09/01/25 11:56:46 0041 1                  0 0 uu 01 3231303032334d3031383738            
09/01/25 11:57:22 0042 1                  0 0 uu 01 31383032334d303132393134            
09/01/25 11:57:38 0043 1                  0 0 uu 01 31383032334d303035353432            
09/01/25 11:58:21 0044 1                  0 0 uu 01 31383032334d303035343636            
09/01/25 12:01:04 0045 1                  0 0 uu 01 31383032334d303132303932            
09/01/25 12:01:46 0046 1                  0 0 uu 01 31383032334d303132353833            
09/01/25 12:02:25 0047 1                  0 0 uu 01 3231303032334d3031363333            
09/01/25 12:03:19 0048 1                  0 0 uu 01 3233303032334d3030303732            
09/01/25 12:03:27 0049 1                  0 0 uu 01 31383032334d303132343438            
09/01/25 12:03:28 0050 1                  0 0 uu 01 31383032334d303030333439            
09/01/25 12:03:31 0051 1                  0 0 uu 01 31383032334d303132353832            
09/01/25 12:04:08 0052 1                  0 0 uu 01 31383032334d303132353139            
09/01/25 12:04:12 0053 1                  0 0 uu 01 31383032334d303136363833            
09/01/25 12:04:17 0054 1                  0 0 uu 01 31383032334d303132353137            
09/01/25 12:04:57 0055 1                  0 0 uu 01 31383032334d303035323931            
09/01/25 12:05:28 0056 1                  0 0 uu 01 31383032334d303132313533            
09/01/25 12:06:01 0057 1                  0 0 uu 01 31383032334d303039393037            
09/01/25 12:07:33 0058 1                  0 0 uu 01 313831323245303039303035            
09/01/25 12:07:33 0059 1                  0 0 uu 01 313831323245303039303035            
09/01/25 12:08:09 0060 1                  0 0 uu 01 31383032334d303132323932            
