06/01/25 03:47:08 0000 s 02542ver01 44.753020 8.812282 pp 01
06/01/25 04:14:10 0001 1                  44.679738 8.813423 pp 01 313931323050303032393239            
06/01/25 04:14:13 0002 1                  44.679737 8.813425 pp 01 313931323050303032393238            
06/01/25 04:14:27 0003 1                  44.679732 8.813427 pp 01 313931323050303032393330            
06/01/25 04:15:09 0004 1                  44.679717 8.813455 pp 01 313931323050303034323438            
06/01/25 04:21:34 0005 1                  44.661850 8.827847 pp 01 31383132304a303230363132            
06/01/25 04:23:40 0006 1                  44.656128 8.830377 pp 01 313931323050303130353439            
06/01/25 04:24:48 0007 1                  44.652755 8.830278 pp 01 3231303032334d3035383535            
06/01/25 04:30:53 0008 1                  44.633560 8.842803 pp 01 31383132304a303138353037            
06/01/25 04:36:42 0009 1                  44.615463 8.843342 pp 01 31383132304a303236373038            
06/01/25 04:36:55 0010 1                  44.615472 8.843348 pp 01 31383033304d303033323638            
06/01/25 04:43:43 0011 1                  44.617635 8.842465 pp 01 31383132304a303139393739            
06/01/25 04:44:00 0012 1                  44.617650 8.842412 pp 01 31383032334d303033363134            
06/01/25 04:44:48 0013 1                  44.617872 8.842400 pp 01 31383132304a303138373530            
06/01/25 04:44:56 0014 1                  44.617883 8.842385 pp 01 31383032334d303139323031            
06/01/25 04:48:02 0015 1                  44.618397 8.841998 pp 01 31383132304a303138373535            
06/01/25 04:48:08 0016 1                  44.618395 8.841995 pp 01 31383032334d303139313030            
06/01/25 04:48:56 0017 1                  44.618393 8.841988 pp 01 3231303033304d3032383430            
06/01/25 04:50:06 0018 1                  44.618577 8.842048 pp 01 31383032334d303033373033            
06/01/25 04:50:11 0019 1                  44.618590 8.842092 pp 01 31383032334d303033363338            
06/01/25 04:52:15 0020 1                  44.619438 8.842348 pp 01 31383132304a303139353530            
06/01/25 04:52:17 0021 1                  44.619438 8.842348 pp 01 3036142954084a5ff414fe5e            
06/01/25 04:52:27 0022 1                  44.619485 8.842355 pp 01 3036143dd42afed748d34b48            
06/01/25 04:52:53 0023 1                  44.619560 8.842270 pp 01 3230303033304d3035363139            
06/01/25 04:53:58 0024 1                  44.619808 8.842473 pp 01 3036142954084a5ff414fe5e            
06/01/25 04:54:33 0025 1                  44.620002 8.842408 pp 01 3036142954084a5ff414fe5e            
06/01/25 04:54:34 0026 1                  44.620027 8.842402 pp 01 3036142c280f299ebbd030f5            
06/01/25 04:55:08 0027 1                  44.620197 8.842293 pp 01 31383132304a303139313532            
06/01/25 04:55:38 0028 1                  44.620218 8.842395 pp 01 3036143dd42afed748d34b48            
06/01/25 04:57:15 0029 1                  44.620373 8.842563 pp 01 31383032334d303139363936            
06/01/25 04:57:32 0030 1                  44.620393 8.842583 pp 01 31383032334d303139373030            
06/01/25 04:58:11 0031 1                  44.620285 8.842632 pp 01 3036143dd42afed748d34b48            
06/01/25 04:59:09 0032 1                  0 0 pp 01 3036143dd42afed748d34b48            
06/01/25 04:59:10 0033 1                  0 0 pp 01 35383032334d303036363434            
06/01/25 04:59:39 0034 1                  44.620748 8.843552 pp 01 3036143dd42afed748d34b48            
06/01/25 05:01:53 0035 1                  44.620980 8.843298 pp 01 3036143dd42afed748d34b48            
06/01/25 05:02:01 0036 1                  44.620968 8.843272 pp 01 31383132304a303230393433            
06/01/25 05:02:05 0037 1                  44.620965 8.843260 pp 01 31383132304a303230313133            
06/01/25 05:02:46 0038 1                  44.620968 8.843168 pp 01 31383032334d303139333334            
06/01/25 05:04:16 0039 1                  44.620873 8.842903 pp 01 313932343045303030363439            
06/01/25 05:05:22 0040 1                  44.620733 8.842827 pp 01 31383132304a303139303836            
06/01/25 05:09:36 0041 1                  44.621553 8.843147 pp 01 31383132304a303230323230            
06/01/25 05:10:53 0042 1                  44.621812 8.842768 pp 01 31383032334d303033363032            
06/01/25 05:13:54 0043 1                  44.619895 8.837098 pp 01 31383132304a303139363934            
06/01/25 05:13:56 0044 1                  44.619895 8.837095 pp 01 31383132304a303139363933            
06/01/25 05:18:25 0045 1                  44.621427 8.838915 pp 01 31383132304a303230343231            
06/01/25 05:20:36 0046 1                  44.621920 8.843473 pp 01 31383132304a303230313138            
06/01/25 05:21:33 0047 1                  44.622143 8.843715 pp 01 31383032334d303139343637            
06/01/25 05:21:42 0048 1                  44.622162 8.843762 pp 01 313931323050303035393938            
06/01/25 05:25:20 0049 1                  44.624768 8.841437 pp 01 31383132304a303230363231            
06/01/25 05:27:09 0050 1                  44.624398 8.841612 pp 01 31383132304a303231313933            
06/01/25 05:28:38 0051 1                  44.624202 8.841663 pp 01 31383132304a303231313932            
06/01/25 05:29:55 0052 1                  44.623933 8.841837 pp 01 31383132304a303139313033            
