06/08/25 04:54:00 0000 s 00951ver01 44.753313 8.812208 cc 01
06/08/25 04:54:01 0000 s 00951ver01 44.753313 8.812208 cc 01
06/08/25 04:56:27 0001 1                  0 0 cc 01 323032323036323330303132            
06/08/25 05:18:54 0002 1                  44.759763 8.790605 cc 01 3231303234304a3031313830            
06/08/25 05:18:55 0003 1                  44.759763 8.790605 cc 01 3231303234304a3031313835            
06/08/25 05:18:57 0004 1                  44.759763 8.790605 cc 01 3231303234304a3031313739            
06/08/25 05:21:02 0005 1                  44.759755 8.790695 cc 01 3231303132304a3037373935            
06/08/25 05:21:04 0006 1                  44.759755 8.790695 cc 01 3234303132304a3030333939            
06/08/25 05:21:05 0007 1                  44.759755 8.790695 cc 01 3233303132304a3032313230            
06/08/25 05:21:08 0008 1                  44.759755 8.790695 cc 01 3231303132304a3037373934            
06/08/25 05:27:02 0009 1                  44.759795 8.789753 cc 01 3234303032334d3030313336            
06/08/25 05:27:40 0010 1                  44.759795 8.789753 cc 01 323030323545303038313734            
06/08/25 05:27:41 0011 1                  44.759795 8.789753 cc 01 313931323050303035333533            
06/08/25 05:27:44 0012 1                  44.759795 8.789753 cc 01 323030323545303038383437            
06/08/25 05:27:48 0013 1                  44.759795 8.789753 cc 01 3234303032334d3031313239            
06/08/25 05:29:10 0014 1                  44.759795 8.789753 cc 01 3231303132304a3037363230            
06/08/25 05:29:45 0015 1                  44.759795 8.789753 cc 01 323030323545303031323736            
06/08/25 05:29:55 0016 1                  44.759795 8.789753 cc 01 323030323545303031383137            
06/08/25 05:33:15 0017 1                  44.759795 8.789753 cc 01 323030323545303034333530            
06/08/25 05:33:52 0018 1                  44.759795 8.789753 cc 01 323030323545303039353739            
06/08/25 05:34:40 0019 1                  44.759795 8.789753 cc 01 323030323545303034333431            
06/08/25 05:34:48 0020 1                  44.759795 8.789753 cc 01 323030323545303034373231            
06/08/25 05:35:48 0021 1                  44.759795 8.789753 cc 01 323030323545303034333332            
06/08/25 05:36:32 0022 1                  44.759795 8.789753 cc 01 323031323055303030323131            
06/08/25 05:36:45 0023 1                  44.759795 8.789753 cc 01 323031323055303030323934            
06/08/25 05:36:48 0024 1                  44.759795 8.789753 cc 01 3233303033304d3030343536            
06/08/25 05:40:11 0025 1                  44.759795 8.789753 cc 01 323030323545303039333730            
06/08/25 05:40:25 0026 1                  44.759795 8.789753 cc 01 323030323545303039333837            
06/08/25 05:40:44 0027 1                  44.758901 8.787735 cc 01 323030323545303038373538            
06/08/25 05:41:50 0028 1                  44.759095 8.787655 cc 01 323030323545303034333832            
06/08/25 05:42:45 0029 1                  44.759095 8.787655 cc 01 323030323545303038373630            
06/08/25 05:42:57 0030 1                  44.759095 8.787655 cc 01 323030323545303034333934            
06/08/25 05:44:13 0031 1                  44.759095 8.787655 cc 01 323030323545303035333836            
06/08/25 05:44:32 0032 1                  44.759513 8.787235 cc 01 323030323545303030373430            
06/08/25 05:45:57 0033 1                  44.759513 8.787235 cc 01 323030323545303031323936            
06/08/25 05:46:07 0034 1                  44.759513 8.787235 cc 01 323030323545303034383230            
06/08/25 05:46:52 0035 1                  44.759513 8.787235 cc 01 323030323545303038373832            
06/08/25 05:47:48 0036 1                  44.759513 8.787235 cc 01 323030323545303035323539            
06/08/25 05:49:06 0037 1                  44.759513 8.787235 cc 01 3231303234304a3031313234            
06/08/25 05:49:24 0000 s 00951ver01 44.752945 8.812368 cc 01
06/08/25 05:49:26 0000 s 00951ver01 44.752945 8.812368 cc 01
06/08/25 05:50:40 0038 1                  44.759513 8.787235 cc 01 323030323545303031323335            
06/08/25 05:50:44 0039 1                  44.759513 8.787235 cc 01 3232303032334d3030383235            
06/08/25 05:51:37 0040 1                  44.759513 8.787235 cc 01 3231303032334d3031343437            
06/08/25 05:52:16 0041 1                  44.759513 8.787235 cc 01 323031323055303030323539            
06/08/25 05:53:10 0042 1                  44.759513 8.787235 cc 01 323032343055303030333030            
06/08/25 05:53:53 0043 1                  44.759513 8.787235 cc 01 3232303032334d3030313636            
06/08/25 05:54:59 0044 1                  44.759513 8.787235 cc 01 323030323545303038333039            
06/08/25 05:56:15 0045 1                  44.759513 8.787235 cc 01 31383033304d303033323730            
06/08/25 05:56:19 0046 1                  44.759513 8.787235 cc 01 323030323545303039353538            
06/08/25 05:56:21 0047 1                  44.759513 8.787235 cc 01 3231303032334d3031363639            
06/08/25 05:56:50 0048 1                  44.759513 8.787235 cc 01 323030323545303039353135            
06/08/25 05:57:18 0049 1                  44.759513 8.787235 cc 01 323030323545303035333337            
06/08/25 06:08:02 0050 1                  44.761055 8.784831 cc 01 323030323545303030383831            
06/08/25 06:08:04 0051 1                  44.761055 8.784831 cc 01 3231303032334d3030393538            
06/08/25 06:08:07 0052 1                  44.761055 8.784831 cc 01 323030323545303031383336            
06/08/25 06:09:41 0053 1                  44.761055 8.784831 cc 01 3234303234304a3030383230            
06/08/25 06:09:44 0054 1                  44.761055 8.784831 cc 01 30343626fc17451ecd436c06            
06/08/25 06:10:05 0055 1                  44.761055 8.784831 cc 01 3231303234304a3031323830            
06/08/25 06:15:01 0056 1                  44.762848 8.785443 cc 01 323030323545303035333831            
06/08/25 06:15:01 0057 1                  44.762848 8.785443 cc 01 323030323545303035333831            
06/08/25 06:15:10 0058 1                  44.762848 8.785443 cc 01 323030323545303035333839            
06/08/25 06:16:19 0059 1                  44.762695 8.783106 cc 01 323031323055303030323638            
06/08/25 06:18:07 0060 1                  44.761956 8.784586 cc 01 3231303132304a3037373139            
06/08/25 06:19:25 0061 1                  44.761903 8.784708 cc 01 323030323545303034353537            
06/08/25 06:20:13 0062 1                  44.763771 8.787096 cc 01 3231303132304a3037363638            
06/08/25 06:21:05 0063 1                  44.761670 8.785438 cc 01 3231303132304a3035323838            
