16/06/25 05:21:40 0000 s 02532ver01 44.753132 8.812110 uu 01
16/06/25 05:25:57 0000 s 02532ver01 44.753052 8.811860 uu 01
16/06/25 05:27:46 0001 1                  44.752910 8.812305 uu 01 30340bf8ec21e34677094004            
16/06/25 05:29:51 0002 1                  44.752875 8.812443 uu 01 30340bf8ec21e34677094004            
16/06/25 05:50:00 0003 1                  44.690373 8.817413 uu 01 3231303032334d3034343730            
16/06/25 05:50:05 0004 1                  44.690385 8.817418 uu 01 323030323545303038363733            
16/06/25 05:51:35 0005 1                  44.689885 8.816605 uu 01 31383032334d303139373837            
16/06/25 05:51:38 0006 1                  44.689885 8.816610 uu 01 3232303032334d3030313533            
16/06/25 06:00:29 0007 1                  44.688545 8.811258 uu 01 323030323545303032373636            
16/06/25 06:00:36 0008 1                  44.688553 8.811263 uu 01 3234303032334d3031323235            
16/06/25 06:00:42 0009 1                  44.688540 8.811263 uu 01 323030323545303031343339            
16/06/25 06:00:52 0010 1                  44.688528 8.811262 uu 01 323030323545303033383537            
16/06/25 06:00:54 0011 1                  44.688538 8.811262 uu 01 323030323545303033383630            
16/06/25 06:01:05 0012 1                  44.688540 8.811262 uu 01 323030323545303031323939            
16/06/25 06:01:06 0013 1                  44.688540 8.811263 uu 01 323030323545303031343432            
16/06/25 06:01:19 0014 1                  44.688552 8.811262 uu 01 3234303032334d3030393539            
16/06/25 06:01:29 0015 1                  44.688547 8.811262 uu 01 3234303032334d3030323135            
16/06/25 06:03:20 0016 1                  44.687600 8.811322 uu 01 323030323545303039333331            
16/06/25 06:03:31 0017 1                  44.687567 8.811348 uu 01 323030323545303034333930            
16/06/25 06:03:33 0018 1                  44.687563 8.811350 uu 01 323030323545303034333933            
16/06/25 06:04:11 0019 1                  44.687547 8.811405 uu 01 3234303032334d3032323138            
16/06/25 06:04:55 0020 1                  44.687165 8.811877 uu 01 323030323545303038383635            
16/06/25 06:07:11 0021 1                  44.685950 8.814240 uu 01 323030323545303038383138            
16/06/25 06:11:48 0022 1                  44.688958 8.805772 uu 01 3231303234304a3032383134            
16/06/25 06:12:02 0023 1                  44.688950 8.805742 uu 01 303acb03422e9cd9d8b638ad            
16/06/25 06:12:08 0024 1                  44.688955 8.805728 uu 01 31383132304a303230313037            
16/06/25 06:12:24 0025 1                  44.688972 8.805742 uu 01 3231303234304a3031313537            
16/06/25 06:13:49 0026 1                  44.688530 8.805525 uu 01 323031323055303030333032            
16/06/25 06:13:57 0027 1                  44.688505 8.805535 uu 01 3231303132304a3037363832            
16/06/25 06:17:39 0000 s 02532ver01 44.688145 8.805572 uu 01
16/06/25 06:18:26 0028 1                  44.687962 8.805690 uu 01 323030323545303034383635            
16/06/25 06:18:27 0029 1                  44.687967 8.805700 uu 01 323030323545303033383730            
16/06/25 06:19:14 0030 1                  44.687967 8.805907 uu 01 3231303132304a3037363239            
16/06/25 06:20:23 0031 1                  44.687872 8.806107 uu 01 323030323545303030383433            
16/06/25 06:20:25 0032 1                  44.687868 8.806108 uu 01 323030323545303030383434            
16/06/25 06:20:46 0033 1                  44.687843 8.806125 uu 01 323030323545303031353537            
16/06/25 06:21:32 0034 1                  44.687740 8.806453 uu 01 323030323545303030373730            
16/06/25 06:21:38 0035 1                  44.687753 8.806473 uu 01 323030323545303032353833            
16/06/25 06:22:38 0036 1                  44.687572 8.806778 uu 01 3234303032334d3032303331            
16/06/25 06:22:40 0037 1                  44.687572 8.806783 uu 01 323030323545303034383137            
16/06/25 06:22:57 0038 1                  44.687572 8.806780 uu 01 323030323545303034383035            
16/06/25 06:24:17 0039 1                  44.686400 8.807293 uu 01 3231303234304a3031313639            
16/06/25 06:24:26 0040 1                  44.686385 8.807312 uu 01 3231303234304a3031313638            
16/06/25 06:29:18 0041 1                  44.685732 8.806495 uu 01 323030323545303034383835            
16/06/25 06:31:28 0042 1                  44.680683 8.811493 uu 01 323030323545303037353239            
16/06/25 06:32:15 0043 1                  44.680952 8.812802 uu 01 3232303032334d3031323539            
16/06/25 06:33:34 0044 1                  44.681658 8.813543 uu 01 323030323545303031323836            
16/06/25 06:33:46 0045 1                  44.681712 8.813508 uu 01 323030323545303038343332            
16/06/25 06:36:03 0046 1                  44.682067 8.813232 uu 01 323030323545303034383539            
16/06/25 06:36:52 0047 1                  44.682120 8.813032 uu 01 3232303032334d3030323730            
16/06/25 06:37:57 0048 1                  44.682023 8.812312 uu 01 323030323545303038373632            
16/06/25 06:38:29 0049 1                  44.681997 8.812083 uu 01 323030323545303034333331            
16/06/25 06:39:18 0050 1                  44.682558 8.811983 uu 01 3231303032334d3031393635            
16/06/25 06:40:52 0051 1                  44.682615 8.812365 uu 01 3232303032334d3030373738            
16/06/25 06:42:35 0052 1                  44.682717 8.813117 uu 01 323030323545303031323738            
16/06/25 06:43:39 0053 1                  44.682660 8.813468 uu 01 3233303032334d3030323935            
16/06/25 06:43:49 0054 1                  44.682663 8.813463 uu 01 323030323545303034343136            
16/06/25 06:43:51 0055 1                  44.682665 8.813463 uu 01 323030323545303034343135            
16/06/25 06:46:01 0056 1                  44.683118 8.810822 uu 01 323030323545303031343533            
16/06/25 06:46:32 0057 1                  44.683020 8.810490 uu 01 3231303032334d3030363538            
16/06/25 06:47:05 0058 1                  44.682960 8.810265 uu 01 323030323545303032303635            
16/06/25 06:48:07 0059 1                  44.682868 8.809903 uu 01 3234303032334d3031303334            
16/06/25 06:50:54 0060 1                  44.683075 8.809597 uu 01 3233303032334d3030383439            
16/06/25 06:52:39 0061 1                  44.683063 8.811295 uu 01 31383132304a303039323235            
16/06/25 06:58:29 0062 1                  44.683623 8.811812 uu 01 323030323545303038333233            
16/06/25 06:59:44 0063 1                  44.683730 8.812240 uu 01 323030323545303035333531            
16/06/25 07:01:01 0064 1                  44.683418 8.812572 uu 01 323030323545303038353030            
16/06/25 07:01:35 0065 1                  44.683357 8.812350 uu 01 3231303032334d3030313035            
16/06/25 07:06:08 0066 1                  44.683867 8.812578 uu 01 323030323545303031313739            
16/06/25 07:07:25 0067 1                  44.684218 8.811783 uu 01 323030323545303038383736            
16/06/25 07:07:41 0068 1                  44.684205 8.811805 uu 01 323030323545303031323437            
16/06/25 07:07:43 0069 1                  44.684205 8.811805 uu 01 323030323545303031323436            
16/06/25 07:09:08 0070 1                  44.684332 8.812078 uu 01 3231303032334d3033393539            
16/06/25 07:12:05 0071 1                  44.685387 8.812323 uu 01 323030323545303038383631            
16/06/25 07:13:32 0072 1                  44.685370 8.813580 uu 01 323030323545303031343130            
16/06/25 07:13:48 0073 1                  44.685357 8.813607 uu 01 313931323050303131323531            
16/06/25 07:16:46 0074 1                  44.685232 8.811538 uu 01 3231303234304a3031313436            
16/06/25 07:16:55 0075 1                  44.685230 8.811540 uu 01 3231303032334d3032323231            
16/06/25 07:17:08 0076 1                  44.685245 8.811523 uu 01 323030323545303030373234            
16/06/25 07:20:44 0077 1                  44.685658 8.811163 uu 01 313931323050303131393939            
16/06/25 07:22:36 0078 1                  44.686360 8.812615 uu 01 323030323545303034333638            
16/06/25 07:22:43 0079 1                  44.686365 8.812623 uu 01 3231303032334d3032363630            
16/06/25 07:23:36 0080 1                  44.686120 8.811973 uu 01 323030323545303034373939            
16/06/25 07:25:06 0081 1                  44.686398 8.810352 uu 01 3231303032334d3034323736            
16/06/25 07:25:39 0082 1                  44.686630 8.810063 uu 01 323030323545303034333734            
16/06/25 07:26:08 0083 1                  44.686645 8.810033 uu 01 323030323545303031313832            
16/06/25 07:26:27 0084 1                  44.686637 8.810015 uu 01 323030323545303035323235            
16/06/25 07:26:29 0085 1                  44.686633 8.810013 uu 01 31383032334d303230383737            
16/06/25 07:31:36 0086 1                  44.691875 8.799940 uu 01 3233303032334d3030343432            
16/06/25 07:33:09 0087 1                  44.692848 8.797390 uu 01 323030323545303039303733            
16/06/25 07:33:10 0088 1                  44.692848 8.797390 uu 01 323030323545303039303139            
16/06/25 07:33:43 0089 1                  44.692953 8.797087 uu 01 323030323545303038393530            
16/06/25 07:36:36 0090 1                  44.691520 8.785603 uu 01 323031323055303030333837            
16/06/25 07:43:49 0091 1                  44.688478 8.772110 uu 01 3231303032334d3033313634            
16/06/25 07:51:21 0092 1                  44.692017 8.800010 uu 01 3234303032334d3032313932            
16/06/25 07:51:23 0093 1                  44.692012 8.800017 uu 01 3234303032334d3032303233            
16/06/25 07:54:49 0094 1                  44.695563 8.795593 uu 01 3232303032334d3031383638            
16/06/25 07:58:07 0095 1                  44.695695 8.794852 uu 01 323030323545303037353734            
16/06/25 08:07:58 0096 1                  44.695352 8.779065 uu 01 323030323545303036393135            
16/06/25 08:17:01 0097 1                  44.704600 8.764408 uu 01 323030323545303037313138            
16/06/25 08:18:06 0098 1                  44.702870 8.764797 uu 01 3234303032334d3032313734            
16/06/25 08:20:00 0099 1                  44.705477 8.764580 uu 01 323030323545303037303630            
16/06/25 08:21:15 0100 1                  44.704937 8.766477 uu 01 323030323545303037303633            
16/06/25 08:23:06 0101 1                  44.705867 8.764770 uu 01 3231303032334d3033323330            
16/06/25 08:29:32 0102 1                  44.708768 8.768502 uu 01 323030323545303034303533            
16/06/25 08:31:53 0103 1                  44.708702 8.767762 uu 01 323030323545303037303932            
16/06/25 08:31:54 0104 1                  44.708698 8.767762 uu 01 323030323545303037313236            
16/06/25 08:38:53 0105 1                  44.714345 8.769173 uu 01 323030323545303038323433            
16/06/25 08:40:12 0106 1                  44.713987 8.771590 uu 01 323030323545303034323230            
16/06/25 08:41:25 0107 1                  44.713792 8.772723 uu 01 323032343055303030323333            
16/06/25 08:43:11 0108 1                  44.713937 8.773358 uu 01 3231303032334d3033393034            
16/06/25 08:44:41 0109 1                  44.715517 8.774140 uu 01 323030323545303038333339            
16/06/25 08:45:27 0110 1                  44.715420 8.774752 uu 01 323030323545303034303536            
16/06/25 08:48:15 0111 1                  44.715675 8.771190 uu 01 31383032334d303037383631            
16/06/25 08:51:38 0112 1                  44.712477 8.773937 uu 01 323030323545303034323034            
16/06/25 08:52:51 0113 1                  44.712143 8.773805 uu 01 3234303032334d3030303234            
16/06/25 08:53:01 0114 1                  44.712130 8.773805 uu 01 3234303032334d3031313539            
16/06/25 09:13:54 0115 1                  44.704030 8.790592 uu 01 323030323545303036393432            
16/06/25 09:26:48 0116 1                  44.693277 8.797765 uu 01 323030323545303037353233            
16/06/25 09:38:36 0000 s 02532ver01 44.690872 8.823988 uu 01
16/06/25 09:40:42 0117 1                  44.690472 8.816590 uu 01 323030323545303038353934            
16/06/25 10:15:37 0118 1                  44.710987 8.815912 uu 01 323030323545303034323233            
16/06/25 10:28:24 0119 1                  44.716988 8.819705 uu 01 3234303032334d3032323437            
16/06/25 10:28:58 0120 1                  44.717103 8.820262 uu 01 3232303032334d3031393736            
16/06/25 10:34:22 0000 s 02532ver01 0 0 uu 01
16/06/25 10:34:32 0121 1                  44.715650 8.823983 uu 01 323030323545303034313033            
16/06/25 10:39:54 0000 s 02532ver01 0 0 uu 01
16/06/25 10:41:23 0122 1                  44.708123 8.828683 uu 01 3232303032334d3030323635            
16/06/25 10:41:32 0123 1                  44.708117 8.828665 uu 01 3232303032334d3030323635            
16/06/25 10:44:56 0124 1                  44.709625 8.832630 uu 01 323030323545303034313737            
16/06/25 10:45:52 0125 1                  44.709365 8.832753 uu 01 3234303032334d3031383037            
16/06/25 10:47:07 0126 1                  44.707323 8.833572 uu 01 323030323545303038333532            
16/06/25 10:58:29 0127 1                  44.721277 8.822842 uu 01 323030323545303034313135            
16/06/25 11:10:08 0000 s 02532ver01 0 0 uu 01
16/06/25 11:15:42 0000 s 02532ver01 0 0 uu 01
