23/06/25 04:56:07 0000 s 00562ver01 44.752872 8.812202 ss 01
23/06/25 05:24:46 0001 1                  0 0 ss 01 323032323036323330303034            
23/06/25 05:25:07 0002 1                  0 0 ss 01 3234303033304d3030393938            
23/06/25 05:25:15 0003 1                  0 0 ss 01 3231303033304d3034303034            
23/06/25 05:26:28 0004 1                  0 0 ss 01 3234303033304d3031383532            
23/06/25 05:26:29 0005 1                  0 0 ss 01 313931323053303133313634            
23/06/25 05:27:06 0006 1                  0 0 ss 01 3232303032334d3030323538            
23/06/25 05:27:14 0007 1                  0 0 ss 01 3234303033304d3031363030            
23/06/25 05:31:20 0008 1                  0 0 ss 01 31383033304d303035313630            
23/06/25 05:31:35 0009 1                  0 0 ss 01 31383033304d303035393838            
23/06/25 05:31:39 0010 1                  0 0 ss 01 31383032334d303037303233            
23/06/25 05:31:54 0011 1                  0 0 ss 01 313932343043303030353733            
23/06/25 05:37:22 0012 1                  0 0 ss 01 3231303033304d3034313534            
23/06/25 05:39:57 0013 1                  0 0 ss 01 3231303033304d3034333130            
23/06/25 05:42:08 0014 1                  0 0 ss 01 3231303033304d3034353431            
23/06/25 05:42:22 0015 1                  0 0 ss 01 3231303032334d3030313135            
23/06/25 05:42:27 0016 1                  0 0 ss 01 3231303132304a3038323531            
23/06/25 05:42:38 0017 1                  0 0 ss 01 3234303033304d3031363832            
23/06/25 05:42:39 0018 1                  0 0 ss 01 3231303033304d3033353732            
23/06/25 05:42:52 0019 1                  0 0 ss 01 3231303032334d3030323539            
23/06/25 05:43:08 0020 1                  0 0 ss 01 3234303032334d3030303833            
23/06/25 05:43:17 0021 1                  0 0 ss 01 3230303033304d3038393237            
23/06/25 05:43:19 0022 1                  0 0 ss 01 3231303032334d3030303830            
23/06/25 05:43:19 0023 1                  0 0 ss 01 3231303032334d3032373937            
23/06/25 05:44:22 0024 1                  0 0 ss 01 3233303033304d3030353734            
23/06/25 05:47:05 0025 1                  0 0 ss 01 3231303033304d3033393339            
23/06/25 05:47:12 0026 1                  0 0 ss 01 3234303033304d3031383039            
23/06/25 05:47:21 0027 1                  0 0 ss 01 3231303033304d3030363331            
23/06/25 05:47:37 0028 1                  0 0 ss 01 3231303033304d3033363430            
23/06/25 05:54:36 0029 1                  0 0 ss 01 3231303033304d3031333530            
23/06/25 05:54:53 0030 1                  0 0 ss 01 3231303033304d3031313430            
23/06/25 05:55:12 0031 1                  0 0 ss 01 3231303033304d3031333036            
23/06/25 05:55:31 0032 1                  0 0 ss 01 313931323043303039383639            
23/06/25 05:56:44 0033 1                  0 0 ss 01 3231303033304d3031333436            
23/06/25 06:01:40 0034 1                  0 0 ss 01 3231303033304d3033383138            
23/06/25 06:14:02 0035 1                  0 0 ss 01 3231303132304a3032313037            
23/06/25 06:14:02 0036 1                  0 0 ss 01 323130313230ca3032313037            
23/06/25 06:16:50 0037 1                  0 0 ss 01 3230303033304d3035383839            
23/06/25 06:17:35 0038 1                  0 0 ss 01 3230303033304d3034313037            
23/06/25 06:18:08 0039 1                  0 0 ss 01 3231303132304a3031373636            
23/06/25 06:20:03 0040 1                  0 0 ss 01 3231303132304a3034363234            
23/06/25 06:22:06 0041 1                  0 0 ss 01 3231303132304a3032333936            
23/06/25 06:25:10 0042 1                  0 0 ss 01 3231303132304a3031363230            
23/06/25 06:26:17 0043 1                  0 0 ss 01 3231303033304d3032323733            
23/06/25 06:29:40 0044 1                  0 0 ss 01 3232303032334d3031343731            
23/06/25 06:30:05 0045 1                  0 0 ss 01 3231303132304a3032353533            
23/06/25 06:30:48 0046 1                  0 0 ss 01 3230303033304d3034303832            
23/06/25 06:30:53 0047 1                  0 0 ss 01 3230303033304d3034353239            
23/06/25 06:33:41 0048 1                  0 0 ss 01 3234303033304d3030373732            
23/06/25 06:37:25 0049 1                  0 0 ss 01 3230303033304d3034343932            
23/06/25 06:38:26 0050 1                  0 0 ss 01 30343626ec543387152db004            
23/06/25 06:44:13 0051 1                  0 0 ss 01 3230303033304d3033383138            
23/06/25 06:45:06 0052 1                  0 0 ss 01 3234303033304d3030363836            
23/06/25 06:45:19 0053 1                  0 0 ss 01 323030323545303030373338            
23/06/25 06:45:22 0054 1                  0 0 ss 01 3234303033304d3030363735            
23/06/25 06:45:47 0055 1                  0 0 ss 01 303515bae824124800000cc6            
23/06/25 06:46:41 0056 1                  0 0 ss 01 323030323545303031303431            
23/06/25 06:46:43 0057 1                  0 0 ss 01 3231303033304d3033323633            
23/06/25 06:49:06 0058 1                  0 0 ss 01 3233303132304a3031313932            
23/06/25 06:49:17 0059 1                  0 0 ss 01 323030323545303035333730            
23/06/25 06:49:46 0060 1                  0 0 ss 01 3230303033304d3033363937            
23/06/25 06:50:31 0061 1                  0 0 ss 01 3230303033304d3034353538            
23/06/25 06:50:42 0062 1                  0 0 ss 01 3234303033304d3030363432            
23/06/25 06:50:53 0063 1                  0 0 ss 01 3231303033304d3035303630            
23/06/25 06:51:04 0064 1                  0 0 ss 01 3234303033304d3030383438            
23/06/25 06:51:22 0065 1                  0 0 ss 01 3231303033304d3033323235            
23/06/25 06:51:43 0066 1                  0 0 ss 01 3230303033304d3030373731            
23/06/25 06:54:00 0067 1                  0 0 ss 01 3232303132304a3030333439            
23/06/25 06:54:15 0068 1                  0 0 ss 01 3230303033304d3034303233            
23/06/25 06:54:32 0069 1                  0 0 ss 01 3230303033304d3034313237            
23/06/25 06:59:48 0070 1                  0 0 ss 01 3234303132304a3031383035            
23/06/25 07:02:53 0071 1                  0 0 ss 01 3231303132304a3035393430            
23/06/25 07:08:12 0072 1                  44.759871 8.790344 ss 01 3230303033304d3034353539            
23/06/25 07:10:48 0073 1                  44.759871 8.790344 ss 01 323030323545303038393031            
23/06/25 07:10:52 0074 1                  44.759871 8.790344 ss 01 323030323545303038383033            
23/06/25 07:11:32 0075 1                  44.759871 8.790344 ss 01 3230303033304d3033383332            
23/06/25 07:11:42 0076 1                  44.759871 8.790344 ss 01 323030323545303034323633            
23/06/25 07:12:07 0077 1                  44.759871 8.790344 ss 01 3230303033304d3033383335            
23/06/25 07:14:13 0078 1                  44.759871 8.790344 ss 01 3230303033304d3033373437            
23/06/25 07:14:20 0079 1                  44.759871 8.790344 ss 01 3230303033304d3033373238            
23/06/25 07:14:40 0080 1                  44.759871 8.790344 ss 01 3231303033304d3034363036            
23/06/25 07:16:01 0081 1                  44.760415 8.787083 ss 01 3230303033304d3034343433            
23/06/25 07:16:21 0082 1                  44.760728 8.787518 ss 01 323030323545303039353135            
23/06/25 07:21:49 0083 1                  44.760114 8.789945 ss 01 313931323053303038323937            
23/06/25 07:28:22 0084 1                  44.759606 8.787831 ss 01 3231303033304d3035313538            
23/06/25 07:31:01 0085 1                  44.759485 8.787224 ss 01 323030323545303034333831            
23/06/25 07:31:09 0086 1                  44.759485 8.787224 ss 01 3230303033304d3034353339            
23/06/25 07:32:49 0087 1                  44.758919 8.787232 ss 01 3230303033304d3037303033            
23/06/25 07:35:21 0088 1                  44.758919 8.787232 ss 01 3231303033304d3034383634            
23/06/25 07:37:46 0089 1                  44.758919 8.787232 ss 01 3230303033304d3036343139            
23/06/25 07:42:21 0090 1                  44.758919 8.787232 ss 01 323030323545303038393139            
23/06/25 07:42:40 0091 1                  44.758919 8.787232 ss 01 3234303132304a3032363938            
23/06/25 07:47:13 0092 1                  44.758919 8.787232 ss 01 3231313130304a3030383736            
23/06/25 07:50:58 0093 1                  44.758919 8.787232 ss 01 3230303033304d3036373536            
23/06/25 07:51:12 0094 1                  44.758919 8.787232 ss 01 3230303033304d3035303333            
23/06/25 07:52:05 0095 1                  44.758919 8.787232 ss 01 3234303132304a3031363934            
23/06/25 08:04:05 0096 1                  44.758919 8.787232 ss 01 3230303033304d3030353131            
23/06/25 08:05:54 0097 1                  44.758919 8.787232 ss 01 3235303132304a3030323735            
23/06/25 08:08:18 0098 1                  44.758919 8.787232 ss 01 3230303033304d3036393334            
23/06/25 08:21:02 0099 1                  44.758919 8.787232 ss 01 323030323545303039323332            
23/06/25 08:21:03 0100 1                  44.758919 8.787232 ss 01 323030323545303039323238            
23/06/25 08:23:14 0101 1                  44.758919 8.787232 ss 01 323030323545303039323139            
23/06/25 08:23:14 0102 1                  44.758919 8.787232 ss 01 323030323545303039323138            
23/06/25 08:23:16 0103 1                  44.758919 8.787232 ss 01 3235303132304a3030333532            
23/06/25 08:23:46 0104 1                  44.758919 8.787232 ss 01 31383132304a303031383236            
23/06/25 08:24:41 0105 1                  44.758919 8.787232 ss 01 3231303033304d3033303931            
23/06/25 08:24:42 0106 1                  44.758919 8.787232 ss 01 3231303033304d3032303633            
23/06/25 08:24:43 0107 1                  44.758919 8.787232 ss 01 323030323545303031343435            
23/06/25 08:24:44 0108 1                  44.758919 8.787232 ss 01 3232303032334d3030383339            
23/06/25 08:26:45 0109 1                  44.758919 8.787232 ss 01 3231303033304d3033363034            
23/06/25 08:26:57 0110 1                  44.758919 8.787232 ss 01 3234303033304d3030373631            
23/06/25 08:27:03 0111 1                  44.758919 8.787232 ss 01 3231303033304d3033363434            
23/06/25 08:27:12 0112 1                  44.758919 8.787232 ss 01 31383033304d303035313639            
23/06/25 08:27:51 0113 1                  44.758919 8.787232 ss 01 31383033304d303035303338            
23/06/25 08:27:54 0114 1                  44.758919 8.787232 ss 01 3231303033304d3035303232            
23/06/25 08:28:41 0115 1                  44.758919 8.787232 ss 01 323030323545303039333538            
23/06/25 08:42:57 0000 s 00562ver01 44.755887 8.799323 ss 01
