14/08/25 05:19:35 0000 s 02547ver01 44.753127 8.812502 vv 01
14/08/25 05:57:14 0001 1                  44.732105 8.770920 vv 01 3234303234304a3030323537            
14/08/25 06:01:14 0002 1                  44.731100 8.772967 vv 01 313832343045303030383636            
14/08/25 06:02:31 0003 1                  44.731247 8.772558 vv 01 3233303234304a3030333032            
14/08/25 06:03:50 0004 1                  44.731423 8.772110 vv 01 3233303234304a3030323635            
14/08/25 06:05:23 0005 1                  44.731755 8.771343 vv 01 3233303234304a3030303436            
14/08/25 06:07:38 0006 1                  44.730825 8.771747 vv 01 313832343045303030383630            
14/08/25 06:09:17 0007 1                  44.730140 8.773700 vv 01 3233303234304a3030323537            
14/08/25 06:10:31 0008 1                  44.729937 8.774278 vv 01 3233303234304a3030323636            
14/08/25 06:20:03 0009 1                  44.723622 8.772000 vv 01 3233303234304a3030333332            
14/08/25 06:21:26 0010 1                  44.723913 8.771867 vv 01 313832343045303030383837            
14/08/25 06:23:03 0011 1                  44.724135 8.771438 vv 01 3233303234304a3030313331            
14/08/25 06:35:49 0012 1                  44.734425 8.732552 vv 01 31383234304a303031303332            
14/08/25 06:37:04 0013 1                  44.734542 8.732423 vv 01 31383234304a303032353530            
14/08/25 06:39:05 0014 1                  44.736925 8.731618 vv 01 31383234304a303031343530            
14/08/25 06:40:19 0015 1                  44.737353 8.732025 vv 01 31383234304a303033323232            
14/08/25 06:42:58 0016 1                  44.737625 8.734055 vv 01 31383234304a303032373932            
14/08/25 06:44:45 0017 1                  44.736830 8.734503 vv 01 31383234304a303032373930            
14/08/25 06:47:20 0018 1                  44.736992 8.733817 vv 01 31383234304a303032373438            
14/08/25 06:54:31 0019 1                  44.738185 8.731880 vv 01 3233303234304a3030343731            
14/08/25 06:54:48 0020 1                  44.738193 8.731883 vv 01 31383234304a303032323732            
14/08/25 07:00:17 0021 1                  44.738563 8.730673 vv 01 31383234304a303032353637            
14/08/25 07:02:22 0022 1                  44.736577 8.731357 vv 01 31383234304a303031343436            
14/08/25 07:02:33 0023 1                  44.736562 8.731335 vv 01 31383234304a303031343437            
14/08/25 07:05:11 0024 1                  44.737383 8.729710 vv 01 31383234304a303032353632            
14/08/25 07:06:22 0025 1                  44.737277 8.729842 vv 01 31383234304a303032353634            
14/08/25 07:07:43 0026 1                  44.736725 8.730337 vv 01 31383234304a303031343130            
14/08/25 07:21:17 0027 1                  44.722962 8.731603 vv 01 31383234304a303032373033            
14/08/25 07:25:17 0028 1                  44.731125 8.735108 vv 01 31383234304a3030313637b4            
14/08/25 07:25:24 0029 1                  44.731128 8.735110 vv 01 31383234304a303031363734            
14/08/25 07:25:34 0030 1                  44.731138 8.735117 vv 01 31383234304a303031373130            
14/08/25 07:27:58 0031 1                  44.732598 8.734220 vv 01 31383234304a303032353434            
14/08/25 07:28:42 0032 1                  44.732573 8.734202 vv 01 31383234304a303032353433            
14/08/25 07:30:28 0033 1                  44.732725 8.733483 vv 01 31383236304a303032353038            
14/08/25 07:32:25 0034 1                  44.732775 8.732727 vv 01 31383234304a303032373532            
14/08/25 07:33:50 0035 1                  44.733158 8.732532 vv 01 31383234304a303031353737            
14/08/25 07:36:17 0036 1                  44.734282 8.731245 vv 01 31433234304a303032343936            
14/08/25 07:38:34 0037 1                  44.734358 8.731113 vv 01 323032343056303031363131            
14/08/25 07:41:32 0038 1                  44.738100 8.729063 vv 01 31383234324a303032353633            
14/08/25 07:57:48 0000 s 02547ver01 44.770748 8.735378 vv 01
14/08/25 08:45:40 0039 1                  44.782287 8.691887 vv 01 3232303234304a3030303134            
14/08/25 08:47:26 0040 1                  44.782008 8.691247 vv 01 313832343045303031303432            
14/08/25 08:50:19 0041 1                  44.781597 8.688580 vv 01 313832343045303030393539            
14/08/25 08:54:59 0042 1                  44.783260 8.683727 vv 01 313832343045303031313034            
14/08/25 08:56:31 0043 1                  44.783277 8.683553 vv 01 3233303234304a3030343639            
14/08/25 08:58:08 0044 1                  44.782997 8.682725 vv 01 3235303234304a3030383039            
14/08/25 09:00:11 0045 1                  44.783573 8.683637 vv 01 313831323045303230393837            
14/08/25 09:00:13 0046 1                  44.783570 8.683638 vv 01 313832343045303031383332            
14/08/25 09:02:13 0047 1                  44.783768 8.683460 vv 01 3231303234304a3033353839            
14/08/25 09:05:38 0048 1                  44.784238 8.684105 vv 01 313832343045303030397833            
14/08/25 09:10:37 0049 1                  44.782807 8.686523 vv 01 313832343045303030383035            
14/08/25 09:12:07 0050 1                  44.782703 8.686835 vv 01 3232303234304a3030373039            
14/08/25 09:12:29 0051 1                  44.782705 8.686838 vv 01 313832343045303030363936            
14/08/25 09:12:30 0052 1                  44.782705 8.686838 vv 01 313872343045303030363936            
14/08/25 09:15:06 0053 1                  44.784372 8.688077 vv 01 313832343045303031393736            
14/08/25 09:17:07 0054 1                  44.783667 8.688603 vv 01 313832343045303030353839            
14/08/25 09:21:29 0055 1                  44.786020 8.685498 vv 01 313932343056303030323938            
14/08/25 09:23:00 0056 1                  44.785888 8.684062 vv 01 313932343056303030333430            
14/08/25 09:25:35 0057 1                  44.784885 8.688935 vv 01 3234303234304a3030383934            
14/08/25 09:25:37 0058 1                  44.784885 8.688953 vv 01 3233303234304a3030323333            
14/08/25 09:25:51 0059 1                  44.784875 8.689020 vv 01 3234303234304a3030383932            
14/08/25 09:31:38 0060 1                  44.779870 8.693555 vv 01 313832343045303030363930            
14/08/25 09:37:59 0061 1                  44.767230 8.706640 vv 01 31383234304a303030373736            
14/08/25 09:39:26 0062 1                  44.768043 8.707345 vv 01 31383234304a303031303430            
14/08/25 09:39:34 0063 1                  44.768043 8.707352 vv 01 31383234304a303031303431            
14/08/25 09:40:52 0064 1                  44.768022 8.707850 vv 01 31383234304a303031323533            
14/08/25 09:41:07 0065 1                  44.768015 8.707902 vv 01 323032343056303030353136            
14/08/25 09:43:47 0066 1                  44.767897 8.709303 vv 01 31383234304a303031313436            
14/08/25 09:45:23 0067 1                  44.767743 8.710198 vv 01 31383234304a303030373538            
14/08/25 09:46:51 0068 1                  44.767942 8.710763 vv 01 31383234304a303031303737            
14/08/25 09:46:53 0069 1                  44.767943 8.710763 vv 01 b1383234304a303031303737            
14/08/25 09:50:44 0070 1                  44.768550 8.713940 vv 01 31383234304a303030343632            
14/08/25 09:52:12 0071 1                  44.768918 8.713618 vv 01 31383234304a303030343631            
14/08/25 10:39:08 0000 s 02547ver01 44.770742 8.735355 vv 01
