30/07/25 05:24:58 0000 s 02028ver01 44.753022 8.812303 vv 01
30/07/25 11:22:32 0001 1                  0 0 vv 01 323032323036323330303238            
30/07/25 11:25:38 0000 s 02028ver01 44.752915 8.812092 vv 01
30/07/25 11:51:57 0002 1                  0 0 vv 01 3230303234304a3030363132            
30/07/25 11:52:39 0003 1                  44.764308 8.797118 vv 01 3232303234304a3030313439            
30/07/25 11:54:39 0004 1                  44.766958 8.798023 vv 01 3231303234304a3034303837            
30/07/25 11:55:45 0005 1                  44.766986 8.798586 vv 01 3234303234304a3030313938            
30/07/25 11:56:58 0006 1                  44.766986 8.798586 vv 01 3231303234304a3031393332            
30/07/25 12:00:51 0007 1                  44.767336 8.798525 vv 01 3234303234304a3030393537            
30/07/25 12:03:44 0008 1                  44.767508 8.799506 vv 01 3232303234304a3030333531            
30/07/25 12:03:51 0009 1                  44.767508 8.799506 vv 01 3232303234304a3030333731            
30/07/25 12:08:22 0010 1                  44.771033 8.800790 vv 01 3234303234304a3030323036            
30/07/25 12:09:10 0011 1                  44.771086 8.800628 vv 01 3231303234304a3032303334            
30/07/25 12:10:02 0012 1                  44.771086 8.800628 vv 01 3231303234304a3031393435            
30/07/25 12:10:50 0013 1                  44.771305 8.801050 vv 01 3231303234304a3031373238            
30/07/25 12:13:52 0014 1                  44.768005 8.797420 vv 01 3231303234304a3033373336            
30/07/25 12:14:45 0015 1                  44.768005 8.797420 vv 01 3231303234304a3032303331            
30/07/25 12:15:34 0016 1                  44.768130 8.795725 vv 01 3231303234304a3031363032            
30/07/25 12:18:58 0017 1                  44.767450 8.796691 vv 01 3231303234304a3033353533            
30/07/25 12:21:01 0018 1                  44.766305 8.797786 vv 01 3232303234304a3030303838            
30/07/25 12:22:04 0019 1                  44.766755 8.796171 vv 01 3231303234304a3031383130            
30/07/25 12:23:01 0020 1                  44.766931 8.795648 vv 01 3232303234304a3030313534            
30/07/25 12:24:03 0021 1                  44.767076 8.794460 vv 01 3231303234304a3031343430            
30/07/25 12:25:01 0022 1                  44.766933 8.794185 vv 01 3231303234304a3031393436            
30/07/25 12:26:00 0023 1                  44.767236 8.793121 vv 01 3231303234304a3031393437            
30/07/25 12:27:29 0024 1                  44.766661 8.791023 vv 01 3231303234304a3031353930            
30/07/25 12:55:05 0025 1                  44.765513 8.799683 vv 01 3231303234304a3031343934            
30/07/25 12:57:17 0026 1                  44.766420 8.800145 vv 01 3231303234304a3031393335            
30/07/25 12:58:12 0027 1                  44.766420 8.800145 vv 01 3231303234304a3031353931            
30/07/25 12:59:34 0028 1                  44.766420 8.800145 vv 01 3231303234304a3032303039            
30/07/25 13:00:04 0029 1                  44.766420 8.800145 vv 01 3231303234304a3033313234            
30/07/25 13:06:24 0030 1                  44.770373 8.791243 vv 01 3231303234304a3033343237            
30/07/25 13:08:57 0031 1                  44.769720 8.790475 vv 01 3231303234304a3031363833            
30/07/25 13:10:29 0032 1                  44.770808 8.789803 vv 01 3232303234304a3030343332            
30/07/25 13:10:35 0033 1                  44.771266 8.791041 vv 01 3231303234304a3031343339            
30/07/25 13:12:29 0034 1                  44.771181 8.791130 vv 01 3231303234304a3031333937            
30/07/25 13:13:03 0035 1                  44.771181 8.791130 vv 01 3231303234304a3031373634            
30/07/25 13:18:01 0036 1                  44.773645 8.790780 vv 01 3231303234304a3033303634            
30/07/25 13:19:01 0037 1                  44.773521 8.791131 vv 01 3231303234304a3034303935            
30/07/25 13:20:11 0038 1                  44.773763 8.790776 vv 01 3231303234304a3033393131            
30/07/25 13:25:21 0039 1                  44.771950 8.790711 vv 01 3231303234304a3032303033            
30/07/25 13:25:35 0040 1                  44.772053 8.790661 vv 01 3231303234304a3033303434            
30/07/25 13:25:42 0041 1                  44.772053 8.790661 vv 01 3231303234304a3033353835            
30/07/25 13:27:43 0042 1                  44.771881 8.791171 vv 01 3231303234304a3031393636            
30/07/25 13:29:05 0043 1                  44.771930 8.791200 vv 01 3231303234304a3033323434            
30/07/25 13:32:52 0044 1                  44.771090 8.792668 vv 01 3231303234304a3031373030            
30/07/25 13:32:58 0045 1                  44.771086 8.792675 vv 01 3231303234304a3031363837            
30/07/25 13:33:47 0046 1                  44.770498 8.793016 vv 01 3231303234304a3031353237            
30/07/25 13:34:19 0047 1                  44.770470 8.792956 vv 01 313932343056303030313730            
30/07/25 13:34:54 0048 1                  44.770550 8.793315 vv 01 3231303234304a3031383030            
30/07/25 13:42:44 0049 1                  44.773598 8.785425 vv 01 3231303234304a3031393935            
30/07/25 13:43:48 0050 1                  44.772820 8.787341 vv 01 3232303234304a3030363836            
30/07/25 13:44:28 0051 1                  44.772550 8.788820 vv 01 3231303234304a3033333835            
30/07/25 14:47:46 0052 1                  44.764213 8.772326 vv 01 3230303234304a3030383136            
30/07/25 14:48:23 0053 1                  44.764400 8.772741 vv 01 3232303234304a3030363735            
30/07/25 14:48:23 0054 1                  44.764400 8.772741 vv 01 3232303234304a3030363735            
30/07/25 14:48:50 0055 1                  44.764396 8.772761 vv 01 3230303234304a3030333732            
30/07/25 14:49:11 0056 1                  44.764351 8.772806 vv 01 3230303234304a3030363835            
30/07/25 14:51:31 0057 1                  44.764161 8.774750 vv 01 3230303234304a3030363332            
30/07/25 14:53:13 0058 1                  44.762336 8.772200 vv 01 323032343056303030393532            
30/07/25 14:54:25 0059 1                  44.762583 8.773555 vv 01 323032343056303030393737            
30/07/25 14:58:03 0060 1                  44.762673 8.775621 vv 01 3234303234304a3030393738            
30/07/25 14:58:51 0061 1                  44.762793 8.775998 vv 01 3230303234304a3030323431            
