31/07/25 05:03:50 0000 s 00901ver01 44.752952 8.811937 ss 01
31/07/25 05:03:54 0000 s 00901ver01 44.752952 8.811937 ss 01
31/07/25 05:26:12 0001 1                  0 0 ss 01 31383033304d303035393932            
31/07/25 05:26:12 0002 1                  0 0 ss 01 3231303033304d3032363837            
31/07/25 05:26:12 0003 1                  0 0 ss 01 3230303033304d3030383631            
31/07/25 05:26:12 0004 1                  0 0 ss 01 3232303032334d3031343236            
31/07/25 05:26:12 0005 1                  0 0 ss 01 3230303033304d3030383330            
31/07/25 05:26:12 0006 1                  0 0 ss 01 3230303033304d3030373636            
31/07/25 05:26:12 0007 1                  0 0 ss 01 3231303033304d3035303934            
31/07/25 05:26:12 0008 1                  0 0 ss 01 323032323036323330303133            
31/07/25 05:32:30 0009 1                  0 0 ss 01 3231303033304d3030363334            
31/07/25 05:32:37 0010 1                  0 0 ss 01 3231303033304d3034353632            
31/07/25 05:32:42 0011 1                  0 0 ss 01 3231303033304d3033373433            
31/07/25 05:35:49 0012 1                  0 0 ss 01 3231303032334d3035343036            
31/07/25 05:35:59 0013 1                  0 0 ss 01 3234303033304d3031383039            
31/07/25 05:36:05 0014 1                  0 0 ss 01 3231303033304d3033313436            
31/07/25 05:42:59 0015 1                  0 0 ss 01 3235303033304d3030313336            
31/07/25 05:48:34 0016 1                  0 0 ss 01 3231303033304d3034383437            
31/07/25 05:49:23 0017 1                  0 0 ss 01 3233303132304a3030303039            
31/07/25 05:52:08 0018 1                  0 0 ss 01 3230303033304d3036303931            
31/07/25 05:53:57 0019 1                  0 0 ss 01 3234303234304a3030333334            
31/07/25 05:54:30 0020 1                  0 0 ss 01 3231303234304a3032313038            
31/07/25 05:56:44 0021 1                  0 0 ss 01 3231303132304a3035393430            
31/07/25 05:59:26 0022 1                  44.759524 8.790580 ss 01 31383033304d303031303934            
31/07/25 06:09:07 0023 1                  44.760404 8.789613 ss 01 3231313130304a3030393935            
31/07/25 06:12:02 0024 1                  44.760418 8.789559 ss 01 3231303033304d3030333438            
31/07/25 06:13:54 0025 1                  44.760418 8.789559 ss 01 3230303033304d3034343932            
31/07/25 06:14:43 0026 1                  44.760418 8.789559 ss 01 3230303033304d3034343931            
31/07/25 06:16:41 0027 1                  44.761368 8.787922 ss 01 3230303033304d3033383033            
31/07/25 06:20:01 0028 1                  44.761303 8.786950 ss 01 3231303132304a3030363238            
31/07/25 06:22:18 0029 1                  44.761686 8.786413 ss 01 3231303132304a3030343736            
31/07/25 06:22:36 0030 1                  44.761262 8.786625 ss 01 3231303136304a3034373032            
31/07/25 06:25:13 0031 1                  44.761791 8.786358 ss 01 3231303033304d3033323633            
31/07/25 06:27:48 0032 1                  44.760955 8.786400 ss 01 3235303132304a3030303032            
31/07/25 06:27:50 0033 1                  44.760959 8.786411 ss 01 3233303132304a3031313932            
31/07/25 06:29:01 0034 1                  44.760932 8.786347 ss 01 3230303033304d3034353538            
31/07/25 06:29:15 0035 1                  44.760932 8.786347 ss 01 3230303033304d3034363839            
31/07/25 06:31:27 0036 1                  44.761410 8.787222 ss 01 313932343053303030343438            
31/07/25 06:36:09 0037 1                  44.760048 8.790196 ss 01 3231303132304a3031383738            
31/07/25 06:39:39 0038 1                  44.760568 8.788557 ss 01 3230303033304d3033383332            
31/07/25 06:40:36 0039 1                  44.760205 8.787971 ss 01 303ac8e9c08b059c9c4d5d96            
31/07/25 06:40:37 0040 1                  44.760178 8.787897 ss 01 30396061c0706b00000985e4            
31/07/25 06:41:33 0041 1                  44.760172 8.788462 ss 01 3231303234304a3032363534            
31/07/25 06:43:01 0042 1                  44.760233 8.788392 ss 01 3230303033304d3037303336            
31/07/25 06:43:16 0043 1                  44.760233 8.788392 ss 01 3230303033304d3033383338            
31/07/25 06:47:39 0044 1                  44.760203 8.790741 ss 01 3230303033304d3036313637            
31/07/25 06:49:38 0045 1                  44.759810 8.788980 ss 01 3231303033304d3033333133            
31/07/25 06:49:38 0046 1                  44.759810 8.788980 ss 01 313931323053303038323937            
31/07/25 06:55:14 0047 1                  44.759102 8.789973 ss 01 3230303033304d3033393232            
31/07/25 06:56:24 0048 1                  44.758984 8.790029 ss 01 3234303033304d3030363433            
31/07/25 06:58:30 0049 1                  44.758649 8.789613 ss 01 3230303033304d3033383135            
31/07/25 07:05:46 0050 1                  44.759722 8.788551 ss 01 3231303033304d3034303231            
31/07/25 07:09:33 0051 1                  44.759600 8.788160 ss 01 3234303033304d3030393631            
31/07/25 07:13:06 0052 1                  44.759600 8.788160 ss 01 3230303033304d3033393839            
31/07/25 07:16:02 0053 1                  44.758945 8.788264 ss 01 3231303132304a3032353230            
31/07/25 07:21:56 0054 1                  44.758655 8.785261 ss 01 313931313030533030323539            
31/07/25 07:24:19 0055 1                  44.758308 8.784788 ss 01 3230303033304d3033363832            
31/07/25 07:25:26 0056 1                  44.758308 8.784788 ss 01 3230303033304d3036303838            
31/07/25 07:27:07 0057 1                  44.758591 8.784709 ss 01 3234303132304a3032333231            
31/07/25 07:31:35 0058 1                  44.758409 8.785321 ss 01 3231303033304d3033383633            
31/07/25 07:39:06 0059 1                  44.758438 8.788726 ss 01 323031323055303030323935            
31/07/25 07:41:12 0060 1                  44.757947 8.790198 ss 01 313932343050303030353036            
31/07/25 07:41:23 0061 1                  44.757947 8.790198 ss 01 3231313130304a3030383736            
31/07/25 07:45:43 0000 s 00901ver01 44.758305 8.788433 ss 01
31/07/25 07:45:49 0000 s 00901ver01 44.758213 8.788380 ss 01
31/07/25 07:51:50 0062 1                  44.758767 8.788954 ss 01 3230303033304d3034393238            
31/07/25 07:53:00 0063 1                  44.758917 8.788770 ss 01 3230303033304d3034323338            
31/07/25 07:55:49 0064 1                  44.759013 8.788980 ss 01 3230303033304d3033383731            
31/07/25 07:56:39 0065 1                  44.759013 8.788980 ss 01 3235303132304a3030323735            
31/07/25 08:05:59 0066 1                  44.759013 8.788980 ss 01 3230303033304d3036323733            
31/07/25 08:06:34 0067 1                  44.759013 8.788980 ss 01 3234303132304a3031363934            
31/07/25 08:13:51 0068 1                  44.759633 8.787234 ss 01 3230303033304d3033373739            
31/07/25 08:14:03 0069 1                  44.759717 8.787445 ss 01 3230303033304d3036373536            
31/07/25 08:53:08 0000 s 00901ver01 44.760212 8.802485 ss 01
31/07/25 09:43:18 0070 1                  44.760579 8.787590 ss 01 3231303132304a3032343335            
31/07/25 09:44:56 0071 1                  44.760622 8.787544 ss 01 313931323043303037383233            
31/07/25 10:40:39 0000 s 00901ver01 44.752960 8.812138 ss 01
31/07/25 10:48:47 0000 s 00901ver01 44.753060 8.812400 ss 01
31/07/25 10:50:56 0000 s 00901ver01 44.753060 8.812400 ss 01
