28/07/25 04:45:06 0000 s 02533ver01 44.753320 8.812160 uu 01
28/07/25 04:59:44 0000 s 02533ver01 44.752985 8.811883 uu 01
28/07/25 05:01:27 0000 s 02533ver01 44.752800 8.812490 uu 01
28/07/25 05:20:31 0001 1                  44.702743 8.844385 uu 01 323030323545303031393930            
28/07/25 05:24:06 0002 1                  44.696800 8.844757 uu 01 3234303032334d3030333234            
28/07/25 05:25:24 0003 1                  44.697258 8.844463 uu 01 3232303032334d3030373039            
28/07/25 05:25:55 0004 1                  44.697148 8.844298 uu 01 323030323545303037353237            
28/07/25 05:25:56 0005 1                  44.697147 8.844298 uu 01 323030323545303034303336            
28/07/25 05:26:50 0006 1                  44.696918 8.843855 uu 01 323030323545303034313935            
28/07/25 05:27:00 0007 1                  44.696900 8.843845 uu 01 3234303032334d3031313735            
28/07/25 05:29:00 0008 1                  44.696403 8.841967 uu 01 323030323545303033393933            
28/07/25 05:29:52 0009 1                  44.695410 8.840365 uu 01 3231303032334d3035363238            
28/07/25 05:30:42 0010 1                  44.695050 8.839273 uu 01 313931323050303035343533            
28/07/25 05:30:46 0011 1                  44.695040 8.839257 uu 01 3232303032334d3031383734            
28/07/25 05:30:53 0012 1                  44.695030 8.839238 uu 01 3233303032334d3030343138            
28/07/25 05:30:54 0013 1                  44.695028 8.839235 uu 01 313931323050303132313739            
28/07/25 05:31:47 0014 1                  44.695268 8.838917 uu 01 313931323050303132383938            
28/07/25 05:31:53 0015 1                  44.695268 8.838918 uu 01 323030323545303037363637            
28/07/25 05:32:03 0016 1                  44.695275 8.838925 uu 01 323030323545303034363331            
28/07/25 05:32:47 0017 1                  44.695620 8.839003 uu 01 323030323545303037363635            
28/07/25 05:32:49 0018 1                  44.695622 8.839007 uu 01 323030323545303038373331            
28/07/25 05:33:24 0019 1                  44.695608 8.838655 uu 01 3232303032334d3031313230            
28/07/25 05:34:00 0020 1                  44.695253 8.838558 uu 01 323030323545303037363839            
28/07/25 05:34:01 0021 1                  44.695253 8.838563 uu 01 3235303032334d3030353733            
28/07/25 05:34:13 0022 1                  44.695238 8.838575 uu 01 3233303032334d3030313335            
28/07/25 05:34:46 0023 1                  44.694933 8.838428 uu 01 323030323545303034343132            
28/07/25 05:34:55 0024 1                  44.694925 8.838418 uu 01 323030323545303034373537            
28/07/25 05:35:35 0025 1                  44.694187 8.838447 uu 01 323030323545303034343632            
28/07/25 05:35:36 0026 1                  44.694187 8.838448 uu 01 3231303132304a3031363733            
28/07/25 05:35:41 0027 1                  44.694190 8.838450 uu 01 323030323545303036383237            
28/07/25 05:35:51 0028 1                  44.694195 8.838448 uu 01 323030323545303039323436            
28/07/25 05:35:59 0029 1                  44.694198 8.838448 uu 01 323030323545303038323432            
28/07/25 05:37:26 0030 1                  44.695695 8.839162 uu 01 323030323545303037363635            
28/07/25 05:37:54 0031 1                  44.695713 8.839173 uu 01 323030323545303038373331            
28/07/25 05:38:24 0032 1                  44.695880 8.839227 uu 01 3231303032334d3031313530            
28/07/25 05:38:58 0033 1                  44.696115 8.838753 uu 01 323030323545303037313332            
28/07/25 05:40:20 0034 1                  44.698575 8.838015 uu 01 323030323545303039323135            
28/07/25 05:41:00 0035 1                  44.698915 8.838085 uu 01 323030323545303037323039            
28/07/25 05:42:30 0036 1                  44.700877 8.836555 uu 01 323030323545303038373330            
28/07/25 05:44:22 0038 1                  44.699707 8.838397 uu 01 3234303032334d3031383935            
28/07/25 05:44:30 0039 1                  44.699728 8.838390 uu 01 323030323545303031383035            
28/07/25 05:46:10 0040 1                  44.696613 8.837402 uu 01 3232303032334d3031383039            
28/07/25 05:47:01 0041 1                  44.695742 8.835498 uu 01 323030323545303039303630            
28/07/25 05:47:07 0042 1                  44.695743 8.835502 uu 01 313931323050303131363137            
28/07/25 05:49:42 0043 1                  44.697380 8.829810 uu 01 323030323545303031343132            
28/07/25 05:55:30 0044 1                  44.695987 8.825710 uu 01 323030323545303039303037            
28/07/25 06:01:03 0045 1                  44.694362 8.839975 uu 01 313931323050303132323236            
28/07/25 06:01:06 0046 1                  44.694360 8.839977 uu 01 3233303234304a3031303735            
28/07/25 06:01:09 0047 1                  44.694355 8.839978 uu 01 3234303032334d3030333336            
28/07/25 06:01:15 0048 1                  44.694350 8.839980 uu 01 3233313130304a3030323432            
28/07/25 06:01:22 0049 1                  44.694347 8.839982 uu 01 3231303234304a3034353430            
28/07/25 06:01:52 0050 1                  44.694323 8.839998 uu 01 313931323050303034333539            
28/07/25 06:03:04 0051 1                  44.694467 8.839307 uu 01 323030323545303034303337            
28/07/25 06:03:53 0052 1                  44.693863 8.838613 uu 01 3234303032334d3031383733            
28/07/25 06:03:56 0053 1                  44.693865 8.838613 uu 01 313931323050303132313731            
28/07/25 06:05:18 0054 1                  44.691580 8.840842 uu 01 323030323545303034363135            
28/07/25 06:05:59 0055 1                  44.691288 8.841932 uu 01 3234303032334d3031313432            
28/07/25 06:12:45 0056 1                  44.686442 8.845983 uu 01 3234303032334d3032313737            
28/07/25 06:13:54 0057 1                  44.686008 8.845958 uu 01 3234303032334d3031323631            
28/07/25 06:16:07 0058 1                  44.686733 8.844995 uu 01 323030323545303037363933            
28/07/25 06:16:10 0059 1                  44.686740 8.844983 uu 01 313931323050303131393231            
28/07/25 06:19:07 0060 1                  44.686218 8.850695 uu 01 3231303032334d3033363637            
28/07/25 06:19:18 0061 1                  44.686233 8.850742 uu 01 3234303032334d3030333037            
28/07/25 06:20:56 0062 1                  44.685647 8.851023 uu 01 313931323050303032303231            
28/07/25 06:20:57 0063 1                  44.685650 8.851023 uu 01 323030323545303033393135            
28/07/25 06:21:13 0064 1                  44.685658 8.851033 uu 01 323030323545303039303034            
28/07/25 06:21:22 0065 1                  44.685662 8.851038 uu 01 323030323545303039313038            
28/07/25 06:24:55 0066 1                  44.684125 8.844900 uu 01 3233303032334d3030333531            
28/07/25 06:39:34 0067 1                  44.676518 8.855762 uu 01 3034f848bc488c4ab41dbb6c            
28/07/25 06:39:46 0068 1                  44.676523 8.855770 uu 01 3234303032334d3031333133            
28/07/25 06:39:48 0069 1                  44.676523 8.855772 uu 01 323030323545303032353832            
28/07/25 06:40:41 0070 1                  44.676593 8.856130 uu 01 323030323545303039303131            
28/07/25 06:43:11 0071 1                  44.676083 8.855970 uu 01 323030323545303030393131            
28/07/25 06:44:33 0000 s 02533ver01 0 0 uu 01
28/07/25 06:45:09 0072 1                  44.676605 8.858622 uu 01 3234303032334d3031313231            
28/07/25 06:46:09 0073 1                  44.676558 8.859957 uu 01 3231303132304a3037373931            
28/07/25 06:48:23 0074 1                  44.674535 8.866615 uu 01 3234303032334d3031373839            
28/07/25 06:50:06 0000 s 02533ver01 0 0 uu 01
28/07/25 06:51:25 0075 1                  44.671632 8.868202 uu 01 323030323545303031343934            
28/07/25 06:52:44 0076 1                  44.672242 8.867598 uu 01 313931323050303131393332            
28/07/25 06:56:32 0077 1                  44.678488 8.868123 uu 01 313931323050303131393232            
28/07/25 06:56:33 0078 1                  44.678493 8.868125 uu 01 323030323545303034303639            
28/07/25 06:56:41 0079 1                  44.678503 8.868122 uu 01 3139313a3050303131393232            
28/07/25 06:58:38 0080 1                  44.682358 8.867750 uu 01 323030323545303031323430            
28/07/25 07:07:24 0081 1                  44.692533 8.837968 uu 01 313931323050303037343937            
28/07/25 07:07:27 0082 1                  44.692532 8.837970 uu 01 323030323545303033393536            
28/07/25 07:10:03 0083 1                  44.692862 8.836107 uu 01 323030323545303039303832            
28/07/25 07:10:48 0085 1                  44.692792 8.835777 uu 01 3233303032334d3030393333            
28/07/25 07:11:24 0086 1                  44.692770 8.835598 uu 01 323030323545303037353538            
28/07/25 07:11:29 0087 1                  44.692775 8.835602 uu 01 31383032334db03135363335            
28/07/25 07:12:22 0088 1                  44.692670 8.834442 uu 01 313931323050303037333539            
28/07/25 07:12:23 0089 1                  44.692670 8.834442 uu 01 313931323050303037303838            
28/07/25 07:12:26 0090 1                  44.692670 8.834443 uu 01 323030323545303038363838            
28/07/25 07:12:28 0091 1                  44.692672 8.834443 uu 01 323030323545303034363336            
28/07/25 07:12:39 0092 1                  44.692675 8.834448 uu 01 323030323545303038363832            
28/07/25 07:12:42 0093 1                  44.692673 8.834448 uu 01 323030323545303038363831            
28/07/25 07:14:17 0094 1                  44.691718 8.836453 uu 01 3234303032334d3031313232            
28/07/25 07:15:09 0095 1                  44.691738 8.837102 uu 01 3234303032334d3030323631            
28/07/25 07:15:20 0096 1                  44.691740 8.837117 uu 01 323030323545303039303532            
28/07/25 07:16:05 0097 1                  44.691598 8.837267 uu 01 3233303032334d3031303830            
28/07/25 07:17:01 0098 1                  44.691057 8.836430 uu 01 323030323545303031383036            
28/07/25 07:18:16 0099 1                  44.690652 8.836287 uu 01 323030323545303038393931            
28/07/25 07:20:10 0100 1                  44.690092 8.838405 uu 01 323030323545303038353936            
28/07/25 07:21:20 0101 1                  44.690932 8.838235 uu 01 323030323545303031313930            
28/07/25 07:21:35 0102 1                  44.690960 8.838222 uu 01 3233303032334d3030373431            
28/07/25 07:21:38 0103 1                  44.690960 8.838223 uu 01 313931323050303132353635            
28/07/25 07:23:47 0104 1                  44.689835 8.837545 uu 01 323030323545303037303133            
28/07/25 07:25:16 0105 1                  44.689978 8.837435 uu 01 313931323050303131343339            
28/07/25 07:25:18 0106 1                  44.689977 8.837435 uu 01 3232303032334d3030343438            
28/07/25 07:25:31 0107 1                  44.689965 8.837435 uu 01 323030323545303039313135            
28/07/25 07:25:45 0108 1                  44.689968 8.837433 uu 01 3234303032334d3031373134            
28/07/25 07:25:50 0109 1                  44.689970 8.837433 uu 01 323030323545303036393731            
28/07/25 07:28:56 0110 1                  44.692513 8.833563 uu 01 3234303032334d3031333538            
28/07/25 07:30:02 0111 1                  44.692507 8.832480 uu 01 323030323545303031313338            
28/07/25 07:30:03 0112 1                  44.692510 8.832477 uu 01 3234303032334d3030383635            
28/07/25 07:30:06 0113 1                  44.692512 8.832470 uu 01 323030323545303035323934            
28/07/25 07:30:07 0114 1                  44.692512 8.832470 uu 01 323030323545303035333030            
28/07/25 07:30:12 0115 1                  44.692518 8.832463 uu 01 323030323545303035323234            
28/07/25 07:30:21 0116 1                  44.692523 8.832450 uu 01 323030323545303035323933            
28/07/25 07:34:13 0117 1                  44.689885 8.833762 uu 01 3231303032334d3034393531            
28/07/25 07:35:00 0118 1                  44.690190 8.834380 uu 01 313931323050303132383330            
28/07/25 07:35:02 0119 1                  44.690197 8.834383 uu 01 323030323545303034303335            
28/07/25 07:35:51 0120 1                  44.690305 8.834687 uu 01 323030323545303034303334            
28/07/25 07:37:16 0121 1                  44.690515 8.833700 uu 01 3231303032334d3033373036            
28/07/25 07:41:25 0122 1                  44.691378 8.827578 uu 01 323030323545303037393537            
28/07/25 07:42:12 0123 1                  44.690868 8.827787 uu 01 313931323050303032373230            
28/07/25 07:42:13 0124 1                  44.690868 8.827787 uu 01 323030323545303032303239            
28/07/25 07:42:14 0125 1                  44.690868 8.827787 uu 01 323030323545303031333837            
28/07/25 07:43:51 0126 1                  44.690543 8.827892 uu 01 323030323545303030313735            
28/07/25 07:43:54 0127 1                  44.690543 8.827885 uu 01 323030323545303030313736            
28/07/25 07:44:04 0128 1                  44.690545 8.827877 uu 01 313931323050303037333633            
28/07/25 07:44:39 0129 1                  44.690552 8.827867 uu 01 323030323545303030313632            
28/07/25 07:46:26 0130 1                  44.689930 8.825055 uu 01 323030323545303038313634            
28/07/25 07:47:44 0131 1                  44.687193 8.828093 uu 01 3234303032334d3031353031            
28/07/25 07:48:28 0132 1                  44.686428 8.828737 uu 01 323030323545303037363838            
28/07/25 07:48:35 0133 1                  44.686432 8.828740 uu 01 323030323545303037373331            
28/07/25 07:50:20 0134 1                  44.685308 8.829587 uu 01 323030323545303037373330            
28/07/25 07:52:20 0135 1                  44.682925 8.828917 uu 01 313931323050303132363739            
28/07/25 07:52:21 0136 1                  44.682925 8.828917 uu 01 323030323545303038353632            
28/07/25 07:52:23 0137 1                  44.682922 8.828920 uu 01 323030323545303038353633            
28/07/25 07:54:04 0138 1                  44.683363 8.833023 uu 01 3234303032334d3032333131            
28/07/25 07:54:54 0139 1                  44.682570 8.833740 uu 01 3231303032334d3033363932            
28/07/25 07:55:25 0140 1                  44.682315 8.833457 uu 01 323030323545303037383036            
28/07/25 07:55:32 0141 1                  44.682308 8.833430 uu 01 313931323050303037303837            
28/07/25 07:55:36 0142 1                  44.682307 8.833418 uu 01 323030323545303034363337            
28/07/25 07:56:27 0143 1                  44.682088 8.833195 uu 01 323030323545303037373932            
28/07/25 07:57:54 0144 1                  44.680458 8.832068 uu 01 313931323050303036363034            
28/07/25 07:57:56 0145 1                  44.680457 8.832062 uu 01 323030323545303037373532            
28/07/25 08:00:10 0146 1                  44.682000 8.832960 uu 01 3233303032334d3031303531            
28/07/25 08:01:20 0147 1                  44.681275 8.832215 uu 01 313931323050303131313331            
28/07/25 08:02:07 0148 1                  44.681245 8.832160 uu 01 323030323545303037373730            
28/07/25 08:03:08 0149 1                  44.680983 8.831928 uu 01 3231303032334d3031363632            
28/07/25 08:05:02 0150 1                  44.682252 8.834367 uu 01 3231303032334d3032343530            
28/07/25 08:06:04 0151 1                  44.680778 8.836277 uu 01 3234303032334d3030383634            
28/07/25 08:25:03 0000 s 02533ver01 44.690897 8.823743 uu 01
