03/02/25 04:48:07 0000 s 02029ver01 44.753005 8.812327 pp 01
03/02/25 05:18:50 0001 1                  0 0 pp 01 323032323036323330303236            
03/02/25 05:20:15 0002 1                  0 0 pp 01 31383132304a303138383533            
03/02/25 05:22:23 0003 1                  0 0 pp 01 31383132304a303138383537            
03/02/25 05:23:59 0004 1                  0 0 pp 01 3233303032334d3030333034            
03/02/25 05:24:12 0005 1                  0 0 pp 01 31383132304a30323030303e            
03/02/25 05:24:40 0006 1                  0 0 pp 01 313931323050303037393332            
03/02/25 05:25:31 0007 1                  0 0 pp 01 31383132304a303139343234            
03/02/25 05:34:21 0008 1                  0 0 pp 01 31383132304a303138383630            
03/02/25 05:35:26 0009 1                  0 0 pp 01 31383132304a303139383230            
03/02/25 05:36:30 0010 1                  0 0 pp 01 313931323050303035343439            
03/02/25 05:37:46 0011 1                  0 0 pp 01 31383132304a303230343430            
03/02/25 05:39:49 0012 1                  0 0 pp 01 31383132304a303230393339            
03/02/25 05:41:01 0013 1                  0 0 pp 01 31383032334d303133303134            
03/02/25 05:41:03 0014 1                  0 0 pp 01 313931323050303033373838            
03/02/25 05:46:38 0015 1                  0 0 pp 01 31383132304a303231303330            
03/02/25 05:54:44 0016 1                  0 0 pp 01 31383132304a303138393537            
03/02/25 05:55:52 0017 1                  0 0 pp 01 313931323050303030363537            
03/02/25 05:57:04 0018 1                  0 0 pp 01 313931323050303033383234            
03/02/25 05:57:11 0019 1                  0 0 pp 01 31383132304a303139373335            
03/02/25 05:58:14 0020 1                  0 0 pp 01 31383132304a303231393432            
03/02/25 05:58:23 0021 1                  0 0 pp 01 31383132304a303138353630            
03/02/25 05:59:10 0022 1                  0 0 pp 01 31383032334d303130313230            
03/02/25 06:00:16 0023 1                  0 0 pp 01 31383132304a303138353539            
03/02/25 06:03:14 0024 1                  0 0 pp 01 31383132304a303231353931            
03/02/25 06:06:33 0025 1                  0 0 pp 01 313932343045303030373036            
03/02/25 06:09:13 0026 1                  0 0 pp 01 31383132304a303236373039            
03/02/25 06:10:16 0027 1                  0 0 pp 01 31383132304a303139383332            
03/02/25 06:11:25 0028 1                  0 0 pp 01 313931323050303039313537            
03/02/25 06:12:22 0029 1                  0 0 pp 01 313931323050303036343231            
03/02/25 06:13:16 0030 1                  0 0 pp 01 3231303234304a3032313538            
03/02/25 06:14:30 0031 1                  0 0 pp 01 31383132304a303139393339            
03/02/25 06:15:22 0032 1                  0 0 pp 01 31383033304d303036303239            
03/02/25 06:16:22 0033 1                  0 0 pp 01 313931323050303031363030            
03/02/25 06:20:00 0034 1                  0 0 pp 01 31383132304a303234353635            
03/02/25 06:21:05 0035 1                  0 0 pp 01 31383132304a303231343938            
03/02/25 06:21:58 0036 1                  0 0 pp 01 31383132304a303138353038            
03/02/25 06:29:13 0037 1                  44.668989 8.757188 pp 01 313931323050303131343833            
03/02/25 06:29:46 0038 1                  44.669028 8.757077 pp 01 31383132304a303234353634            
03/02/25 06:31:48 0039 1                  44.669274 8.754843 pp 01 31383132304a303230303238            
03/02/25 06:35:35 0040 1                  44.668735 8.757794 pp 01 31383032334d303133303634            
03/02/25 06:47:24 0041 1                  44.672394 8.773572 pp 01 31383132304a303230383431            
03/02/25 06:47:26 0042 1                  44.672391 8.773535 pp 01 31383132304a303230383433            
03/02/25 06:48:20 0043 1                  44.672518 8.773435 pp 01 31383132304a303139323837            
03/02/25 06:51:16 0044 1                  44.672848 8.777274 pp 01 3035faa3082ed9c000000200            
03/02/25 06:53:58 0045 1                  44.670876 8.782655 pp 01 31383132304a303230343439            
03/02/25 07:01:15 0046 1                  44.672472 8.785931 pp 01 313931323050303037393934            
03/02/25 07:03:42 0047 1                  44.674952 8.786918 pp 01 3234303132304a3033313435            
03/02/25 07:14:47 0048 1                  44.677590 8.789124 pp 01 3230303033304d3033323835            
03/02/25 07:15:00 0049 1                  44.677506 8.789211 pp 01 31383033304d303036313035            
03/02/25 07:17:26 0050 1                  44.678573 8.791839 pp 01 313931323050303131393434            
03/02/25 07:18:50 0051 1                  44.678387 8.792518 pp 01 3231303234304a3032303735            
03/02/25 07:20:52 0052 1                  44.679916 8.792127 pp 01 3230303033304d3033313239            
03/02/25 07:21:00 0053 1                  44.679939 8.792315 pp 01 3230303033304d3033313330            
03/02/25 07:21:46 0054 1                  44.679944 8.792322 pp 01 3230303033304d3035353130            
03/02/25 07:50:31 0055 1                  44.674085 8.809006 pp 01 313931323050303131303732            
03/02/25 07:55:07 0056 1                  44.674085 8.809006 pp 01 313931323050303037353430            
03/02/25 08:00:36 0057 1                  44.674085 8.809006 pp 01 313931323050303131383539            
03/02/25 08:02:04 0058 1                  44.674085 8.809006 pp 01 313931323050303131383638            
03/02/25 08:04:05 0059 1                  44.674085 8.809006 pp 01 3234303033304d3030333136            
03/02/25 08:06:12 0060 1                  44.674085 8.809006 pp 01 313931323050303039393937            
03/02/25 08:15:52 0061 1                  44.674085 8.809006 pp 01 313931323050303131303739            
03/02/25 08:23:03 0062 1                  44.674085 8.809006 pp 01 313931323050303131393435            
03/02/25 08:26:29 0063 1                  44.674085 8.809006 pp 01 323030323545303038333439            
03/02/25 08:26:39 0064 1                  44.674085 8.809006 pp 01 313931323050303131393436            
03/02/25 08:30:46 0065 1                  44.674085 8.809006 pp 01 313931323050303034303030            
03/02/25 08:38:10 0066 1                  44.674085 8.809006 pp 01 31383132304a303139343936            
03/02/25 08:39:50 0067 1                  44.674085 8.809006 pp 01 31383132304a303230363430            
03/02/25 08:40:56 0068 1                  44.674085 8.809006 pp 01 31383132304a303139383737            
03/02/25 08:42:38 0069 1                  44.674085 8.809006 pp 01 313931323050303033303236            
03/02/25 08:43:39 0070 1                  44.674085 8.809006 pp 01 31383132304a303139323930            
03/02/25 08:56:09 0071 1                  44.674085 8.809006 pp 01 31383132304a303138393835            
