23/07/25 04:57:30 0000 s 02541ver01 44.753100 8.812018 ss 01
23/07/25 04:57:44 0000 s 02541ver01 0 0 ss 01
23/07/25 04:59:40 0000 s 02541ver01 44.753245 8.812873 ss 01
23/07/25 05:11:54 0000 s 02541ver01 44.753217 8.812760 ss 01
23/07/25 05:37:58 0001 1                  44.762847 8.779263 ss 01 000000004100000000001fff            
23/07/25 05:41:43 0002 1                  44.750255 8.746862 ss 01 31383132304a303232323532            
23/07/25 05:47:38 0003 1                  44.732168 8.735973 ss 01 31383032334d303031343538            
23/07/25 05:48:20 0004 1                  44.733320 8.733717 ss 01 31383032334d303030353430            
23/07/25 06:06:30 0005 1                  44.656445 8.756883 ss 01 3232303132304a3030313739            
23/07/25 06:10:22 0006 1                  44.664522 8.757422 ss 01 31383132304a303030313336            
23/07/25 06:13:01 0007 1                  44.669243 8.755597 ss 01 313932343053303030313930            
23/07/25 06:14:25 0008 1                  44.668023 8.756845 ss 01 3231303234304a3032363033            
23/07/25 06:14:52 0009 1                  44.668045 8.756895 ss 01 3234303032334d3031393534            
23/07/25 06:19:27 0010 1                  44.669052 8.757937 ss 01 313931313030533030333235            
23/07/25 06:20:51 0011 1                  44.669127 8.757907 ss 01 313931313030533030313137            
23/07/25 06:29:51 0012 1                  44.668348 8.758070 ss 01 313931323053303030353235            
23/07/25 06:29:55 0013 1                  44.668348 8.758072 ss 01 3035ebb320523f4800040e1c            
23/07/25 06:29:56 0014 1                  44.668348 8.758072 ss 01 30395dfa82ca7f00001d8aef            
23/07/25 06:31:41 0015 1                  44.668722 8.758998 ss 01 313931323053303030313238            
23/07/25 06:34:46 0016 1                  44.669065 8.759803 ss 01 313931313030533030313936            
23/07/25 06:44:10 0017 1                  44.673662 8.778398 ss 01 f30000000000000030313646            
23/07/25 06:53:58 0018 1                  44.673103 8.784948 ss 01 3231313130304a3030333139            
23/07/25 07:00:01 0019 1                  44.676148 8.789125 ss 01 313932343053303030333239            
23/07/25 07:08:24 0020 1                  44.684235 8.808148 ss 01 313931323053303133373731            
23/07/25 07:10:41 0021 1                  44.684442 8.809048 ss 01 313931323053303132323030            
23/07/25 07:11:08 0022 1                  44.684437 8.809057 ss 01 3231303132304a3035313231            
23/07/25 07:14:06 0024 1                  44.684663 8.809895 ss 01 313931323053303132333133            
23/07/25 07:20:21 0025 1                  44.686713 8.809943 ss 01 3234303132304a3030303237            
23/07/25 07:22:11 0027 1                  44.687258 8.809310 ss 01 3235303234304a3031303731            
23/07/25 07:22:36 0028 1                  44.687465 8.809577 ss 01 3231303033304d3033393936            
23/07/25 07:22:48 0029 1                  44.687482 8.809583 ss 01 3234303033304d3030393937            
23/07/25 07:22:54 0030 1                  44.687488 8.809585 ss 01 3231303033304d3031363535            
23/07/25 07:23:45 0031 1                  44.687545 8.809693 ss 01 3231303132304a3034373133            
23/07/25 07:24:00 0032 1                  44.687542 8.809693 ss 01 3231303132304a3030303830            
23/07/25 07:24:35 0033 1                  44.687570 8.809688 ss 01 3231303234304a3030363332            
23/07/25 07:25:03 0034 1                  44.687797 8.810122 ss 01 3231303132304a3030333738            
23/07/25 07:25:17 0035 1                  44.687875 8.810117 ss 01 3230303033304d3035393730            
23/07/25 07:25:29 0036 1                  44.687917 8.810127 ss 01 313931323053303039373632            
23/07/25 07:26:44 0037 1                  44.688402 8.806607 ss 01 000000000000000016372874            
