16/01/25 05:03:05 0000 s 00903ver01 44.753055 8.812222 uu 01
16/01/25 06:08:41 0001 1                  0 0 uu 01 323030323545303035323234            
16/01/25 06:08:41 0002 1                  0 0 uu 01 323030323545303035323934            
16/01/25 06:08:41 0003 1                  0 0 uu 01 323030323545303035323437            
16/01/25 06:08:41 0004 1                  0 0 uu 01 323030323545303035333030            
16/01/25 06:08:41 0005 1                  0 0 uu 01 323030323545303031363038            
16/01/25 06:08:41 0006 1                  0 0 uu 01 3234303032334d3030383635            
16/01/25 06:08:41 0007 1                  0 0 uu 01 323030323545303035313336            
16/01/25 06:08:41 0008 1                  0 0 uu 01 3232303032334d3031383535            
16/01/25 06:08:41 0009 1                  0 0 uu 01 323030323545303035313339            
16/01/25 06:08:41 0010 1                  0 0 uu 01 323030323545303034303336            
16/01/25 06:08:41 0011 1                  0 0 uu 01 323030323545303034313933            
16/01/25 06:08:41 0012 1                  0 0 uu 01 323032323036323330303038            
16/01/25 06:13:27 0000 s 00903ver01 44.688427 8.805510 uu 01
16/01/25 06:18:25 0013 1                  44.690586 8.820078 uu 01 323030323545303038363732            
16/01/25 06:19:07 0014 1                  44.690612 8.820431 uu 01 323030323545303038343333            
16/01/25 06:20:06 0015 1                  44.690864 8.822124 uu 01 323030323545303030383039            
16/01/25 06:21:51 0016 1                  44.690449 8.822751 uu 01 323030323545303038363233            
16/01/25 06:36:51 0000 s 00903ver01 44.690657 8.823888 uu 01
16/01/25 06:40:04 0017 1                  44.690619 8.823907 uu 01 32303132305530303031323a            
16/01/25 06:43:44 0018 1                  44.692817 8.835801 uu 01 3233303032334d3030393333            
16/01/25 06:44:19 0019 1                  44.693043 8.836977 uu 01 323030323545303031353931            
16/01/25 06:45:28 0020 1                  44.694980 8.839325 uu 01 3232303032334d3031383734            
16/01/25 06:46:16 0021 1                  44.695310 8.838990 uu 01 323030323545303034363331            
16/01/25 06:48:41 0022 1                  44.699140 8.838207 uu 01 3234303032334d3031303039            
16/01/25 06:52:29 0023 1                  44.696654 8.837387 uu 01 3232303032334d3031383039            
16/01/25 06:53:22 0024 1                  44.695851 8.835571 uu 01 323030323545303039303630            
16/01/25 06:55:52 0025 1                  44.697272 8.829583 uu 01 323030323545303038393936            
16/01/25 06:57:47 0026 1                  44.695025 8.825404 uu 01 323030323545303039303037            
16/01/25 07:00:31 0027 1                  44.695289 8.838449 uu 01 323030323545303038323838            
16/01/25 07:00:36 0028 1                  44.695300 8.838499 uu 01 3233303032334d3030313335            
16/01/25 07:00:48 0029 1                  44.695258 8.838487 uu 01 323030323545303038313236            
16/01/25 07:00:51 0030 1                  44.695254 8.838468 uu 01 323030323545303037363839            
16/01/25 07:02:14 0031 1                  44.694959 8.838389 uu 01 323030323545303034373537            
16/01/25 07:02:52 0032 1                  44.694205 8.838363 uu 01 323030323545303034343632            
16/01/25 07:02:56 0033 1                  44.694235 8.838366 uu 01 323030323545303034373536            
16/01/25 07:03:11 0034 1                  44.694251 8.838376 uu 01 323030323545303039323436            
16/01/25 07:03:13 0035 1                  44.694242 8.838370 uu 01 323030323545303036383237            
16/01/25 07:05:24 0036 1                  44.691661 8.840896 uu 01 3234303032334d3031313432            
16/01/25 07:07:00 0037 1                  44.686545 8.845950 uu 01 323030323545303037373639            
16/01/25 07:08:54 0038 1                  44.686945 8.844946 uu 01 323030323545303037363933            
16/01/25 07:11:41 0039 1                  44.685968 8.850209 uu 01 323030323545303034363137            
16/01/25 07:13:58 0040 1                  44.685692 8.850861 uu 01 323030323545303039303034            
16/01/25 07:14:02 0041 1                  44.685684 8.850877 uu 01 323030323545303039313038            
16/01/25 07:28:56 0042 1                  44.676582 8.855718 uu 01 3234303032334d3031333133            
16/01/25 07:29:01 0043 1                  44.676599 8.855658 uu 01 323030323545303038393930            
16/01/25 07:30:09 0044 1                  44.676587 8.855660 uu 01 323030323545303032353832            
16/01/25 07:30:48 0045 1                  44.676559 8.855878 uu 01 323030323545303039303131            
