19/06/25 05:31:27 0000 s 02547ver01 44.753123 8.812435 vv 01
19/06/25 05:47:19 0001 1                  44.735832 8.731123 vv 01 31383234304a303032353635            
19/06/25 05:48:50 0002 1                  44.735463 8.731487 vv 01 3234303234304a3031313438            
19/06/25 05:48:58 0003 1                  44.735447 8.731495 vv 01 31383234304a303032353830            
19/06/25 05:49:51 0004 1                  44.735398 8.731513 vv 01 3232303234304a3030373737            
19/06/25 05:52:25 0005 1                  44.734410 8.731115 vv 01 323032343056303031363131            
19/06/25 05:57:14 0006 1                  44.733997 8.731900 vv 01 31383234304a303032343939            
19/06/25 06:00:44 0007 1                  44.736673 8.730352 vv 01 31383234304a303031343130            
19/06/25 06:03:46 0008 1                  44.731887 8.733897 vv 01 3231303234304a3031363133            
19/06/25 06:14:35 0009 1                  44.732652 8.732928 vv 01 31383234304a303032353832            
19/06/25 06:14:38 0010 1                  44.732658 8.732928 vv 01 31383234304a303032357832            
19/06/25 06:16:15 0011 1                  44.733272 8.732547 vv 01 31383234304a303031353737            
19/06/25 06:21:17 0012 1                  44.733318 8.733567 vv 01 31383234304a303032323934            
19/06/25 06:23:08 0013 1                  44.734502 8.732408 vv 01 31383234304a303032353530            
19/06/25 06:25:05 0014 1                  44.735945 8.731090 vv 01 3235303234304a3030383138            
19/06/25 06:25:42 0015 1                  44.735958 8.731092 vv 01 f30000000000000026061444            
19/06/25 06:28:00 0016 1                  44.737645 8.734023 vv 01 31383234304a303032373932            
19/06/25 06:30:48 0017 1                  44.735718 8.734288 vv 01 31383234304a303031323733            
19/06/25 06:33:01 0018 1                  44.736622 8.732818 vv 01 31383234304a303033303534            
19/06/25 06:34:43 0019 1                  44.737012 8.734112 vv 01 31383234304a303032373838            
19/06/25 06:36:01 0020 1                  44.736957 8.734268 vv 01 31383234304a303032373931            
19/06/25 06:38:49 0021 1                  44.738167 8.731875 vv 01 31383234304a303032323732            
19/06/25 07:20:29 0000 s 02547ver01 44.770703 8.735393 vv 01
19/06/25 07:28:20 0022 1                  44.781565 8.689100 vv 01 31383234304a303031333138            
19/06/25 07:29:21 0023 1                  44.781563 8.689102 vv 01 373030313030343234333738            
19/06/25 07:30:10 0024 1                  44.781552 8.688890 vv 01 313832343045303030373933            
19/06/25 07:33:47 0025 1                  44.781680 8.685905 vv 01 3234303234304a3030393433            
19/06/25 07:35:53 0026 1                  44.782205 8.685413 vv 01 313832343045303030383235            
19/06/25 07:37:49 0027 1                  44.782475 8.685178 vv 01 313832343045303031383739            
19/06/25 07:42:59 0028 1                  44.783007 8.684005 vv 01 313832343045303032383133            
19/06/25 07:45:29 0029 1                  44.784193 8.684193 vv 01 313832343045303030397833            
19/06/25 07:49:58 0030 1                  44.783247 8.685162 vv 01 313832343045303030383637            
19/06/25 07:50:36 0031 1                  44.783242 8.685197 vv 01 313932343056303030343131            
19/06/25 07:52:13 0032 1                  44.783080 8.685252 vv 01 313832343045303031303535            
19/06/25 07:54:28 0033 1                  44.782763 8.686585 vv 01 313832343045303030393835            
19/06/25 07:54:29 0034 1                  44.782763 8.686585 vv 01 313832343065303030393835            
19/06/25 07:55:57 0035 1                  44.782605 8.687227 vv 01 313832343045303030363235            
19/06/25 07:58:23 0036 1                  44.782667 8.686937 vv 01 313832343045303030363936            
19/06/25 07:58:26 0037 1                  44.782663 8.686930 vv 01 313872343045303030363936            
19/06/25 08:00:15 0038 1                  44.783483 8.687097 vv 01 313832343045303031303439            
19/06/25 08:02:15 0039 1                  44.784335 8.688163 vv 01 313832343045303031393736            
19/06/25 08:07:22 0040 1                  44.783523 8.689220 vv 01 313832343045303030363333            
19/06/25 08:08:53 0041 1                  44.783550 8.689568 vv 01 3231303234304a3033363832            
19/06/25 08:13:00 0042 1                  44.786017 8.685522 vv 01 313932343056303030323938            
19/06/25 08:14:32 0043 1                  44.785920 8.684105 vv 01 313932343056303030333430            
19/06/25 08:17:27 0044 1                  44.784872 8.688945 vv 01 3234303234304a3030383934            
19/06/25 08:17:38 0045 1                  44.784878 8.688987 vv 01 3233303234304a3030323333            
19/06/25 08:18:21 0046 1                  44.784868 8.689063 vv 01 3234303234304a3030383932            
19/06/25 08:20:46 0047 1                  44.783282 8.689758 vv 01 313832343045303030353936            
19/06/25 08:22:36 0048 1                  44.782942 8.689932 vv 01 313832343045303030373936            
19/06/25 08:24:06 0050 1                  44.782558 8.690045 vv 01 313832343045303031303136            
19/06/25 08:24:18 0051 1                  44.782537 8.690072 vv 01 313832343045303031303139            
19/06/25 08:25:01 0052 1                  44.782483 8.690107 vv 01 000000001789965600000000            
19/06/25 08:28:21 0053 1                  44.782270 8.691902 vv 01 3232303234304a3030303134            
19/06/25 08:28:31 0054 1                  44.782272 8.691897 vv 01 3235303234304a3030383230            
19/06/25 08:30:35 0055 1                  44.782192 8.690962 vv 01 313832343045303030373932            
19/06/25 08:30:57 0056 1                  44.782203 8.690973 vv 01 313832343045303030363234            
19/06/25 08:34:19 0057 1                  44.780865 8.690217 vv 01 3234303234304a3030393632            
19/06/25 09:43:08 0000 s 02547ver01 44.768760 8.762985 vv 01
19/06/25 10:36:25 0000 s 02547ver01 0 0 vv 01
19/06/25 10:43:54 0000 s 02547ver01 44.753035 8.811893 vv 01
