21/01/25 05:06:01 0000 s 02027ver01 44.753050 8.812137 uu 01
21/01/25 11:12:32 0000 s 02027ver01 44.753007 8.813048 uu 01
21/01/25 11:16:52 0001 1                  0 0 uu 01 323032323036323330303237            
21/01/25 11:23:27 0002 1                  0 0 uu 01 323030323545303030333135            
21/01/25 11:24:09 0003 1                  0 0 uu 01 323030323545303033333133            
21/01/25 11:25:31 0004 1                  0 0 uu 01 3231303032334d3033353132            
21/01/25 11:26:51 0005 1                  44.763377 8.797464 uu 01 3231303032334d3033383831            
21/01/25 11:26:56 0006 1                  44.763361 8.797514 uu 01 3231303032334d3033363739            
21/01/25 11:27:11 0007 1                  44.763328 8.797508 uu 01 3231303032334d3033363830            
21/01/25 11:27:36 0008 1                  44.763364 8.797503 uu 01 3231303032334d3033393234            
21/01/25 11:30:13 0009 1                  44.764253 8.799011 uu 01 323030323545303037363431            
21/01/25 11:31:16 0010 1                  44.764556 8.799385 uu 01 323030323545303037363331            
21/01/25 11:32:35 0011 1                  44.765524 8.800794 uu 01 323030323545303034353139            
21/01/25 11:38:27 0012 1                  44.765940 8.801870 uu 01 323030323545303031353132            
21/01/25 11:38:42 0013 1                  44.765775 8.801830 uu 01 3231303032334d3034373830            
21/01/25 11:40:51 0014 1                  44.766023 8.802301 uu 01 323030323545303038373938            
21/01/25 11:41:18 0015 1                  44.766019 8.802554 uu 01 3231303032334d3033343135            
21/01/25 11:42:23 0016 1                  44.766233 8.803783 uu 01 3231303234304a3032383635            
21/01/25 11:45:09 0017 1                  44.767611 8.804285 uu 01 3231303132304a3035323131            
21/01/25 11:48:42 0018 1                  44.767289 8.803591 uu 01 3231303132304a3035333433            
21/01/25 11:50:04 0019 1                  44.767015 8.803771 uu 01 323030323545303030373039            
21/01/25 11:50:27 0020 1                  44.767090 8.803706 uu 01 3231303032334d3033313938            
21/01/25 11:51:02 0021 1                  44.766798 8.803664 uu 01 323030323545303032353733            
21/01/25 11:51:11 0022 1                  44.766858 8.803688 uu 01 323030323545303035303337            
21/01/25 11:54:11 0023 1                  44.766772 8.802699 uu 01 3231303032334d3034303337            
21/01/25 11:57:08 0024 1                  44.766829 8.802219 uu 01 3231303032334d3033343636            
21/01/25 11:57:12 0025 1                  44.766806 8.802229 uu 01 3231303032334d3033343637            
21/01/25 12:01:27 0026 1                  44.767835 8.802335 uu 01 3231303234304a3032383236            
21/01/25 12:03:07 0027 1                  44.768092 8.802893 uu 01 3231303132304a3035333532            
21/01/25 12:05:43 0028 1                  44.768404 8.802937 uu 01 3231303234304a3032393132            
21/01/25 12:05:44 0029 1                  44.768395 8.802928 uu 01 3231303234304a3032393131            
21/01/25 12:10:04 0030 1                  44.767948 8.803363 uu 01 3231303132304a3035333936            
21/01/25 12:13:38 0031 1                  44.766352 8.804316 uu 01 323030323545303038323839            
21/01/25 12:14:22 0032 1                  44.766242 8.803471 uu 01 3231303234304a3031313032            
21/01/25 12:14:32 0033 1                  44.766234 8.803521 uu 01 3231303234304a3031313031            
21/01/25 12:15:44 0034 1                  44.766142 8.803044 uu 01 323030323545303032363035            
21/01/25 12:18:35 0035 1                  44.765216 8.799894 uu 01 323030323545303030373330            
21/01/25 12:20:38 0036 1                  44.763852 8.798244 uu 01 3231303234304a3031313035            
21/01/25 12:24:00 0037 1                  44.762131 8.794784 uu 01 323031323055303030323032            
21/01/25 12:25:37 0038 1                  44.761800 8.794966 uu 01 31383032334d303036303237            
21/01/25 12:25:45 0039 1                  44.761807 8.794883 uu 01 31383032334d303036303238            
21/01/25 12:25:51 0040 1                  44.761824 8.794832 uu 01 31383032334d303036313334            
21/01/25 12:28:17 0041 1                  44.762099 8.795758 uu 01 31383032334d303135373339            
21/01/25 12:30:10 0042 1                  44.761564 8.795239 uu 01 31383032334d303135393532            
21/01/25 12:30:39 0043 1                  44.761488 8.795338 uu 01 31383032334d303135393737            
21/01/25 12:31:05 0044 1                  44.761239 8.795278 uu 01 31383032334d303036313930            
21/01/25 12:31:09 0045 1                  44.761264 8.795387 uu 01 31383032334d303135393138            
21/01/25 12:31:31 0046 1                  44.761409 8.795442 uu 01 31383032334d303036323739            
21/01/25 12:31:42 0047 1                  44.761430 8.795471 uu 01 31387032334d303037303130            
21/01/25 12:31:58 0048 1                  44.761452 8.795493 uu 01 31383032334d303036323738            
21/01/25 12:32:47 0049 1                  44.761255 8.795653 uu 01 31383032334d303036303235            
21/01/25 12:33:32 0050 1                  44.761352 8.795611 uu 01 31383032334d303036323737            
21/01/25 12:34:08 0051 1                  44.761096 8.795848 uu 01 31383032334d303036363432            
21/01/25 12:36:07 0052 1                  44.760978 8.796189 uu 01 31383032334d303036303234            
21/01/25 12:42:35 0053 1                  44.762532 8.795396 uu 01 323031323055303030333735            
21/01/25 12:44:02 0054 1                  44.761596 8.796601 uu 01 323031323055303030313736            
21/01/25 12:44:11 0055 1                  44.761572 8.796662 uu 01 31383032334d303135393439            
21/01/25 12:45:44 0056 1                  44.761380 8.796864 uu 01 31383032334d303036313537            
21/01/25 12:47:57 0057 1                  44.762850 8.796688 uu 01 323030323545303037353132            
21/01/25 12:48:03 0058 1                  44.762852 8.796653 uu 01 323030323545303037363037            
21/01/25 12:49:24 0059 1                  44.762771 8.796853 uu 01 323030323545303035373438            
21/01/25 12:51:36 0060 1                  44.762525 8.797020 uu 01 3233303032334d3030313531            
21/01/25 12:51:58 0061 1                  44.762478 8.797066 uu 01 31383032334d303034383935            
21/01/25 12:54:31 0062 1                  44.762116 8.797512 uu 01 323031323055303030313937            
21/01/25 12:55:08 0063 1                  44.762109 8.797387 uu 01 31383032334d303135393330            
21/01/25 12:58:12 0064 1                  44.762289 8.798167 uu 01 31383032334d303036333036            
21/01/25 13:00:13 0065 1                  44.761874 8.798289 uu 01 31383032334d303135373638            
21/01/25 13:00:23 0066 1                  44.761841 8.798310 uu 01 31383032334d303035303233            
21/01/25 13:02:07 0067 1                  44.762160 8.798727 uu 01 3231303032334d3035373930            
21/01/25 13:02:44 0068 1                  44.762414 8.798482 uu 01 31383032334d303036303036            
21/01/25 13:03:31 0069 1                  44.762532 8.798177 uu 01 31383032334d303036303037            
21/01/25 13:04:44 0070 1                  44.762720 8.797855 uu 01 3231303032334d3031363935            
21/01/25 13:05:13 0071 1                  44.762697 8.797694 uu 01 323030323545303031313736            
21/01/25 13:05:49 0072 1                  44.762854 8.797603 uu 01 323030323545303033333238            
21/01/25 13:05:52 0073 1                  44.762837 8.797619 uu 01 323030323545303033333432            
21/01/25 13:07:30 0074 1                  44.763064 8.797248 uu 01 3231303234304a3032383332            
21/01/25 13:07:46 0075 1                  44.763065 8.797379 uu 01 31383032334d303135393238            
21/01/25 13:10:11 0076 1                  44.763351 8.798994 uu 01 31383032334d303135363637            
21/01/25 13:11:04 0077 1                  44.762985 8.799368 uu 01 31387032334d303135373734            
21/01/25 13:13:57 0078 1                  44.762010 8.800383 uu 01 31383032334d303036313533            
21/01/25 13:14:06 0079 1                  44.762021 8.800450 uu 01 31383032334d303135383737            
21/01/25 13:14:12 0080 1                  44.762006 8.800443 uu 01 31383032334d303135383736            
21/01/25 13:14:19 0081 1                  44.761979 8.800431 uu 01 31383032334d303135383739            
21/01/25 13:14:23 0082 1                  44.761996 8.800415 uu 01 33383032334d303135373239            
21/01/25 13:14:25 0083 1                  44.761999 8.800414 uu 01 31383032334d303135373239            
21/01/25 13:15:10 0084 1                  44.761818 8.800425 uu 01 3231303032334d3031393336            
21/01/25 13:35:00 0085 1                  44.763773 8.799183 uu 01 31383032334d303034383738            
21/01/25 13:35:12 0086 1                  44.763761 8.799068 uu 01 31383032334d303135363734            
21/01/25 13:35:22 0087 1                  44.763723 8.799008 uu 01 31383032334d303135363732            
21/01/25 13:36:33 0088 1                  44.763832 8.800122 uu 01 31383032334d303034383735            
21/01/25 13:36:42 0089 1                  44.763748 8.800092 uu 01 31383032334d303034383734            
