19/08/25 05:18:55 0000 s 02540ver01 44.753058 8.812043 ss 01
19/08/25 05:48:07 0001 1                  44.688417 8.804873 ss 01 313932343053303030343634            
19/08/25 05:48:09 0002 1                  44.688423 8.804898 ss 01 313931323043303031383438            
19/08/25 05:48:16 0003 1                  44.688430 8.804953 ss 01 313932343053303030343636            
19/08/25 05:49:47 0004 1                  44.688602 8.805020 ss 01 3231303033304d3031303236            
19/08/25 05:51:08 0005 1                  44.688703 8.804817 ss 01 3230303033304d3037363933            
19/08/25 05:53:34 0006 1                  44.689107 8.804708 ss 01 3231303132304a3030333730            
19/08/25 05:56:33 0007 1                  44.689182 8.805628 ss 01 3233303033304d3030353839            
19/08/25 05:56:40 0008 1                  44.689160 8.805650 ss 01 3230303033304d3036363939            
19/08/25 05:59:31 0009 1                  44.689473 8.802738 ss 01 3230303033304d3035363730            
19/08/25 06:01:37 0010 1                  44.690087 8.801027 ss 01 3035ebb3202561480004062f            
19/08/25 06:01:55 0011 1                  44.690117 8.800918 ss 01 3231303132304a3030383033            
19/08/25 06:06:35 0012 1                  44.689990 8.800173 ss 01 3230303033304d3034363335            
19/08/25 06:07:33 0013 1                  44.689590 8.800865 ss 01 3234303033304d3031373038            
19/08/25 06:07:38 0014 1                  44.689593 8.800958 ss 01 3230303033304d3036353734            
19/08/25 06:08:27 0015 1                  44.689028 8.801893 ss 01 3230303033304d3036333033            
19/08/25 06:09:07 0016 1                  44.688900 8.801997 ss 01 313932343053303030343632            
19/08/25 06:10:15 0017 1                  44.688560 8.802812 ss 01 3231303132304a3031323931            
19/08/25 06:10:20 0018 1                  44.688545 8.802840 ss 01 3230303033304d3034363438            
19/08/25 06:11:44 0019 1                  44.688242 8.803260 ss 01 3231303132304a3035313538            
19/08/25 06:13:08 0020 1                  44.688208 8.803503 ss 01 3230303033304d3034363634            
19/08/25 06:13:13 0021 1                  44.688210 8.803508 ss 01 3230303033304d3036303335            
19/08/25 06:14:41 0022 1                  44.688002 8.803705 ss 01 3230303033304d3035383033            
19/08/25 06:15:05 0023 1                  44.687933 8.803740 ss 01 313932343053303030343631            
19/08/25 06:15:25 0024 1                  44.687912 8.803745 ss 01 3230303033304d3036393839            
19/08/25 06:16:22 0025 1                  44.687832 8.803733 ss 01 3231303033304d3033363334            
19/08/25 06:16:54 0026 1                  44.687782 8.803667 ss 01 3230303033304d3034333138            
19/08/25 06:16:59 0027 1                  44.687765 8.803658 ss 01 3230303033304d3034333133            
19/08/25 06:17:34 0028 1                  44.687662 8.803438 ss 01 3230303033304d3034353734            
19/08/25 06:18:10 0029 1                  44.687683 8.803073 ss 01 3231303033304d3033343531            
19/08/25 06:18:19 0030 1                  44.687698 8.803018 ss 01 3230303033304d3034343432            
19/08/25 06:18:28 0031 1                  44.687713 8.802983 ss 01 31383033304d303031343332            
19/08/25 06:18:41 0032 1                  44.687730 8.802947 ss 01 3231303132304a3031313036            
19/08/25 06:18:43 0033 1                  44.687730 8.802947 ss 01 303ac8e9c0f60cdca56fccb3            
19/08/25 06:18:51 0034 1                  44.687732 8.802932 ss 01 323030323545303034363534            
19/08/25 06:18:52 0035 1                  44.687728 8.802928 ss 01 3232303032334d3031353836            
19/08/25 06:18:53 0036 1                  44.687723 8.802923 ss 01 3232303032334d3030383135            
19/08/25 06:18:55 0037 1                  44.687720 8.802917 ss 01 323030323545303031373034            
19/08/25 06:18:58 0038 1                  44.687718 8.802913 ss 01 3230303033304d3031383630            
19/08/25 06:19:00 0039 1                  44.687713 8.802910 ss 01 323030323545303031373032            
19/08/25 06:20:37 0040 1                  44.687380 8.802627 ss 01 3234303033304d3031363533            
19/08/25 06:21:07 0041 1                  44.686963 8.802135 ss 01 3230303033304d3034353634            
19/08/25 06:27:35 0042 1                  44.687548 8.801628 ss 01 3230303033304d3035383433            
19/08/25 06:28:09 0043 1                  44.687760 8.801588 ss 01 3234303033304d3030373537            
19/08/25 06:28:54 0044 1                  44.688173 8.801940 ss 01 3230303033304d3036373832            
19/08/25 06:30:25 0045 1                  44.688943 8.801625 ss 01 3230303033304d3036353537            
19/08/25 06:30:31 0047 1                  44.688932 8.801613 ss 01 3230303033304d3035393734            
19/08/25 06:36:22 0050 1                  44.688895 8.806617 ss 01 3235303033304d3030313134            
19/08/25 06:37:16 0051 1                  44.689080 8.806090 ss 01 3230303033304d3038313634            
19/08/25 06:37:21 0052 1                  44.689082 8.806077 ss 01 323030323545303031363834            
19/08/25 06:37:22 0053 1                  44.689082 8.806068 ss 01 3231303032334d3033363839            
19/08/25 08:25:52 0054 1                  44.689380 8.804517 ss 01 3230303033304d3036313739            
19/08/25 08:26:45 0055 1                  44.689570 8.803743 ss 01 3230303033304d3035363631            
19/08/25 09:14:12 0000 s 02540ver01 44.732998 8.733915 ss 01
19/08/25 09:18:50 0056 1                  44.730328 8.734612 ss 01 3231303234304a3034333538            
19/08/25 10:15:49 0000 s 02540ver01 44.688020 8.807290 ss 01
19/08/25 11:10:39 0057 1                  44.788217 8.746718 ss 01 30396062c38a3840000116b5            
19/08/25 11:10:43 0058 1                  44.788218 8.746712 ss 01 3036143dd45dfbc2cb417f91            
