14/06/25 05:25:21 0000 s 01429ver01 44.752903 8.812168 ss 01
14/06/25 05:50:59 0001 1                  44.728352 8.712690 ss 01 313931323053303036373431            
14/06/25 05:51:01 0002 1                  44.728352 8.712690 ss 01 31383132304A303034353436            
14/06/25 05:54:31 0003 1                  44.721533 8.720790 ss 01 313931323045303030333531            
14/06/25 05:59:01 0004 1                  44.709328 8.735902 ss 01 313931323053303030373438            
14/06/25 06:07:46 0005 1                  44.706433 8.718072 ss 01 313931323053303031323732            
14/06/25 06:09:31 0006 1                  44.707652 8.715982 ss 01 313931323053303030303135            
14/06/25 06:11:50 0007 1                  44.712280 8.707420 ss 01 313931323053303035363834            
14/06/25 06:11:51 0008 1                  44.712280 8.707418 ss 01 313931323053303031393034            
14/06/25 06:14:24 0009 1                  44.716142 8.704292 ss 01 313931323053303035393432            
14/06/25 06:17:25 0010 1                  44.723602 8.701595 ss 01 313931323053303030363233            
14/06/25 06:19:06 0011 1                  44.724212 8.700357 ss 01 313931323053303036323832            
14/06/25 06:20:29 0012 1                  44.724475 8.700097 ss 01 313931323053303030343238            
14/06/25 06:22:13 0013 1                  44.725145 8.699482 ss 01 313932343053303030313034            
14/06/25 06:22:13 0014 1                  44.725145 8.699482 ss 01 313931323053303030363136            
14/06/25 06:26:54 0015 1                  44.732577 8.714110 ss 01 313931323053303035373030            
14/06/25 06:31:19 0016 1                  44.739518 8.714775 ss 01 3035EBB6FC32572FDED817CA            
14/06/25 06:31:20 0017 1                  44.739518 8.714775 ss 01 313931313030533030333234            
14/06/25 06:31:20 0018 1                  44.739518 8.714775 ss 01 00B07A14F80D812F880255D7            
14/06/25 06:36:42 0019 1                  44.749352 8.712100 ss 01 31383133304A303035313732            
14/06/25 06:44:05 0020 1                  44.745825 8.704375 ss 01 3231303132304A3036313739            
14/06/25 06:44:08 0021 1                  44.745827 8.704382 ss 01 30395DFA802C20C2186BEC27            
14/06/25 06:44:27 0022 1                  44.745825 8.704403 ss 01 3035EBB6FC32572FDED817CA            
14/06/25 06:47:53 0023 1                  44.746238 8.702922 ss 01 313931323053303030383633            
14/06/25 06:47:53 0024 1                  44.746238 8.702922 ss 01 313931323053303030383632            
14/06/25 06:52:47 0025 1                  44.748817 8.702023 ss 01 313931323053303036333235            
14/06/25 07:05:54 0026 1                  44.749338 8.697707 ss 01 313931323043303032313538            
14/06/25 07:43:56 0027 1                  44.732567 8.686010 ss 01 313931323053303030373035            
14/06/25 07:45:18 0028 1                  44.732683 8.685987 ss 01 3231303132304A3036303038            
14/06/25 07:48:08 0029 1                  44.732947 8.686137 ss 01 30395DFA82D7BC4000185F1C            
14/06/25 07:48:08 0030 1                  44.732952 8.686152 ss 01 3035EBB320270FC800041E75            
14/06/25 07:48:08 0031 1                  44.732952 8.686152 ss 01 3035EBB320264F480004999F            
14/06/25 07:48:09 0032 1                  44.732952 8.686152 ss 01 303401A1780CCF5B02239983            
14/06/25 07:48:26 0033 1                  44.732955 8.686198 ss 01 3035EBB320431D4800041429            
14/06/25 07:48:27 0034 1                  44.732955 8.686202 ss 01 30395DFA82FABE000071BCC6            
14/06/25 07:48:28 0035 1                  44.732955 8.686202 ss 01 3035EBB3205AEE4800041670            
14/06/25 07:48:28 0036 1                  44.732955 8.686205 ss 01 3035EBB3205B09080004364F            
14/06/25 07:48:35 0037 1                  44.732957 8.686210 ss 01 30396062437E1F0250A909F4            
14/06/25 07:57:58 0038 1                  44.730215 8.685790 ss 01 313931323053303030353138            
14/06/25 07:58:00 0039 1                  44.730218 8.685790 ss 01 313931323053303031303835            
14/06/25 08:04:36 0040 1                  44.727013 8.659782 ss 01 313931313030533030313930            
14/06/25 08:05:08 0041 1                  44.727000 8.659792 ss 01 313931313030533030313837            
14/06/25 08:08:38 0042 1                  44.727310 8.661187 ss 01 313932343053303030313338            
14/06/25 08:08:38 0043 1                  44.727310 8.661187 ss 01 313932343053303030313339            
14/06/25 08:13:11 0044 1                  44.722850 8.660783 ss 01 30395F3C422C7A8809D002B6            
14/06/25 08:13:51 0045 1                  44.722853 8.660773 ss 01 313931323053303030363030            
14/06/25 08:17:38 0046 1                  44.721587 8.660418 ss 01 313931313030533030313136            
14/06/25 08:18:13 0047 1                  44.721578 8.660412 ss 01 313931313030533030323938            
14/06/25 08:19:22 0048 1                  44.721558 8.660407 ss 01 313931313030533030313639            
14/06/25 08:20:16 0049 1                  44.721557 8.660395 ss 01 313931313030533030313730            
14/06/25 08:25:10 0050 1                  44.712092 8.672330 ss 01 313932343053303030303933            
14/06/25 08:29:35 0051 1                  44.715913 8.662538 ss 01 181232428800095250164372            
14/06/25 08:29:35 0052 1                  44.715913 8.662538 ss 01 181412429200045250164388            
14/06/25 08:41:07 0053 1                  44.716005 8.662527 ss 01 181232429000137050164371            
14/06/25 08:41:09 0054 1                  44.715903 8.662517 ss 01 181232429100039450164379            
14/06/25 08:46:25 0055 1                  44.719332 8.665268 ss 01 313931313030533030313231            
14/06/25 08:46:25 0056 1                  44.719330 8.665267 ss 01 30395DFA82C54600001A3067            
14/06/25 08:47:10 0057 1                  44.719340 8.665262 ss 01 313931313030533030313731            
14/06/25 08:48:09 0058 1                  44.719340 8.665238 ss 01 313931313030533030313732            
14/06/25 08:49:02 0059 1                  44.719345 8.665225 ss 01 313931313030533030313139            
14/06/25 08:53:26 0060 1                  44.719628 8.661798 ss 01 363031313030533030303838            
14/06/25 08:57:05 0061 1                  44.725407 8.664277 ss 01 3234303132304A3031363732            
14/06/25 08:59:12 0062 1                  44.726550 8.666720 ss 01 313931323053303035333634            
14/06/25 09:07:47 0063 1                  44.726350 8.683658 ss 01 313931323053303035343239            
14/06/25 09:07:48 0064 1                  44.726350 8.683658 ss 01 31383132304A303033303235            
14/06/25 09:08:28 0065 1                  44.726357 8.683677 ss 01 313931323053303036363937            
14/06/25 09:10:20 0066 1                  44.725808 8.683567 ss 01 313931323053303030313236            
14/06/25 09:15:19 0067 1                  44.725275 8.685925 ss 01 313932343056303030343430            
14/06/25 09:30:41 0068 1                  44.725323 8.685805 ss 01 313931323053303032373435            
14/06/25 09:31:03 0069 1                  44.725392 8.685730 ss 01 303405911061469436B93406            
14/06/25 09:32:40 0070 1                  44.725353 8.684562 ss 01 3231303234304A3032353233            
14/06/25 09:32:41 0071 1                  44.725353 8.684562 ss 01 313932343053303030303730            
14/06/25 09:37:15 0072 1                  44.723345 8.683510 ss 01 303AC8E9C0291A19D8B64C0D            
14/06/25 09:37:16 0073 1                  44.723345 8.683510 ss 01 3231313130304A3032313539            
14/06/25 09:41:00 0074 1                  44.722618 8.685057 ss 01 3035EB5FA04556880004B2BA            
14/06/25 09:41:06 0075 1                  44.722620 8.685065 ss 01 3035EBB3200C578800040E1E            
14/06/25 09:41:07 0076 1                  44.722622 8.685072 ss 01 3035EBB3200C56C800044A7F            
14/06/25 09:41:07 0077 1                  44.722622 8.685072 ss 01 30396062435F1B800015416B            
14/06/25 09:41:10 0078 1                  44.722623 8.685075 ss 01 30361437B045A45EBBD03074            
14/06/25 09:41:13 0079 1                  44.722625 8.685083 ss 01 30340C0F88283BFDB3A78004            
14/06/25 09:41:16 0080 1                  44.722627 8.685088 ss 01 3035EBB3200970480003FF71            
14/06/25 09:42:11 0081 1                  44.722642 8.685132 ss 01 3035EBB32008C04800040A26            
14/06/25 09:42:32 0082 1                  44.722608 8.685068 ss 01 30396061C3C345C23D4B924C            
14/06/25 09:42:33 0083 1                  44.722608 8.685070 ss 01 30396061C0E7140000003C86            
14/06/25 09:42:33 0084 1                  44.722608 8.685070 ss 01 3035EBC0806060C80004569C            
14/06/25 09:42:36 0085 1                  44.722608 8.685068 ss 01 30396061C3C5B9C21E4E7223            
14/06/25 09:42:41 0086 1                  44.722608 8.685068 ss 01 3034F836F0345342EE0240B2            
14/06/25 09:42:43 0087 1                  44.722610 8.685072 ss 01 303614295402361FF41573CE            
14/06/25 09:42:46 0088 1                  44.722612 8.685078 ss 01 303ACB0343C59CA0B21149E1            
14/06/25 09:42:48 0089 1                  44.722613 8.685083 ss 01 303AC8E9C0492959D8B65F2D            
14/06/25 09:43:14 0090 1                  44.722617 8.685077 ss 01 3035EBB32054238800043F95            
14/06/25 09:43:38 0091 1                  44.722630 8.685115 ss 01 3035EBB3200B46C7FE0005BF            
14/06/25 09:43:38 0092 1                  44.722630 8.685115 ss 01 3035EB5C641D9E48000864B2            
