11/08/25 04:54:42 0000 s 01429ver01 44.753395 8.812387 cc 01
11/08/25 05:22:29 0001 1                  44.762598 8.784558 cc 01 30340C05C4214CBACA078804            
11/08/25 05:22:30 0002 1                  44.762595 8.784558 cc 01 30340BF6384CBE599C82CE2D            
11/08/25 05:27:06 0003 1                  44.763017 8.784827 cc 01 3231313130304A3030303139            
11/08/25 05:28:13 0004 1                  44.762980 8.784903 cc 01 3231303234304A3034393035            
11/08/25 05:33:49 0005 1                  44.764020 8.782300 cc 01 303ACA4781BB5ADC1713B313            
11/08/25 05:33:49 0006 1                  44.764020 8.782300 cc 01 313931323043303033353333            
11/08/25 05:33:51 0007 1                  44.764018 8.782300 cc 01 303ACB0343B3C999D8B7C396            
11/08/25 05:33:51 0008 1                  44.764018 8.782300 cc 01 303ACB03425EE7DC8057F621            
11/08/25 05:33:51 0009 1                  44.764018 8.782300 cc 01 303ACB03423DD0A0AA13E572            
11/08/25 05:39:40 0010 1                  44.763775 8.781458 cc 01 3231313130304A3030333837            
11/08/25 05:40:26 0011 1                  44.763810 8.781473 cc 01 3231303234304A3030313835            
11/08/25 05:42:47 0012 1                  44.763742 8.781980 cc 01 3230313130304A3030393832            
11/08/25 05:42:50 0013 1                  44.763743 8.781980 cc 01 30340C05C4214CBACA078804            
11/08/25 05:43:41 0014 1                  44.763747 8.781958 cc 01 3231313130304A3030313333            
11/08/25 05:43:41 0015 1                  44.763747 8.781958 cc 01 303405F3A0502EC000022B89            
11/08/25 05:46:37 0016 1                  44.762998 8.781995 cc 01 313932343043303030353531            
11/08/25 06:00:38 0017 1                  44.763590 8.778320 cc 01 3230313130304A3030383439            
11/08/25 06:01:31 0018 1                  44.763537 8.778250 cc 01 313932343043303030363335            
11/08/25 06:01:44 0019 1                  44.763537 8.778250 cc 01 30340C05C4214CBACA078804            
11/08/25 06:05:28 0020 1                  44.764822 8.773343 cc 01 3230313130304A3030393230            
11/08/25 06:08:21 0021 1                  44.764625 8.775468 cc 01 313931323043303031393930            
11/08/25 06:21:43 0022 1                  44.763677 8.772907 cc 01 3330313130304A3030383438            
11/08/25 06:22:33 0023 1                  44.763783 8.772888 cc 01 313931323043303031393634            
11/08/25 06:22:44 0024 1                  44.763790 8.772877 cc 01 30340C05C4214CBACA078804            
11/08/25 06:23:51 0025 1                  44.763852 8.772115 cc 01 30340BF8D04CBA75C31B8C04            
11/08/25 06:30:08 0026 1                  44.766142 8.778768 cc 01 313931323043303133363334            
11/08/25 06:43:47 0027 1                  44.791477 8.777202 cc 01 000000000000000010441998            
11/08/25 06:48:12 0028 1                  44.779362 8.768727 cc 01 3230333130304A3030303733            
11/08/25 06:48:13 0029 1                  44.779362 8.768727 cc 01 3230313130304A3030303733            
11/08/25 06:48:32 0030 1                  44.779365 8.768708 cc 01 30340C05C4214CBACA078804            
11/08/25 07:30:33 0031 1                  44.752993 8.812702 cc 01 181232410900069950031477            
11/08/25 07:35:35 0032 1                  44.759305 8.792700 cc 01 374204019774373023EE0000            
11/08/25 08:00:40 0033 1                  44.775123 8.754335 cc 01 3230313130304A3030313830            
11/08/25 08:02:01 0034 1                  44.774045 8.754158 cc 01 3231313130304A3032303332            
11/08/25 08:02:12 0035 1                  44.774047 8.754157 cc 01 30340C05C4214CBACA078804            
11/08/25 08:02:41 0036 1                  44.774038 8.754123 cc 01 3230313130304A3030313136            
11/08/25 08:06:55 0037 1                  44.775085 8.746390 cc 01 3230313130304A3030303836            
11/08/25 08:06:55 0038 1                  44.775085 8.746390 cc 01 3034F8223C1C300AB41E826A            
11/08/25 08:09:10 0039 1                  44.773402 8.750757 cc 01 3230313130304A3030353031            
11/08/25 08:16:20 0040 1                  44.775190 8.759328 cc 01 3230313130304A3030313337            
11/08/25 08:17:49 0041 1                  44.774433 8.759348 cc 01 3230313130304A3030313338            
11/08/25 08:24:26 0042 1                  44.773620 8.763558 cc 01 3230313130304A3030303338            
11/08/25 08:26:15 0043 1                  44.773313 8.764177 cc 01 313932343043303030363632            
11/08/25 08:28:54 0044 1                  44.771742 8.767492 cc 01 3230313130304A303030B839            
11/08/25 08:32:15 0045 1                  44.770827 8.767748 cc 01 3230313130304A3030303734            
11/08/25 08:35:06 0046 1                  44.771075 8.765395 cc 01 3230313130304A3030303738            
11/08/25 08:36:45 0047 1                  44.771057 8.764532 cc 01 3230313130304A3030303731            
11/08/25 08:36:45 0048 1                  44.771057 8.764532 cc 01 393037363735363230303031            
11/08/25 08:39:51 0049 1                  44.771052 8.763883 cc 01 313932343043303030313732            
11/08/25 08:41:08 0050 1                  44.771192 8.763238 cc 01 3230313130304A3030383836            
11/08/25 08:42:44 0051 1                  44.771447 8.759237 cc 01 313932343043303030363630            
11/08/25 08:44:20 0052 1                  44.771618 8.757628 cc 01 313932343043303030313733            
11/08/25 08:50:31 0053 1                  44.773527 8.756462 cc 01 3230313130304A3030303935            
11/08/25 08:51:51 0054 1                  44.773892 8.756407 cc 01 3232313130304A3030323137            
11/08/25 08:53:20 0055 1                  44.774848 8.756627 cc 01 313931313030433030313230            
11/08/25 08:54:27 0056 1                  44.775077 8.756543 cc 01 3231313130304A3030303531            
11/08/25 08:55:44 0057 1                  44.775733 8.756805 cc 01 3230313130304A3030303838            
