02/07/25 05:02:12 0000 s 01428ver01 44.753430 8.812033 vv 01
02/07/25 05:13:44 0001 1                  44.755778 8.803233 vv 01 323032343056303030373739            
02/07/25 05:14:01 0002 1                  44.755785 8.803230 vv 01 323032343056303030393133            
02/07/25 05:19:00 0003 1                  44.755332 8.802910 vv 01 3230303234304A3030303632            
02/07/25 05:20:47 0004 1                  44.756353 8.801407 vv 01 3234303234304A3030313234            
02/07/25 05:23:24 0005 1                  44.756657 8.803302 vv 01 323032343056303030333133            
02/07/25 05:24:43 0006 1                  44.756655 8.803317 vv 01 323032343056303030333132            
02/07/25 05:26:31 0007 1                  44.758158 8.800438 vv 01 323032343056303030323333            
02/07/25 05:26:51 0008 1                  44.758178 8.800440 vv 01 3233303234304A3030343930            
02/07/25 05:27:38 0009 1                  44.758243 8.800463 vv 01 323032343056303031363531            
02/07/25 05:29:04 0010 1                  44.758502 8.801150 vv 01 323032343056303030323430            
02/07/25 05:30:50 0011 1                  44.758518 8.802620 vv 01 323032343056303031363730            
02/07/25 05:33:12 0012 1                  44.756893 8.799940 vv 01 323032343056303030373238            
02/07/25 05:34:44 0013 1                  44.757032 8.799728 vv 01 323032343056303030333730            
02/07/25 05:36:19 0014 1                  44.757465 8.799217 vv 01 323032343056303030303837            
02/07/25 05:38:59 0015 1                  44.758952 8.797127 vv 01 3230303234304A3030343039            
02/07/25 05:39:12 0016 1                  44.758952 8.797097 vv 01 3230303234304A3030353434            
02/07/25 05:39:28 0017 1                  44.758995 8.797077 vv 01 323030323545303035353537            
02/07/25 05:42:51 0018 1                  44.761873 8.796058 vv 01 3235303234304A3031303933            
02/07/25 05:42:53 0019 1                  44.761873 8.796065 vv 01 3235303234304A3031303933            
02/07/25 05:42:55 0020 1                  44.761873 8.796070 vv 01 3235303234304A3031303933            
02/07/25 05:44:17 0021 1                  44.761375 8.796813 vv 01 3230303234304A3030333438            
02/07/25 05:45:54 0022 1                  44.760987 8.797327 vv 01 3231303234304A3033343038            
02/07/25 05:48:48 0023 1                  44.760652 8.797873 vv 01 3231303234304A3030333339            
02/07/25 05:51:48 0024 1                  44.761773 8.801375 vv 01 323032343056303030313932            
02/07/25 05:52:03 0025 1                  44.761772 8.801373 vv 01 323032343056303030313931            
02/07/25 05:53:30 0026 1                  44.761803 8.801862 vv 01 32B032343056303030343638            
02/07/25 05:53:32 0027 1                  44.761803 8.801865 vv 01 32B032343056303030343638            
02/07/25 05:54:51 0028 1                  44.761893 8.802302 vv 01 323032343056303032303236            
02/07/25 05:56:10 0029 1                  44.762075 8.803245 vv 01 323032343056303031383938            
02/07/25 05:57:36 0030 1                  44.761085 8.803342 vv 01 323032343056303030393337            
02/07/25 06:03:05 0031 1                  44.760883 8.803050 vv 01 323032343056303030323237            
02/07/25 06:04:00 0032 1                  44.760893 8.803062 vv 01 323032343056303032303936            
02/07/25 06:05:19 0033 1                  44.760913 8.802550 vv 01 323032343056303032303133            
02/07/25 06:08:55 0034 1                  44.754210 8.804745 vv 01 323032343056303030313732            
02/07/25 06:13:20 0035 1                  44.759075 8.802882 vv 01 323032343056303030363639            
02/07/25 06:13:51 0036 1                  44.759092 8.802495 vv 01 323032343056303030323434            
02/07/25 06:17:27 0037 1                  44.759500 8.802490 vv 01 323032343056303030363638            
02/07/25 06:20:21 0038 1                  44.762278 8.805850 vv 01 323032343056303032303138            
02/07/25 06:21:37 0039 1                  44.762922 8.805737 vv 01 323032343056303031393438            
02/07/25 06:24:03 0040 1                  44.763530 8.805597 vv 01 323032343056303030373831            
02/07/25 06:25:17 0041 1                  44.764102 8.805507 vv 01 323032343056303031393439            
02/07/25 06:26:20 0042 1                  44.764392 8.805428 vv 01 323032343056303031353831            
02/07/25 06:26:28 0043 1                  44.764395 8.805433 vv 01 3234303234304A3030303330            
02/07/25 06:28:35 0044 1                  44.765210 8.805243 vv 01 3234303234304A3031303837            
02/07/25 06:29:35 0045 1                  44.765458 8.805170 vv 01 323032343056303031353734            
02/07/25 06:31:00 0046 1                  44.765748 8.805170 vv 01 3231303234304A3031303735            
02/07/25 06:31:12 0047 1                  44.765755 8.805157 vv 01 3234303234304A3031303230            
02/07/25 06:33:45 0048 1                  44.766085 8.802363 vv 01 3231303234304A3034303631            
02/07/25 06:34:31 0049 1                  44.766032 8.802390 vv 01 3232303234304A3030353930            
02/07/25 06:36:21 0050 1                  44.766085 8.802007 vv 01 3232303234304A3030323130            
02/07/25 06:37:59 0051 1                  44.765653 8.800700 vv 01 3231303234304A3030363730            
02/07/25 06:39:04 0052 1                  44.765438 8.800280 vv 01 3234303234304A3030303530            
02/07/25 06:39:35 0053 1                  44.765433 8.800268 vv 01 3231303234304A3033383233            
02/07/25 06:40:04 0054 1                  44.765435 8.800268 vv 01 3234303234304A3030303530            
02/07/25 06:41:10 0055 1                  44.764707 8.799262 vv 01 3230303234304A3030323435            
02/07/25 06:41:33 0056 1                  44.764700 8.799257 vv 01 3230303234304A3030353638            
02/07/25 06:42:25 0057 1                  44.764668 8.799215 vv 01 3230303234304A3030373733            
02/07/25 06:44:09 0058 1                  44.764365 8.798920 vv 01 3230303234304A3030353636            
02/07/25 06:44:17 0059 1                  44.764362 8.798917 vv 01 3230303234304A3030353635            
02/07/25 06:46:06 0060 1                  44.763567 8.798370 vv 01 323032343056303031373136            
02/07/25 06:49:29 0061 1                  44.763888 8.800880 vv 01 323032343056303031353532            
02/07/25 07:01:20 0062 1                  44.760457 8.794637 vv 01 323032343056303031323935            
02/07/25 07:04:26 0063 1                  44.760587 8.797063 vv 01 323032343056303030343239            
02/07/25 07:07:43 0064 1                  44.763970 8.801355 vv 01 323032343056303031353531            
02/07/25 07:09:39 0065 1                  44.764047 8.801785 vv 01 323032343056303031333430            
02/07/25 07:13:45 0066 1                  44.764265 8.803477 vv 01 3233303234304A3030343134            
02/07/25 07:15:07 0067 1                  44.764408 8.804575 vv 01 3234303234304A3030323430            
02/07/25 07:16:53 0068 1                  44.764395 8.805257 vv 01 3234303234304A3030303330            
02/07/25 07:21:10 0069 1                  44.765282 8.803220 vv 01 323032343056303031313932            
02/07/25 07:21:10 0070 1                  44.765282 8.803220 vv 01 323032343056303031313034            
02/07/25 07:24:20 0071 1                  44.764743 8.797107 vv 01 3230303234304A3030363138            
02/07/25 07:25:51 0072 1                  44.765308 8.797422 vv 01 3230303234304A3030383235            
02/07/25 07:27:42 0073 1                  44.766475 8.797872 vv 01 3231303234304A3033333037            
02/07/25 07:29:34 0074 1                  44.766697 8.797987 vv 01 3231303234304A3031393830            
02/07/25 07:31:14 0075 1                  44.768577 8.798278 vv 01 3231303234304A3031343532            
02/07/25 07:31:59 0076 1                  44.768620 8.798285 vv 01 3231303234304A3033333035            
02/07/25 07:34:22 0077 1                  44.769275 8.800413 vv 01 3234303234304A3030323738            
02/07/25 07:36:23 0078 1                  44.769153 8.801375 vv 01 3233303234304A3031313436            
02/07/25 07:36:37 0079 1                  44.769147 8.801318 vv 01 3231303234304A3031353337            
02/07/25 07:38:20 0080 1                  44.769260 8.801155 vv 01 30396135431FAD09502F90A0            
02/07/25 07:38:29 0081 1                  44.769235 8.801182 vv 01 3231303234304A3033333337            
02/07/25 07:40:38 0082 1                  44.769708 8.802115 vv 01 3231303234304A3033303337            
02/07/25 07:43:34 0083 1                  44.769623 8.802080 vv 01 3231303234304A3033303739            
02/07/25 07:43:34 0084 1                  44.769623 8.802080 vv 01 3233303234304A3030343638            
02/07/25 07:44:28 0085 1                  44.769667 8.802070 vv 01 3234303234304A3030323338            
02/07/25 07:48:54 0086 1                  44.768757 8.796512 vv 01 3231303234304A3031373438            
02/07/25 07:53:42 0087 1                  44.768427 8.796292 vv 01 3232303234304A3030363133            
02/07/25 07:55:03 0088 1                  44.767933 8.796168 vv 01 3231303234304A3031353839            
02/07/25 07:56:05 0089 1                  44.767948 8.796158 vv 01 3231303234304A3031373332            
02/07/25 07:58:55 0090 1                  44.766712 8.794483 vv 01 3231303234304A3031393438            
02/07/25 08:00:16 0091 1                  44.767507 8.794410 vv 01 3235303234304A3031303537            
02/07/25 08:00:33 0092 1                  44.767573 8.794397 vv 01 3235303234304A3031303538            
02/07/25 08:01:35 0093 1                  44.768012 8.794232 vv 01 3231303234304A3033313235            
