19/02/25 04:53:37 0000 s 02540ver01 44.753005 8.812097 pp 01
19/02/25 05:42:26 0001 1                  44.762925 8.791728 pp 01 313931323050303038303739            
19/02/25 05:44:03 0002 1                  44.762812 8.791245 pp 01 3234313130304a3030333030            
19/02/25 05:48:24 0003 1                  44.760488 8.791463 pp 01 3231313130304a3032343931            
19/02/25 05:48:35 0004 1                  44.760468 8.791425 pp 01 3231313130304a3031373138            
19/02/25 05:49:51 0005 1                  44.760493 8.791447 pp 01 3231313130304a3031373230            
19/02/25 05:57:26 0006 1                  44.762448 8.786880 pp 01 3233313130304a3030313732            
19/02/25 06:01:53 0007 1                  44.763035 8.786250 pp 01 313931323050303033333636            
19/02/25 06:03:31 0008 1                  44.762983 8.786203 pp 01 3231303234304a3034373634            
19/02/25 06:04:06 0009 1                  44.762972 8.786382 pp 01 3231303234304a3034373635            
19/02/25 06:06:23 0010 1                  44.762888 8.786332 pp 01 313931323050303032393231            
19/02/25 06:08:29 0011 1                  44.762865 8.786355 pp 01 3231313130304a3031333530            
19/02/25 06:09:58 0012 1                  44.762827 8.786423 pp 01 313931323050303038383439            
19/02/25 06:11:08 0013 1                  44.762642 8.786528 pp 01 3230303033304d3038393336            
19/02/25 06:12:23 0014 1                  44.762250 8.786080 pp 01 3234303132304a3033323632            
19/02/25 06:12:26 0015 1                  44.762245 8.786080 pp 01 313931323050303036373630            
19/02/25 06:14:19 0016 1                  44.762315 8.785497 pp 01 313931323050303036343239            
19/02/25 06:19:40 0018 1                  44.762077 8.783998 pp 01 3231313130304a3130323135            
19/02/25 06:23:08 0020 1                  44.762047 8.783218 pp 01 3234303033304d3031343937            
19/02/25 06:24:27 0021 1                  44.763028 8.782703 pp 01 31383033304d303036333138            
19/02/25 06:24:46 0023 1                  44.763128 8.782543 pp 01 3234303132304a3032313537            
19/02/25 06:24:48 0024 1                  44.763123 8.782525 pp 01 3231303033304d3033303433            
19/02/25 06:28:57 0025 1                  44.762782 8.784920 pp 01 31383132304a303231333634            
19/02/25 06:33:58 0026 1                  44.762487 8.781483 pp 01 3230313130304a3030333531            
19/02/25 06:34:12 0027 1                  44.762487 8.781525 pp 01 111150000000002849703195            
19/02/25 06:34:14 0028 1                  44.762487 8.781523 pp 01 111150000000002841549395            
19/02/25 06:36:26 0029 1                  44.762125 8.781385 pp 01 3230313130304a3031303733            
19/02/25 06:36:49 0030 1                  44.762112 8.781392 pp 01 3230303033304d3030323631            
19/02/25 06:36:50 0031 1                  44.762112 8.781392 pp 01 3234313130304a3030323635            
19/02/25 06:36:52 0032 1                  44.762123 8.781430 pp 01 3231303234304a3032393030            
19/02/25 06:36:53 0033 1                  44.762115 8.781408 pp 01 3034f836e822274ab424286d            
19/02/25 06:37:29 0034 1                  44.762193 8.781455 pp 01 303acb0342e6fd5c85650dbb            
19/02/25 06:37:51 0035 1                  44.762192 8.781582 pp 01 303acb0343883559d8b6377b            
19/02/25 06:37:53 0036 1                  44.762177 8.781582 pp 01 3233313130304a3030303533            
19/02/25 06:40:07 0037 1                  44.762042 8.781490 pp 01 3234313130304a3030323539            
19/02/25 06:40:16 0038 1                  0 0 pp 01 30361443fc36481ffa0a1f64            
19/02/25 06:42:17 0039 1                  44.762142 8.781158 pp 01 313931323043303033333734            
19/02/25 06:42:21 0040 1                  44.762170 8.781175 pp 01 313931323043303036323038            
19/02/25 06:42:22 0041 1                  44.762173 8.781177 pp 01 313931323043303032393538            
19/02/25 06:42:24 0042 1                  44.762178 8.781178 pp 01 313931323050303132393931            
19/02/25 06:43:03 0043 1                  44.762253 8.781217 pp 01 3035ebea080f42c800048f28            
19/02/25 06:43:04 0044 1                  44.762247 8.781203 pp 01 3234303132304a3030333331            
19/02/25 06:43:19 0045 1                  44.762252 8.781112 pp 01 313931323050303034393534            
19/02/25 06:43:40 0046 1                  44.762267 8.781085 pp 01 3233303132304a3031383631            
19/02/25 06:43:43 0047 1                  44.762253 8.781058 pp 01 313931323050303132313931            
19/02/25 06:43:48 0048 1                  44.762232 8.781067 pp 01 30395dfa830793800013bb14            
19/02/25 06:43:57 0049 1                  44.762272 8.781262 pp 01 3231303132304a3033393831            
19/02/25 06:49:27 0050 1                  44.761952 8.784995 pp 01 3233303033304d3030343032            
19/02/25 06:59:13 0051 1                  44.760278 8.785775 pp 01 3234303033304d3030343135            
19/02/25 07:00:14 0052 1                  44.759703 8.786065 pp 01 3234303234304a3030343237            
19/02/25 07:02:57 0053 1                  44.759493 8.785695 pp 01 3231303033304d3032353830            
19/02/25 07:06:31 0054 1                  44.759358 8.785258 pp 01 3233303234304a3030363437            
19/02/25 07:08:58 0055 1                  44.759455 8.784882 pp 01 313931323050303037353537            
19/02/25 07:09:00 0056 1                  44.759457 8.784878 pp 01 313931323052303037353537            
19/02/25 07:09:09 0057 1                  44.759500 8.784882 pp 01 313931323050303035313933            
19/02/25 07:11:37 0058 1                  44.759608 8.784523 pp 01 3234303132304a3030343436            
19/02/25 07:11:43 0059 1                  44.759608 8.784485 pp 01 313931323050303131363336            
19/02/25 07:12:17 0060 1                  44.759577 8.784380 pp 01 313931323050303131363334            
19/02/25 07:13:58 0061 1                  44.759455 8.784047 pp 01 313931323050303131393437            
19/02/25 07:14:11 0062 1                  44.759555 8.783965 pp 01 313931323050303131373639            
19/02/25 07:16:12 0063 1                  44.759833 8.784913 pp 01 3231303033304d3032383737            
19/02/25 07:16:18 0064 1                  44.759887 8.784922 pp 01 3234303234304a3030343232            
19/02/25 07:18:41 0065 1                  44.760102 8.785215 pp 01 3231303033304d3033313439            
19/02/25 07:21:50 0066 1                  0 0 pp 01 313931323050303131333137            
19/02/25 07:23:30 0067 1                  44.760867 8.784618 pp 01 313931323050303131333136            
19/02/25 07:24:59 0068 1                  44.761038 8.784430 pp 01 3233303234304a3030353636            
19/02/25 07:25:10 0069 1                  44.761048 8.784400 pp 01 3231303234304a3031333139            
19/02/25 07:27:35 0070 1                  44.760995 8.783563 pp 01 3234303132304a3033323239            
19/02/25 07:28:48 0071 1                  44.760978 8.783320 pp 01 31383033304d303036323630            
19/02/25 07:28:54 0072 1                  44.760977 8.783317 pp 01 3234303132304a3030333732            
19/02/25 07:29:51 0073 1                  44.760998 8.783437 pp 01 3234303132304a3032323436            
19/02/25 07:30:53 0074 1                  44.761058 8.783122 pp 01 30395dfa80cfb900000b2e63            
19/02/25 07:49:02 0075 1                  44.792718 8.739672 pp 01 303acb03422de05ac68df583            
19/02/25 07:49:07 0076 1                  44.792723 8.739668 pp 01 303acb03422de05ac68de696            
19/02/25 07:49:08 0077 1                  44.792723 8.739665 pp 01 303acb03422de05ac68df582            
19/02/25 07:49:10 0078 1                  44.792723 8.739667 pp 01 303acb03422de05ac68df586            
19/02/25 07:49:31 0079 1                  44.792733 8.739622 pp 01 30361437a41b4d5ebbd028ee            
19/02/25 07:49:33 0080 1                  44.792733 8.739618 pp 01 303acb03424874dac688ec5f            
19/02/25 07:50:09 0082 1                  44.792740 8.739692 pp 01 30361443fc36481ffa0a1f64            
19/02/25 08:13:25 0084 1                  44.759265 8.781673 pp 01 30340bc9ec44cf0011ed3004            
19/02/25 08:14:16 0085 1                  44.759113 8.781762 pp 01 3231303033304d3032373537            
19/02/25 08:15:01 0086 1                  44.759042 8.782013 pp 01 3231303033304d3032363132            
19/02/25 08:15:13 0087 1                  44.759098 8.782090 pp 01 313931323050303131373932            
19/02/25 08:15:17 0088 1                  44.759073 8.782090 pp 01 313931323050303131303839            
19/02/25 08:16:09 0089 1                  44.759043 8.782377 pp 01 3234303033304d3030343832            
19/02/25 08:17:08 0090 1                  44.758735 8.782790 pp 01 313931323050303131333130            
19/02/25 08:18:14 0091 1                  44.758817 8.783112 pp 01 3234303132304a3030333338            
19/02/25 08:19:10 0092 1                  44.758582 8.783490 pp 01 3231303234304a3032313630            
19/02/25 08:19:11 0093 1                  44.758570 8.783498 pp 01 3233303234304a3030363530            
19/02/25 08:20:12 0094 1                  44.758580 8.783568 pp 01 3234303234304a3030373237            
19/02/25 08:25:57 0095 1                  44.760002 8.782418 pp 01 3231303033304d3033313035            
19/02/25 08:27:33 0096 1                  44.759817 8.783063 pp 01 3231303234304a3030303631            
19/02/25 08:28:04 0097 1                  44.759907 8.783087 pp 01 3231303234304a3030303630            
19/02/25 08:29:46 0098 1                  44.760290 8.782492 pp 01 31383132304a303234373331            
19/02/25 08:29:58 0099 1                  44.760267 8.782557 pp 01 3234303033304d3030343736            
19/02/25 08:31:53 0100 1                  44.760918 8.782938 pp 01 3231303033304d3033303031            
19/02/25 08:33:49 0101 1                  44.758280 8.783330 pp 01 31383033304d303036313235            
19/02/25 08:33:51 0102 1                  44.758280 8.783332 pp 01 31383033304d303036313432            
19/02/25 08:33:54 0103 1                  44.758282 8.783333 pp 01 31383033304d303036313632            
19/02/25 08:33:56 0104 1                  44.758285 8.783330 pp 01 31383033304d303036313734            
19/02/25 08:34:03 0105 1                  44.758290 8.783322 pp 01 31383033304d303036313438            
19/02/25 08:34:10 0106 1                  44.758295 8.783307 pp 01 31383033304d303036313539            
19/02/25 08:34:18 0107 1                  44.758292 8.783312 pp 01 31383033304d303036313538            
19/02/25 08:34:27 0108 1                  44.758285 8.783308 pp 01 31383033304d303036313537            
19/02/25 08:34:37 0109 1                  44.758283 8.783305 pp 01 31383033304d303036313535            
19/02/25 08:36:05 0110 1                  44.758293 8.783297 pp 01 4e20198ae7b3800000000001            
