12/02/25 04:50:34 0000 s 02542ver01 44.753060 8.811887 vv 01
12/02/25 05:18:47 0000 s 02542ver01 0 0 vv 01
12/02/25 05:24:20 0000 s 02542ver01 0 0 vv 01
12/02/25 05:43:45 0001 1                  44.682258 8.833443 vv 01 3230303234304a3030383334            
12/02/25 06:05:26 0002 1                  44.691037 8.837978 vv 01 3231303234304a3031343838            
12/02/25 06:15:17 0003 1                  44.690608 8.837383 vv 01 3230303234304a3030353031            
12/02/25 06:22:45 0004 1                  44.692942 8.836322 vv 01 e2806f120000000239727550            
12/02/25 06:34:31 0005 1                  44.694853 8.838397 vv 01 3231313130304a3030373430            
12/02/25 06:34:35 0006 1                  44.694865 8.838380 vv 01 30340bf8d44c485a64d03c06            
12/02/25 07:16:29 0007 1                  44.685938 8.802797 vv 01 313931323043303131333631            
12/02/25 07:20:18 0008 1                  44.685865 8.810887 vv 01 232005111001832307010000            
12/02/25 07:25:27 0009 1                  44.685530 8.811335 vv 01 3230303234304a3030363932            
12/02/25 07:33:55 0010 1                  44.685667 8.813173 vv 01 3231303234304a3030373431            
12/02/25 07:43:39 0011 1                  44.682670 8.809163 vv 01 30360372d82c1dc00d6948e1            
12/02/25 07:48:42 0012 1                  44.682777 8.813490 vv 01 3231303234304a3031343839            
12/02/25 07:48:56 0013 1                  44.682768 8.813493 vv 01 313931323043303032303434            
12/02/25 07:51:12 0014 1                  44.682763 8.812878 vv 01 3231303234304a3030343835            
12/02/25 07:52:59 0015 1                  44.682628 8.811940 vv 01 3231303234304a3030363736            
12/02/25 08:17:43 0016 1                  44.685232 8.809728 vv 01 3231303234304a3030353134            
12/02/25 08:21:40 0017 1                  44.687003 8.807180 vv 01 3234303234304a3031323637            
12/02/25 08:21:49 0018 1                  44.687002 8.807170 vv 01 3233303234304a3031313835            
12/02/25 08:23:53 0019 1                  44.688093 8.805858 vv 01 3231303234304a3030363538            
12/02/25 09:10:18 0020 1                  44.692610 8.787338 vv 01 3232303234304a3030323631            
12/02/25 09:15:49 0021 1                  44.689423 8.771078 vv 01 3233303234304a3030343533            
12/02/25 10:01:09 0022 1                  44.698773 8.784640 vv 01 3231303234304a3033363337            
12/02/25 10:01:19 0023 1                  44.698775 8.784645 vv 01 3230303234304a3030323530            
12/02/25 10:23:56 0024 1                  44.759758 8.783168 vv 01 3234303032334d3031323337            
12/02/25 10:24:43 0025 1                  44.759762 8.783150 vv 01 300833b2ddd9014000000000            
12/02/25 10:34:24 0026 1                  44.761532 8.781973 vv 01 3231303234304a3033303132            
12/02/25 10:34:32 0027 1                  44.761533 8.781973 vv 01 3231303033304d3033323031            
12/02/25 11:23:08 0000 s 02542ver01 44.753088 8.811893 vv 01
