02/07/25 04:50:39 0000 s 02538ver01 44.752993 8.811890 vv 01
02/07/25 05:06:06 0001 1                  44.766472 8.783997 vv 01 313931323043303130303436            
02/07/25 05:06:13 0002 1                  44.766473 8.783987 vv 01 3231303032334d3033353832            
02/07/25 05:06:16 0003 1                  44.766475 8.783983 vv 01 3231303234304a3033303336            
02/07/25 05:09:07 0004 1                  44.765878 8.786483 vv 01 3231303234304a3033363333            
02/07/25 05:09:29 0005 1                  44.765868 8.786512 vv 01 3231303032334d3032393338            
02/07/25 05:09:56 0006 1                  44.765853 8.786505 vv 01 3231303032334d3032393339            
02/07/25 05:13:37 0007 1                  44.765522 8.787872 vv 01 3035eb6268520dfb79b05574            
02/07/25 05:13:48 0008 1                  44.765508 8.787860 vv 01 3231303234304a3033303530            
02/07/25 05:15:45 0009 1                  44.764980 8.790092 vv 01 3231303032334d3033303731            
02/07/25 05:15:51 0010 1                  44.764998 8.790110 vv 01 3233303234304a3030343739            
02/07/25 05:19:11 0011 1                  44.763635 8.794723 vv 01 3231303234304a3034313536            
02/07/25 05:25:26 0014 1                  44.763905 8.793572 vv 01 3231303032334d3031313534            
02/07/25 05:25:38 0015 1                  44.763948 8.793562 vv 01 3232303234304a3030363236            
02/07/25 05:27:29 0016 1                  44.763953 8.795560 vv 01 3231303234304a3033333937            
02/07/25 05:28:52 0017 1                  44.763885 8.795850 vv 01 3234303234304a3031313231            
02/07/25 05:29:08 0018 1                  44.763895 8.795865 vv 01 3231303234304a3034313830            
02/07/25 05:32:15 0019 1                  44.763673 8.796933 vv 01 3231303234304a3033353930            
02/07/25 05:36:29 0020 1                  44.765200 8.795437 vv 01 3231303234304a3034313538            
02/07/25 05:38:17 0021 1                  44.765858 8.795997 vv 01 3231303234304a3033303437            
02/07/25 05:40:04 0022 1                  44.765625 8.797152 vv 01 3231303234304a3033333333            
02/07/25 05:41:59 0023 1                  44.765955 8.796783 vv 01 3234303234304a3030393332            
02/07/25 05:44:26 0024 1                  44.766092 8.796138 vv 01 3231303234304a3033353635            
02/07/25 05:45:01 0025 1                  44.766087 8.796123 vv 01 3231303032334d3033323039            
02/07/25 05:45:41 0026 1                  44.766113 8.795953 vv 01 3231303234304a3033353634            
02/07/25 05:45:47 0027 1                  44.766107 8.795948 vv 01 313931323043303039333335            
02/07/25 05:47:01 0028 1                  44.766197 8.795427 vv 01 3231303234304a3033353733            
02/07/25 05:48:45 0029 1                  44.766317 8.794915 vv 01 3231303234304a3034313832            
02/07/25 05:52:16 0030 1                  44.766480 8.793962 vv 01 3232303234304a3030323030            
02/07/25 05:53:50 0031 1                  44.766583 8.793570 vv 01 3234303234304a3031303232            
02/07/25 05:54:06 0032 1                  44.766585 8.793570 vv 01 3231303234304a3033343233            
02/07/25 05:55:51 0033 1                  44.766633 8.793200 vv 01 3232303234304a3030303938            
02/07/25 05:57:13 0034 1                  44.766743 8.792667 vv 01 3231303234304a3034313233            
02/07/25 05:59:19 0035 1                  44.767083 8.792318 vv 01 3231303234304a3033333232            
02/07/25 05:59:22 0036 1                  44.767083 8.792320 vv 01 3231303234304a3032353334            
02/07/25 06:08:41 0037 1                  44.764683 8.787023 vv 01 3231303032334d3034353139            
02/07/25 06:20:02 0038 1                  44.766758 8.791145 vv 01 000000000000000013688634            
02/07/25 06:21:02 0039 1                  44.766753 8.791100 vv 01 313832343045303030383232            
02/07/25 06:22:55 0040 1                  44.766718 8.791373 vv 01 3231303234304a3033333236            
02/07/25 06:24:22 0041 1                  44.766550 8.792208 vv 01 3231303234304a3034303839            
02/07/25 06:28:05 0042 1                  44.764242 8.791357 vv 01 3232303234304a3030333833            
02/07/25 06:29:25 0043 1                  44.764250 8.791233 vv 01 303acb0341f12e99d8b63e66            
02/07/25 06:29:38 0044 1                  44.764248 8.791237 vv 01 3232303032334d3030393735            
02/07/25 06:47:34 0000 s 02538ver01 44.755815 8.799445 vv 01
02/07/25 06:54:57 0045 1                  44.763442 8.793148 vv 01 3231313130304a3032323431            
02/07/25 06:55:12 0046 1                  44.763482 8.793105 vv 01 3233303234304a3030333239            
02/07/25 06:56:56 0047 1                  44.763573 8.792180 vv 01 3231303234304a3033343434            
02/07/25 06:57:16 0048 1                  44.763552 8.792035 vv 01 3231303234304a3033353535            
02/07/25 07:04:32 0049 1                  44.762512 8.790060 vv 01 3231313130304a3032323538            
02/07/25 07:04:50 0050 1                  44.762493 8.790088 vv 01 3231303234304a3033313630            
02/07/25 07:05:12 0051 1                  44.762482 8.790097 vv 01 3231303234304a3033313539            
02/07/25 07:07:05 0052 1                  44.762485 8.790108 vv 01 3231303032334d3033313233            
02/07/25 07:07:07 0053 1                  44.762485 8.790108 vv 01 3231303032334d3032313531            
02/07/25 07:07:19 0054 1                  44.762478 8.790127 vv 01 3231303234304a3033363732            
02/07/25 07:07:32 0055 1                  44.762475 8.790130 vv 01 3231303032334d3032313534            
02/07/25 07:07:38 0056 1                  44.762480 8.790118 vv 01 30180011c0000000009fe8ee            
02/07/25 07:08:41 0057 1                  44.762382 8.790340 vv 01 000000000788329900000000            
02/07/25 07:09:23 0058 1                  44.762407 8.790340 vv 01 3231303234304a3033313636            
02/07/25 07:13:28 0059 1                  44.762237 8.791080 vv 01 3231303234304a3033313538            
02/07/25 07:19:15 0060 1                  44.763350 8.792723 vv 01 3231303234304a3033343433            
02/07/25 07:19:16 0061 1                  44.763360 8.792722 vv 01 dee0000c4a36cc423000509f            
02/07/25 07:22:08 0062 1                  44.765943 8.790152 vv 01 3231303234304a3033383734            
02/07/25 07:22:17 0063 1                  44.765957 8.790168 vv 01 3231303234304a3033343539            
02/07/25 07:25:08 0064 1                  44.766562 8.790412 vv 01 3231303234304a3033373233            
02/07/25 07:28:59 0065 1                  44.764628 8.796647 vv 01 3231303234304a3033343536            
02/07/25 07:29:29 0066 1                  44.764625 8.796622 vv 01 3231303032334d3034373638            
02/07/25 07:30:20 0067 1                  44.764648 8.796598 vv 01 3231303234304a3033313635            
02/07/25 07:30:42 0068 1                  44.764652 8.796597 vv 01 3233303234304a3030313938            
02/07/25 07:33:49 0069 1                  44.764743 8.796222 vv 01 3231303234304a3033333635            
02/07/25 07:36:17 0070 1                  44.765102 8.794453 vv 01 3231303234304a3033343630            
02/07/25 07:39:35 0071 1                  44.765303 8.793283 vv 01 3231303234304a3033323036            
02/07/25 07:41:12 0072 1                  44.765313 8.793010 vv 01 3231303234304a3033323135            
02/07/25 07:43:16 0073 1                  44.765558 8.792143 vv 01 3231303234304a3033323037            
02/07/25 07:47:49 0074 1                  44.765347 8.788382 vv 01 171531050600350007010000            
02/07/25 07:53:01 0075 1                  44.763050 8.788163 vv 01 3231303032334d3030393832            
02/07/25 07:59:42 0076 1                  44.763800 8.788920 vv 01 3232303234304a3030363834            
02/07/25 07:59:54 0077 1                  44.763795 8.788918 vv 01 3231303132304a3037373234            
02/07/25 08:00:47 0078 1                  44.764090 8.789233 vv 01 3231303234304a3033323132            
02/07/25 08:00:59 0079 1                  44.764098 8.789248 vv 01 3231303032334d3032373430            
02/07/25 08:06:08 0080 1                  44.765465 8.787173 vv 01 3232303234304a3030373439            
02/07/25 08:10:51 0082 1                  44.766477 8.787152 vv 01 3231303234304a3033303631            
02/07/25 08:13:30 0083 1                  44.766918 8.785610 vv 01 3231303234304a3033383335            
02/07/25 08:14:54 0084 1                  44.767205 8.784290 vv 01 3231303032334d3033323237            
02/07/25 08:15:03 0085 1                  44.767203 8.784282 vv 01 3231303234304a3033303837            
02/07/25 08:17:06 0086 1                  44.767753 8.783927 vv 01 3235303234304a3030383732            
02/07/25 08:18:25 0087 1                  44.767730 8.783942 vv 01 000000000000000013151561            
02/07/25 08:19:43 0089 1                  44.768885 8.784312 vv 01 3231303234304a3033393932            
02/07/25 08:26:13 0090 1                  44.767082 8.782327 vv 01 3233303032334d3031303934            
02/07/25 08:26:21 0091 1                  44.767108 8.782308 vv 01 3231303234304a3033333131            
02/07/25 08:27:18 0092 1                  44.767118 8.782285 vv 01 3231303032334d3030313432            
02/07/25 08:32:43 0000 s 02538ver01 44.767360 8.781728 vv 01
02/07/25 08:33:54 0093 1                  44.769235 8.779832 vv 01 3231303032334d3030303230            
02/07/25 08:34:00 0094 1                  44.769255 8.779822 vv 01 3233303234304a3031313331            
02/07/25 08:36:57 0095 1                  44.777317 8.777258 vv 01 3232303234304a3030303930            
02/07/25 08:38:34 0096 1                  44.777510 8.776940 vv 01 3231303234304a3033373034            
02/07/25 08:40:09 0097 1                  44.778145 8.775647 vv 01 3234303234304a3031303934            
02/07/25 08:41:15 0098 1                  44.778172 8.775673 vv 01 3231303032334d3030333330            
02/07/25 09:13:05 0099 1                  44.766562 8.783608 vv 01 3231303234304a3033393839            
02/07/25 09:16:28 0100 1                  44.765832 8.784848 vv 01 3231303234304a3033383936            
02/07/25 09:16:29 0101 1                  44.765830 8.784852 vv 01 3231303032334d3031303731            
02/07/25 09:16:30 0102 1                  44.765827 8.784855 vv 01 3231303032334d3031303732            
02/07/25 09:18:54 0103 1                  44.765248 8.784705 vv 01 3231303032334d3032343737            
02/07/25 09:20:02 0104 1                  44.765632 8.785288 vv 01 3231303234304a3033313830            
02/07/25 09:25:24 0105 1                  44.767723 8.784977 vv 01 3231303234304a3033323931            
02/07/25 09:25:40 0106 1                  44.767717 8.784953 vv 01 3231303234304a3033393838            
02/07/25 09:26:49 0107 1                  44.767712 8.784832 vv 01 3231303032334d3030333232            
02/07/25 09:26:53 0108 1                  44.767710 8.784830 vv 01 3231303234304a3033393531            
02/07/25 09:29:52 0109 1                  44.766703 8.784422 vv 01 3231303234304a3033333238            
02/07/25 09:31:53 0110 1                  44.765417 8.785445 vv 01 3231303234304a3033383731            
02/07/25 09:32:01 0111 1                  44.765413 8.785457 vv 01 3231303234304a3033383730            
02/07/25 09:32:11 0112 1                  44.765408 8.785468 vv 01 3231303234304a3034353132            
02/07/25 09:37:24 0113 1                  44.764810 8.785765 vv 01 3231303032334d3030333832            
02/07/25 09:37:33 0114 1                  44.764815 8.785787 vv 01 3233303234304a3030323534            
02/07/25 09:38:51 0115 1                  44.764852 8.786130 vv 01 3235303234304a3030373537            
02/07/25 09:39:11 0116 1                  44.764843 8.786142 vv 01 3231303032334d3030333835            
02/07/25 09:39:29 0117 1                  44.764832 8.786145 vv 01 3231303032334d3030343030            
02/07/25 09:47:09 0118 1                  44.770357 8.783423 vv 01 3232303234304a3030333033            
02/07/25 09:47:49 0119 1                  44.770362 8.783413 vv 01 3231303234304a3034343437            
02/07/25 09:49:12 0120 1                  44.770255 8.782747 vv 01 3232303234304a3030303836            
02/07/25 09:51:23 0121 1                  44.769895 8.781578 vv 01 3231303234304a3033363635            
02/07/25 09:51:44 0122 1                  44.769885 8.781588 vv 01 31383132304a303138323832            
02/07/25 10:12:23 0123 1                  44.759628 8.789077 vv 01 3231303234304a3030393239            
02/07/25 10:12:26 0124 1                  44.759627 8.789077 vv 01 313931323050303036363436            
02/07/25 10:12:28 0125 1                  44.759625 8.789073 vv 01 313931323050303036363539            
02/07/25 10:13:00 0126 1                  44.759607 8.789052 vv 01 3231303234304a3030393238            
02/07/25 10:19:50 0127 1                  44.758783 8.785395 vv 01 323032343056303031367433            
02/07/25 10:30:36 0128 1                  44.759592 8.784458 vv 01 3230303234304a3030343830            
02/07/25 10:48:04 0000 s 02538ver01 44.759245 8.791060 vv 01
02/07/25 10:57:50 0129 1                  44.758845 8.792135 vv 01 e28011a0a50100649d60d1c2            
02/07/25 11:07:18 0000 s 02538ver01 44.758777 8.792187 vv 01
02/07/25 11:16:44 0130 1                  44.758313 8.786523 vv 01 3231303234304a3030343936            
02/07/25 11:23:08 0131 1                  44.760122 8.787798 vv 01 3230303234304a3030373934            
02/07/25 11:23:15 0132 1                  44.760172 8.787822 vv 01 323030323545303034333030            
02/07/25 12:06:04 0000 s 02538ver01 44.753013 8.811908 vv 01
