11/06/25 05:09:40 0000 s 00478ver01 44.753272 8.812183 pp 01
11/06/25 05:26:17 0001 1                  0 0 pp 01 323032323036323330303037            
11/06/25 05:26:39 0002 1                  0 0 pp 01 31383132304a303139373139            
11/06/25 05:28:18 0003 1                  0 0 pp 01 313931323050303037303333            
11/06/25 05:31:18 0004 1                  0 0 pp 01 313931323050303033373539            
11/06/25 05:32:04 0005 1                  0 0 pp 01 313931323050303033373630            
11/06/25 05:33:10 0006 1                  0 0 pp 01 31383132304a303230373534            
11/06/25 05:36:02 0007 1                  44.743209 8.689261 pp 01 31383132304a303230373535            
11/06/25 05:37:41 0008 1                  44.741823 8.689004 pp 01 31383132304a303139343434            
11/06/25 05:41:01 0009 1                  44.741110 8.685172 pp 01 31383132304a303232383037            
11/06/25 05:45:44 0010 1                  44.748321 8.682075 pp 01 31383132304a303138373435            
11/06/25 05:48:12 0011 1                  44.735242 8.685903 pp 01 31383132304a303230383233            
11/06/25 05:49:22 0012 1                  44.734700 8.686234 pp 01 31383132304a303139343437            
11/06/25 05:50:42 0013 1                  44.734545 8.686423 pp 01 31383132304a303139313338            
11/06/25 05:55:35 0014 1                  44.733212 8.687847 pp 01 31383132304a303231303835            
11/06/25 05:57:25 0015 1                  44.732108 8.688550 pp 01 31383132304a303230313437            
11/06/25 05:57:53 0016 1                  44.731794 8.688805 pp 01 31383132304a303139303138            
11/06/25 05:58:58 0017 1                  44.730282 8.691107 pp 01 3231303234304a3034363931            
11/06/25 06:00:08 0018 1                  44.730422 8.691152 pp 01 31383132304a303235363035            
11/06/25 06:01:46 0019 1                  44.730771 8.691938 pp 01 31383132304a303236333939            
11/06/25 06:02:53 0020 1                  44.730897 8.692488 pp 01 31383132304a303236343032            
11/06/25 06:04:51 0021 1                  44.730894 8.693197 pp 01 31383132304a303139363738            
11/06/25 06:05:40 0022 1                  44.731724 8.693726 pp 01 313931323050303033313137            
11/06/25 06:07:03 0023 1                  44.732395 8.693967 pp 01 31383132304a303139373834            
11/06/25 06:08:13 0024 1                  44.732924 8.694047 pp 01 31383132304a303230353336            
11/06/25 06:11:05 0025 1                  44.734540 8.694769 pp 01 31383132304a303231343135            
11/06/25 06:16:49 0026 1                  44.733534 8.698352 pp 01 31383132304a303138373837            
11/06/25 06:19:28 0027 1                  44.731662 8.693028 pp 01 31383132304a303230303636            
11/06/25 06:21:02 0028 1                  44.731631 8.691605 pp 01 31383132304a303139373836            
11/06/25 06:23:39 0029 1                  44.733022 8.691404 pp 01 31383132304a303139303334            
11/06/25 06:24:13 0030 1                  44.732988 8.691439 pp 01 31383132304a303231303939            
11/06/25 06:28:03 0031 1                  44.736148 8.691131 pp 01 313931323050303033383332            
11/06/25 06:28:49 0032 1                  44.736212 8.691152 pp 01 313931323050303030343539            
11/06/25 06:32:32 0033 1                  44.737654 8.688088 pp 01 31383132304a303230323334            
11/06/25 06:33:48 0034 1                  44.737498 8.688136 pp 01 313931323050303031303737            
11/06/25 06:37:13 0035 1                  44.732729 8.691746 pp 01 31383132304a303230303637            
11/06/25 06:38:32 0036 1                  44.731996 8.692479 pp 01 31383132304a303230303138            
11/06/25 06:39:39 0037 1                  44.731174 8.693404 pp 01 31383132304a303235363031            
11/06/25 06:43:34 0038 1                  44.729487 8.693919 pp 01 3233303132304a3030353230            
11/06/25 06:44:25 0039 1                  44.729342 8.694906 pp 01 31383132304a303139383032            
11/06/25 06:47:33 0040 1                  44.729190 8.693678 pp 01 31383132304a303236343236            
11/06/25 06:50:15 0041 1                  44.728628 8.693360 pp 01 31383132304a303236393738            
11/06/25 06:50:29 0042 1                  44.728605 8.693335 pp 01 3035ebb3202a3008000466ea            
11/06/25 06:50:54 0043 1                  44.728603 8.693358 pp 01 31383132304a303236393737            
11/06/25 06:51:05 0044 1                  44.728576 8.693358 pp 01 31383132304a303139363232            
11/06/25 06:51:12 0045 1                  44.728617 8.693367 pp 01 303acb0342fdf560ad57dfad            
11/06/25 06:52:15 0046 1                  44.728666 8.693369 pp 01 31383132304a303139363233            
11/06/25 06:53:54 0047 1                  44.728396 8.693253 pp 01 313931323050303033373633            
11/06/25 06:55:44 0048 1                  44.728939 8.692852 pp 01 31383132304a303236333937            
11/06/25 06:56:39 0049 1                  44.728875 8.692784 pp 01 31383132304a303236333936            
11/06/25 06:57:33 0050 1                  44.728734 8.692206 pp 01 31383132304a303139303538            
11/06/25 06:58:54 0051 1                  44.728729 8.691914 pp 01 39383132304a303230333733            
11/06/25 06:59:37 0052 1                  44.728363 8.691399 pp 01 31383132304a303139303537            
11/06/25 07:02:26 0054 1                  44.730162 8.690378 pp 01 31383132304a303138383439            
11/06/25 07:03:24 0055 1                  44.730727 8.689278 pp 01 31383132304a303231313137            
11/06/25 07:06:56 0000 s 00478ver01 44.730702 8.689337 pp 01
11/06/25 07:07:23 0056 1                  44.730755 8.689105 pp 01 31383132304a303231343133            
11/06/25 07:08:14 0057 1                  44.730814 8.689016 pp 01 3230303033304d3038333734            
11/06/25 07:09:24 0058 1                  44.730927 8.688841 pp 01 31383132304a303236333932            
11/06/25 07:09:58 0059 1                  44.730959 8.688813 pp 01 31383132304a303236333933            
11/06/25 07:13:10 0060 1                  44.730897 8.688836 pp 01 31383032334d303036353131            
11/06/25 07:14:32 0061 1                  44.730993 8.688308 pp 01 31383132304a303230383235            
11/06/25 07:15:36 0062 1                  44.730687 8.688441 pp 01 31383132304a303230383131            
11/06/25 07:15:52 0063 1                  44.730647 8.688313 pp 01 31383132304a303231373134            
11/06/25 07:17:16 0064 1                  44.730549 8.688353 pp 01 31383132304a303230323237            
11/06/25 07:18:20 0065 1                  44.730431 8.688348 pp 01 31383132304a303231333835            
11/06/25 07:20:04 0066 1                  44.730060 8.688034 pp 01 31383132304a303138383338            
11/06/25 07:21:12 0067 1                  44.730033 8.688506 pp 01 31383132304a303138383139            
11/06/25 07:21:18 0068 1                  44.730038 8.688546 pp 01 31383132304a303236343135            
11/06/25 07:24:36 0000 s 00478ver01 44.730145 8.688648 pp 01
11/06/25 07:24:39 0000 s 00478ver01 44.730127 8.688613 pp 01
11/06/25 07:40:50 0000 s 00478ver01 44.730120 8.688590 pp 01
11/06/25 07:44:04 0069 1                  44.729976 8.689422 pp 01 31383132304a303236303138            
11/06/25 07:44:38 0070 1                  44.730303 8.689249 pp 01 31383132304a303236303235            
11/06/25 07:45:24 0071 1                  44.730204 8.689321 pp 01 31383132304a303230323239            
11/06/25 07:50:05 0072 1                  44.730185 8.689584 pp 01 313931313030503030323934            
11/06/25 07:51:19 0073 1                  44.730265 8.689575 pp 01 31383132304a303236303137            
11/06/25 07:55:27 0074 1                  44.729761 8.688291 pp 01 313971323050303034323231            
11/06/25 07:55:41 0075 1                  44.729706 8.688441 pp 01 313931323050303030373937            
11/06/25 07:57:08 0076 1                  44.729820 8.687955 pp 01 3234303132304a3030393739            
11/06/25 07:59:44 0077 1                  44.729266 8.687673 pp 01 31383132304a303230373736            
11/06/25 08:01:06 0078 1                  44.729268 8.687651 pp 01 31383132304a303230373833            
11/06/25 08:01:16 0079 1                  44.729242 8.687630 pp 01 31383132304a303230363336            
11/06/25 08:06:08 0080 1                  44.732080 8.686173 pp 01 31383132304a303230383137            
11/06/25 08:27:31 0081 1                  44.736779 8.677476 pp 01 313931323050303031313630            
11/06/25 08:28:36 0082 1                  44.736884 8.677253 pp 01 31383132304a303138393235            
11/06/25 08:34:46 0083 1                  44.737544 8.665841 pp 01 313931323050303033313136            
11/06/25 08:37:56 0084 1                  44.732960 8.663430 pp 01 313931323050303033313135            
11/06/25 08:38:24 0085 1                  44.733016 8.663372 pp 01 31383132304a303231333330            
11/06/25 08:39:47 0086 1                  44.735170 8.660441 pp 01 31383132304a303139333936            
11/06/25 08:42:34 0087 1                  44.733589 8.658906 pp 01 31383132304a303139333935            
11/06/25 08:48:25 0088 1                  44.715467 8.654534 pp 01 3234303132304a3030323538            
11/06/25 08:57:01 0089 1                  44.729006 8.685558 pp 01 31383132304a303230393931            
11/06/25 08:59:42 0090 1                  44.728990 8.687747 pp 01 31383132304a303139353234            
11/06/25 08:59:53 0091 1                  44.729006 8.687771 pp 01 31383132304a303139303531            
11/06/25 08:59:57 0092 1                  44.729060 8.687808 pp 01 3039612d4259f549502f9104            
11/06/25 09:02:21 0093 1                  44.729006 8.687521 pp 01 31383132304a303231323134            
11/06/25 09:02:48 0094 1                  44.728977 8.687577 pp 01 31383132304a303231373230            
11/06/25 09:05:26 0095 1                  44.728359 8.686604 pp 01 31383132304a303234393937            
11/06/25 09:05:28 0096 1                  44.728359 8.686600 pp 01 30396120c056954000001d82            
11/06/25 09:06:01 0097 1                  44.728306 8.686612 pp 01 31383132304a303139313737            
11/06/25 09:06:12 0098 1                  44.728255 8.686603 pp 01 31383132304a303235383334            
11/06/25 09:06:35 0099 1                  44.728289 8.686575 pp 01 31383132304a303235363036            
11/06/25 09:08:09 0100 1                  44.728629 8.686366 pp 01 31383132304a303138393533            
11/06/25 09:08:27 0101 1                  44.728615 8.686372 pp 01 31383132304a303139313739            
11/06/25 09:10:14 0102 1                  44.728907 8.688411 pp 01 3235303132304a3030383334            
11/06/25 09:12:46 0103 1                  44.729230 8.688304 pp 01 31383132304a303139383932            
11/06/25 09:13:58 0104 1                  44.729298 8.688144 pp 01 31383033304d303033383633            
11/06/25 09:14:37 0105 1                  44.729496 8.688522 pp 01 31383132304a303139383936            
11/06/25 09:15:34 0106 1                  44.729457 8.688506 pp 01 31383132304a303139303336            
11/06/25 09:16:05 0107 1                  44.729400 8.688608 pp 01 31383132304a303231343237            
11/06/25 09:16:14 0108 1                  44.729403 8.688594 pp 01 31383132304a303230373739            
