29/07/25 05:09:26 0000 s 02546ver01 44.752875 8.812065 ss 01
29/07/25 05:24:49 0001 1                  44.763540 8.793600 ss 01 30340c0f64293be28d506405            
29/07/25 05:25:20 0002 1                  44.763578 8.793487 ss 01 3231313130304a3032313638            
29/07/25 05:27:46 0003 1                  44.763678 8.793433 ss 01 3231313130304a3030393736            
29/07/25 05:27:49 0004 1                  44.763677 8.793433 ss 01 303ac8e9c0f19159d8b68fc7            
29/07/25 05:30:24 0005 1                  44.763820 8.793480 ss 01 3231303033304d3034363834            
29/07/25 05:31:32 0006 1                  44.764003 8.793623 ss 01 3231303132304a3130323535            
29/07/25 05:31:33 0007 1                  44.764008 8.793620 ss 01 303aca4982b4435ac688fffa            
29/07/25 05:31:37 0008 1                  44.764015 8.793613 ss 01 303acb0340d11199d8b6352b            
29/07/25 05:31:40 0009 1                  44.764018 8.793608 ss 01 3234303132304a3031383439            
29/07/25 05:33:54 0010 1                  44.764268 8.793875 ss 01 3231303132304a3036353437            
29/07/25 05:33:56 0011 1                  44.764267 8.793875 ss 01 30396061c06dafc00003bab2            
29/07/25 05:34:18 0012 1                  44.764240 8.793907 ss 01 303ac8e9c05fe419d8b65341            
29/07/25 05:36:27 0013 1                  44.763828 8.794852 ss 01 3231303132304a3037393137            
29/07/25 05:40:33 0014 1                  44.765445 8.795485 ss 01 3231303132304a3036383432            
29/07/25 05:41:01 0015 1                  44.765467 8.795462 ss 01 3231303132304a3032333531            
29/07/25 05:42:31 0016 1                  44.765453 8.795440 ss 01 3234303132304a3032353635            
29/07/25 05:51:53 0017 1                  44.767075 8.788415 ss 01 3231303033304d3030363137            
29/07/25 05:52:50 0018 1                  44.766897 8.788783 ss 01 3231303032334d3032323430            
29/07/25 05:52:51 0019 1                  44.766893 8.788788 ss 01 3234303033304d3031373138            
29/07/25 05:53:05 0020 1                  44.766878 8.788818 ss 01 3231303033304d3030393436            
29/07/25 05:53:22 0021 1                  44.766865 8.788823 ss 01 3231303033304d3030393435            
29/07/25 05:58:53 0022 1                  44.764480 8.787147 ss 01 3231303132304a3038303339            
29/07/25 05:59:05 0023 1                  44.764505 8.787127 ss 01 3231303634304a3032353331            
29/07/25 05:59:06 0024 1                  44.764510 8.787122 ss 01 3231303234304a3032353331            
29/07/25 06:05:14 0025 1                  44.766940 8.782867 ss 01 3231303132304a3038343936            
29/07/25 06:07:16 0026 1                  44.767187 8.782178 ss 01 3231303132304a3038313531            
29/07/25 06:08:06 0027 1                  44.767182 8.782148 ss 01 3231303132304a3039313938            
29/07/25 06:09:01 0028 1                  44.767140 8.782165 ss 01 3231303132304a3039363935            
29/07/25 06:12:43 0029 1                  44.767278 8.781858 ss 01 3231303132304a3039373632            
29/07/25 06:17:08 0030 1                  44.767700 8.781213 ss 01 313931323043303038373837            
29/07/25 06:19:29 0031 1                  44.769633 8.779417 ss 01 3232303234304a3030393335            
29/07/25 06:22:54 0032 1                  44.777850 8.776203 ss 01 3231303132304a3037393639            
29/07/25 06:24:21 0033 1                  44.778013 8.775847 ss 01 3231303132304a3037393637            
29/07/25 06:25:44 0034 1                  44.778170 8.775530 ss 01 3231303132304a3037393737            
29/07/25 06:26:02 0035 1                  44.778167 8.775533 ss 01 3235303132304a3031333432            
29/07/25 06:34:40 0036 1                  44.766455 8.783833 ss 01 3231303132304a3037323832            
29/07/25 06:36:02 0037 1                  44.766255 8.784217 ss 01 3231303132304a3038373037            
29/07/25 06:36:14 0038 1                  44.766233 8.784232 ss 01 3231303132304a3037383235            
29/07/25 06:38:26 0039 1                  44.766060 8.784562 ss 01 313931323043303130393038            
29/07/25 06:39:40 0040 1                  44.765933 8.784772 ss 01 3231303132304a3038303737            
29/07/25 06:41:12 0041 1                  44.765807 8.784970 ss 01 3232303132304a3030313237            
29/07/25 06:47:01 0042 1                  44.765445 8.785528 ss 01 3233303132304a3031313435            
29/07/25 06:47:18 0043 1                  44.765442 8.785525 ss 01 3234303132304a3032363733            
29/07/25 06:47:25 0044 1                  44.765435 8.785538 ss 01 3231303132304a3039383334            
29/07/25 06:47:26 0045 1                  44.765435 8.785537 ss 01 303549a98c071c8cce416e05            
29/07/25 06:48:24 0046 1                  44.765423 8.785583 ss 01 3235303132304a3039383334            
29/07/25 06:48:59 0047 1                  44.765418 8.785590 ss 01 3231303132304a3038303034            
29/07/25 06:52:00 0048 1                  44.764922 8.785898 ss 01 3232303234304a3030383836            
29/07/25 06:52:12 0049 1                  44.764907 8.785887 ss 01 303ac8e9c019c259d8b8dbeb            
29/07/25 06:52:14 0050 1                  44.764905 8.785885 ss 01 3231303132304a3038323035            
29/07/25 06:52:15 0051 1                  44.764905 8.785883 ss 01 303acb0343a80e1c977d3eb3            
