12/06/25 05:00:13 0000 s 02546ver01 44.753278 8.812173 vv 01
12/06/25 05:01:41 0001 1                  44.752812 8.812632 vv 01 303436395c16d0548159b004            
12/06/25 05:05:28 0002 1                  44.752788 8.812687 vv 01 303436395c16d0548159b004            
12/06/25 05:15:23 0000 s 02546ver01 44.752903 8.812255 vv 01
12/06/25 05:30:13 0003 1                  44.770413 8.732230 vv 01 31383234304a303031313939            
12/06/25 05:34:41 0004 1                  44.769830 8.730150 vv 01 3232303234304a3030363136            
12/06/25 05:34:52 0005 1                  44.769833 8.730157 vv 01 3230303234304a3030323332            
12/06/25 05:37:59 0007 1                  44.769735 8.727143 vv 01 31383234304a303032373939            
12/06/25 05:40:34 0008 1                  44.769588 8.724650 vv 01 000000000653908100000000            
12/06/25 05:40:46 0009 1                  44.769597 8.724648 vv 01 31383234304a303030373335            
12/06/25 05:41:17 0010 1                  44.769598 8.724642 vv 01 31383234304a303030373334            
12/06/25 05:44:08 0011 1                  44.769198 8.718230 vv 01 31383234304a303032353034            
12/06/25 05:46:10 0012 1                  44.769108 8.716330 vv 01 31383234304a303030343630            
12/06/25 05:47:52 0013 1                  44.769107 8.715962 vv 01 31383234304a303032333837            
12/06/25 05:50:18 0014 1                  44.769597 8.715675 vv 01 31383234304a303030343538            
12/06/25 05:50:21 0015 1                  44.769595 8.715673 vv 01 31383234304a303030343539            
12/06/25 05:56:36 0016 1                  44.769862 8.715727 vv 01 31383234304a303033323336            
12/06/25 05:59:54 0017 1                  44.768968 8.713227 vv 01 31383234304a303031383132            
12/06/25 06:01:08 0018 1                  44.768952 8.713228 vv 01 301854aac09eb7cb100b1534            
12/06/25 06:01:57 0019 1                  44.768858 8.711108 vv 01 31383234304a303033323339            
12/06/25 06:04:02 0020 1                  44.768825 8.710638 vv 01 31383234304a303033303535            
12/06/25 06:04:18 0021 1                  44.768817 8.710648 vv 01 31383234304a303033303536            
12/06/25 06:07:42 0022 1                  44.769168 8.701902 vv 01 31383234304a303030343730            
12/06/25 06:08:42 0023 1                  44.769172 8.701898 vv 01 181243970105210007010000            
12/06/25 06:09:30 0024 1                  44.769235 8.701222 vv 01 31383234304a303031303232            
12/06/25 06:14:44 0025 1                  44.769027 8.701240 vv 01 31383234304a303031333436            
12/06/25 06:18:59 0026 1                  44.769052 8.701653 vv 01 31383234304a303030343638            
12/06/25 06:22:12 0027 1                  44.769250 8.703018 vv 01 31383234304a303032383734            
12/06/25 06:25:16 0028 1                  44.768622 8.707600 vv 01 71383234304a303032383233            
12/06/25 06:27:41 0029 1                  44.768773 8.709785 vv 01 3232303234304a3030323636            
12/06/25 06:29:43 0030 1                  44.768800 8.710127 vv 01 31383234304a303030373539            
12/06/25 06:29:56 0031 1                  44.768808 8.710140 vv 01 31383234304a303031373434            
12/06/25 06:30:46 0032 1                  44.768803 8.710155 vv 01 3138323430ca303031373434            
12/06/25 06:33:08 0033 1                  44.769018 8.714665 vv 01 3234303234304a3031303535            
12/06/25 06:36:30 0034 1                  44.769727 8.727663 vv 01 3235303234304a3030383139            
12/06/25 06:36:47 0035 1                  44.769738 8.727665 vv 01 3235303234304a3030383637            
12/06/25 06:37:19 0036 1                  44.769733 8.727650 vv 01 3234303234304a30313081cf            
12/06/25 06:38:59 0037 1                  44.769717 8.727652 vv 01 301854aac1926d8555c676b2            
12/06/25 06:39:59 0039 1                  44.769755 8.728167 vv 01 4e20198b64b7c00000000000            
