12/07/25 05:08:42 0000 s 02027ver01 44.753060 8.812058 uu 01
12/07/25 05:19:17 0001 1                  0 0 uu 01 323032323036323330303237            
12/07/25 05:19:29 0002 1                  0 0 uu 01 323030323545303030303934            
12/07/25 05:19:38 0003 1                  0 0 uu 01 323030323545303030303837            
12/07/25 05:19:45 0004 1                  0 0 uu 01 3231303032334d3030383539            
12/07/25 05:19:46 0005 1                  0 0 uu 01 323030323545303034323438            
12/07/25 05:19:51 0006 1                  0 0 uu 01 323030323545303030303838            
12/07/25 05:19:58 0007 1                  0 0 uu 01 3231303032334d3035383932            
12/07/25 05:20:16 0008 1                  0 0 uu 01 323030323545303037393531            
12/07/25 05:20:25 0009 1                  0 0 uu 01 323030323545303034373338            
12/07/25 05:20:33 0010 1                  0 0 uu 01 323030323545303030303331            
12/07/25 05:20:42 0011 1                  0 0 uu 01 323030323545303037393433            
12/07/25 05:22:22 0012 1                  0 0 uu 01 3233303234304a3030393637            
12/07/25 05:22:31 0013 1                  0 0 uu 01 323031323055303030323235            
12/07/25 05:24:23 0014 1                  0 0 uu 01 3231303032334d3035343032            
12/07/25 05:25:16 0015 1                  0 0 uu 01 323030323545303038363939            
12/07/25 05:25:30 0016 1                  0 0 uu 01 3232303032334d3031353638            
12/07/25 05:25:37 0017 1                  0 0 uu 01 323030323545303034303535            
12/07/25 05:26:31 0018 1                  0 0 uu 01 3234303132304a3032313034            
12/07/25 05:27:57 0019 1                  0 0 uu 01 323030323545303030303136            
12/07/25 05:28:32 0020 1                  0 0 uu 01 323030323545303038303539            
12/07/25 05:28:38 0021 1                  0 0 uu 01 323030323545303037393938            
12/07/25 05:28:48 0022 1                  0 0 uu 01 323030323545303038363736            
12/07/25 05:29:26 0023 1                  0 0 uu 01 323031323055303030323430            
12/07/25 05:30:26 0024 1                  44.762151 8.780218 uu 01 323031323055303030323936            
12/07/25 05:32:18 0025 1                  44.762462 8.779690 uu 01 323030323545303038303039            
12/07/25 05:32:39 0026 1                  44.762483 8.779623 uu 01 323030323545303034303730            
12/07/25 05:33:34 0027 1                  44.762743 8.779187 uu 01 323030323545303034303839            
12/07/25 05:34:15 0028 1                  44.762822 8.778937 uu 01 323030323545303037393034            
12/07/25 05:34:24 0029 1                  44.762735 8.778957 uu 01 323030323545303037393138            
12/07/25 05:34:39 0030 1                  44.762725 8.778982 uu 01 323030323545303038303739            
12/07/25 05:35:44 0031 1                  44.762958 8.778488 uu 01 323030323545303037383630            
12/07/25 05:35:57 0032 1                  44.762877 8.778057 uu 01 3234303032334d3031353538            
12/07/25 05:36:05 0033 1                  44.762798 8.777815 uu 01 3231303032334d3034353033            
12/07/25 05:36:12 0034 1                  44.762835 8.777900 uu 01 323030323545303030313038            
12/07/25 05:36:21 0035 1                  44.762800 8.778030 uu 01 323030323545303037373237            
12/07/25 05:36:27 0036 1                  44.762819 8.778034 uu 01 323030323545303030313037            
12/07/25 05:36:35 0037 1                  44.762833 8.778028 uu 01 323030323545303037363735            
12/07/25 05:38:00 0038 1                  44.763295 8.778365 uu 01 323030323545303037383634            
12/07/25 05:38:11 0039 1                  44.763341 8.778296 uu 01 3234303032334d3030363831            
12/07/25 05:38:21 0040 1                  44.763487 8.778309 uu 01 323030323545303037373333            
12/07/25 05:41:18 0041 1                  44.765760 8.771115 uu 01 323030323545303030343339            
12/07/25 05:41:25 0042 1                  44.765811 8.771017 uu 01 323030323545303030343630            
12/07/25 05:42:05 0043 1                  44.765688 8.771100 uu 01 323030323545303030343738            
12/07/25 05:42:53 0044 1                  44.765529 8.771935 uu 01 323030323545303032333937            
12/07/25 05:43:01 0045 1                  44.765607 8.771868 uu 01 323030323545303030353636            
12/07/25 05:44:07 0046 1                  44.765203 8.773265 uu 01 323030323545303030343136            
12/07/25 05:45:34 0047 1                  44.764734 8.773554 uu 01 323031323055303030323332            
12/07/25 05:45:50 0048 1                  44.764731 8.773562 uu 01 323031323055303030333230            
12/07/25 05:48:04 0049 1                  44.764435 8.776539 uu 01 323030323545303030333530            
12/07/25 05:48:09 0050 1                  44.764458 8.776534 uu 01 323030323545303030333336            
12/07/25 05:48:58 0051 1                  44.764251 8.776807 uu 01 323031323055303030323831            
