26/06/25 04:49:14 0000 s 01428ver01 44.753230 8.811905 vv 01
26/06/25 04:56:15 0000 s 01428ver01 44.752943 8.811890 vv 01
26/06/25 05:09:29 0001 1                  44.765678 8.797435 vv 01 000000001771344600000000            
26/06/25 05:09:39 0002 1                  44.765932 8.796480 vv 01 25705569A6866773B2C37E33            
26/06/25 05:19:36 0003 1                  44.751090 8.756658 vv 01 31383234304A303031333439            
26/06/25 05:20:02 0004 1                  44.751078 8.756630 vv 01 3231303234304A3033383536            
26/06/25 05:21:35 0005 1                  44.750185 8.754605 vv 01 3230303234304A3030333032            
26/06/25 05:25:32 0006 1                  44.750485 8.752887 vv 01 555338334D84902200220912            
26/06/25 05:25:32 0007 1                  44.750485 8.752887 vv 01 555338334D84902100220914            
26/06/25 05:28:44 0008 1                  44.750250 8.747087 vv 01 31383234304A303032353338            
26/06/25 05:29:29 0009 1                  44.750245 8.746697 vv 01 31383032334D303133393933            
26/06/25 05:29:29 0010 1                  44.750245 8.746697 vv 01 31383132304A303232323532            
26/06/25 05:30:00 0011 1                  44.750378 8.746577 vv 01 31383234304A303032353339            
26/06/25 05:31:29 0012 1                  44.750423 8.746193 vv 01 31383234304A303032353337            
26/06/25 05:39:00 0013 1                  44.750832 8.748453 vv 01 31383234304A303032343836            
26/06/25 05:39:19 0014 1                  44.750833 8.748465 vv 01 31383234304A303032333735            
26/06/25 05:39:26 0015 1                  44.750838 8.748467 vv 01 31383234304A303032343834            
26/06/25 05:44:00 0016 1                  44.750425 8.750025 vv 01 3234303234304A3031303434            
26/06/25 05:47:10 0017 1                  44.752062 8.749392 vv 01 31383234304A303032353334            
26/06/25 05:48:48 0018 1                  44.752057 8.749118 vv 01 31383234304A303031303636            
26/06/25 05:48:49 0019 1                  44.752057 8.749118 vv 01 3233303234304A3030333635            
26/06/25 05:51:41 0020 1                  44.752073 8.748788 vv 01 31383234304A303032323437            
26/06/25 05:53:18 0021 1                  44.752223 8.747900 vv 01 31383234304A303031323538            
26/06/25 05:54:37 0022 1                  44.752277 8.747667 vv 01 31383234304A303031393132            
26/06/25 05:56:32 0023 1                  44.752312 8.746870 vv 01 31383234304A303032323735            
26/06/25 05:58:21 0024 1                  44.752348 8.746243 vv 01 31383234304A303032333032            
26/06/25 05:58:31 0025 1                  44.752345 8.746243 vv 01 31383234304A303032333031            
26/06/25 05:59:41 0026 1                  44.752353 8.746250 vv 01 31383234304A303033313430            
26/06/25 06:00:07 0027 1                  44.752363 8.746260 vv 01 31383234304A303030383635            
26/06/25 06:02:26 0028 1                  44.752453 8.745510 vv 01 31383234304A303031323539            
26/06/25 06:03:03 0029 1                  44.752423 8.745505 vv 01 31383234304A303031323630            
26/06/25 06:04:42 0030 1                  44.752738 8.744223 vv 01 31383234304A303031343633            
26/06/25 06:08:31 0031 1                  44.752877 8.743587 vv 01 3233303234304A3030343237            
26/06/25 06:08:46 0032 1                  44.752870 8.743597 vv 01 31383234304A303032373936            
26/06/25 06:08:48 0033 1                  44.752867 8.743595 vv 01 31383234304A303032373936            
26/06/25 06:13:23 0034 1                  44.752363 8.743913 vv 01 25705569A6B85B52C1C36CB1            
26/06/25 06:14:00 0035 1                  44.752222 8.743865 vv 01 31383234304A303031333937            
26/06/25 06:15:00 0036 1                  44.752207 8.743863 vv 01 31383234304A303031343635            
26/06/25 06:17:17 0037 1                  44.751880 8.745105 vv 01 31383032334D303031343130            
26/06/25 06:21:00 0038 1                  44.751575 8.751320 vv 01 31383234304A303032353332            
26/06/25 06:21:12 0039 1                  44.751593 8.751288 vv 01 31383234304A303032353333            
26/06/25 06:30:07 0040 1                  44.751720 8.753213 vv 01 31383234304A303032353133            
26/06/25 06:30:20 0041 1                  44.751708 8.753220 vv 01 3232303234304A3030343436            
26/06/25 06:30:34 0042 1                  44.751703 8.753238 vv 01 3138B234304A303032353133            
26/06/25 06:31:23 0043 1                  44.751700 8.753248 vv 01 3234303234304A3030313737            
26/06/25 06:37:15 0044 1                  44.751857 8.756203 vv 01 3234303234304A3030313130            
26/06/25 06:37:15 0045 1                  44.751857 8.756203 vv 01 31383234304A303032373737            
26/06/25 06:41:37 0046 1                  44.751883 8.757415 vv 01 31383234304A303032373734            
26/06/25 06:46:28 0047 1                  44.752737 8.750607 vv 01 3234303234304A3030323133            
26/06/25 06:47:02 0048 1                  44.752733 8.750545 vv 01 31383234304A303031363239            
26/06/25 06:48:27 0049 1                  44.752738 8.750553 vv 01 3234303234304A3030303134            
26/06/25 06:48:27 0050 1                  44.752738 8.750553 vv 01 31383234304A303032363033            
