28/01/25 04:55:42 0000 s 01130ver01 44.753107 8.812078 uu 01
28/01/25 09:26:29 0001 1                  0 0 uu 01 323032323036323330303231            
28/01/25 11:39:18 0000 s 01130ver01 44.753123 8.812492 uu 01
28/01/25 11:49:01 0002 1                  44.773320 8.799355 uu 01 3231303234304a3032393137            
28/01/25 11:52:22 0003 1                  44.773211 8.799021 uu 01 3231303234304a3032393136            
28/01/25 11:52:53 0004 1                  44.773255 8.799040 uu 01 3231303234304a3032393134            
28/01/25 11:52:54 0005 1                  44.773255 8.799040 uu 01 3231303234304a3032393133            
28/01/25 11:55:38 0006 1                  44.772295 8.800246 uu 01 323030323545303030393835            
28/01/25 11:55:49 0007 1                  44.772295 8.800246 uu 01 323030323545303030393931            
28/01/25 11:56:31 0008 1                  44.772295 8.800246 uu 01 323030323545303030393935            
28/01/25 11:58:41 0009 1                  44.771270 8.801015 uu 01 323030323545303030393939            
28/01/25 11:59:27 0010 1                  44.771251 8.800840 uu 01 323030323545303031303030            
28/01/25 12:00:09 0011 1                  44.772630 8.801491 uu 01 323030323545303032303132            
28/01/25 12:00:19 0012 1                  44.772630 8.801491 uu 01 323030323545303031303036            
28/01/25 12:01:15 0013 1                  44.771301 8.800623 uu 01 3231303032334d3031343131            
28/01/25 12:02:07 0014 1                  44.771011 8.800673 uu 01 3231303234304a3031323031            
28/01/25 12:02:18 0015 1                  44.771011 8.800673 uu 01 3231303234304a3034353431            
28/01/25 12:03:36 0016 1                  44.770673 8.800983 uu 01 3231303032334d3034383134            
28/01/25 12:03:37 0017 1                  44.770673 8.800983 uu 01 3231303032334d3033373837            
28/01/25 12:03:40 0018 1                  44.770673 8.800983 uu 01 3231303032334d3033373835            
28/01/25 12:03:43 0019 1                  44.770163 8.801110 uu 01 3231303032334d3033373832            
28/01/25 12:04:39 0020 1                  44.770253 8.801100 uu 01 3231303234304a3031313034            
28/01/25 12:05:44 0021 1                  44.770201 8.801550 uu 01 3231303234304a3031303931            
28/01/25 12:07:01 0022 1                  44.770233 8.801398 uu 01 3234303032334d3030373930            
28/01/25 12:07:47 0023 1                  44.770060 8.800196 uu 01 323030323545303032303437            
28/01/25 12:08:06 0024 1                  44.770060 8.800196 uu 01 323030323545303030393231            
28/01/25 12:08:31 0025 1                  44.770060 8.800196 uu 01 323030323545303030383935            
28/01/25 12:09:43 0026 1                  44.770086 8.800135 uu 01 3231303032334d3030383335            
28/01/25 12:09:43 0027 1                  44.770086 8.800135 uu 01 3231303032334d3034323932            
28/01/25 12:09:45 0028 1                  44.770086 8.800135 uu 01 3231303032334d3034313234            
28/01/25 12:09:46 0029 1                  44.770086 8.800135 uu 01 3231303032334d3034323931            
28/01/25 12:09:47 0030 1                  44.770086 8.800135 uu 01 3231303032334d3034313232            
28/01/25 12:09:49 0031 1                  44.769230 8.800981 uu 01 3231303032334d3034323232            
28/01/25 12:09:51 0032 1                  44.769273 8.800968 uu 01 3234303032334d3030373839            
