10/06/25 04:50:27 0000 s 01428ver01 44.753347 8.812247 pp 01
10/06/25 05:21:39 0000 s 01428ver01 44.753337 8.813002 pp 01
10/06/25 05:36:21 0001 1                  0 0 pp 01 313831323045303234343530            
10/06/25 05:37:46 0002 1                  44.791062 8.785067 pp 01 313831323045303232353631            
10/06/25 05:37:47 0003 1                  44.791062 8.785067 pp 01 313831323045303232343931            
10/06/25 05:38:21 0004 1                  44.791030 8.785128 pp 01 313831323045303232393937            
10/06/25 05:45:00 0005 1                  44.790697 8.785685 pp 01 313833323045303232353530            
10/06/25 05:45:00 0006 1                  44.790697 8.785685 pp 01 313831323045303232353530            
10/06/25 05:45:00 0007 1                  44.790692 8.785678 pp 01 313831323045303233353334            
10/06/25 05:45:40 0008 1                  44.790718 8.785672 pp 01 313831323045303233393430            
10/06/25 05:45:47 0009 1                  44.790745 8.785677 pp 01 313831323045303233393338            
10/06/25 05:45:51 0010 1                  44.790747 8.785665 pp 01 E28068940000502602C3C8B0            
10/06/25 05:46:25 0011 1                  44.790703 8.785627 pp 01 313831323045303233393334            
10/06/25 05:47:55 0012 1                  44.790927 8.786463 pp 01 31383132304530323331373C            
10/06/25 05:48:55 0013 1                  44.791212 8.786677 pp 01 3156060626879430CC46E280            
10/06/25 05:49:03 0014 1                  44.791407 8.786787 pp 01 313831323045303139383032            
10/06/25 05:50:34 0015 1                  44.791323 8.786947 pp 01 313831323045303231393230            
10/06/25 05:52:09 0016 1                  44.791777 8.787557 pp 01 313831723245303232303337            
10/06/25 05:52:09 0017 1                  44.791777 8.787557 pp 01 313831723045303232303337            
10/06/25 05:52:09 0018 1                  44.791777 8.787557 pp 01 313831323045303232303430            
10/06/25 05:52:12 0019 1                  44.791785 8.787558 pp 01 313831323045303232303337            
10/06/25 05:52:12 0020 1                  44.791785 8.787558 pp 01 3035EB5FA040494F22622AA1            
10/06/25 05:56:37 0021 1                  44.790253 8.786492 pp 01 3235303132304A3030393233            
10/06/25 05:56:57 0022 1                  44.790263 8.786470 pp 01 313831323045303232343830            
10/06/25 05:58:17 0023 1                  44.790050 8.786340 pp 01 313831323045303232303132            
10/06/25 05:58:19 0024 1                  44.790052 8.786330 pp 01 313831323045303232303336            
10/06/25 05:59:36 0025 1                  44.789722 8.786295 pp 01 3234303132304A3033323530            
10/06/25 05:59:52 0026 1                  44.789692 8.786302 pp 01 313831323045303230333634            
10/06/25 06:00:43 0027 1                  44.789680 8.786347 pp 01 3234303132304A3032333030            
10/06/25 06:02:28 0028 1                  44.789332 8.786478 pp 01 313831323045303235343434            
10/06/25 06:03:56 0029 1                  44.789313 8.786857 pp 01 313831323045303232323635            
10/06/25 06:03:56 0030 1                  44.789313 8.786857 pp 01 313831323045303232323634            
10/06/25 06:05:08 0031 1                  44.789210 8.787022 pp 01 3035EB8ADC5576C00C00039A            
10/06/25 06:06:19 0032 1                  44.789170 8.787460 pp 01 313831323045303232363730            
10/06/25 06:06:27 0033 1                  44.789175 8.787478 pp 01 313831323055303232363636            
10/06/25 06:06:27 0034 1                  44.789175 8.787478 pp 01 313831323045303232363636            
10/06/25 06:08:04 0035 1                  44.788975 8.788407 pp 01 313831323045303232363939            
10/06/25 06:09:40 0036 1                  44.788865 8.788793 pp 01 313831323045303232383931            
10/06/25 06:11:09 0037 1                  44.788887 8.789013 pp 01 313831323045303232363732            
10/06/25 06:11:11 0038 1                  44.788888 8.789018 pp 01 313831323045303139323935            
10/06/25 06:12:47 0039 1                  44.788777 8.789605 pp 01 313831323045303232363734            
10/06/25 06:15:08 0040 1                  44.787492 8.789952 pp 01 313831323045303138373930            
