04/07/25 04:53:28 0000 s 01133ver01 44.753052 8.812228 cc 01
04/07/25 05:04:37 0001 1                  0 0 cc 01 323032323036323330303230            
04/07/25 05:07:52 0000 s 01133ver01 44.753105 8.813062 cc 01
04/07/25 05:26:33 0002 1                  0 0 cc 01 313931323043303037363936            
04/07/25 05:30:40 0003 1                  44.805979 8.754051 cc 01 313931323043303039333436            
04/07/25 05:34:43 0004 1                  44.821840 8.751661 cc 01 313931323043303038353738            
04/07/25 05:34:44 0005 1                  44.821840 8.751661 cc 01 313931323050303036303132            
04/07/25 05:38:56 0006 1                  44.810137 8.737253 cc 01 313831323045303133363231            
04/07/25 05:44:58 0007 1                  44.825345 8.747298 cc 01 313831323045303133313730            
04/07/25 06:02:09 0008 1                  44.823018 8.784799 cc 01 313831323045303039393237            
04/07/25 06:05:33 0009 1                  44.829907 8.782271 cc 01 313831323045303133393030            
04/07/25 06:07:52 0010 1                  44.828057 8.776956 cc 01 313931323043303037393031            
04/07/25 06:08:54 0011 1                  44.828047 8.776558 cc 01 313831323045303130363938            
04/07/25 06:09:55 0012 1                  44.828030 8.776251 cc 01 313831323045303130363939            
04/07/25 06:10:52 0013 1                  44.828021 8.776010 cc 01 313831323045303130373038            
04/07/25 06:13:32 0014 1                  44.827011 8.778527 cc 01 3233303132304a3031363731            
04/07/25 06:14:17 0015 1                  44.826260 8.777787 cc 01 313931323043303039313938            
04/07/25 06:15:29 0016 1                  44.825505 8.777009 cc 01 313931323043303031353539            
04/07/25 06:30:35 0017 1                  44.819674 8.798805 cc 01 3234303132304a3030383335            
04/07/25 06:33:33 0018 1                  44.819920 8.804690 cc 01 313831323045303135333133            
04/07/25 06:37:12 0019 1                  44.825945 8.806343 cc 01 313931323043303130373337            
04/07/25 06:39:06 0020 1                  44.825823 8.809421 cc 01 313931323043303030383434            
04/07/25 06:40:52 0021 1                  44.826132 8.805568 cc 01 31383132304a303134303735            
04/07/25 06:42:45 0022 1                  44.829182 8.804312 cc 01 313831323045303131363035            
04/07/25 06:43:47 0023 1                  44.829251 8.804420 cc 01 3233303132304a3031393939            
04/07/25 06:48:34 0024 1                  44.832776 8.822093 cc 01 313831323045303133353832            
04/07/25 06:52:01 0025 1                  44.831348 8.809386 cc 01 30340591043cec6f36674805            
04/07/25 06:52:05 0026 1                  44.831353 8.809397 cc 01 313931323043303130383630            
04/07/25 06:55:52 0027 1                  44.831986 8.801101 cc 01 313831323045303039393339            
04/07/25 06:57:26 0028 1                  44.832005 8.800803 cc 01 313931323043303031333235            
04/07/25 07:01:59 0029 1                  44.821901 8.798717 cc 01 313831323045303133303732            
04/07/25 07:02:50 0030 1                  44.821762 8.798704 cc 01 313831323045303134323334            
04/07/25 07:06:47 0031 1                  44.817987 8.794811 cc 01 313831323045303133353330            
04/07/25 07:12:12 0032 1                  44.809263 8.807023 cc 01 313931323043303032373030            
04/07/25 07:15:22 0033 1                  44.814569 8.805957 cc 01 313831323045303136393932            
04/07/25 07:16:46 0034 1                  44.814314 8.806580 cc 01 313931323043303132393330            
04/07/25 07:21:36 0035 1                  44.818865 8.816675 cc 01 3233303132304a3030343336            
04/07/25 07:25:09 0036 1                  44.822825 8.818016 cc 01 3233303132304a3031363331            
04/07/25 07:26:42 0037 1                  44.822182 8.817942 cc 01 313931323043303036363331            
04/07/25 07:27:41 0038 1                  44.822030 8.818289 cc 01 313931323043303039353033            
04/07/25 07:33:25 0039 1                  44.813848 8.817993 cc 01 3233303132304a3031373431            
04/07/25 07:34:23 0040 1                  44.813925 8.817781 cc 01 313931323043303034373937            
04/07/25 07:35:44 0041 1                  44.813482 8.817993 cc 01 303acb0342dcd959d8b63da4            
04/07/25 07:36:06 0042 1                  44.813478 8.817996 cc 01 313831323045303133373034            
04/07/25 07:37:57 0043 1                  44.810852 8.817766 cc 01 3234303132304a3032373930            
04/07/25 07:38:28 0044 1                  44.810902 8.817577 cc 01 313931323043303130333130            
04/07/25 07:40:44 0045 1                  44.808136 8.819102 cc 01 313831323045303134303831            
04/07/25 07:41:59 0046 1                  44.806489 8.817797 cc 01 313831323045303133383038            
04/07/25 07:42:10 0047 1                  44.806474 8.817846 cc 01 3233303132304a3031353534            
04/07/25 07:42:24 0048 1                  44.806474 8.817847 cc 01 31383132304a303136383331            
04/07/25 07:43:44 0049 1                  44.806208 8.818592 cc 01 31383132304a303137333030            
04/07/25 07:44:44 0050 1                  44.805928 8.818618 cc 01 313931323043303032333135            
04/07/25 07:46:04 0051 1                  44.804051 8.818134 cc 01 313831323045303134383038            
04/07/25 07:49:29 0052 1                  44.797193 8.799419 cc 01 313931323043303038353036            
04/07/25 08:06:34 0053 1                  44.788000 8.812650 cc 01 313831323045303133343638            
04/07/25 08:06:51 0054 1                  44.787998 8.812660 cc 01 313932343043303030303938            
04/07/25 08:13:55 0055 1                  44.802761 8.818692 cc 01 313931323043303031343337            
04/07/25 08:14:00 0056 1                  44.802754 8.818685 cc 01 313931323043303130313039            
04/07/25 08:15:46 0057 1                  44.802693 8.819114 cc 01 313831323045303135323337            
04/07/25 08:16:38 0058 1                  44.802678 8.819138 cc 01 31383032334d303132353539            
04/07/25 08:18:51 0059 1                  44.802928 8.819325 cc 01 313931323043303133373936            
04/07/25 08:19:48 0060 1                  44.802815 8.818985 cc 01 313831323045303133393139            
04/07/25 08:20:51 0061 1                  44.802547 8.818299 cc 01 3235303132304a3030353532            
04/07/25 08:23:50 0062 1                  44.806868 8.821269 cc 01 313931323043303133313031            
04/07/25 08:24:15 0063 1                  44.806994 8.821325 cc 01 313931323043303038303634            
04/07/25 08:25:16 0064 1                  44.807165 8.821217 cc 01 3234303132304a3030373737            
04/07/25 08:26:21 0065 1                  44.807467 8.821128 cc 01 313831323045303135303235            
04/07/25 08:27:09 0066 1                  44.807755 8.821200 cc 01 313931323043303130393639            
