14/08/25 05:06:05 0000 s 01130ver01 44.753055 8.812145 vv 01
14/08/25 05:37:26 0001 1                  0 0 vv 01 313832343045303032393239            
14/08/25 05:37:26 0002 1                  0 0 vv 01 313932343056303030353036            
14/08/25 05:37:26 0003 1                  0 0 vv 01 313832343045303033323831            
14/08/25 05:37:26 0004 1                  0 0 vv 01 3231303234304a3030363232            
14/08/25 05:37:26 0005 1                  0 0 vv 01 313832343045303032393331            
14/08/25 05:37:26 0006 1                  0 0 vv 01 313832343045303032303139            
14/08/25 05:37:26 0007 1                  0 0 vv 01 313832343045303032373933            
14/08/25 05:37:26 0008 1                  0 0 vv 01 323032323036323330303231            
14/08/25 05:47:16 0009 1                  0 0 vv 01 3233303234304a3030323538            
14/08/25 05:50:52 0010 1                  0 0 vv 01 313832343045303031313635            
14/08/25 05:52:00 0011 1                  0 0 vv 01 3234303234304a3031323138            
14/08/25 05:54:49 0012 1                  44.793843 8.784866 vv 01 31383032334d303033323830            
14/08/25 05:54:50 0013 1                  44.793866 8.784865 vv 01 313832343045303032303033            
14/08/25 05:55:47 0014 1                  44.793731 8.784821 vv 01 3235303234304a3030373638            
14/08/25 06:36:35 0015 1                  44.800643 8.789302 vv 01 313832343045303031353736            
14/08/25 06:40:02 0016 1                  44.797989 8.786165 vv 01 3233303234304a3030303932            
14/08/25 06:52:29 0017 1                  44.797951 8.786142 vv 01 3233303234304a3030303932            
14/08/25 07:01:55 0018 1                  44.802874 8.819203 vv 01 31383032334d303035343536            
14/08/25 07:02:14 0019 1                  44.802901 8.819314 vv 01 31383032334d303039383535            
14/08/25 07:02:15 0020 1                  44.802903 8.819320 vv 01 313932343056303030323335            
14/08/25 07:02:41 0021 1                  44.802869 8.819156 vv 01 3234303234304a3030313235            
14/08/25 07:03:12 0022 1                  44.802890 8.819151 vv 01 31383032334d303035343536            
14/08/25 07:08:09 0023 1                  44.806464 8.817854 vv 01 3231303234304a3033363834            
14/08/25 07:10:09 0024 1                  44.806394 8.818758 vv 01 313832343045303032383934            
14/08/25 07:12:05 0025 1                  44.807280 8.826308 vv 01 31383032334d303035323539            
14/08/25 07:12:10 0026 1                  44.807298 8.826313 vv 01 323032343056303030353138            
14/08/25 07:12:43 0027 1                  44.807302 8.826339 vv 01 3235303032334d3030373837            
14/08/25 07:13:20 0028 1                  44.807308 8.826656 vv 01 313932343056303030363933            
14/08/25 07:24:35 0029 1                  44.808154 8.819532 vv 01 323032343056303030363331            
14/08/25 07:39:38 0030 1                  44.813557 8.777652 vv 01 313832343045303032363531            
14/08/25 07:40:13 0031 1                  44.813589 8.777615 vv 01 313832343045303032363531            
14/08/25 08:38:19 0000 s 01130ver01 44.794735 8.783513 vv 01
14/08/25 08:43:17 0032 1                  44.795506 8.786250 vv 01 313832343045303031323630            
14/08/25 08:50:23 0033 1                  44.791133 8.780885 vv 01 313832343045303031373338            
14/08/25 08:52:03 0034 1                  44.790996 8.781921 vv 01 3235303234304a3031303635            
14/08/25 08:54:38 0035 1                  44.790314 8.783881 vv 01 313932343056303030303838            
14/08/25 09:00:07 0036 1                  44.790571 8.779370 vv 01 31383234304a303030343736            
14/08/25 09:58:04 0037 1                  44.791514 8.782691 vv 01 313832343045303032393438            
14/08/25 10:27:08 0000 s 01130ver01 44.753078 8.811957 vv 01
14/08/25 10:34:40 0000 s 01130ver01 44.753058 8.812032 vv 01
